# _root_ Στο ένα κράτος μπορεί κανείς να οδηγεί με 90 χιλιόμετρα την ώρα , στο άλλο με 100 χιλιόμετρα την ώρα , ενώ στο επόμενο κράτος μέλος μόλις με 80 χιλιόμετρα την ώρα .
#goldHeads=4,3,1,22,4,7,4,7,10,8,12,10,22,22,14,22,18,16,20,18,22,0,22,25,23,25,28,22,30,28,32,30,0,
#predictedHeads=4,3,1,22,4,7,22,7,10,8,12,7,22,7,14,15,18,16,20,18,22,0,22,26,26,23,26,27,30,28,32,30,0,
(22,1),(22,28),0.178841 # DEPENDENCYPART_SIBL
(22,1),(22,30),-0.0604374 # DEPENDENCYPART_SIBL
(22,1),(22,32),-0.0440303 # DEPENDENCYPART_SIBL
(22,1),(22,33),-0.0106636 # DEPENDENCYPART_SIBL
(22,3),(22,4),0.0138919 # DEPENDENCYPART_SIBL
(22,3),(22,7),0.00639504 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.058255 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.010111 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.0077075 # DEPENDENCYPART_SIBL
(22,3),(22,13),0.0459752 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.0402335 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.0433536 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.058255 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.0576333 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.010111 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0435183 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.0077075 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.0459752 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.094686 # DEPENDENCYPART_SIBL
(22,3),(22,24),-0.0354044 # DEPENDENCYPART_SIBL
(22,3),(22,25),-0.035427 # DEPENDENCYPART_SIBL
(22,3),(22,26),0.0037657 # DEPENDENCYPART_SIBL
(22,3),(22,27),-0.0369217 # DEPENDENCYPART_SIBL
(22,3),(22,28),-0.0842669 # DEPENDENCYPART_SIBL
(22,3),(22,30),-0.000328502 # DEPENDENCYPART_SIBL
(22,3),(22,32),0.00877439 # DEPENDENCYPART_SIBL
(22,3),(22,33),-0.0218411 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.0665474 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.0347033 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0771267 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.0747232 # DEPENDENCYPART_SIBL
(22,4),(22,13),0.0938622 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.0316267 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.0641854 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.0347033 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.0678812 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0771267 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.0523054 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0747232 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.0938622 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.042186 # DEPENDENCYPART_SIBL
(22,4),(22,24),-0.0435123 # DEPENDENCYPART_SIBL
(22,4),(22,25),-0.0435204 # DEPENDENCYPART_SIBL
(22,4),(22,26),-0.0771191 # DEPENDENCYPART_SIBL
(22,4),(22,27),-0.0152572 # DEPENDENCYPART_SIBL
(22,4),(22,28),-0.0365758 # DEPENDENCYPART_SIBL
(22,4),(22,30),-0.0770389 # DEPENDENCYPART_SIBL
(22,4),(22,32),-0.068885 # DEPENDENCYPART_SIBL
(22,4),(22,33),0.0274566 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0312002 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.0728531 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.0704496 # DEPENDENCYPART_SIBL
(22,7),(22,13),0.0891907 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0281201 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.0609764 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.0312002 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0642067 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.0728531 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0489605 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0704496 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.0891907 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.0368386 # DEPENDENCYPART_SIBL
(22,7),(22,24),-0.04068 # DEPENDENCYPART_SIBL
(22,7),(22,25),-0.040688 # DEPENDENCYPART_SIBL
(22,7),(22,26),-0.0731827 # DEPENDENCYPART_SIBL
(22,7),(22,27),-0.0127104 # DEPENDENCYPART_SIBL
(22,7),(22,28),-0.0301629 # DEPENDENCYPART_SIBL
(22,7),(22,30),-0.0731025 # DEPENDENCYPART_SIBL
(22,7),(22,32),-0.0649486 # DEPENDENCYPART_SIBL
(22,7),(22,33),0.00924208 # DEPENDENCYPART_SIBL
(22,8),(22,10),0.00157349 # DEPENDENCYPART_SIBL
(22,8),(22,12),0.00385646 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.00977594 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.0431963 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0559241 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.0330053 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.0410235 # DEPENDENCYPART_SIBL
(22,8),(22,18),0.00157349 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0415097 # DEPENDENCYPART_SIBL
(22,8),(22,20),0.00385646 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.00977594 # DEPENDENCYPART_SIBL
(22,8),(22,23),0.143983 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.055539 # DEPENDENCYPART_SIBL
(22,8),(22,25),-0.0555498 # DEPENDENCYPART_SIBL
(22,8),(22,26),-0.0701428 # DEPENDENCYPART_SIBL
(22,8),(22,27),-0.0331807 # DEPENDENCYPART_SIBL
(22,8),(22,28),0.279349 # DEPENDENCYPART_SIBL
(22,8),(22,30),-0.0718711 # DEPENDENCYPART_SIBL
(22,8),(22,32),-0.0555415 # DEPENDENCYPART_SIBL
(22,8),(22,33),-0.0291911 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0076912 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.0459857 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0402311 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0433512 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.0582527 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.057631 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0100947 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.043515 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0076912 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.0459857 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0974545 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.0381771 # DEPENDENCYPART_SIBL
(22,10),(22,25),-0.0381998 # DEPENDENCYPART_SIBL
(22,10),(22,26),0.00113064 # DEPENDENCYPART_SIBL
(22,10),(22,27),-0.0398365 # DEPENDENCYPART_SIBL
(22,10),(22,28),-0.0870354 # DEPENDENCYPART_SIBL
(22,10),(22,30),-0.00296356 # DEPENDENCYPART_SIBL
(22,10),(22,32),0.00613933 # DEPENDENCYPART_SIBL
(22,10),(22,33),-0.0247548 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.0475734 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0385196 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.0443904 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0565411 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0588322 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.00490455 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0447278 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.00250107 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.0475734 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0951658 # DEPENDENCYPART_SIBL
(22,12),(22,24),-0.0364614 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.036484 # DEPENDENCYPART_SIBL
(22,12),(22,26),-0.000393334 # DEPENDENCYPART_SIBL
(22,12),(22,27),-0.0393335 # DEPENDENCYPART_SIBL
(22,12),(22,28),-0.0847466 # DEPENDENCYPART_SIBL
(22,12),(22,30),-0.00448753 # DEPENDENCYPART_SIBL
(22,12),(22,32),0.00461536 # DEPENDENCYPART_SIBL
(22,12),(22,33),-0.0235291 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.00417201 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.00833686 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0226811 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0150628 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.0182296 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0231266 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.0181262 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0127932 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0156214 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.00118358 # DEPENDENCYPART_SIBL
(22,13),(22,25),0.00117468 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.0244366 # DEPENDENCYPART_SIBL
(22,13),(22,27),-0.0102297 # DEPENDENCYPART_SIBL
(22,13),(22,28),0.00121141 # DEPENDENCYPART_SIBL
(22,13),(22,30),-0.0286573 # DEPENDENCYPART_SIBL
(22,13),(22,32),-0.00223838 # DEPENDENCYPART_SIBL
(22,13),(22,33),0.0911691 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0591961 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0452427 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0451732 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.00127556 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0439018 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.00355854 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0114807 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.141557 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0437715 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.0437823 # DEPENDENCYPART_SIBL
(22,14),(22,26),-0.0787789 # DEPENDENCYPART_SIBL
(22,14),(22,27),-0.0275793 # DEPENDENCYPART_SIBL
(22,14),(22,28),0.186006 # DEPENDENCYPART_SIBL
(22,14),(22,30),-0.0805073 # DEPENDENCYPART_SIBL
(22,14),(22,32),-0.0641002 # DEPENDENCYPART_SIBL
(22,14),(22,33),-0.0248385 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0043822 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0103306 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.00326651 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0341212 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.000863033 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.00450024 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0417905 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.0156882 # DEPENDENCYPART_SIBL
(22,15),(22,25),0.0156785 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.0325098 # DEPENDENCYPART_SIBL
(22,15),(22,27),0.00847225 # DEPENDENCYPART_SIBL
(22,15),(22,28),-0.072638 # DEPENDENCYPART_SIBL
(22,15),(22,30),-0.0476197 # DEPENDENCYPART_SIBL
(22,15),(22,32),-0.0363429 # DEPENDENCYPART_SIBL
(22,15),(22,33),-0.0159236 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0410235 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.00157349 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0415097 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.00385646 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.00977594 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.143983 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.055539 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.0555498 # DEPENDENCYPART_SIBL
(22,16),(22,26),-0.0701428 # DEPENDENCYPART_SIBL
(22,16),(22,27),-0.0331807 # DEPENDENCYPART_SIBL
(22,16),(22,28),0.279349 # DEPENDENCYPART_SIBL
(22,16),(22,30),-0.0718711 # DEPENDENCYPART_SIBL
(22,16),(22,32),-0.0555415 # DEPENDENCYPART_SIBL
(22,16),(22,33),-0.0291911 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0151768 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0467492 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0162664 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.00851087 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0221462 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.00641584 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.00640781 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.0372936 # DEPENDENCYPART_SIBL
(22,17),(22,27),0.00825525 # DEPENDENCYPART_SIBL
(22,17),(22,28),-0.0333353 # DEPENDENCYPART_SIBL
(22,17),(22,30),-0.0375696 # DEPENDENCYPART_SIBL
(22,17),(22,32),-0.0322803 # DEPENDENCYPART_SIBL
(22,17),(22,33),0.032085 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.043515 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0076912 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0459857 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0974545 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0381771 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0381998 # DEPENDENCYPART_SIBL
(22,18),(22,26),0.00113064 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.0398365 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.0870354 # DEPENDENCYPART_SIBL
(22,18),(22,30),-0.00296356 # DEPENDENCYPART_SIBL
(22,18),(22,32),0.00613933 # DEPENDENCYPART_SIBL
(22,18),(22,33),-0.0247548 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.033053 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0229488 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0117154 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0084501 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.00844186 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.0286389 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.0283437 # DEPENDENCYPART_SIBL
(22,19),(22,28),-0.048737 # DEPENDENCYPART_SIBL
(22,19),(22,30),-0.0308448 # DEPENDENCYPART_SIBL
(22,19),(22,32),-0.0285457 # DEPENDENCYPART_SIBL
(22,19),(22,33),-0.0291595 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0475734 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0951658 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0364614 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.036484 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.000393334 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.0393335 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.0847466 # DEPENDENCYPART_SIBL
(22,20),(22,30),-0.00448753 # DEPENDENCYPART_SIBL
(22,20),(22,32),0.00461536 # DEPENDENCYPART_SIBL
(22,20),(22,33),-0.0235291 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0156214 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.00118358 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.00117468 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0244366 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0102297 # DEPENDENCYPART_SIBL
(22,21),(22,28),0.00121141 # DEPENDENCYPART_SIBL
(22,21),(22,30),-0.0286573 # DEPENDENCYPART_SIBL
(22,21),(22,32),-0.00223838 # DEPENDENCYPART_SIBL
(22,21),(22,33),0.0911691 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0459046 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0459499 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.00257858 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.00935812 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.0662566 # DEPENDENCYPART_SIBL
(22,23),(22,30),0.00306731 # DEPENDENCYPART_SIBL
(22,23),(22,32),0.0102878 # DEPENDENCYPART_SIBL
(22,23),(22,33),-0.013692 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0644851 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.039264 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.0366111 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.0141153 # DEPENDENCYPART_SIBL
(22,24),(22,30),-0.0392452 # DEPENDENCYPART_SIBL
(22,24),(22,32),-0.0392582 # DEPENDENCYPART_SIBL
(22,24),(22,33),-0.0606442 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0392647 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.0366118 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.0141172 # DEPENDENCYPART_SIBL
(22,25),(22,30),-0.0392459 # DEPENDENCYPART_SIBL
(22,25),(22,32),-0.0392589 # DEPENDENCYPART_SIBL
(22,25),(22,33),-0.060646 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.0025684 # DEPENDENCYPART_SIBL
(22,26),(22,28),-0.00683515 # DEPENDENCYPART_SIBL
(22,26),(22,30),-0.102264 # DEPENDENCYPART_SIBL
(22,26),(22,32),-0.102275 # DEPENDENCYPART_SIBL
(22,26),(22,33),-0.0251051 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.0213125 # DEPENDENCYPART_SIBL
(22,27),(22,30),0.0377804 # DEPENDENCYPART_SIBL
(22,27),(22,32),0.0358496 # DEPENDENCYPART_SIBL
(22,27),(22,33),0.0221464 # DEPENDENCYPART_SIBL
(22,28),(22,30),-0.0127077 # DEPENDENCYPART_SIBL
(22,28),(22,32),-0.00600047 # DEPENDENCYPART_SIBL
(22,28),(22,33),-0.0638199 # DEPENDENCYPART_SIBL
(22,30),(22,32),-0.10165 # DEPENDENCYPART_SIBL
(22,30),(22,33),-0.0306849 # DEPENDENCYPART_SIBL
(22,32),(22,33),-0.0397055 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0428748 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0479696 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0482457 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.00253048 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0333141 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0341409 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0107751 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0680872 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.169274 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.169274 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.00620953 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0291661 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.0155527 # DEPENDENCYPART_SIBL
(24,25),(24,30),-0.00619853 # DEPENDENCYPART_SIBL
(24,25),(24,32),-0.00290596 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.00456096 # DEPENDENCYPART_SIBL
(24,26),(24,28),0.0043787 # DEPENDENCYPART_SIBL
(24,26),(24,30),-0.109125 # DEPENDENCYPART_SIBL
(24,26),(24,32),-0.105831 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.026903 # DEPENDENCYPART_SIBL
(24,27),(24,30),0.0602786 # DEPENDENCYPART_SIBL
(24,27),(24,32),0.0654687 # DEPENDENCYPART_SIBL
(24,28),(24,30),0.00803414 # DEPENDENCYPART_SIBL
(24,28),(24,32),0.0180469 # DEPENDENCYPART_SIBL
(24,30),(24,32),-0.105194 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.0146849 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.110658 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.00413556 # DEPENDENCYPART_SIBL
(25,20),(25,28),-0.00440154 # DEPENDENCYPART_SIBL
(25,20),(25,30),0.0866297 # DEPENDENCYPART_SIBL
(25,20),(25,32),0.0915407 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.142559 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.0231251 # DEPENDENCYPART_SIBL
(25,24),(25,28),0.0314227 # DEPENDENCYPART_SIBL
(25,24),(25,30),0.122771 # DEPENDENCYPART_SIBL
(25,24),(25,32),0.127078 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.00741355 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.00152606 # DEPENDENCYPART_SIBL
(25,26),(25,30),-0.111978 # DEPENDENCYPART_SIBL
(25,26),(25,32),-0.108684 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.026903 # DEPENDENCYPART_SIBL
(25,27),(25,30),0.0602784 # DEPENDENCYPART_SIBL
(25,27),(25,32),0.0654685 # DEPENDENCYPART_SIBL
(25,28),(25,30),0.00803394 # DEPENDENCYPART_SIBL
(25,28),(25,32),0.0180467 # DEPENDENCYPART_SIBL
(25,30),(25,32),-0.10662 # DEPENDENCYPART_SIBL
(26,19),(26,20),0.0519479 # DEPENDENCYPART_SIBL
(26,19),(26,22),0.0926514 # DEPENDENCYPART_SIBL
(26,19),(26,24),0.0297462 # DEPENDENCYPART_SIBL
(26,19),(26,25),0.0067475 # DEPENDENCYPART_SIBL
(26,19),(26,27),-0.014711 # DEPENDENCYPART_SIBL
(26,19),(26,28),-0.0271531 # DEPENDENCYPART_SIBL
(26,19),(26,29),0.127696 # DEPENDENCYPART_SIBL
(26,19),(26,30),-0.0160614 # DEPENDENCYPART_SIBL
(26,19),(26,32),-0.0404367 # DEPENDENCYPART_SIBL
(26,20),(26,22),0.0278919 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.0183672 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.000862809 # DEPENDENCYPART_SIBL
(26,20),(26,27),-0.0278339 # DEPENDENCYPART_SIBL
(26,20),(26,28),-0.0263908 # DEPENDENCYPART_SIBL
(26,20),(26,29),-0.0363908 # DEPENDENCYPART_SIBL
(26,20),(26,30),-0.00461356 # DEPENDENCYPART_SIBL
(26,20),(26,32),-0.015309 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.053008 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.0722565 # DEPENDENCYPART_SIBL
(26,22),(26,27),0.0164338 # DEPENDENCYPART_SIBL
(26,22),(26,28),0.00231242 # DEPENDENCYPART_SIBL
(26,22),(26,29),0.0224587 # DEPENDENCYPART_SIBL
(26,22),(26,30),0.00655348 # DEPENDENCYPART_SIBL
(26,22),(26,32),-0.00524787 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.0149524 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.0233076 # DEPENDENCYPART_SIBL
(26,24),(26,28),0.0151852 # DEPENDENCYPART_SIBL
(26,24),(26,29),-0.0254124 # DEPENDENCYPART_SIBL
(26,24),(26,30),0.00804859 # DEPENDENCYPART_SIBL
(26,24),(26,32),-0.00521222 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0278205 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.0105988 # DEPENDENCYPART_SIBL
(26,25),(26,29),-0.0299252 # DEPENDENCYPART_SIBL
(26,25),(26,30),0.00325713 # DEPENDENCYPART_SIBL
(26,25),(26,32),-0.0100037 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.00424618 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.0162955 # DEPENDENCYPART_SIBL
(26,27),(26,30),0.0379361 # DEPENDENCYPART_SIBL
(26,27),(26,32),0.0343352 # DEPENDENCYPART_SIBL
(26,28),(26,29),0.0205424 # DEPENDENCYPART_SIBL
(26,28),(26,30),-0.0209275 # DEPENDENCYPART_SIBL
(26,28),(26,32),-0.0157711 # DEPENDENCYPART_SIBL
(26,29),(26,30),0.0154702 # DEPENDENCYPART_SIBL
(26,29),(26,32),0.0136555 # DEPENDENCYPART_SIBL
(26,30),(26,32),-0.127993 # DEPENDENCYPART_SIBL
(27,4),(27,8),0.0320021 # DEPENDENCYPART_SIBL
(27,4),(27,20),-0.00752554 # DEPENDENCYPART_SIBL
(27,4),(27,21),0.181835 # DEPENDENCYPART_SIBL
(27,4),(27,23),0.044684 # DEPENDENCYPART_SIBL
(27,4),(27,24),0.011691 # DEPENDENCYPART_SIBL
(27,4),(27,25),0.011691 # DEPENDENCYPART_SIBL
(27,4),(27,26),-0.00891191 # DEPENDENCYPART_SIBL
(27,4),(27,28),-0.0168686 # DEPENDENCYPART_SIBL
(27,4),(27,29),0.00802653 # DEPENDENCYPART_SIBL
(27,4),(27,30),-0.00661375 # DEPENDENCYPART_SIBL
(27,4),(27,32),-0.00647748 # DEPENDENCYPART_SIBL
(27,4),(27,33),0.0232222 # DEPENDENCYPART_SIBL
(27,8),(27,20),0.0155507 # DEPENDENCYPART_SIBL
(27,8),(27,21),0.131702 # DEPENDENCYPART_SIBL
(27,8),(27,23),0.011226 # DEPENDENCYPART_SIBL
(27,8),(27,24),0.0164611 # DEPENDENCYPART_SIBL
(27,8),(27,25),0.0212237 # DEPENDENCYPART_SIBL
(27,8),(27,26),0.0125048 # DEPENDENCYPART_SIBL
(27,8),(27,28),0.0952583 # DEPENDENCYPART_SIBL
(27,8),(27,29),-0.0112647 # DEPENDENCYPART_SIBL
(27,8),(27,30),-0.0245665 # DEPENDENCYPART_SIBL
(27,8),(27,32),-0.0162546 # DEPENDENCYPART_SIBL
(27,8),(27,33),-0.0231994 # DEPENDENCYPART_SIBL
(27,20),(27,21),0.170522 # DEPENDENCYPART_SIBL
(27,20),(27,23),0.0464615 # DEPENDENCYPART_SIBL
(27,20),(27,24),0.0314143 # DEPENDENCYPART_SIBL
(27,20),(27,25),0.0314329 # DEPENDENCYPART_SIBL
(27,20),(27,26),-0.000440316 # DEPENDENCYPART_SIBL
(27,20),(27,28),-0.0548757 # DEPENDENCYPART_SIBL
(27,20),(27,29),-0.0326601 # DEPENDENCYPART_SIBL
(27,20),(27,30),0.00670653 # DEPENDENCYPART_SIBL
(27,20),(27,32),0.00779174 # DEPENDENCYPART_SIBL
(27,20),(27,33),0.00513605 # DEPENDENCYPART_SIBL
(27,21),(27,23),0.0268086 # DEPENDENCYPART_SIBL
(27,21),(27,24),0.0472524 # DEPENDENCYPART_SIBL
(27,21),(27,25),0.0472481 # DEPENDENCYPART_SIBL
(27,21),(27,26),0.0312506 # DEPENDENCYPART_SIBL
(27,21),(27,28),0.0502618 # DEPENDENCYPART_SIBL
(27,21),(27,29),0.0227588 # DEPENDENCYPART_SIBL
