# _root_ * Τα ρέηβ πάρτυ στο κλαμπ Cavo Paradiso , κοντά στη Χώρα , που τελειώνουν με την ανατολή του ηλίου .
#goldHeads=0,4,4,0,4,5,6,7,10,6,10,11,15,15,4,15,18,16,20,18,0,
#predictedHeads=0,4,4,0,4,5,6,7,10,6,10,11,15,15,12,15,18,16,20,18,0,
(13,12),(12,10),-0.185393 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.271451 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.921363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.327868 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.29262 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.471247 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.480327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0942918 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.716561 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.658022 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.772202 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.643803 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.652611 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.660802 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.598872 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.664369 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.709213 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.517168 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.453751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.240226 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.00379868 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.293507 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.223717 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.272245 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.115266 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.475066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,15),0.227145 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.330784 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.27255 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.321068 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.159124 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.619278 # DEPENDENCYPART_GRANDPAR
(13,18),(18,14),0.115371 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0753815 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.224686 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.1962 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.245693 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.117773 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),0.115368 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.224594 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.233951 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.184752 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.117773 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.736342 # DEPENDENCYPART_GRANDPAR
(13,21),(21,4),-0.67369 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.411614 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.460132 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.176967 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.54039 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.401097 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.435424 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.193199 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.241126 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.216304 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.31512 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.08366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.923466 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.568621 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.884454 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-1.14788 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.567222 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.516641 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.897982 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.729315 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.793633 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.600253 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.605395 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.484847 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.624912 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.562899 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.673313 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.329076 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.442171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0494269 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.668001 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.315838 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.57927 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.180848 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.922667 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.502273 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.877816 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-1.1431 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.806675 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),-0.893611 # DEPENDENCYPART_GRANDPAR
(15,1),(1,13),-0.64898 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-1.91056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,16),-0.0538287 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.862448 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.411752 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.84958 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.739427 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.911618 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.726688 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.745033 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.781418 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.323989 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.735978 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-2.01262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,16),-0.114013 # DEPENDENCYPART_GRANDPAR
(15,4),(4,21),-0.666122 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-1.00679 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.851646 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.86999 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.814134 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.85832 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.409547 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.358851 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.962458 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.727765 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.746109 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.786648 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.782497 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.325047 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.736948 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.628953 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-2.01258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.113975 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-0.666084 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-1.0759 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.752932 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.706761 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-1.0759 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.81137 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.706761 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.328915 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.945693 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.571735 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-1.0835 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-1.21282 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.907073 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.925417 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.943265 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.487897 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.945655 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.629172 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.95192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.072065 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.400229 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-0.618827 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.915796 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.490706 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.934408 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.817466 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.83581 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.852176 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.344547 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.948481 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.528681 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.91788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.06033 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.347819 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.604683 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.777263 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.802863 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.825007 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.608205 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.409168 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.826507 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.549406 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.62893 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.273608 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.01258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.113975 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.945693 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.571735 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-1.0835 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-1.21282 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.881586 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.960428 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.633962 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-1.04002 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.423497 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.95192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.072065 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.400229 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.930038 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.618827 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.632087 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.8883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,13),-1.0673 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.31928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.269154 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.21528 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.314287 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.221267 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-1.32492 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.684444 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.53767 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0933322 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.607927 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.313934 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.187201 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.684452 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.0932451 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.303427 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.618085 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.187201 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-1.30951 # DEPENDENCYPART_GRANDPAR
(15,21),(21,4),-0.941149 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.0276435 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.502165 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.312944 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.383411 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.415906 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.386561 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.338764 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.256706 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.3317 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.326772 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.382946 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.135837 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.928446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),0.0799533 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.359055 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.37041 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.348088 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.316746 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.287646 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.322488 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.390733 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.384145 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.3466 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.202556 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.210587 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.262571 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.294843 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.364332 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.916227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.591742 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.132356 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.306652 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.324456 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.71609 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.817033 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.426293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),1.13844 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.268294 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.193973 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.0483899 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.817036 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),1.13854 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.773922 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.246931 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0483899 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-0.709788 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-0.861135 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.567361 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.128353 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.421055 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.815086 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.528229 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.506064 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.469268 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.524348 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.357429 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.558199 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.311773 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.956821 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.0331733 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.10117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,21),-0.53872 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.365894 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.996471 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.387841 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-1.14256 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.131809 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.09862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.0606207 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.532819 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-1.13337 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.592149 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.543897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.714846 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.139772 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-0.828601 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-1.41095 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.631283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),0.406715 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.518134 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-1.40231 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.464608 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-1.40736 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.302573 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.426622 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.178198 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.31083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.388066 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-0.909374 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-1.40841 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.929138 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.741086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,1),(1,3),-0.509119 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.673071 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),-0.595947 # DEPENDENCYPART_GRANDPAR
(21,1),(1,6),-0.689798 # DEPENDENCYPART_GRANDPAR
(21,1),(1,9),-0.31444 # DEPENDENCYPART_GRANDPAR
(21,1),(1,10),-0.441822 # DEPENDENCYPART_GRANDPAR
(21,1),(1,13),-0.364905 # DEPENDENCYPART_GRANDPAR
(21,1),(1,15),-0.308789 # DEPENDENCYPART_GRANDPAR
(21,1),(1,16),-0.398205 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.476036 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.758139 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.552644 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.518404 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.568973 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.406672 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),-0.438139 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),-0.43798 # DEPENDENCYPART_GRANDPAR
(21,4),(4,11),-0.490935 # DEPENDENCYPART_GRANDPAR
(21,4),(4,12),-0.574572 # DEPENDENCYPART_GRANDPAR
(21,4),(4,15),-0.180642 # DEPENDENCYPART_GRANDPAR
(21,4),(4,16),-0.307716 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-1.06059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,10),-0.450478 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.696459 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.418764 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.332281 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.375144 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.253658 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.06059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,14),-0.696459 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.332281 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.399612 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.397162 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.06059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
