# _root_ Ήταν στεγασμένη με ένα τετράγωνο κτήριο , ανοικτό στη νότια πλευρά , όπου υπήρχε δωρική στοά .
#goldHeads=0,1,2,6,6,3,1,6,8,11,9,14,14,11,16,14,14,
#predictedHeads=0,1,2,6,6,3,8,1,8,11,9,14,14,11,16,14,0,
(12,8),(8,11),-0.0786709 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.04821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.271451 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.365819 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.657691 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.47276 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.339135 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0110619 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.10954 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.0668281 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.03195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,8),-0.0157447 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.271451 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.365819 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.178686 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),0.0957982 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.118085 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),0.0242934 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.153195 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.325538 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.00258817 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.12223 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0545206 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.05078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.261256 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.390599 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.561649 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.677471 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.591192 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.350829 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.700961 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.553532 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.511003 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.524936 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.53338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.047788 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.152135 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.184926 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.138421 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.590504 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.484149 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.360405 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.447095 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.702674 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.645219 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.4688 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.565053 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.525633 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.526661 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.588896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.188657 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0560152 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.12037 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0846391 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.222032 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.156564 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0759404 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.604436 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.541267 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.170397 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0131175 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0853806 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.16361 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.305876 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.0371099 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.265458 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.0123605 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.0564124 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.212534 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.025133 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.197595 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.12511 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),-0.026386 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.2706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),-0.237896 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.596441 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),-0.713114 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.0783006 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.042723 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.249173 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.0473201 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.0611509 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.237747 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.118945 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.0515992 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-0.744826 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.058937 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.0291897 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.234702 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.199277 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0056834 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.278829 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0308823 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.195538 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.0914069 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.122369 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.26642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.296751 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.242368 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.00281298 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0912766 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.086803 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.0397978 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0242999 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.26468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.254418 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.0610083 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.236306 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.198879 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.00589812 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.117328 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.213959 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0186707 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.210805 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.108718 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0929601 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.26642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.296794 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.765 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.679576 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.290237 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.342123 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.101277 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.221481 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.281901 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.114049 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.310742 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0129851 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.28614 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.26648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.286974 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.726823 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.664596 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.772464 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.471605 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.45759 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.630921 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.432864 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.502093 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.515488 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.445637 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.603933 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.318097 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.565869 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.32934 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.807953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.206887 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0860635 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.358409 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.797423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.166733 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.352752 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.530471 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.369468 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.888611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,15),-0.298874 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.353418 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.329948 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.222591 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.651896 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.433098 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.710491 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.583243 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.158114 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.36167 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.292772 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.568406 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),-0.0801948 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),-0.0108873 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-1.84232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,16),0.210034 # DEPENDENCYPART_GRANDPAR
(14,1),(1,17),-0.273759 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.179987 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.212588 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.561084 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.357308 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.123343 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.116691 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.335763 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),-0.0454235 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.93364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,1),0.143441 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.489039 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.907715 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.716951 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.442455 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.172381 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.411538 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.0944617 # DEPENDENCYPART_GRANDPAR
(14,3),(3,17),-0.415984 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.46211 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.772321 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.355937 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.211808 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.116232 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.352871 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.381035 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.447898 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.707278 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.443337 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.166301 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.100317 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.108771 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.554288 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.245104 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.0542418 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-2.06418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,1),-0.13329 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.579505 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.552126 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.639365 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.570776 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.425211 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.273827 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.876423 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.457206 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.0910653 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.108742 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-2.00358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),0.030864 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),0.0108329 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.429512 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.493169 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.2294 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.116232 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.663017 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.334391 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.0449679 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.122134 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.93362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,16),0.0489615 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.397797 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.15639 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.161046 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.755696 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.316929 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.0645746 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.233261 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.121958 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.93362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,1),0.347821 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.452448 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.71141 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.446667 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.359584 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.215313 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.0978462 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.333332 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.543748 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.0899036 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.0529446 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.06423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.0547215 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.0482929 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.13329 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.552126 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.639365 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.570776 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.263461 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.290544 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.421776 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.737289 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.551423 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.108742 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.00358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),0.030864 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),0.0108329 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.429512 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),0.128906 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.50093 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.525052 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.404964 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.740197 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.504024 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.209157 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.96868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.0387079 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),0.0635307 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.415088 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.430602 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.493614 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0254655 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.691881 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-1.24335 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.494992 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.63431 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.000240754 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.338083 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.442378 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.85894 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.32168 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.189287 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.198904 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.573011 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0806914 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.233194 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.767186 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.20171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.370741 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.557255 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.31287 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.02781 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.389631 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.691467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.210599 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.775189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0178535 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.339995 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.118005 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.444869 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.54623 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.14499 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.289052 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.22664 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.387962 # DEPENDENCYPART_GRANDPAR
(16,1),(1,12),-0.0985204 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),0.162237 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),-0.405434 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-1.2242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,17),-0.275919 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.362 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.107813 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.448216 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.756896 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.148327 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.45067 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.333679 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.135482 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.288841 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.282657 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.490338 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.385615 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.24418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.306817 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0581835 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.27887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.300897 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.06824 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.774798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,13),-0.529818 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.377453 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.10469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,1),-0.468297 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.344701 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.503565 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.319968 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.11425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
