# _root_ Αφού έλαβαν υπόψη και άλλους παράγοντες επικινδυνότητας για την ασθένεια , όπως η ηλικία και το φύλο , οι επιστήμονες βρήκαν ότι ο διαβήτης αυξάνει τις πιθανότητες ανάπτυξης καρκίνου του ήπατος .
#goldHeads=21,1,2,6,6,2,6,7,10,8,6,6,14,15,6,17,15,6,20,21,0,21,24,25,22,27,25,27,28,29,29,0,
#predictedHeads=0,1,2,2,6,4,6,7,10,8,15,21,14,15,8,17,15,21,20,21,0,21,24,25,22,27,25,27,28,31,29,0,
(21,10),(21,15),-0.042394 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0647468 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.184456 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0401548 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0892646 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.178812 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.0158748 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.0215364 # DEPENDENCYPART_SIBL
(21,10),(21,24),-0.00844025 # DEPENDENCYPART_SIBL
(21,10),(21,25),-0.00709346 # DEPENDENCYPART_SIBL
(21,10),(21,27),-0.00222852 # DEPENDENCYPART_SIBL
(21,10),(21,28),0.000746701 # DEPENDENCYPART_SIBL
(21,10),(21,29),-0.0282518 # DEPENDENCYPART_SIBL
(21,10),(21,31),-0.00751869 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.117487 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.00240798 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.0192829 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0504973 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.00600101 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0106972 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0334487 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.000656946 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.0213372 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0236891 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.000338346 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.00989094 # DEPENDENCYPART_SIBL
(21,11),(21,27),-0.00492627 # DEPENDENCYPART_SIBL
(21,11),(21,28),0.000945324 # DEPENDENCYPART_SIBL
(21,11),(21,29),-0.00811919 # DEPENDENCYPART_SIBL
(21,11),(21,31),0.00124874 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.0283447 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.00302067 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.0250149 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0266337 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.0198981 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0210196 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.0419382 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0142138 # DEPENDENCYPART_SIBL
(21,12),(21,23),0.00836659 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.0079758 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.00418058 # DEPENDENCYPART_SIBL
(21,12),(21,27),0.00523237 # DEPENDENCYPART_SIBL
(21,12),(21,28),0.00883084 # DEPENDENCYPART_SIBL
(21,12),(21,29),-0.00243348 # DEPENDENCYPART_SIBL
(21,12),(21,31),0.00889097 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.042413 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0647662 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.184477 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0402313 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.089284 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.178832 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0162816 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.0220423 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.000409854 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.00658774 # DEPENDENCYPART_SIBL
(21,14),(21,27),0.00580188 # DEPENDENCYPART_SIBL
(21,14),(21,28),0.0087771 # DEPENDENCYPART_SIBL
(21,14),(21,29),-0.0202214 # DEPENDENCYPART_SIBL
(21,14),(21,31),0.000511708 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0171503 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0627866 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.00657752 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0409098 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0563467 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0045977 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.0052549 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.00199923 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.046176 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.00122007 # DEPENDENCYPART_SIBL
(21,15),(21,28),0.0027165 # DEPENDENCYPART_SIBL
(21,15),(21,29),-0.0138386 # DEPENDENCYPART_SIBL
(21,15),(21,31),0.00290698 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.00627535 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.000344501 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.195101 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.00116992 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0201301 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.00774019 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.000349105 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0230099 # DEPENDENCYPART_SIBL
(21,16),(21,27),-0.00174432 # DEPENDENCYPART_SIBL
(21,16),(21,28),-0.00839891 # DEPENDENCYPART_SIBL
(21,16),(21,29),0.000695041 # DEPENDENCYPART_SIBL
(21,16),(21,31),0.0012848 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0403599 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0894801 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.179027 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0142014 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0198618 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0111531 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.00505366 # DEPENDENCYPART_SIBL
(21,17),(21,27),-0.00494138 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.00196616 # DEPENDENCYPART_SIBL
(21,17),(21,29),-0.0309647 # DEPENDENCYPART_SIBL
(21,17),(21,31),-0.0102316 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0334487 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.000656946 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0213372 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0236891 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.000338346 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.00989094 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.00492627 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.000945324 # DEPENDENCYPART_SIBL
(21,18),(21,29),-0.00811919 # DEPENDENCYPART_SIBL
(21,18),(21,31),0.00124874 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0281507 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.00738168 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0233322 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0227083 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0315579 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0248017 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.0286816 # DEPENDENCYPART_SIBL
(21,19),(21,29),-0.0223624 # DEPENDENCYPART_SIBL
(21,19),(21,31),-0.0217726 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0443665 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0423321 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0220791 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0131589 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.0282908 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.0312661 # DEPENDENCYPART_SIBL
(21,20),(21,29),0.00226757 # DEPENDENCYPART_SIBL
(21,20),(21,31),0.0230007 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0967759 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.195728 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0699532 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.193779 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.1939 # DEPENDENCYPART_SIBL
(21,22),(21,29),-0.193029 # DEPENDENCYPART_SIBL
(21,22),(21,31),-0.192923 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0246705 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0155759 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.0249656 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.0241271 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.0242111 # DEPENDENCYPART_SIBL
(21,23),(21,31),-0.0241095 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0357446 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.226343 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.227433 # DEPENDENCYPART_SIBL
(21,24),(21,29),-0.225633 # DEPENDENCYPART_SIBL
(21,24),(21,31),-0.226813 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.063239 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.064774 # DEPENDENCYPART_SIBL
(21,25),(21,29),-0.0648777 # DEPENDENCYPART_SIBL
(21,25),(21,31),-0.0647737 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.232868 # DEPENDENCYPART_SIBL
(21,27),(21,29),-0.231069 # DEPENDENCYPART_SIBL
(21,27),(21,31),-0.232249 # DEPENDENCYPART_SIBL
(21,28),(21,29),-0.227534 # DEPENDENCYPART_SIBL
(21,28),(21,31),-0.228714 # DEPENDENCYPART_SIBL
(21,29),(21,31),-0.231945 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0901036 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.104839 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.173518 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.0863416 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.386045 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0469926 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.0139651 # DEPENDENCYPART_SIBL
(24,19),(24,27),0.040498 # DEPENDENCYPART_SIBL
(24,19),(24,28),0.0217543 # DEPENDENCYPART_SIBL
(24,19),(24,29),0.068074 # DEPENDENCYPART_SIBL
(24,19),(24,31),0.0416929 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.13277 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.00173453 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0254286 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.0152127 # DEPENDENCYPART_SIBL
(24,20),(24,28),0.0137623 # DEPENDENCYPART_SIBL
(24,20),(24,29),0.0150913 # DEPENDENCYPART_SIBL
(24,20),(24,31),0.0119718 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0361115 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0257825 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0704444 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.051894 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.0980204 # DEPENDENCYPART_SIBL
(24,23),(24,31),0.0716394 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.00418057 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0198795 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.0146278 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.0176717 # DEPENDENCYPART_SIBL
(24,25),(24,31),0.0176741 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0143817 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.0172771 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.0141963 # DEPENDENCYPART_SIBL
(24,26),(24,31),-0.0141963 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.136116 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.129029 # DEPENDENCYPART_SIBL
(24,27),(24,31),-0.130387 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.131204 # DEPENDENCYPART_SIBL
(24,28),(24,31),-0.132563 # DEPENDENCYPART_SIBL
(24,29),(24,31),-0.120072 # DEPENDENCYPART_SIBL
(25,1),(25,2),0.00768463 # DEPENDENCYPART_SIBL
(25,1),(25,3),0.0230491 # DEPENDENCYPART_SIBL
(25,1),(25,6),-0.0158286 # DEPENDENCYPART_SIBL
(25,1),(25,7),-0.0158286 # DEPENDENCYPART_SIBL
(25,1),(25,10),-0.0158386 # DEPENDENCYPART_SIBL
(25,1),(25,11),0.0123719 # DEPENDENCYPART_SIBL
(25,1),(25,12),0.0317833 # DEPENDENCYPART_SIBL
(25,1),(25,14),-0.0168075 # DEPENDENCYPART_SIBL
(25,1),(25,15),-0.0119388 # DEPENDENCYPART_SIBL
(25,1),(25,17),-0.0202195 # DEPENDENCYPART_SIBL
(25,1),(25,18),0.0123719 # DEPENDENCYPART_SIBL
(25,1),(25,20),-0.0140546 # DEPENDENCYPART_SIBL
(25,1),(25,21),0.00768463 # DEPENDENCYPART_SIBL
(25,1),(25,22),-0.0140429 # DEPENDENCYPART_SIBL
(25,1),(25,23),0.00231447 # DEPENDENCYPART_SIBL
(25,1),(25,24),-0.010128 # DEPENDENCYPART_SIBL
(25,1),(25,26),0.0273295 # DEPENDENCYPART_SIBL
(25,1),(25,27),0.0152149 # DEPENDENCYPART_SIBL
(25,1),(25,28),0.0191219 # DEPENDENCYPART_SIBL
(25,1),(25,29),-0.00492668 # DEPENDENCYPART_SIBL
(25,1),(25,31),0.0193143 # DEPENDENCYPART_SIBL
(25,1),(25,32),-0.0186052 # DEPENDENCYPART_SIBL
(25,2),(25,3),-0.00813794 # DEPENDENCYPART_SIBL
(25,2),(25,6),-0.0732974 # DEPENDENCYPART_SIBL
(25,2),(25,7),-0.0732974 # DEPENDENCYPART_SIBL
(25,2),(25,10),-0.0733074 # DEPENDENCYPART_SIBL
(25,2),(25,11),-0.00752439 # DEPENDENCYPART_SIBL
(25,2),(25,12),-0.00470463 # DEPENDENCYPART_SIBL
(25,2),(25,14),-0.0742511 # DEPENDENCYPART_SIBL
(25,2),(25,15),-0.0158827 # DEPENDENCYPART_SIBL
(25,2),(25,17),-0.0760007 # DEPENDENCYPART_SIBL
(25,2),(25,18),-0.00752439 # DEPENDENCYPART_SIBL
(25,2),(25,20),-0.0711997 # DEPENDENCYPART_SIBL
(25,2),(25,21),-0.120661 # DEPENDENCYPART_SIBL
(25,2),(25,22),-0.0419498 # DEPENDENCYPART_SIBL
(25,2),(25,23),-0.0629631 # DEPENDENCYPART_SIBL
(25,2),(25,24),-0.0674494 # DEPENDENCYPART_SIBL
(25,2),(25,26),-0.0105057 # DEPENDENCYPART_SIBL
(25,2),(25,27),-0.0224053 # DEPENDENCYPART_SIBL
(25,2),(25,28),-0.0194548 # DEPENDENCYPART_SIBL
(25,2),(25,29),-0.037459 # DEPENDENCYPART_SIBL
(25,2),(25,31),-0.0186367 # DEPENDENCYPART_SIBL
(25,2),(25,32),-0.0403157 # DEPENDENCYPART_SIBL
(25,3),(25,6),0.00930267 # DEPENDENCYPART_SIBL
(25,3),(25,7),0.00930267 # DEPENDENCYPART_SIBL
(25,3),(25,10),0.0092894 # DEPENDENCYPART_SIBL
(25,3),(25,11),0.00859194 # DEPENDENCYPART_SIBL
(25,3),(25,12),-0.0289171 # DEPENDENCYPART_SIBL
(25,3),(25,14),0.00831038 # DEPENDENCYPART_SIBL
(25,3),(25,15),0.0108433 # DEPENDENCYPART_SIBL
(25,3),(25,17),0.00659938 # DEPENDENCYPART_SIBL
(25,3),(25,18),0.00859194 # DEPENDENCYPART_SIBL
(25,3),(25,20),0.0219039 # DEPENDENCYPART_SIBL
(25,3),(25,21),-0.0177897 # DEPENDENCYPART_SIBL
(25,3),(25,22),-0.00598342 # DEPENDENCYPART_SIBL
(25,3),(25,23),-0.0323209 # DEPENDENCYPART_SIBL
(25,3),(25,24),0.0240479 # DEPENDENCYPART_SIBL
(25,3),(25,26),-0.0153578 # DEPENDENCYPART_SIBL
(25,3),(25,27),-0.0277994 # DEPENDENCYPART_SIBL
(25,3),(25,28),-0.024201 # DEPENDENCYPART_SIBL
(25,3),(25,29),-0.0457681 # DEPENDENCYPART_SIBL
(25,3),(25,31),-0.0241408 # DEPENDENCYPART_SIBL
(25,3),(25,32),-0.0465087 # DEPENDENCYPART_SIBL
(25,6),(25,7),-0.182863 # DEPENDENCYPART_SIBL
(25,6),(25,10),-0.182873 # DEPENDENCYPART_SIBL
(25,6),(25,11),-0.0410804 # DEPENDENCYPART_SIBL
(25,6),(25,12),-0.00462236 # DEPENDENCYPART_SIBL
(25,6),(25,14),-0.183821 # DEPENDENCYPART_SIBL
(25,6),(25,15),-0.0410437 # DEPENDENCYPART_SIBL
(25,6),(25,17),-0.185952 # DEPENDENCYPART_SIBL
(25,6),(25,18),-0.0410804 # DEPENDENCYPART_SIBL
(25,6),(25,20),-0.180307 # DEPENDENCYPART_SIBL
(25,6),(25,21),-0.0249852 # DEPENDENCYPART_SIBL
(25,6),(25,22),-0.0485839 # DEPENDENCYPART_SIBL
(25,6),(25,23),-0.0867411 # DEPENDENCYPART_SIBL
(25,6),(25,24),-0.177 # DEPENDENCYPART_SIBL
(25,6),(25,26),0.00581191 # DEPENDENCYPART_SIBL
(25,6),(25,27),-0.0284694 # DEPENDENCYPART_SIBL
(25,6),(25,28),-0.0254942 # DEPENDENCYPART_SIBL
(25,6),(25,29),-0.069502 # DEPENDENCYPART_SIBL
(25,6),(25,31),-0.0337596 # DEPENDENCYPART_SIBL
(25,6),(25,32),-0.0314994 # DEPENDENCYPART_SIBL
(25,7),(25,10),-0.182871 # DEPENDENCYPART_SIBL
(25,7),(25,11),-0.0409878 # DEPENDENCYPART_SIBL
(25,7),(25,12),-0.00462236 # DEPENDENCYPART_SIBL
(25,7),(25,14),-0.183819 # DEPENDENCYPART_SIBL
(25,7),(25,15),-0.0410437 # DEPENDENCYPART_SIBL
(25,7),(25,17),-0.18595 # DEPENDENCYPART_SIBL
(25,7),(25,18),-0.0409878 # DEPENDENCYPART_SIBL
(25,7),(25,20),-0.180305 # DEPENDENCYPART_SIBL
(25,7),(25,21),-0.0249852 # DEPENDENCYPART_SIBL
(25,7),(25,22),-0.0485839 # DEPENDENCYPART_SIBL
(25,7),(25,23),-0.0867411 # DEPENDENCYPART_SIBL
(25,7),(25,24),-0.176998 # DEPENDENCYPART_SIBL
(25,7),(25,26),0.00581191 # DEPENDENCYPART_SIBL
(25,7),(25,27),-0.0283511 # DEPENDENCYPART_SIBL
(25,7),(25,28),-0.0253759 # DEPENDENCYPART_SIBL
(25,7),(25,29),-0.0693837 # DEPENDENCYPART_SIBL
(25,7),(25,31),-0.0336412 # DEPENDENCYPART_SIBL
(25,7),(25,32),-0.0314591 # DEPENDENCYPART_SIBL
(25,10),(25,11),-0.0410002 # DEPENDENCYPART_SIBL
(25,10),(25,12),-0.00462968 # DEPENDENCYPART_SIBL
(25,10),(25,14),-0.183821 # DEPENDENCYPART_SIBL
(25,10),(25,15),-0.0410457 # DEPENDENCYPART_SIBL
(25,10),(25,17),-0.185952 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.0410002 # DEPENDENCYPART_SIBL
(25,10),(25,20),-0.180307 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.0249872 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.048586 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.0867432 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.177 # DEPENDENCYPART_SIBL
(25,10),(25,26),0.00815603 # DEPENDENCYPART_SIBL
(25,10),(25,27),-0.0260781 # DEPENDENCYPART_SIBL
(25,10),(25,28),-0.0231029 # DEPENDENCYPART_SIBL
(25,10),(25,29),-0.0671107 # DEPENDENCYPART_SIBL
(25,10),(25,31),-0.0313683 # DEPENDENCYPART_SIBL
(25,10),(25,32),-0.0291161 # DEPENDENCYPART_SIBL
(25,11),(25,12),0.116006 # DEPENDENCYPART_SIBL
(25,11),(25,14),0.00205783 # DEPENDENCYPART_SIBL
(25,11),(25,15),0.0209361 # DEPENDENCYPART_SIBL
(25,11),(25,17),-0.00635116 # DEPENDENCYPART_SIBL
(25,11),(25,18),-0.0112378 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.00100709 # DEPENDENCYPART_SIBL
(25,11),(25,21),-0.00450672 # DEPENDENCYPART_SIBL
(25,11),(25,22),-0.00812316 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.0297422 # DEPENDENCYPART_SIBL
(25,11),(25,24),0.0146887 # DEPENDENCYPART_SIBL
(25,11),(25,26),-0.0268844 # DEPENDENCYPART_SIBL
(25,11),(25,27),-0.0123251 # DEPENDENCYPART_SIBL
(25,11),(25,28),-0.00645349 # DEPENDENCYPART_SIBL
(25,11),(25,29),-0.0248509 # DEPENDENCYPART_SIBL
(25,11),(25,31),-0.00615008 # DEPENDENCYPART_SIBL
(25,11),(25,32),-0.0699356 # DEPENDENCYPART_SIBL
(25,12),(25,14),0.0237897 # DEPENDENCYPART_SIBL
(25,12),(25,15),0.00227753 # DEPENDENCYPART_SIBL
(25,12),(25,17),0.0220787 # DEPENDENCYPART_SIBL
(25,12),(25,18),0.0172697 # DEPENDENCYPART_SIBL
(25,12),(25,20),0.0373832 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.00782281 # DEPENDENCYPART_SIBL
(25,12),(25,22),-0.00860197 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.0310614 # DEPENDENCYPART_SIBL
(25,12),(25,24),0.0395272 # DEPENDENCYPART_SIBL
(25,12),(25,26),0.000310615 # DEPENDENCYPART_SIBL
(25,12),(25,27),-0.00867954 # DEPENDENCYPART_SIBL
(25,12),(25,28),-0.00508108 # DEPENDENCYPART_SIBL
(25,12),(25,29),-0.0266482 # DEPENDENCYPART_SIBL
(25,12),(25,31),-0.00502095 # DEPENDENCYPART_SIBL
(25,12),(25,32),-0.0127399 # DEPENDENCYPART_SIBL
(25,14),(25,15),-0.0410647 # DEPENDENCYPART_SIBL
(25,14),(25,17),-0.185972 # DEPENDENCYPART_SIBL
(25,14),(25,18),-0.0410767 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.180328 # DEPENDENCYPART_SIBL
(25,14),(25,21),-0.0250141 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.048605 # DEPENDENCYPART_SIBL
(25,14),(25,23),-0.0867626 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.177021 # DEPENDENCYPART_SIBL
(25,14),(25,26),0.00866194 # DEPENDENCYPART_SIBL
(25,14),(25,27),-0.0180477 # DEPENDENCYPART_SIBL
(25,14),(25,28),-0.0150725 # DEPENDENCYPART_SIBL
(25,14),(25,29),-0.0590803 # DEPENDENCYPART_SIBL
(25,14),(25,31),-0.0233379 # DEPENDENCYPART_SIBL
(25,14),(25,32),-0.0293729 # DEPENDENCYPART_SIBL
(25,15),(25,17),-0.0589658 # DEPENDENCYPART_SIBL
(25,15),(25,18),-0.00494011 # DEPENDENCYPART_SIBL
(25,15),(25,20),-0.0525259 # DEPENDENCYPART_SIBL
(25,15),(25,21),-0.0313887 # DEPENDENCYPART_SIBL
(25,15),(25,22),-0.0640394 # DEPENDENCYPART_SIBL
(25,15),(25,23),0.00675171 # DEPENDENCYPART_SIBL
(25,15),(25,24),-0.0478169 # DEPENDENCYPART_SIBL
(25,15),(25,26),0.0287289 # DEPENDENCYPART_SIBL
(25,15),(25,27),0.0331162 # DEPENDENCYPART_SIBL
(25,15),(25,28),0.0370528 # DEPENDENCYPART_SIBL
(25,15),(25,29),0.009321 # DEPENDENCYPART_SIBL
(25,15),(25,31),0.0372433 # DEPENDENCYPART_SIBL
(25,15),(25,32),-0.00854582 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.0412053 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.180522 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.0252027 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.0488015 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.0869587 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.177216 # DEPENDENCYPART_SIBL
(25,17),(25,26),0.0064815 # DEPENDENCYPART_SIBL
(25,17),(25,27),-0.0287909 # DEPENDENCYPART_SIBL
(25,17),(25,28),-0.0258157 # DEPENDENCYPART_SIBL
(25,17),(25,29),-0.0698235 # DEPENDENCYPART_SIBL
(25,17),(25,31),-0.0340811 # DEPENDENCYPART_SIBL
(25,17),(25,32),-0.0307895 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.00100709 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.00450672 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.00812316 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.0297422 # DEPENDENCYPART_SIBL
(25,18),(25,24),0.0146887 # DEPENDENCYPART_SIBL
(25,18),(25,26),-0.0268844 # DEPENDENCYPART_SIBL
(25,18),(25,27),-0.0123251 # DEPENDENCYPART_SIBL
(25,18),(25,28),-0.00645349 # DEPENDENCYPART_SIBL
(25,18),(25,29),-0.0248509 # DEPENDENCYPART_SIBL
(25,18),(25,31),-0.00615008 # DEPENDENCYPART_SIBL
(25,18),(25,32),-0.0699356 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.0143924 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.0446733 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.0828301 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.173091 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.0289518 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.00444128 # DEPENDENCYPART_SIBL
(25,20),(25,28),0.0074165 # DEPENDENCYPART_SIBL
(25,20),(25,29),-0.0365913 # DEPENDENCYPART_SIBL
(25,20),(25,31),-0.000848889 # DEPENDENCYPART_SIBL
(25,20),(25,32),-0.016711 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.0419498 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.0629631 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.0674494 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0105057 # DEPENDENCYPART_SIBL
(25,21),(25,27),-0.0224053 # DEPENDENCYPART_SIBL
(25,21),(25,28),-0.0194548 # DEPENDENCYPART_SIBL
(25,21),(25,29),-0.037459 # DEPENDENCYPART_SIBL
(25,21),(25,31),-0.0186367 # DEPENDENCYPART_SIBL
(25,21),(25,32),-0.0403157 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.0403163 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.0574567 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.0180286 # DEPENDENCYPART_SIBL
