# _root_ Στην αρχή υπήρξαν , επίσης , προβλήματα στην κατανομή των πόρων του προγράμματος στις εθνικές υπηρεσίες .
#goldHeads=3,1,0,5,3,5,3,7,8,11,9,13,11,9,16,14,0,
#predictedHeads=3,1,0,5,3,5,3,3,8,11,9,13,11,9,16,14,0,
(16,5),(5,6),-0.251136 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.359944 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.176089 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.252712 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.463903 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.274691 # DEPENDENCYPART_GRANDPAR
(16,5),(5,17),-0.390497 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.541646 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.274843 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.243384 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.280862 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.323135 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.220058 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.629379 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.580189 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.16277 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.0794485 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.348984 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.43188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.43781 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.2374 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.267848 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.235866 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.616961 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.402405 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.797306 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0651926 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.369896 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.43188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.437811 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.196687 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.34667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.388886 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.223247 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.738091 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.141791 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.36638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.384578 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.930558 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.810693 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.687381 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.598778 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.863425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,1),-0.371054 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.647659 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.338344 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.457762 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.423806 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.583914 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.553793 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.546152 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.522838 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.459759 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),-0.334118 # DEPENDENCYPART_GRANDPAR
(17,3),(3,16),-0.365411 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.10352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,2),-0.718447 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.40702 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.46315 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.497195 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.548611 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.502378 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.490602 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.466605 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.400753 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.290062 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),-0.307807 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.12929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,6),-0.557835 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.555522 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.526928 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.339948 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.380306 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.11684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,3),-0.414457 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.501745 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.527262 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.522275 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.398845 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.455661 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.388006 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.282575 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.12929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
