# _root_ Εκτός από την σωρεία καταχρήσεων μεγάλης κλίμακας , διαπράττονται και πολλές καταχρήσεις σε μικρή κλίμακα , διότι ο τομέας των μεταφορών χαρακτηρίζεται σε μεγάλο βαθμό από καταχρήσεις .
#goldHeads=9,1,5,5,2,7,5,9,0,12,12,9,9,15,13,17,9,19,22,21,19,17,22,25,23,22,26,0,
#predictedHeads=9,1,4,2,4,7,5,9,0,12,12,9,12,15,13,17,9,19,22,21,19,17,22,25,23,25,26,0,
(22,12),(22,28),-0.0240314 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0236311 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0174794 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0456598 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0137787 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0582149 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0174794 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.057163 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0174821 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0320539 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0226974 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.0167821 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.0192166 # DEPENDENCYPART_SIBL
(22,13),(22,27),-0.00859376 # DEPENDENCYPART_SIBL
(22,13),(22,28),-0.0536553 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0604931 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.00343599 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.026501 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0364357 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0604931 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0215341 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0604953 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0156022 # DEPENDENCYPART_SIBL
(22,14),(22,24),0.0765036 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.00669331 # DEPENDENCYPART_SIBL
(22,14),(22,26),-0.0272597 # DEPENDENCYPART_SIBL
(22,14),(22,27),0.00181301 # DEPENDENCYPART_SIBL
(22,14),(22,28),-0.0453324 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0384256 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0422936 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0903111 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.193918 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0853579 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.193978 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0459015 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.00594485 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0262892 # DEPENDENCYPART_SIBL
(22,15),(22,26),0.0293603 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.0164224 # DEPENDENCYPART_SIBL
(22,15),(22,28),-0.0254489 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.0160092 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.026766 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.000243736 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0292408 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.000245305 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.00563212 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.042326 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.00251278 # DEPENDENCYPART_SIBL
(22,16),(22,26),0.00590438 # DEPENDENCYPART_SIBL
(22,16),(22,27),0.00349006 # DEPENDENCYPART_SIBL
(22,16),(22,28),-0.0670525 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0142798 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0428175 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.00926788 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0428192 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0318912 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.0213872 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0148337 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.00410114 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.00881805 # DEPENDENCYPART_SIBL
(22,17),(22,28),-0.0381764 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0147281 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.174945 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0148215 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0413361 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.028821 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.00469357 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.0691819 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.0106997 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.0954341 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0893229 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.198101 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0448393 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0044036 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0251349 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.0282981 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.0152681 # DEPENDENCYPART_SIBL
(22,19),(22,28),-0.0250966 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0277976 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0306926 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0242279 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0158754 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0639129 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.00986101 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.0886008 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0458857 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.00592794 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0264268 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0293445 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.01656 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.0240515 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.103803 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0265788 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0210328 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0179414 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.0515792 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0409666 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0045074 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.0389662 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.0707337 # DEPENDENCYPART_SIBL
(22,25),(22,26),0.0288056 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.22329 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.0634431 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.0344637 # DEPENDENCYPART_SIBL
(22,26),(22,28),-0.147821 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.0662581 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0409793 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0595616 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.03561 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0564526 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.172377 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0500894 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.172375 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.167702 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.520337 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.13149 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.00812549 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.071339 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.00853997 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0740864 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0148274 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0620856 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0164943 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0321052 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.109982 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0146715 # DEPENDENCYPART_SIBL
(25,18),(25,19),0.100334 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.370645 # DEPENDENCYPART_SIBL
(25,18),(25,21),0.100619 # DEPENDENCYPART_SIBL
(25,18),(25,23),0.0643082 # DEPENDENCYPART_SIBL
(25,18),(25,24),0.0633934 # DEPENDENCYPART_SIBL
(25,18),(25,26),-0.157243 # DEPENDENCYPART_SIBL
(25,18),(25,27),0.057536 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.122017 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.0170558 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.0117274 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.0162854 # DEPENDENCYPART_SIBL
(25,19),(25,26),-0.0706683 # DEPENDENCYPART_SIBL
(25,19),(25,27),0.000902577 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.155333 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0890879 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.0672667 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.142585 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.025943 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.0120992 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.0166491 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0706714 # DEPENDENCYPART_SIBL
(25,21),(25,27),-0.000328536 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0225666 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0325173 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.0520018 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.166919 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0117691 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.0281165 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0123162 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.0313014 # DEPENDENCYPART_SIBL
(26,23),(26,28),0.00912095 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0739302 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.00395411 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.16978 # DEPENDENCYPART_SIBL
(27,20),(27,23),0.0892313 # DEPENDENCYPART_SIBL
(27,20),(27,24),0.0675676 # DEPENDENCYPART_SIBL
(27,20),(27,25),0.155297 # DEPENDENCYPART_SIBL
(27,20),(27,26),0.0897796 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.0213164 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.000366339 # DEPENDENCYPART_SIBL
(27,23),(27,26),-0.0347322 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.0234928 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.00346549 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.015569 # DEPENDENCYPART_SIBL
(28,25),(28,26),-0.0146923 # DEPENDENCYPART_SIBL
(28,25),(28,27),-0.0207722 # DEPENDENCYPART_SIBL
(28,26),(28,27),-0.0203579 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.2534 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.369956 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.359093 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.281578 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.0827038 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.145983 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.319611 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),-0.004304 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.349354 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.455463 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.225024 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.214161 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.328137 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.136646 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.0554878 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.120392 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.213963 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.205783 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.388982 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.202342 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.289504 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.122237 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.132469 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.147603 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.163622 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.287892 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.423653 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0865386 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.38485 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.202976 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.192113 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.146366 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.119193 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.241003 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.408561 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.175137 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.164149 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.153286 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.295727 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.0740177 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.206315 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.375437 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.213201 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.0477086 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.462364 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.0288757 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0904454 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0795824 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.176493 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.00371712 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.311315 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.0490237 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.171296 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.00430902 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.0212462 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.226175 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.132977 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.00611182 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.311453 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.0182552 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.174755 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.214132 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),-0.144641 # DEPENDENCYPART_GRANDPAR
(0,9),(9,25),-0.215526 # DEPENDENCYPART_GRANDPAR
(0,9),(9,26),-0.0601486 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.350021 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.195539 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.150793 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.13993 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.409894 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.0609053 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.106651 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.370415 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.24782 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.215593 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.172085 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.311327 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.344033 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.0305855 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.149447 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.228747 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),0.621186 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),-0.337973 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.0993674 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.265084 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.237522 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.464581 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.393525 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.311515 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.388982 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.377147 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.130691 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.0645734 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.498817 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.287634 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.451621 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.376801 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.104438 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.0484939 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.262269 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),-0.00301183 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),-0.453522 # DEPENDENCYPART_GRANDPAR
(0,12),(12,26),-0.336282 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.0539852 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.231878 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.515886 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.380515 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.199125 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.0262622 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.267564 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.433281 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.0645734 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.498778 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.255892 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.37098 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.548545 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.0963103 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.0484939 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.262274 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.427034 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.00319709 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.404992 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.199203 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.369905 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.462608 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.328109 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.0477086 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.226356 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.383446 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.0554171 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),-0.417849 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.0593617 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.563597 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),0.251692 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.462822 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),0.0266295 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),-0.0986101 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),-0.0877471 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),-0.178024 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),-0.00444758 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),0.336201 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),0.402217 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),0.0395045 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.280908 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.133664 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.156498 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.34483 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.262207 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),0.0992936 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),0.0725385 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.469453 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.141432 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.416639 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.302739 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.13604 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.405181 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),-0.214437 # DEPENDENCYPART_GRANDPAR
(0,22),(22,26),-0.0529492 # DEPENDENCYPART_GRANDPAR
(0,22),(22,27),-0.402966 # DEPENDENCYPART_GRANDPAR
(0,22),(22,28),-0.0192248 # DEPENDENCYPART_GRANDPAR
(0,28),(28,25),-0.650646 # DEPENDENCYPART_GRANDPAR
(0,28),(28,26),-0.543501 # DEPENDENCYPART_GRANDPAR
(0,28),(28,27),-0.846874 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.732458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.025998 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.130535 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.149117 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.120743 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.0618009 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.128088 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.177616 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.0919474 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),0.0504585 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.0465673 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0225218 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.217283 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.23085 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.178831 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.191927 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.109198 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.420426 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.729811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.0504585 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.0465673 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.00977266 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.217283 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.23085 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.178831 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.191927 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.109198 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.452933 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.416826 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.729811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.0504585 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.0465673 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.00977265 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.0283547 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.231632 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.178831 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.192549 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.4463 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.729009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.0530323 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.0326922 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.0141102 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.27367 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.225028 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.421641 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.55343 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.421252 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.137488 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.683065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.0408655 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.017013 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.035595 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.220016 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.171292 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.172244 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.104506 # DEPENDENCYPART_GRANDPAR
