# _root_ Το πιο διάσημο τέκνο της Λέσβου , η Σαπφώ , θεωρήθηκε από πολλούς η πρώτη φεμινίστρια και μιά από τις καλύτερες λυρικές ποιήτριες των εποχών .
#goldHeads=4,3,4,7,6,4,11,9,7,7,0,11,12,16,16,17,11,17,18,23,23,23,19,25,23,0,
#predictedHeads=4,3,4,11,6,4,11,9,11,11,0,11,12,16,16,17,12,17,18,23,23,23,19,25,23,0,
(11,19),(19,16),0.144535 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.235964 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0470701 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.566999 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-1.03191 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.840342 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.359492 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),-0.842192 # DEPENDENCYPART_GRANDPAR
(11,23),(23,14),0.245656 # DEPENDENCYPART_GRANDPAR
(11,23),(23,16),0.287038 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),0.399831 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),0.0984126 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),0.212284 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.391417 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.939464 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.74863 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.652207 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),-0.807764 # DEPENDENCYPART_GRANDPAR
(11,23),(23,26),-0.211181 # DEPENDENCYPART_GRANDPAR
(11,25),(25,20),-0.391417 # DEPENDENCYPART_GRANDPAR
(11,25),(25,21),-0.939464 # DEPENDENCYPART_GRANDPAR
(11,25),(25,22),-0.74863 # DEPENDENCYPART_GRANDPAR
(11,25),(25,23),-0.237353 # DEPENDENCYPART_GRANDPAR
(11,25),(25,24),-0.647433 # DEPENDENCYPART_GRANDPAR
(11,25),(25,26),-0.211181 # DEPENDENCYPART_GRANDPAR
(11,26),(26,4),-0.416177 # DEPENDENCYPART_GRANDPAR
(11,26),(26,9),-0.490838 # DEPENDENCYPART_GRANDPAR
(11,26),(26,11),-1.74152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,26),(26,23),-0.513131 # DEPENDENCYPART_GRANDPAR
(11,26),(26,25),-0.995843 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.310633 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.544439 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.359726 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.365734 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.306418 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.297156 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.143957 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.931013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.232059 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.947896 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.843692 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.625626 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.469657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.338047 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.283333 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.0145432 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.00810832 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.0354467 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.730416 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.97736 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.651674 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.476662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.833308 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.326735 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.106767 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0481641 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0705299 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.0224654 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.43848 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.463133 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.0235606 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.31159 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.725439 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-1.02125 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.871865 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.877872 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.677997 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.809294 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.631417 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.653355 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.623283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.520082 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.0276185 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.0692093 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.173366 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.257652 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.0504663 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.393221 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.417175 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),0.304791 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),0.016205 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.188745 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.97736 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.832265 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.324423 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.106767 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.357355 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.028237 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.0161043 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.547166 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.439597 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.464251 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.0245358 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.312566 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.654143 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.274011 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.899362 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.33297 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.437998 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.267731 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.369391 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.210816 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.0272063 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.0516847 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.322449 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.627911 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.278804 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.884822 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.608119 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.556312 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.269501 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.487705 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.0822592 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0612422 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.12455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,21),-0.611454 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.163858 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.11795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,16),-0.491553 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.329651 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.390268 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.685334 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.887038 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.573605 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.54275 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.60023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.193835 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.271386 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.0741629 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.00160434 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.322782 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.223134 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.548886 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.421261 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.521402 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.656235 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-1.32025 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-1.05945 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-1.00764 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.688001 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.939037 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.631086 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.623454 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.557839 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.672453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.042207 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.248438 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.00135903 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.151383 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.194272 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.111485 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.437063 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.271312 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.37201 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.148542 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.887038 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.601434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.191362 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.271226 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0301868 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.21368 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.315707 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.700421 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.223364 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.549116 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.421348 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.521489 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.0472892 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.163229 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0510022 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.634903 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.102713 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.428506 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.21025 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.310947 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.764313 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.00002 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.847299 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.72409 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.848107 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.800583 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.84556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0671327 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.274576 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.258248 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.0834071 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.0450357 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),0.489441 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),0.107542 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.00002 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.848107 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.800583 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.84556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.130803 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.024578 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.250912 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.217855 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.0835497 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.0451783 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),0.489441 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),0.107542 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.286252 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.516794 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.515413 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.289302 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.529916 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.174582 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.0154144 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.0412475 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.329591 # DEPENDENCYPART_GRANDPAR
(16,7),(7,17),-0.393582 # DEPENDENCYPART_GRANDPAR
(16,7),(7,21),-1.17137 # DEPENDENCYPART_GRANDPAR
(16,7),(7,22),-1.00493 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.140369 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.411368 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.255539 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.0294279 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.184051 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.371468 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.284943 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.161986 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.00374843 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.342793 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.381143 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.39818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.403773 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.639896 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.604279 # DEPENDENCYPART_GRANDPAR
(16,11),(11,23),-1.07602 # DEPENDENCYPART_GRANDPAR
(16,11),(11,25),-0.990641 # DEPENDENCYPART_GRANDPAR
(16,11),(11,26),-0.760458 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.325791 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.503517 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.43297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.413809 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.674682 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.453983 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.321336 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.034828 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.11667 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.45286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.413354 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.694573 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.57177 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.211302 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.4057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.647416 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.722409 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-1.12192 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-1.10968 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.88357 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.757177 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-1.13909 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.735112 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.699756 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.559253 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.921979 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.642262 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.157193 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.850576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0534485 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.106235 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.422419 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.255407 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.382375 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.297297 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.330257 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.942106 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.937243 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.697554 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.179555 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.861129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.141669 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.26076 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.942816 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.748691 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.581873 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.615021 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.529663 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.963621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0474785 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.207287 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.971093 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.647892 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.481115 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.461269 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.376191 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.892755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,18),-0.134468 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.0419457 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.826914 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.602755 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.517548 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.43247 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.892755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,18),-0.134468 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.0419441 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.826592 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.685362 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.51754 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.432462 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.697554 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.141818 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.102824 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.100497 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.795908 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.668207 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.501839 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.441923 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.52952 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.390227 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.795942 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.66824 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.501873 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.538882 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.287029 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.393968 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),0.0428569 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.0831218 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.251118 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.182649 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.113193 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.080474 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),0.0447152 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),0.180516 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.124166 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.183761 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.314916 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.205822 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.136367 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),0.0683572 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),0.193767 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.193599 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.0697056 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.421156 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.256895 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.214882 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.186312 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.145426 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.0073985 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),0.0517052 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-1.06203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,19),-0.571419 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.193599 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.24794 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.569551 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.214882 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.0073985 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.0469538 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.273327 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.194782 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.376069 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.507224 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.415536 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.152995 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.235548 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.15041 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.24546 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.03822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,21),-0.609788 # DEPENDENCYPART_GRANDPAR
(17,7),(7,22),-0.595899 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.569551 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.220294 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.117323 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.145426 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.0073985 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.0469538 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.273327 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.194782 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.376069 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.507224 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.297403 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.43664 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.235548 # DEPENDENCYPART_GRANDPAR
