# _root_ Χάρη στο Κοινοβούλιο , η οδηγία θα μπορέσει τελικά να καλύψει όλους τους οδηγούς όλων των κατηγοριών , αυτοαπασχολούμενους και μη .
#goldHeads=8,1,2,8,6,8,8,0,8,11,8,14,14,18,17,17,14,11,20,18,20,0,
#predictedHeads=8,1,2,8,6,8,8,0,8,11,8,14,14,11,17,17,14,20,20,14,20,0,
(12,11),(11,19),-0.809132 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.393497 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-0.588876 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.506782 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.833931 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.4258 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.669376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.0770326 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.48559 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.346653 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.452248 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.242998 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.434907 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.000940729 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.272787 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.842788 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),-0.0936532 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.197703 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.271954 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.404707 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.216042 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.0310034 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.235042 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.671999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.0800247 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.117552 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.345228 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.135958 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.241576 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.433778 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.00646017 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.879651 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.590406 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.444081 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.43137 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.318412 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.778095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,14),-0.201654 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.433968 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.404852 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.417465 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.0150868 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.226917 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-0.516511 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-0.513293 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-0.890874 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-0.586481 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-0.870546 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.500437 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.435529 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.374217 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.772366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,14),-0.152019 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.420144 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.354456 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.352488 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.0643514 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.371164 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.306587 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.244538 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-0.426556 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.429545 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.437933 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.38023 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.101212 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.558342 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.456692 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.44686 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.694929 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.755608 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.165944 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.594262 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.316805 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.63264 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.305026 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.50889 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.561045 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.925387 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.596474 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.205173 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.19755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,17),-0.214246 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.377082 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.21519 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.758055 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.0538879 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.23231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.113978 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.249001 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.372784 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.384898 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.457565 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-1.17594 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.58448 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.680116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.130849 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.345016 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.00755481 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.103731 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.0730461 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.763679 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.657862 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.643041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.432793 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.253373 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.036267 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.110653 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.0866396 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.916519 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.880174 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-1.31582 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.588147 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-1.15463 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.647416 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.666279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.413254 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.317457 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.0302665 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.0612171 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.0389974 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.673375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,16),0.255916 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.311165 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.0961205 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.111594 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.063076 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.775142 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-1.11976 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-0.980679 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.924079 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-1.21848 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-1.4173 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.640664 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-1.25555 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.748414 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.61962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.391726 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.0539189 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.366863 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.149778 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0683177 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.12853 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),0.00417716 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-1.30762 # DEPENDENCYPART_GRANDPAR
(14,22),(22,15),0.377888 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.255396 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.0820556 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.132531 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.103765 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.467193 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.282728 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.530125 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.844837 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.00284584 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.764123 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.106441 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.150789 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.104668 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.541569 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0526803 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.25839 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.585486 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.23908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.497891 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.826307 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.561386 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.530884 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.415161 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.596378 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.674525 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.0253 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.709519 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.688689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0695406 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.203041 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.109828 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.0191975 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.896188 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.647173 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.43206 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.4319 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-1.35133 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.641617 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.70224 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.774866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,17),-0.351473 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0976391 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.0319897 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.193151 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.489831 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-0.710361 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.90741 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-0.643248 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.863073 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-1.48841 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.436059 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-1.40713 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.673813 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.711524 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.756777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.133225 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.291577 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.024622 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.04656 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.2951 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.205335 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-1.41453 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.769649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,17),-0.382967 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.0590981 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.0852963 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.553923 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-1.16532 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.343564 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.507055 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.127575 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.14317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.230601 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.492179 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.571577 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.705492 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.913233 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.559334 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.689844 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.458278 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.141417 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.00628697 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.20829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.280872 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.733184 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.520727 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.624749 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.855417 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.477826 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.473033 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.0124284 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.14308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.23057 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.492029 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.571546 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-1.0419 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.876479 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-1.57748 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.927428 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.55854 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.10616 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.04379 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.376543 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.576459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.112776 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.0451402 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.152452 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-1.06341 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.542316 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.582974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.238407 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.00492137 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.176845 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-1.12982 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-1.00598 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-1.10606 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-0.920384 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-1.48826 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-1.67896 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-0.979946 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-1.65947 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-1.20715 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-1.10601 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.477521 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.568277 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.540795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.278546 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.161438 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.243655 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.116366 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),0.0327295 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.188556 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.0853675 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.19306 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),0.0625842 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),0.108845 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.0623654 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.348879 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.214388 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.172043 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.134908 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.131903 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.100603 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.256451 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.20641 # DEPENDENCYPART_GRANDPAR
(18,4),(4,19),-0.231914 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),0.0279309 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.148585 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.0498394 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.0938491 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.142417 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),0.068462 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),0.17916 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.0342087 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),0.0326398 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),0.0554271 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.152002 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.0103743 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.102139 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),0.058607 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.920035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,20),-0.371218 # DEPENDENCYPART_GRANDPAR
(18,8),(8,22),-0.316363 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.00475278 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.248596 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.116003 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.169413 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),0.0130226 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.152766 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),0.103292 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.0563211 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.00422794 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),0.0709832 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.968414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,1),0.0283015 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.1479 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.0489719 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.0933284 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),0.0693295 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.146891 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.0422167 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.0765835 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.151593 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.1759 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.01314 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.10173 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.0558413 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.920038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.248163 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.371218 # DEPENDENCYPART_GRANDPAR
(18,11),(11,22),-0.316365 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.101875 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.0737135 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.148397 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.00851227 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.0618296 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.076017 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.962296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,20),-0.36384 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.324985 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),0.0381693 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.023901 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.037777 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.131183 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0662035 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.0148725 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.0242554 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.140759 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.964862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.263798 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.347992 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.329277 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),0.0290671 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.126955 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.0369796 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.164263 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.0680774 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.962296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.363781 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.324985 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.131169 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0612917 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.110639 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0530794 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.111161 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.964862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.263797 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.347992 # DEPENDENCYPART_GRANDPAR
