# _root_ Κύριε Πρόεδρε , στο πλαίσιο της προπαρασκευαστικής συζήτησης για την εκλογή του Προέδρου του Κοινοβουλίου , μου δόθηκε η ευκαιρία να διατυπώσω τις προσδοκίες που είχα από τον νέο Πρόεδρο .
#goldHeads=2,0,4,18,4,8,8,5,8,11,9,13,11,15,13,4,18,0,20,18,22,20,24,22,26,24,26,30,30,27,0,
#predictedHeads=2,0,2,18,4,8,8,5,8,11,9,13,11,15,13,18,18,0,20,18,22,20,24,22,26,24,26,30,30,27,0,
(22,19),(22,26),-0.0549977 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.0402843 # DEPENDENCYPART_SIBL
(22,19),(22,29),-0.00696084 # DEPENDENCYPART_SIBL
(22,19),(22,30),-0.0123551 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0044353 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0147913 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0167705 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0108322 # DEPENDENCYPART_SIBL
(22,20),(22,27),0.0344106 # DEPENDENCYPART_SIBL
(22,20),(22,29),0.0180485 # DEPENDENCYPART_SIBL
(22,20),(22,30),-0.0158506 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.063142 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.138453 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0441867 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.0764747 # DEPENDENCYPART_SIBL
(22,21),(22,29),0.04732 # DEPENDENCYPART_SIBL
(22,21),(22,30),0.139552 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0258157 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0168556 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.000582424 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.060023 # DEPENDENCYPART_SIBL
(22,23),(22,30),-0.0258043 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0342736 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.0302758 # DEPENDENCYPART_SIBL
(22,24),(22,29),-0.114467 # DEPENDENCYPART_SIBL
(22,24),(22,30),-0.225263 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.0339766 # DEPENDENCYPART_SIBL
(22,26),(22,29),-0.106797 # DEPENDENCYPART_SIBL
(22,26),(22,30),-0.0645137 # DEPENDENCYPART_SIBL
(22,27),(22,29),-0.116268 # DEPENDENCYPART_SIBL
(22,27),(22,30),-0.032152 # DEPENDENCYPART_SIBL
(22,29),(22,30),-0.0344563 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.0743216 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.357034 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.117124 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.00161464 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0626812 # DEPENDENCYPART_SIBL
(24,19),(24,29),0.0472686 # DEPENDENCYPART_SIBL
(24,19),(24,30),0.0519702 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.10548 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.13212 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.00218368 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0644501 # DEPENDENCYPART_SIBL
(24,20),(24,29),-0.0122544 # DEPENDENCYPART_SIBL
(24,20),(24,30),0.00101522 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.175469 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0544082 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.102505 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.0113415 # DEPENDENCYPART_SIBL
(24,23),(24,30),0.0186214 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.064814 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0242393 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.0526503 # DEPENDENCYPART_SIBL
(24,25),(24,30),-0.1135 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.00649647 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.00560755 # DEPENDENCYPART_SIBL
(24,26),(24,30),0.01847 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.0100564 # DEPENDENCYPART_SIBL
(24,27),(24,30),0.0280688 # DEPENDENCYPART_SIBL
(24,29),(24,30),-0.0321165 # DEPENDENCYPART_SIBL
(26,1),(26,2),-0.186129 # DEPENDENCYPART_SIBL
(26,1),(26,3),-0.0549689 # DEPENDENCYPART_SIBL
(26,1),(26,4),-0.0334148 # DEPENDENCYPART_SIBL
(26,1),(26,5),-0.19481 # DEPENDENCYPART_SIBL
(26,1),(26,9),-0.0359451 # DEPENDENCYPART_SIBL
(26,1),(26,11),-0.192023 # DEPENDENCYPART_SIBL
(26,1),(26,13),-0.192031 # DEPENDENCYPART_SIBL
(26,1),(26,15),-0.193346 # DEPENDENCYPART_SIBL
(26,1),(26,16),-0.0549689 # DEPENDENCYPART_SIBL
(26,1),(26,17),-0.143881 # DEPENDENCYPART_SIBL
(26,1),(26,20),-0.193776 # DEPENDENCYPART_SIBL
(26,1),(26,23),-0.076942 # DEPENDENCYPART_SIBL
(26,1),(26,24),-0.192024 # DEPENDENCYPART_SIBL
(26,1),(26,25),-0.283914 # DEPENDENCYPART_SIBL
(26,1),(26,27),0.0340282 # DEPENDENCYPART_SIBL
(26,1),(26,28),0.0116653 # DEPENDENCYPART_SIBL
(26,1),(26,29),0.017046 # DEPENDENCYPART_SIBL
(26,1),(26,30),-0.0192533 # DEPENDENCYPART_SIBL
(26,2),(26,3),-0.0251027 # DEPENDENCYPART_SIBL
(26,2),(26,4),-0.0179445 # DEPENDENCYPART_SIBL
(26,2),(26,5),-0.175681 # DEPENDENCYPART_SIBL
(26,2),(26,9),-0.0204802 # DEPENDENCYPART_SIBL
(26,2),(26,11),-0.172894 # DEPENDENCYPART_SIBL
(26,2),(26,13),-0.172909 # DEPENDENCYPART_SIBL
(26,2),(26,15),-0.174217 # DEPENDENCYPART_SIBL
(26,2),(26,16),-0.0251027 # DEPENDENCYPART_SIBL
(26,2),(26,17),-0.117265 # DEPENDENCYPART_SIBL
(26,2),(26,20),-0.174648 # DEPENDENCYPART_SIBL
(26,2),(26,23),-0.060598 # DEPENDENCYPART_SIBL
(26,2),(26,24),-0.172896 # DEPENDENCYPART_SIBL
(26,2),(26,25),-0.257298 # DEPENDENCYPART_SIBL
(26,2),(26,27),0.0415237 # DEPENDENCYPART_SIBL
(26,2),(26,28),0.0158565 # DEPENDENCYPART_SIBL
(26,2),(26,29),0.0294776 # DEPENDENCYPART_SIBL
(26,2),(26,30),-0.0211549 # DEPENDENCYPART_SIBL
(26,3),(26,4),0.025103 # DEPENDENCYPART_SIBL
(26,3),(26,5),1.4406e-05 # DEPENDENCYPART_SIBL
(26,3),(26,9),0.0244545 # DEPENDENCYPART_SIBL
(26,3),(26,11),0.00336588 # DEPENDENCYPART_SIBL
(26,3),(26,13),0.00336178 # DEPENDENCYPART_SIBL
(26,3),(26,15),0.00152196 # DEPENDENCYPART_SIBL
(26,3),(26,16),-0.0106972 # DEPENDENCYPART_SIBL
(26,3),(26,17),-0.00215531 # DEPENDENCYPART_SIBL
(26,3),(26,20),0.00126458 # DEPENDENCYPART_SIBL
(26,3),(26,23),-0.0375325 # DEPENDENCYPART_SIBL
(26,3),(26,24),0.00336394 # DEPENDENCYPART_SIBL
(26,3),(26,25),0.0239426 # DEPENDENCYPART_SIBL
(26,3),(26,27),-0.00083905 # DEPENDENCYPART_SIBL
(26,3),(26,28),-0.0272541 # DEPENDENCYPART_SIBL
(26,3),(26,29),-0.0262598 # DEPENDENCYPART_SIBL
(26,3),(26,30),0.00115204 # DEPENDENCYPART_SIBL
(26,4),(26,5),0.000931731 # DEPENDENCYPART_SIBL
(26,4),(26,9),-0.0431401 # DEPENDENCYPART_SIBL
(26,4),(26,11),0.00211124 # DEPENDENCYPART_SIBL
(26,4),(26,13),0.00211042 # DEPENDENCYPART_SIBL
(26,4),(26,15),0.00207323 # DEPENDENCYPART_SIBL
(26,4),(26,16),0.0169295 # DEPENDENCYPART_SIBL
(26,4),(26,17),-0.133085 # DEPENDENCYPART_SIBL
(26,4),(26,20),-2.94079e-05 # DEPENDENCYPART_SIBL
(26,4),(26,23),-0.0383246 # DEPENDENCYPART_SIBL
(26,4),(26,24),0.0021075 # DEPENDENCYPART_SIBL
(26,4),(26,25),-0.232934 # DEPENDENCYPART_SIBL
(26,4),(26,27),-0.0316148 # DEPENDENCYPART_SIBL
(26,4),(26,28),-0.00496242 # DEPENDENCYPART_SIBL
(26,4),(26,29),0.00167259 # DEPENDENCYPART_SIBL
(26,4),(26,30),0.0122976 # DEPENDENCYPART_SIBL
(26,5),(26,9),-0.0348686 # DEPENDENCYPART_SIBL
(26,5),(26,11),-0.184294 # DEPENDENCYPART_SIBL
(26,5),(26,13),-0.184302 # DEPENDENCYPART_SIBL
(26,5),(26,15),-0.185617 # DEPENDENCYPART_SIBL
(26,5),(26,16),-0.0442332 # DEPENDENCYPART_SIBL
(26,5),(26,17),-0.143333 # DEPENDENCYPART_SIBL
(26,5),(26,20),-0.186047 # DEPENDENCYPART_SIBL
(26,5),(26,23),-0.075856 # DEPENDENCYPART_SIBL
(26,5),(26,24),-0.184295 # DEPENDENCYPART_SIBL
(26,5),(26,25),-0.283366 # DEPENDENCYPART_SIBL
(26,5),(26,27),0.0334418 # DEPENDENCYPART_SIBL
(26,5),(26,28),0.0125848 # DEPENDENCYPART_SIBL
(26,5),(26,29),0.0184839 # DEPENDENCYPART_SIBL
(26,5),(26,30),-0.0156372 # DEPENDENCYPART_SIBL
(26,9),(26,11),0.00775099 # DEPENDENCYPART_SIBL
(26,9),(26,13),0.00775017 # DEPENDENCYPART_SIBL
(26,9),(26,15),0.00771312 # DEPENDENCYPART_SIBL
(26,9),(26,16),0.0329522 # DEPENDENCYPART_SIBL
(26,9),(26,17),-0.131669 # DEPENDENCYPART_SIBL
(26,9),(26,20),0.00561035 # DEPENDENCYPART_SIBL
(26,9),(26,23),-0.0381082 # DEPENDENCYPART_SIBL
(26,9),(26,24),0.00774601 # DEPENDENCYPART_SIBL
(26,9),(26,25),-0.231916 # DEPENDENCYPART_SIBL
(26,9),(26,27),0.0151821 # DEPENDENCYPART_SIBL
(26,9),(26,28),0.000616605 # DEPENDENCYPART_SIBL
(26,9),(26,29),-0.024364 # DEPENDENCYPART_SIBL
(26,9),(26,30),0.00600903 # DEPENDENCYPART_SIBL
(26,11),(26,13),-0.181374 # DEPENDENCYPART_SIBL
(26,11),(26,15),-0.182688 # DEPENDENCYPART_SIBL
(26,11),(26,16),-0.0436928 # DEPENDENCYPART_SIBL
(26,11),(26,17),-0.141524 # DEPENDENCYPART_SIBL
(26,11),(26,20),-0.183119 # DEPENDENCYPART_SIBL
(26,11),(26,23),-0.0745852 # DEPENDENCYPART_SIBL
(26,11),(26,24),-0.181367 # DEPENDENCYPART_SIBL
(26,11),(26,25),-0.281557 # DEPENDENCYPART_SIBL
(26,11),(26,27),0.0391362 # DEPENDENCYPART_SIBL
(26,11),(26,28),0.0147968 # DEPENDENCYPART_SIBL
(26,11),(26,29),0.0204241 # DEPENDENCYPART_SIBL
(26,11),(26,30),-0.0125163 # DEPENDENCYPART_SIBL
(26,13),(26,15),-0.182689 # DEPENDENCYPART_SIBL
(26,13),(26,16),-0.0401529 # DEPENDENCYPART_SIBL
(26,13),(26,17),-0.141524 # DEPENDENCYPART_SIBL
(26,13),(26,20),-0.183119 # DEPENDENCYPART_SIBL
(26,13),(26,23),-0.0745852 # DEPENDENCYPART_SIBL
(26,13),(26,24),-0.181367 # DEPENDENCYPART_SIBL
(26,13),(26,25),-0.281557 # DEPENDENCYPART_SIBL
(26,13),(26,27),0.0387455 # DEPENDENCYPART_SIBL
(26,13),(26,28),0.0147968 # DEPENDENCYPART_SIBL
(26,13),(26,29),0.0198729 # DEPENDENCYPART_SIBL
(26,13),(26,30),-0.0132053 # DEPENDENCYPART_SIBL
(26,15),(26,16),-0.0435907 # DEPENDENCYPART_SIBL
(26,15),(26,17),-0.141525 # DEPENDENCYPART_SIBL
(26,15),(26,20),-0.183317 # DEPENDENCYPART_SIBL
(26,15),(26,23),-0.0745864 # DEPENDENCYPART_SIBL
(26,15),(26,24),-0.181566 # DEPENDENCYPART_SIBL
(26,15),(26,25),-0.281558 # DEPENDENCYPART_SIBL
(26,15),(26,27),0.0389464 # DEPENDENCYPART_SIBL
(26,15),(26,28),0.0147574 # DEPENDENCYPART_SIBL
(26,15),(26,29),0.0206336 # DEPENDENCYPART_SIBL
(26,15),(26,30),-0.00861867 # DEPENDENCYPART_SIBL
(26,16),(26,17),-0.00215531 # DEPENDENCYPART_SIBL
(26,16),(26,20),0.00126458 # DEPENDENCYPART_SIBL
(26,16),(26,23),-0.0375325 # DEPENDENCYPART_SIBL
(26,16),(26,24),0.00336394 # DEPENDENCYPART_SIBL
(26,16),(26,25),0.0239426 # DEPENDENCYPART_SIBL
(26,16),(26,27),-0.00083905 # DEPENDENCYPART_SIBL
(26,16),(26,28),-0.0272541 # DEPENDENCYPART_SIBL
(26,16),(26,29),-0.0262598 # DEPENDENCYPART_SIBL
(26,16),(26,30),0.00115204 # DEPENDENCYPART_SIBL
(26,17),(26,20),-0.0431891 # DEPENDENCYPART_SIBL
(26,17),(26,23),0.0202743 # DEPENDENCYPART_SIBL
(26,17),(26,24),-0.0418776 # DEPENDENCYPART_SIBL
(26,17),(26,25),-0.222332 # DEPENDENCYPART_SIBL
(26,17),(26,27),-0.0321879 # DEPENDENCYPART_SIBL
(26,17),(26,28),-0.0272944 # DEPENDENCYPART_SIBL
(26,17),(26,29),-0.01298 # DEPENDENCYPART_SIBL
(26,17),(26,30),-0.0399815 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.0759403 # DEPENDENCYPART_SIBL
(26,20),(26,24),-0.182766 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.283776 # DEPENDENCYPART_SIBL
(26,20),(26,27),0.0344106 # DEPENDENCYPART_SIBL
(26,20),(26,28),0.0121698 # DEPENDENCYPART_SIBL
(26,20),(26,29),0.0180485 # DEPENDENCYPART_SIBL
(26,20),(26,30),-0.0158506 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.00888878 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.10588 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.0484826 # DEPENDENCYPART_SIBL
(26,23),(26,28),-0.0198914 # DEPENDENCYPART_SIBL
(26,23),(26,29),-0.0247442 # DEPENDENCYPART_SIBL
(26,23),(26,30),-0.0139809 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.281565 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.039124 # DEPENDENCYPART_SIBL
(26,24),(26,28),0.0147821 # DEPENDENCYPART_SIBL
(26,24),(26,29),0.0206801 # DEPENDENCYPART_SIBL
(26,24),(26,30),-0.0108501 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.117687 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.00203781 # DEPENDENCYPART_SIBL
(26,25),(26,29),0.0209967 # DEPENDENCYPART_SIBL
(26,25),(26,30),0.00475209 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.0484063 # DEPENDENCYPART_SIBL
(26,27),(26,29),-0.116268 # DEPENDENCYPART_SIBL
(26,27),(26,30),-0.032152 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.0601616 # DEPENDENCYPART_SIBL
(26,28),(26,30),-0.0256245 # DEPENDENCYPART_SIBL
(26,29),(26,30),-0.0344563 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.037542 # DEPENDENCYPART_SIBL
(27,24),(27,29),-0.041844 # DEPENDENCYPART_SIBL
(27,24),(27,30),-0.0737361 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.0316401 # DEPENDENCYPART_SIBL
(27,28),(27,30),-0.144364 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.189238 # DEPENDENCYPART_SIBL
(29,27),(29,28),-0.027664 # DEPENDENCYPART_SIBL
(29,27),(29,30),-0.00935332 # DEPENDENCYPART_SIBL
(29,28),(29,30),0.0567198 # DEPENDENCYPART_SIBL
(30,23),(30,24),0.0838421 # DEPENDENCYPART_SIBL
(30,23),(30,25),0.110405 # DEPENDENCYPART_SIBL
(30,23),(30,27),0.0574884 # DEPENDENCYPART_SIBL
(30,23),(30,28),-0.361312 # DEPENDENCYPART_SIBL
(30,23),(30,29),0.0775682 # DEPENDENCYPART_SIBL
(30,24),(30,25),-0.008036 # DEPENDENCYPART_SIBL
(30,24),(30,27),0.0160837 # DEPENDENCYPART_SIBL
(30,24),(30,28),-0.134658 # DEPENDENCYPART_SIBL
(30,24),(30,29),0.025774 # DEPENDENCYPART_SIBL
(30,25),(30,27),0.0128181 # DEPENDENCYPART_SIBL
(30,25),(30,28),-0.0608754 # DEPENDENCYPART_SIBL
(30,25),(30,29),0.000552218 # DEPENDENCYPART_SIBL
(30,27),(30,28),-0.156849 # DEPENDENCYPART_SIBL
(30,27),(30,29),-0.000222867 # DEPENDENCYPART_SIBL
(30,28),(30,29),0.0780488 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0757007 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0634142 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.15218 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.159668 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.236131 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.045529 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0828146 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),0.0890427 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.345907 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.192639 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.19651 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0917936 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.185803 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.127223 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.132271 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.321188 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.190566 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.114094 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.109561 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.193619 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.0168954 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.168743 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.166711 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.132719 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.164809 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0398184 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.269994 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.110011 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0178643 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0190501 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.553952 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.217622 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0233843 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.0820041 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.202518 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.161019 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.239598 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.0927924 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.104798 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),0.00123999 # DEPENDENCYPART_GRANDPAR
(0,5),(5,26),-0.00634737 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.300083 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.140441 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.606659 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0347745 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.0468161 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.220413 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.277104 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.117121 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.0183909 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.150172 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.590591 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.307541 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.105735 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.476217 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.202828 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.161329 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.239908 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.106606 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),0.00304813 # DEPENDENCYPART_GRANDPAR
(0,8),(8,26),-0.00453923 # DEPENDENCYPART_GRANDPAR
(0,8),(8,27),-0.514468 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0490853 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.566825 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.243511 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.204261 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.276603 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.221334 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.583096 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.300448 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.473602 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.511335 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.164639 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.243218 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.0925169 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.107297 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.106429 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),0.00373879 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),-0.41655 # DEPENDENCYPART_GRANDPAR
(0,11),(11,26),-0.00384858 # DEPENDENCYPART_GRANDPAR
(0,11),(11,27),-0.517313 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.583415 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.304366 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.473955 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.513428 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.50302 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.24193 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.0891729 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.10915 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.105141 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.00559241 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),-0.415262 # DEPENDENCYPART_GRANDPAR
(0,13),(13,26),-0.00199495 # DEPENDENCYPART_GRANDPAR
(0,13),(13,27),-0.519279 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.591754 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.482266 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.529839 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.169586 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.521957 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.0912948 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.104824 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.106328 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.00126579 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.321188 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.190566 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.323407 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.095642 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.0307387 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.143654 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.154847 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.111927 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.180639 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.166018 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.0691134 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.0624508 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),-0.37915 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.394252 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.271948 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.263737 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.264558 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.0228212 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.105981 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.102075 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.0642305 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.0835017 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.0401334 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.435106 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.109266 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.0852518 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.0537217 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.478412 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.150655 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.139537 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),0.222695 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.172028 # DEPENDENCYPART_GRANDPAR
(0,18),(18,26),0.215108 # DEPENDENCYPART_GRANDPAR
(0,18),(18,27),-0.231386 # DEPENDENCYPART_GRANDPAR
(0,18),(18,30),-0.267505 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.505977 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.613497 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.385853 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),0.0104286 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),-0.414418 # DEPENDENCYPART_GRANDPAR
(0,20),(20,26),0.00284122 # DEPENDENCYPART_GRANDPAR
(0,20),(20,27),-0.526528 # DEPENDENCYPART_GRANDPAR
(0,20),(20,30),-0.511502 # DEPENDENCYPART_GRANDPAR
