# _root_ Το παράδειγμα που ανέφερε μόλις ο κ. Bolkestein αποτελεί βέβαια ένα κατάφωρο , ίσως μάλιστα και εξαιρετικό , παράδειγμα των καταχρήσεων που γίνονται στον τομέα των μεταφορών .
#goldHeads=2,9,4,2,4,8,8,4,0,9,19,16,17,17,17,19,16,17,9,21,19,23,21,23,24,27,25,0,
#predictedHeads=2,9,4,2,4,8,8,9,0,9,12,16,14,15,16,19,16,19,9,21,19,23,21,23,24,27,25,0,
(9,2),(2,4),0.0362488 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.266719 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.308436 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.448426 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.98235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.407963 # DEPENDENCYPART_GRANDPAR
(9,2),(2,23),-0.992549 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.215101 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.760814 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.241374 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.585855 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.0957389 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.337201 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.044509 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.190885 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.75856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.257871 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.372794 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.295749 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.426883 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.140888 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.330464 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.333304 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.797547 # DEPENDENCYPART_GRANDPAR
(9,4),(4,24),-0.635971 # DEPENDENCYPART_GRANDPAR
(9,4),(4,27),-1.28482 # DEPENDENCYPART_GRANDPAR
(9,4),(4,28),-0.658339 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.128699 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.550067 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.155076 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.389626 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.132007 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.88505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,6),0.541139 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.566598 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.147145 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.83506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,2),-0.256155 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.847725 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.893125 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.287398 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.168692 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.23864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.0700829 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.101998 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.143138 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.136958 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.136713 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.187863 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.337556 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0868446 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.158157 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.539562 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.0802907 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.310474 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.928954 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.300212 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.39957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.0175703 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.216131 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.216934 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.589433 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.123255 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.411644 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.146498 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.152105 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.613155 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.432966 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.848181 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.287854 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.145172 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0125432 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.092474 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.581071 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.136001 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.403379 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.11326 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.0915001 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.554847 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.148243 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.186454 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0233289 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0283703 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.362892 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.0815953 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.545064 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.400347 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.455223 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-1.08315 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-1.1448 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.430899 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.302969 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.28112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.0839356 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.0867253 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.19546 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0505415 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0713036 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.704944 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.354272 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.189022 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.0201368 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.43989 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.320354 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.321501 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.706376 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.0297795 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.522922 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.256275 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.12156 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.0802907 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.543759 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.3964 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.310474 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.928954 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-1.39957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,12),-0.216131 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.00709414 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.191566 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.724697 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.297706 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.547705 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.152105 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.613155 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.432966 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.461965 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),-1.10333 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.338725 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.477466 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.159059 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.0300947 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.916482 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.376794 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.948503 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),0.0802243 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.342921 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.640253 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),-0.87494 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.346118 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.166452 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.879779 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.946764 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),0.0844579 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.330806 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.638636 # DEPENDENCYPART_GRANDPAR
(9,21),(21,27),-0.873323 # DEPENDENCYPART_GRANDPAR
(9,23),(23,2),-0.111037 # DEPENDENCYPART_GRANDPAR
(9,23),(23,4),-0.767576 # DEPENDENCYPART_GRANDPAR
(9,23),(23,5),-0.197833 # DEPENDENCYPART_GRANDPAR
(9,23),(23,9),-1.30035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,23),(23,10),0.0304207 # DEPENDENCYPART_GRANDPAR
(9,23),(23,12),-0.15864 # DEPENDENCYPART_GRANDPAR
(9,23),(23,13),0.00211628 # DEPENDENCYPART_GRANDPAR
(9,23),(23,14),-0.128105 # DEPENDENCYPART_GRANDPAR
(9,23),(23,15),-0.667543 # DEPENDENCYPART_GRANDPAR
(9,23),(23,16),0.154531 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),-0.490213 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),-0.0325987 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-0.144553 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-1.19188 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.613365 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.951004 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.304696 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.717962 # DEPENDENCYPART_GRANDPAR
(9,23),(23,27),-0.944576 # DEPENDENCYPART_GRANDPAR
(9,23),(23,28),-0.410298 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.671107 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),-0.896921 # DEPENDENCYPART_GRANDPAR
(9,25),(25,20),-0.876452 # DEPENDENCYPART_GRANDPAR
(9,25),(25,22),-0.917022 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-0.141284 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-1.22091 # DEPENDENCYPART_GRANDPAR
(9,25),(25,27),-0.88571 # DEPENDENCYPART_GRANDPAR
(9,25),(25,28),-0.358435 # DEPENDENCYPART_GRANDPAR
(9,27),(27,20),-0.88656 # DEPENDENCYPART_GRANDPAR
(9,27),(27,22),-0.918112 # DEPENDENCYPART_GRANDPAR
(9,27),(27,25),-0.479959 # DEPENDENCYPART_GRANDPAR
(9,27),(27,26),-1.18402 # DEPENDENCYPART_GRANDPAR
(9,27),(27,28),-0.351505 # DEPENDENCYPART_GRANDPAR
(9,28),(28,2),-0.27595 # DEPENDENCYPART_GRANDPAR
(9,28),(28,27),-1.04673 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.236315 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.399001 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.0402572 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.22044 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.117826 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.0913879 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.11443 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.08945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,23),-0.725132 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.0220476 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.245967 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.0539602 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.28342 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.169004 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.318489 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.131628 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.0961974 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.118739 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.09239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,12),-0.401605 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.378912 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.630495 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.471926 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.481332 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.663794 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.652503 # DEPENDENCYPART_GRANDPAR
(10,4),(4,24),-0.609759 # DEPENDENCYPART_GRANDPAR
(10,4),(4,27),-0.827658 # DEPENDENCYPART_GRANDPAR
(10,4),(4,28),-0.665083 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.121434 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.316778 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.10884 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.323511 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.119166 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.0942228 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.298768 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.195474 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.096281 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.0841303 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.285432 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.023993 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0648243 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.267844 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.171986 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.140068 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.09243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.401703 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.379175 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.630528 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.55175 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.472019 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.588885 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.481594 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.663739 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.652448 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.66628 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-0.609994 # DEPENDENCYPART_GRANDPAR
(10,9),(9,25),-0.927867 # DEPENDENCYPART_GRANDPAR
(10,9),(9,27),-0.827604 # DEPENDENCYPART_GRANDPAR
(10,9),(9,28),-0.665214 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.623273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.175901 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0865329 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.188391 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.12958 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.231568 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.534797 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.499166 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.596781 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.424152 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.707575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),-0.0295286 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.292703 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.217605 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.142573 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.254659 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.246018 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.380458 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.365641 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.481231 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.728672 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.591459 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.644927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),0.047812 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0339176 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.194629 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0766672 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.23178 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.261518 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.320621 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.307405 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.32433 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.541359 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.779623 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.548676 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.598165 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.564245 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.474206 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.676947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.0366194 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.047664 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0102328 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.210778 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.198254 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.141858 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.277663 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.208997 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.194071 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.327454 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.194144 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.472284 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.534797 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.499166 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.424152 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.0295286 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.00444455 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.250167 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.179572 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.00998592 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.216711 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.380458 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.365641 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.481231 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.282401 # DEPENDENCYPART_GRANDPAR
(10,18),(18,27),-0.540863 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.424092 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.489568 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.298134 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.173143 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.211679 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.283749 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.224664 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.242635 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.163487 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.414009 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.282676 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.257506 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.299191 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.696518 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.0332523 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.251328 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-1.04329 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.08499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.327832 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.345211 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.330674 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.552609 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0546478 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.74338 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.15007 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.417387 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.4998 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.34294 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.662317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.00266507 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.421894 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0535956 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.443787 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.152412 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.00628692 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.229185 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.44556 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.721811 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.391716 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.317269 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.628931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.123535 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.403984 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.121636 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.425974 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.170973 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.0370008 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.187498 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.30465 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.340361 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.07837 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0971372 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.44613 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.0322735 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.19231 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.165362 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.299104 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.203735 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.319363 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.151367 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.415857 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.241389 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),0.203666 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.332165 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.253345 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.401482 # DEPENDENCYPART_GRANDPAR
(12,19),(19,27),-0.510367 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.161468 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.347738 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.102753 # DEPENDENCYPART_GRANDPAR
