# _root_ Οι βακτηριακές αποικίες , που παραμένουν στο ίζημα εκατομμύρια χρόνια , φαίνονται μάλιστα να αναπτύσσονται με ρυθμό παρόμοιο με των βακτηρίων της επιφάνειας .
#goldHeads=3,3,12,6,6,3,6,7,10,6,6,0,12,15,12,15,16,17,18,21,19,23,21,0,
#predictedHeads=3,3,12,6,6,3,6,7,10,7,12,0,12,15,12,15,16,17,18,21,19,23,21,0,
(8,12),(12,18),-0.51718 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.136253 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.108125 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.0775461 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.412656 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.880492 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.38459 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.51054 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.860119 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.725815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),-0.0126908 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0249926 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.198887 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.403563 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.275153 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.583084 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.241144 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.298054 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.3739 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.45404 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.813086 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.30973 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.49682 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.856486 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.682883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.129871 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.0246901 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.0892601 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.112784 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.13492 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0728712 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.168955 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.390535 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.515881 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.134946 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.105504 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.0749246 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.41135 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.277136 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.485575 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.57001 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.308768 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.200618 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.169782 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.289789 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.689111 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.785067 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.573775 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.200618 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.169782 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.501475 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.363763 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.974646 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.174995 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.335682 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.679827 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.239398 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.49587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,1),-0.363763 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.974646 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.372405 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.493156 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.05236 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.49587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.376886 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.617711 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.876118 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.709555 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.05634 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.739053 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.824212 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.807836 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.805631 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.59256 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.816134 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.28066 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.525981 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.921926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.259525 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.448156 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.329841 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.627196 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.798356 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.59915 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.27471 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.275938 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.518706 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.02653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0982319 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.558602 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.340019 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.788968 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.35193 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.723813 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.51549 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.691587 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.22898 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.252675 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.444163 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.00913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.0775512 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.16078 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.220518 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.372454 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.601047 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.233322 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.517182 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.701621 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.318481 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.895519 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.766829 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.418847 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.576918 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.765206 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.23843 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.251932 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.46808 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.0583407 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.159721 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.367426 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.59817 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.322109 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.594557 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.407268 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.972895 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.56152 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.504277 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.742493 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.45174 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.882652 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.753743 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.27471 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.593713 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.773741 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.639799 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.882652 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.753743 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.42388 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.815195 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.56665 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.353545 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.262631 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.633162 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.326485 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.0254573 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.48562 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.83345 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.267116 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.711327 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.331054 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.0959332 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.0121953 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.53015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.583727 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.611886 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.795537 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.734571 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-1.18507 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.887536 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.400334 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.773117 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.602322 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.725007 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.737534 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.380172 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.57057 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.277922 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.541404 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.337197 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.045155 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.00187975 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.4952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.526884 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.601983 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.836694 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.724668 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.84525 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.904243 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-1.23467 # DEPENDENCYPART_GRANDPAR
(10,6),(6,23),-1.228 # DEPENDENCYPART_GRANDPAR
(10,6),(6,24),-1.1374 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.815195 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.56665 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.869174 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.726841 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.535553 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0254573 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.61492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.640247 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.693491 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.856289 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.816228 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.90386 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.962853 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.739052 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.171212 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.55 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.590204 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.607637 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.820633 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.823712 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.882705 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.361 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.800716 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.29431 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.847588 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.45074 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.469247 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.984922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.357538 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.438387 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.682991 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.01926 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.32595 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.743873 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.835856 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.2844 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.860321 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.415682 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.50081 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.03551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.043824 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.264977 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.548248 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.252559 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.266844 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.48826 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.581509 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.325837 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.486374 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.479958 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.668534 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.811276 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.910717 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.29812 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.86395 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.435664 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.06983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.155856 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.056432 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.348897 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.3671 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.673841 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.426094 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.671955 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.01926 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.32595 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.743873 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.835856 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.2844 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.860321 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.415682 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.50081 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.03528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.04293 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0267808 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.303572 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.287123 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.265536 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.485639 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.58021 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.324529 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.483753 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.477337 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.667228 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.238802 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.087504 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.326666 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.423298 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.0873778 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.0605722 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.0495368 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.184451 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.346166 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.560438 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.15751 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.238647 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.273721 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.266164 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.242167 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.06302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.283369 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.59109 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.619651 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.731446 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.805554 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.352586 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.0640692 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.182632 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.339928 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.50413 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.1645 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.13236 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.156703 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.106081 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.00785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.265353 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.626461 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.601635 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.769961 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.812994 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-1.00211 # DEPENDENCYPART_GRANDPAR
(11,6),(6,23),-1.04339 # DEPENDENCYPART_GRANDPAR
(11,6),(6,24),-0.685197 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0444586 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.146564 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.00510315 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.03385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,1),-0.238802 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.087504 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.163367 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.532013 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.126264 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0495368 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.010807 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.05268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.279299 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.581863 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.615633 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.762925 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.805959 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.224765 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0675008 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0752637 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.05011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.254565 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.59206 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.749398 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.792432 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.247194 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.164422 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.381622 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.535373 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.104916 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.00715839 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.114254 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.05268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.27932 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.581863 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.615654 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.559333 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.712098 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.699036 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.777283 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.51349 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.598095 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.554834 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.582961 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.522552 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.585066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.15334 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.279843 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.256285 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.28788 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.386169 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.256396 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.330914 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.479686 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.521151 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.303849 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.747611 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.839028 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.514312 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.590591 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.553323 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.521244 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.51544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.294918 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.268348 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.399212 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.453374 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.442246 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.546892 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.540381 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.0907681 # DEPENDENCYPART_GRANDPAR
