# _root_ " Βάζουμε τον εξεταζόμενο στην εξεταστική τράπεζα , με τη βοήθεια των τριών κεφαλών παίρνουμε λήψη σπεκτ , δηλαδή λήψη σε τρία επίπεδα .
#goldHeads=8,8,4,2,2,7,5,0,15,11,9,14,14,11,8,19,16,19,15,19,20,23,21,0,
#predictedHeads=2,0,4,2,2,7,5,2,2,11,9,14,14,11,0,15,16,19,15,19,20,23,21,0,
(8,11),(11,17),-0.314267 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.29381 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.435025 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.457015 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.389985 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.552661 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.462713 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.254337 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.0874557 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.180618 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.119157 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.186911 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.0600618 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.414334 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.313803 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.293344 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.721751 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.538714 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.475932 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.530644 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.484109 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.424964 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.676674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.0885602 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.0376833 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.265533 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.284224 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.236155 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.286233 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.439665 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.342547 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.358594 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.298668 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.456809 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.349326 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.411289 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.458067 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.221565 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.470623 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.368093 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.506973 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.438155 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.0330534 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.0121775 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.186785 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.0963612 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0131263 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0719187 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.229983 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.938735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),0.0412434 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.473276 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.6098 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.0887484 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.224663 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.196076 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0968931 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.171633 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0368677 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.903923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),0.0824082 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.370851 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.572277 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.674622 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.509552 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.637333 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.804409 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.719372 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.573113 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.271047 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.825968 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.367644 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0447116 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.174895 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.00953705 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.246498 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.213095 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.15121 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.536727 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.134979 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.591365 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.637332 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.573109 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.401771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.829472 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.774401 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.355922 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0904889 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0153542 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.239247 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.211174 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.149288 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.424286 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.56317 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.673289 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.502056 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.648847 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.479541 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.159545 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.620812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.669497 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.512725 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.532987 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0495379 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0632139 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.231916 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.271485 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.0250796 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.196267 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.522145 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.0841728 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.57631 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.0680862 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.637498 # DEPENDENCYPART_GRANDPAR
(9,16),(16,10),0.832459 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.775088 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.354457 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0904431 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.323062 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0577166 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.210757 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.0564973 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.147831 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.518649 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.14187 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.321694 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.573287 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.000466362 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.481878 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.599809 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.531944 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.247179 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.51393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,11),0.566105 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.0415122 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.114383 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.306729 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.288236 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.255833 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.587507 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.211213 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.641729 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.0307502 # DEPENDENCYPART_GRANDPAR
(9,24),(24,1),-0.475498 # DEPENDENCYPART_GRANDPAR
(9,24),(24,17),-0.257191 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),-0.31954 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.648906 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.841998 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.785013 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.39117 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.239287 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.567695 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.763891 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.340045 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.284191 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.483881 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.188809 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.0950093 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.13228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,14),-0.178904 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.878666 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.679154 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.619419 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.704975 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.821024 # DEPENDENCYPART_GRANDPAR
(11,2),(2,21),-0.780735 # DEPENDENCYPART_GRANDPAR
(11,2),(2,23),-1.01261 # DEPENDENCYPART_GRANDPAR
(11,2),(2,24),-0.856159 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.63232 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.834274 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.446534 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.268496 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.0316092 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.18608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,14),-0.232708 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.317733 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.996299 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.64524 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.808744 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.562265 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.329044 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.284235 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0519407 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.25125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.272922 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.96928 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.348548 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-1.14479 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.731703 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.502002 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.252003 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.453985 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0489875 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.16644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,14),-0.213068 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.887676 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.484557 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.589001 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.463489 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.494508 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.48232 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.07162 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.663966 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.644879 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.597433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.547829 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.265081 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.483259 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.211537 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.159203 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.274685 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.761065 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.39171 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.26884 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.897479 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.789142 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.95265 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.671913 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.606248 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.567369 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.666062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.489732 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.282099 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.289866 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0814 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.0401175 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.146372 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.111962 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.06047 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.185972 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.249488 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.381817 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.48249 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.644879 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.596306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.549294 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.264304 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.357108 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.229144 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.159332 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.268575 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.274381 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.347408 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.509235 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.40597 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.538838 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.481569 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.276302 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.223957 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.308397 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.332112 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.40211 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.802168 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-1.40463 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.606899 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.257455 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.242806 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.202136 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.23539 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.351786 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.427149 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.486062 # DEPENDENCYPART_GRANDPAR
(11,20),(20,12),0.549294 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.143763 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.231743 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.224562 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.509235 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.40597 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.538838 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.481569 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.348186 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.297414 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.331107 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.35906 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.373141 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.493233 # DEPENDENCYPART_GRANDPAR
(11,23),(23,16),-0.142193 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),-0.232334 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.225996 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.284063 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.228113 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.311976 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.482697 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.304682 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.310448 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.38967 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.253451 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.472127 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.628797 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.779133 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.654433 # DEPENDENCYPART_GRANDPAR
(13,9),(9,24),-0.66311 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.684941 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.12238 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.987278 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.746282 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.920423 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.800079 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.646961 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.695034 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.813428 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.700405 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.835001 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.658721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.0431991 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.287935 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.292934 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.278133 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.248504 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.405184 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.25498 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.383923 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.285036 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.178232 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.554627 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.968038 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.25939 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.776152 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.522002 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.251275 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.060545 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.360341 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.07472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.510728 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.778646 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-0.685096 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-0.785146 # DEPENDENCYPART_GRANDPAR
(14,2),(2,20),-0.992564 # DEPENDENCYPART_GRANDPAR
(14,2),(2,21),-0.804323 # DEPENDENCYPART_GRANDPAR
(14,2),(2,23),-1.1222 # DEPENDENCYPART_GRANDPAR
(14,2),(2,24),-0.812463 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.260492 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-1.10932 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.639819 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-1.02274 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.489892 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.830852 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.349617 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.0194409 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.291742 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.390373 # DEPENDENCYPART_GRANDPAR
(14,7),(7,15),-0.602233 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.328521 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.417665 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.340304 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.362822 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.09217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.538819 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.795794 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.726846 # DEPENDENCYPART_GRANDPAR
(14,9),(9,24),-0.837459 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.261213 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-1.11309 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.637346 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.831189 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.535001 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.396379 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.307601 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.151724 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.390071 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.19459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.602233 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.898209 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.616923 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.804656 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-1.11213 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.862147 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-1.24201 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.16982 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.272982 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.498726 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.699337 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.50076 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-1.47779 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.820855 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-1.28591 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.993021 # DEPENDENCYPART_GRANDPAR
