# _root_ Επισκεφθείτε επίσης το Απολιθωμένο Δάσος , το μεγαλύτερο στην Ευρώπη , που δημιουργήθηκε από μια ηφαιστιακή έκρηξη πριν από περίπου 15 με 20 εκατομμύρια χρόνια .
#goldHeads=0,1,5,5,1,1,8,5,8,9,13,13,5,13,17,17,14,13,18,22,22,25,22,25,19,0,
#predictedHeads=0,1,5,5,1,5,8,6,8,9,13,13,10,13,17,17,14,13,18,21,19,18,25,25,22,0,
(6,9),(9,8),0.208464 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.240752 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0334277 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.498995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.396181 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.314104 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.203483 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.0590887 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.126012 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.348093 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.395265 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.324759 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.336914 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.552338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),0.0902285 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0299668 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0363187 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0711998 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.115443 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.265258 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.118017 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.456893 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.182065 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.426625 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.107218 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.330077 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.431188 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.306738 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.305889 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.450058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),0.191197 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.0993639 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.10689 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.158826 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.231692 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.123337 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.00879094 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.300837 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.0869195 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.284704 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.0805137 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),0.080151 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.210751 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),0.0740613 # DEPENDENCYPART_GRANDPAR
(6,13),(13,25),-0.132513 # DEPENDENCYPART_GRANDPAR
(6,13),(13,26),-0.093014 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.119943 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.153684 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.0271247 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.293692 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.116473 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.0811433 # DEPENDENCYPART_GRANDPAR
(6,14),(14,26),-0.0980992 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.0125891 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.139276 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.33501 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.154861 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.318303 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.29069 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.18347 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.395603 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.170235 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.647155 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.187213 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.201503 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.181419 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.937071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.313175 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.627354 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-1.10276 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.511945 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.179009 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.309613 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.202754 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.904091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.30565 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.620074 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.41857 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.09694 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.496934 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.04501 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.478081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0524674 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0184886 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.636905 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.718351 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.363117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.205805 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0503861 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.671578 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.823213 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.547971 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.620842 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.64043 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.643476 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.468781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.167695 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.148953 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.509735 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.791255 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.141017 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.640809 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.607034 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.0277914 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.130031 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.478515 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.777648 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.553289 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.575272 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.566053 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.559981 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.451909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.151764 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.163683 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.049255 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.808202 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0297123 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.555891 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.481578 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),0.0936548 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.0187259 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),0.113622 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.209653 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),0.0199257 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.195067 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.239005 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-0.229589 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0198515 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.233608 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.523125 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.394307 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),0.0665774 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),0.115676 # DEPENDENCYPART_GRANDPAR
(8,14),(14,26),-0.160772 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.829157 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.626938 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.718335 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.658256 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.00335415 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.167335 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.50011 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.028109 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.189616 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),0.00361703 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.263278 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.158486 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.249118 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.387183 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.558149 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.0255624 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),0.115676 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.155372 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.0528273 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.169986 # DEPENDENCYPART_GRANDPAR
(8,19),(19,26),-0.160772 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.220708 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.100212 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.427316 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.93082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.0571604 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.44312 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.241377 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.777011 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.50091 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.885532 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.527782 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.991237 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.831705 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.498964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0419634 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.262324 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.79224 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.572439 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.569382 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.81052 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.500181 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.756639 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.575459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.531374 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.252848 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0539895 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.390729 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.496568 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-1.04844 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.628071 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.499249 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.419289 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.709768 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.342528 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0248687 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.497223 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.0321115 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0903825 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.3166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.306706 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.538214 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.58065 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.79474 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.418561 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.353898 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.913098 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0629004 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.33374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.310397 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.530626 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.558512 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.993617 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.596354 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.00163189 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.31657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.303897 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.972491 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.717693 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.237398 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.02621 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.727812 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.529049 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.619503 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.771866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.00637919 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.289157 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.177901 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.290781 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.453748 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.266993 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.215742 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.543808 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.962595 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.759409 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.227493 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.991164 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.670975 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.561057 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.63181 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.801685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.260081 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.84548 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0155972 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.182794 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.184696 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.0784454 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.0222442 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.142754 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.213646 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.187105 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.204651 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.255198 # DEPENDENCYPART_GRANDPAR
(10,13),(13,26),-0.31142 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.188534 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.409242 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.0698581 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.317696 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.277122 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.198921 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.323955 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.141951 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-0.834154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,13),-0.236293 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),-0.437878 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-0.752755 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-0.519124 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.541569 # DEPENDENCYPART_GRANDPAR
(11,1),(1,20),-0.507004 # DEPENDENCYPART_GRANDPAR
(11,1),(1,22),-0.61517 # DEPENDENCYPART_GRANDPAR
(11,1),(1,26),-0.378025 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.337901 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.374152 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.0212173 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.303696 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.203413 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-0.236927 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.326063 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.201911 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.350544 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.317289 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.276241 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.198915 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.32395 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.141543 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.835912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.236293 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.437885 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.519124 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.353838 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-0.376561 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.229014 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.192639 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.216382 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.110923 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.32549 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.228831 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.0775475 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.220565 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.0547543 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.250365 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.4927 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.311283 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.393473 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.37937 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.303307 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.396428 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.285095 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.889323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.254557 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.427439 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.488137 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.258994 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.379497 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.200935 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.240912 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.120312 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.876415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.225504 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.407173 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.77089 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.510864 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.163089 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.090691 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.860301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,6),-0.374291 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.143733 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.156474 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.307621 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.878981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.250365 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.437946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.136673 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.671422 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.680485 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.580688 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.745303 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.697859 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.627721 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.744484 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.564884 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.410849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.270175 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0153845 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0202775 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.235384 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.0428593 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.0883071 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.0440246 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),0.0428024 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.147298 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),0.0229702 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-0.206707 # DEPENDENCYPART_GRANDPAR
(11,13),(13,26),-0.00642317 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.449733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,15),-0.203879 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0386112 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.22824 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.072413 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.0446541 # DEPENDENCYPART_GRANDPAR
(11,14),(14,26),-0.0115083 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.126132 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.189471 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.269557 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.110801 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.121906 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.227237 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.257664 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.685369 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.594791 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.717998 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.153122 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.121516 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0839211 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.0276819 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.0483872 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.112093 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.037998 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),0.0605008 # DEPENDENCYPART_GRANDPAR
