# _root_ Πιστεύω ότι το ένταλμα για το οποίο εργαζόμαστε μπορεί να είναι , τουλάχιστον , πρακτικό και να μας οδηγήσει σε θετικά αποτελέσματα .
#goldHeads=0,1,4,16,8,7,5,4,2,11,16,13,11,13,11,9,19,19,16,19,22,20,0,
#predictedHeads=0,1,4,9,8,7,5,4,2,11,9,13,11,16,16,11,19,19,16,19,22,20,0,
(9,11),(11,10),1.8639 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.137468 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0547154 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0788221 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0844561 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.267438 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.48369 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.0304837 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),0.142536 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.544085 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.19731 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.392279 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),1.43236 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.136936 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.118836 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0309383 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.296729 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.736374 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.270651 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.38151 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),0.0766614 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.00441735 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.234729 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0115043 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.310098 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.259709 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.0368068 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.00601334 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.19731 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.323385 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.392279 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.136936 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.186671 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0780984 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.296729 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.271246 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.299289 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.736374 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.219575 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.141409 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.160929 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.305093 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),0.0105316 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),0.0239962 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.664015 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-1.40746 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.686461 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.458706 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.538752 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.132444 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.391921 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.993457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,11),-0.00409771 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.233243 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-9.78183e-05 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.174597 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.447279 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.0956397 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.151031 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),0.11659 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.90889 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.539617 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.319381 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-1.02901 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.453489 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.130377 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.234235 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),0.284534 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.0135281 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.986126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,11),-0.013313 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.212994 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.0054398 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.154348 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.361032 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.296964 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.511882 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.418331 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),0.183422 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.818845 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.580682 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.245989 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.873481 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.483916 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.222072 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),0.0565171 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),0.157376 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.84828 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.229739 # DEPENDENCYPART_GRANDPAR
(9,23),(23,15),-0.420836 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),0.338825 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),0.00507435 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.697808 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.328112 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.243661 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.384802 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.295885 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.0111127 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.243943 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-0.227919 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.142683 # DEPENDENCYPART_GRANDPAR
(11,1),(1,23),-0.578122 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.143908 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.0402497 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.183345 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-2.04983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.230724 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.342086 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.358409 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.876425 # DEPENDENCYPART_GRANDPAR
(11,2),(2,23),-0.832443 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.269846 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.639128 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.0776308 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.393079 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.161071 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.342731 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.117948 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.756375 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.447572 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.288308 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.311862 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.174096 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.210486 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.0411568 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.181531 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.83166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,16),-0.278195 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.497042 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.128139 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0945541 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.532593 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.112021 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.427353 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.21142 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.160936 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.338493 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0229575 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.242296 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.115331 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.68548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.0647521 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.226834 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.0466099 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.312105 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.165368 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-0.577048 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.546815 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.118527 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.231804 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.196393 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.318242 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0399616 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.174302 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.077182 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.68879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.0585458 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.232769 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.0528162 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.317426 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.156541 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.542226 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.171488 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.807524 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.582875 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.34682 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.667554 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.648907 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.30765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.0384635 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.152591 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0484035 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.578375 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.718558 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.654071 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.422858 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.16652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.43139 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0840282 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.00961999 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.147504 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.116877 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),0.0546145 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-1.34682 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.774516 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.667554 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.30765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.379018 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.0190156 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0484035 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.181328 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.130194 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.578375 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.416738 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.272667 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.305376 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.252408 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.182343 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.0829282 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.536268 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-1.58107 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.763101 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.937091 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.832948 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.656691 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.859427 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-1.08139 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.21525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.351271 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.0735219 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.239909 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.146237 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0206921 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.0780403 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.161047 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.487962 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.415217 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.453296 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-1.18443 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.515895 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.577242 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.517858 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.238953 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.462868 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.684793 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-1.22969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.31774 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.0433244 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.206378 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.12242 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.0846829 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.507435 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.358758 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.254832 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.437693 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.446147 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.345952 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.564475 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.483222 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.399252 # DEPENDENCYPART_GRANDPAR
(11,22),(22,13),0.218473 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),0.304467 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.386069 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.296251 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.126989 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.414134 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.10408 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.200352 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.0217777 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),0.00255882 # DEPENDENCYPART_GRANDPAR
(12,1),(1,13),-0.202902 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-0.414504 # DEPENDENCYPART_GRANDPAR
(12,1),(1,23),-0.37802 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.242042 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.406019 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.021246 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.330058 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.118088 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.00655359 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.0265345 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.135843 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.4113 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.251053 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.0191915 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),0.0744349 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.19961 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.215171 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.231943 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.144364 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.121322 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.160557 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.930468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.205482 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.325525 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.468697 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.424912 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.552329 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.354772 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.565697 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-0.735464 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.529557 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.68018 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.678285 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.407851 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.430237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0329499 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0748887 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0130789 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.0158038 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.177747 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.660343 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.562264 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.681741 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.426072 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.600877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.176719 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0953328 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0898214 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.173165 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.382585 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.50663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.331883 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0983134 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.0252033 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.0310754 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.162023 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.265626 # DEPENDENCYPART_GRANDPAR
(12,22),(22,13),0.281329 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.00306953 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.083983 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.00113924 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.00943773 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.159744 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.194814 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.262955 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.309904 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.033153 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.0653548 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.592509 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.0626482 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.311621 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.121723 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.239114 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.163477 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.00154662 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.0348639 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.0722933 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.440315 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.201996 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.0306125 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.0637249 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),0.0182975 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),0.0268571 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.107696 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.110525 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.144097 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.188442 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0258448 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.00387416 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0812393 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0324463 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.21662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.271184 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.543168 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.429774 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.694016 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.535379 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.77348 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.724124 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.215736 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.278414 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.199508 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.345438 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.21248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.36878 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.559192 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.806187 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.449898 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.489819 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.605611 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.56657 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.452008 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.83169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.211854 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0985281 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.353651 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.457412 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.436102 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.744352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.0422066 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.0262762 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.124426 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.3428 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.310497 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.499212 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.50716 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.497054 # DEPENDENCYPART_GRANDPAR
