# _root_ Τα νέα κτίσματα των τελευταίων ετών , που ανεγέρθηκαν κυρίως κοντά στις παραλίες , είναι μονόροφα ή διώροφα κυκλαδίτικα σπίτια τα περισσότερα με ιδιωτικές πισίνες .
#goldHeads=3,3,15,6,6,3,9,9,3,11,9,11,12,9,0,17,20,17,20,15,22,20,20,25,23,0,
#predictedHeads=3,3,15,6,6,3,9,9,3,11,9,11,12,15,0,17,15,17,20,15,22,20,22,25,23,0,
(8,7),(7,8),-0.968557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.72144 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.667017 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.743357 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.563132 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.578359 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.575832 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.840812 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-1.22093 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-1.21006 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-1.13969 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.05235 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.811924 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.835596 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.894784 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.777784 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.381318 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.327064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.174265 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.241038 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0672133 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.00444619 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.188484 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.725861 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.345892 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.45521 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.127348 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.225053 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.0875114 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.246901 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.612402 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-1.13777 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.828149 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),0.0393355 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.155308 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.769085 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-1.29604 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-1.02389 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.74293 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.620881 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-2.45393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.150276 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.320885 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.0468197 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.692801 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-1.6942 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.404093 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.744088 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-1.37365 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.826312 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.573514 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.32334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,1),-0.154603 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.76809 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.609426 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-1.30073 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-1.01055 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.617935 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.119916 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.45391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.150276 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.976435 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.821077 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-1.20709 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-1.044 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.271256 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.39324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.103231 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.273878 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),0.00321048 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.633659 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.402275 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.614895 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.862026 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.900056 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-1.15661 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.622477 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.32962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,6),-1.38824 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.07776 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.418749 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.72623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0960622 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.324878 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.200791 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0477662 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.868597 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.17415 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.38809 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.0776 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.417742 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.432756 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.464151 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.155834 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.00618887 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.830319 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.407342 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.179722 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.00504987 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0485695 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.795842 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.0623005 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-2.00658 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.532207 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.390718 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.217918 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.570739 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0185322 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.63508 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.000273937 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.246857 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.284887 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.22656 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.248888 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0607738 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.419913 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.13336 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-1.14894 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.200506 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.447637 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.485667 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.738332 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.25846 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.989902 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-1.49 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-1.20384 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.898059 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.160024 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.7776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.263195 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.0874012 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.392895 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.244433 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.147561 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.00139593 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.0945981 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.248527 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.286557 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.306455 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.542127 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.164566 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.527015 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-0.348244 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.286155 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.0195473 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.117546 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.902468 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.0974852 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.390319 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.428349 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.418949 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.226363 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-1.48691 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-1.29956 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-1.71878 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-1.51359 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-1.16652 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.565163 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-1.62835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.349694 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.178665 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.548134 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.100178 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.167558 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.840186 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.24547 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.313413 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.351443 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.281447 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.604147 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.101599 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.983336 # DEPENDENCYPART_GRANDPAR
(9,17),(17,25),-0.49873 # DEPENDENCYPART_GRANDPAR
(9,17),(17,26),-0.346114 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.0202125 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.270732 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.267343 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.305374 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.140581 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.53806 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.22082 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.930392 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.507384 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-0.376106 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.392475 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.826618 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-1.03121 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.501281 # DEPENDENCYPART_GRANDPAR
(9,23),(23,26),-0.363197 # DEPENDENCYPART_GRANDPAR
(9,25),(25,17),0.271407 # DEPENDENCYPART_GRANDPAR
(9,25),(25,19),-0.299372 # DEPENDENCYPART_GRANDPAR
(9,25),(25,20),-0.191779 # DEPENDENCYPART_GRANDPAR
(9,25),(25,21),-0.212784 # DEPENDENCYPART_GRANDPAR
(9,25),(25,22),-0.560411 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),0.0361864 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-0.933533 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-0.329874 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.354767 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.184679 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.286884 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.434465 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.114172 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.355876 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.374265 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.049821 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.32779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,2),-0.290382 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.388413 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.208441 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.38215 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.366753 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0389376 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.32782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.5723 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.624511 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.700248 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.753521 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.986751 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-1.05398 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-1.06515 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-1.06999 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.316359 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0265466 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.112342 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.151858 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.387184 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0286065 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.142925 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.28246 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.263136 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.32748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.575683 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.599533 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.632089 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.649191 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.66526 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.973541 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.657463 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.958966 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.92963 # DEPENDENCYPART_GRANDPAR
(10,9),(9,25),-1.14751 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.687355 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.67943 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.69398 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.707985 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.476021 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.872914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.215163 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.306295 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.440695 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.329237 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.898348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.171918 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.221423 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.397732 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.309311 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.240518 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.900105 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.746526 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.956956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.195733 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.199794 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.356083 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.256761 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.540631 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.607859 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.619025 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.722529 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.940546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.19321 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.224761 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.225408 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.496376 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.64003 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.707257 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.718424 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.723289 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.621121 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.640465 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.539138 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.632541 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.604621 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.621339 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.447281 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.926808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.167029 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.192909 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.1615 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.269804 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.423336 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.153173 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.490564 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.50173 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.431907 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.509434 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.429121 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.626235 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.535168 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.316623 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.165126 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.31162 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.127131 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.154849 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.333962 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.0183269 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.10097 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.04068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.205729 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.254349 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.464432 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.40412 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.315946 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.164201 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.180692 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.389405 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.110501 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.327295 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.369972 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.0116572 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.0949071 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.270427 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.282774 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.205293 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.29119 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.365774 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.10372 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0892066 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.04076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.193547 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.239379 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.384058 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.593948 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.774647 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.787101 # DEPENDENCYPART_GRANDPAR
(11,7),(7,22),-0.776566 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.289951 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0377427 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.0932729 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.0474441 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.343625 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0263443 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0531888 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.25884 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.262063 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.055852 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.04413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.168534 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.171202 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.27971 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.406178 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.580721 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.387475 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.53814 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.686844 # DEPENDENCYPART_GRANDPAR
(11,9),(9,25),-0.676779 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.230327 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.371898 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.293992 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.169091 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.03564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.186669 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.204395 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.376022 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.439376 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.451833 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.639096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.389676 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0262509 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.00544195 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.0825858 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.855134 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.745251 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.476711 # DEPENDENCYPART_GRANDPAR
