# _root_ Είναι πιθανό να διατηρούμε έγκλειστα δόντια στο στόμα μας , επί χρόνια , και να το αγνοούμε .
#goldHeads=0,1,4,14,6,4,5,7,8,14,14,11,14,2,17,17,14,0,
#predictedHeads=0,1,4,14,6,4,6,7,8,11,4,11,14,2,17,17,14,0,
(14,7),(7,8),0.209236 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.0961225 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),0.11683 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.132735 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.215201 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.0636723 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.306573 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.0971163 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.26475 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.218419 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.185005 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.760504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,17),-0.244331 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.402729 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.108096 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.00678898 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.0657832 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.00765832 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.0845388 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.136911 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.00780135 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0441348 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0104488 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.177436 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.736689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,18),-0.366678 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.133612 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0613122 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.168036 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.212848 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.643212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,17),-0.0976784 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.253973 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.0119917 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.422805 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0687047 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.167327 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.760511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),0.157602 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.244358 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.108096 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.0657832 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),0.00765832 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.0845388 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.136911 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.00780135 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0145957 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0121462 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0125247 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.366678 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.232984 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.317453 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.372662 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.275484 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.358215 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.151988 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.453686 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.231789 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.129411 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.325666 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.259724 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.0415218 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.205652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.766592 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.377008 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0288739 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.361142 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.194879 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.230312 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.812209 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.840042 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.800889 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.825297 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.663791 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.751999 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.642162 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.665915 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.708528 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.586754 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.632235 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.546163 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.434987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.222297 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.124394 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.168444 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),0.0874594 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.797448 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.457284 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.948392 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.0333205 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.337979 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.0554418 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),-0.0317928 # DEPENDENCYPART_GRANDPAR
(17,1),(1,12),-0.753419 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),0.0927934 # DEPENDENCYPART_GRANDPAR
(17,1),(1,14),0.0537436 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),-1.8843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,1),(1,18),-0.192132 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.864824 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.691584 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.304585 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.725168 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),0.144597 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),0.14399 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),0.156532 # DEPENDENCYPART_GRANDPAR
(17,2),(2,18),-0.315976 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.914033 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),0.0612743 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.39114 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.453681 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.94715 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.0310218 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.336737 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.055853 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.0296619 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.752177 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),0.0923822 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),0.0542202 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-1.88833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),-0.191917 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.604839 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.725164 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),0.144598 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.111244 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),0.143991 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.519928 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.690004 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),0.0978477 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.432896 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.186694 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),0.15004 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.0135155 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),0.142328 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),0.0818156 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),0.287123 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-2.1103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,5),-0.25366 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.111383 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.0949867 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),0.0986616 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.18588 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.724654 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.0755823 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.15142 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.0675009 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),0.138676 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.432573 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.0807343 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),0.283473 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-2.1103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.394933 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-1.17867 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.0951244 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.919014 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.382538 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.939142 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.19662 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.326249 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.00415288 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.641044 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.080516 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.183299 # DEPENDENCYPART_GRANDPAR
(17,10),(10,18),-0.347676 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.0872303 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.0511301 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.495248 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.112614 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.187761 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-2.02866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.334412 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.689898 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.0884159 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.108413 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.0972216 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.257944 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.136506 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-2.11047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,1),-1.17867 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.919014 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.382538 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.939142 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.19662 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.326249 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.162438 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.144634 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.724074 # DEPENDENCYPART_GRANDPAR
(17,13),(13,18),-0.347676 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-1.03924 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.0162722 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.779498 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.303686 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.727201 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),0.0368658 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.116827 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.184568 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.0158143 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.534415 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.0363327 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0986054 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.26208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.467317 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.00661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,1),-1.63878 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.339109 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.52432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,2),-0.469088 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.503558 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.422787 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.42332 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.600468 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.601919 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.576982 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.382779 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),-0.550009 # DEPENDENCYPART_GRANDPAR
(18,1),(1,12),-0.540706 # DEPENDENCYPART_GRANDPAR
(18,1),(1,13),-0.389785 # DEPENDENCYPART_GRANDPAR
(18,1),(1,14),-0.297866 # DEPENDENCYPART_GRANDPAR
(18,1),(1,17),-0.204508 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-1.13555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,1),-0.543335 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.386133 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.553259 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.340364 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.520874 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.563143 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.49341 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.454549 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.50734 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.433719 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.461555 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.347059 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.495198 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.542632 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.13555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
