# _root_ Απλουστευτικές ενιαίες λύσεις , όπως η περικοπή του χρόνου εργασίας σε ευρωπαϊκό επίπεδο , είναι άνευ σημαντικής ουσίας .
#goldHeads=3,3,5,5,15,7,5,9,7,9,7,13,11,15,0,15,18,16,0,
#predictedHeads=3,3,4,15,4,7,15,9,7,9,7,13,11,15,0,15,18,16,0,
(13,10),(10,11),-0.12932 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0380481 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.53946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.61191 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.828986 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.70854 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.269798 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.265167 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.165051 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.46077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.554753 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.766666 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.73278 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.701714 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.328975 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.47427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.561641 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.74466 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.625348 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.746284 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.29551 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.859034 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.594384 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.29898 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.929806 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.925409 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.65164 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.52413 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.910568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.513459 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.255754 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.413748 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.194829 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.69523 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.64989 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.24968 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.811735 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.635806 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.25283 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.883657 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.87926 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.673128 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.556565 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.943995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.0578059 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.114087 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.303951 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.0677486 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.333481 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.935922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.189518 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.405742 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.0693207 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.431979 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0882924 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.131522 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.424818 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.916428 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.72902 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.640391 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.887628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,16),-0.11071 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.422033 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.431893 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.142149 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.156898 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.299516 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.0953083 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.0848597 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),0.026859 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.238984 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.253733 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.349194 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.148676 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.315311 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.249656 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),-0.243897 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.09569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.339329 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.241847 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.286816 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.407881 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.201384 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.153138 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.0873327 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.130769 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.0107874 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.0772193 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.0889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.321403 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.574551 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.142037 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.156786 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.1664 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.351934 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.0470503 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.0429538 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.166903 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.0202698 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.0570624 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.0268605 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.0313986 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.00888503 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.08535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.331467 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.580677 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.78923 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.0479111 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.0460038 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.184265 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.0603781 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.026735 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.0315242 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.0119881 # DEPENDENCYPART_GRANDPAR
(14,9),(9,15),-0.331468 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.580677 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.169282 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.35318 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.0472451 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0437964 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.0505763 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.179009 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0101757 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0263197 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0319227 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.016441 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.08535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.331492 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.580679 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0175801 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0585657 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.132281 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.0353896 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.06657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.322803 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.753974 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.231941 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0916972 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.0725382 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.08279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.308506 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.564091 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.769466 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.352335 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.047358 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.0449738 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.180186 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.00789897 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0354012 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.123957 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0837024 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.08535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.331467 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.580677 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.686858 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.789406 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.612348 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.627097 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.703601 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.680413 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.530155 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.58463 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.518381 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.562092 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.538207 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.559288 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.509138 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.577314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0631758 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.107042 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.145792 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.118639 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.519687 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.644706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),-0.213576 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.241864 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.193904 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0684473 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.268298 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.171675 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.697231 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.531368 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.57644 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.55804 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0415655 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.13827 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.181033 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.427541 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),0.14394 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),0.448811 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),0.57983 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),0.455229 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),0.0850667 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),0.457405 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.344883 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.14394 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),0.448811 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),0.57983 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),0.455229 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),0.0850667 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.194573 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.264824 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),0.4293 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),0.488526 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),0.564103 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),0.492792 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.383154 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.453405 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.123564 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.344508 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),0.302671 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.0676408 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.224623 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),0.334973 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.9782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,2),-0.513457 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.149758 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),0.211023 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.556536 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.265908 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.104255 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.252876 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),0.42473 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),0.177782 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),0.340809 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.93869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),0.147354 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.188897 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.259148 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),0.0766533 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),0.299004 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),0.488833 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),0.906966 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.636358 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),0.194084 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.560497 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.493428 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.159416 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.477166 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.354496 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-2.02949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),0.0818442 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.686854 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),0.904026 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.396717 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.628522 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.556161 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.492282 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.15827 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.473043 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.0295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),0.0818365 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),0.0721119 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),0.296661 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),0.487536 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),0.904399 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.388524 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.626861 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.0160518 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.49257 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.158575 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.468771 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.353647 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.02953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),0.0818353 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0836895 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.271785 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.167834 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.29135 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.19127 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.94694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,18),-0.59615 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.0806811 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.219234 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.366957 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.373309 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.89884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),0.172242 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.585053 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),0.297471 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),0.487406 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),0.903709 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.627552 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.013484 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.363853 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.301519 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.173606 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.351785 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.02949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.0818438 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.03614 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.687031 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.123564 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),0.295387 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),0.319352 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),0.192851 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.181349 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.176293 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.261904 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0216778 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.108407 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.9782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.132917 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.953422 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.627213 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.289177 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.142393 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.465579 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.122242 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.179885 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.729753 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.159103 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.125121 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.42075 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.158801 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.57816 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.380327 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.748998 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.297083 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0910897 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.172316 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.29617 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.215529 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.404225 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.401594 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.298205 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.359104 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.2296 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.304489 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.172782 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.01702 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.909338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),0.186449 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),0.0203672 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.391512 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.305808 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.300191 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.359636 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.320828 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.360503 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.294685 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.376815 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.297466 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.110675 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.872198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.255329 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),0.0622599 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.416041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.645466 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0313043 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.978104 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.769372 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.91121 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.837094 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.405943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.790623 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.0198818 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.546292 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0739016 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.233635 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.2574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.479387 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.601344 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-1.12238 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.806206 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.865117 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.657042 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.557839 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.740415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.25901 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),-0.0777503 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.414977 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.230807 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.241878 # DEPENDENCYPART_GRANDPAR
