# _root_ Επιλέξτε κάποιον καλύτερο , τόσο από τον Cox όσο και από τον Martin , ψηφίζοντας τον κ. Bonde του γραφείου 007 .
#goldHeads=0,1,2,10,10,5,8,6,10,3,9,13,11,10,1,18,18,15,20,18,20,0,
#predictedHeads=0,1,2,10,10,10,8,6,10,1,10,13,11,15,1,18,18,15,20,18,20,0,
(14,22),(22,20),-0.558849 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.0655332 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.908226 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.754021 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.198342 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.443776 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.342215 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.402735 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),-0.127225 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),-0.0521132 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),0.0656139 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-1.9275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,20),-0.165559 # DEPENDENCYPART_GRANDPAR
(15,1),(1,22),-0.354706 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.853327 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.165864 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.243236 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.0979302 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.220405 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),0.192172 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-2.01892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,1),-1.15013 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.980144 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.680206 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.480649 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.272749 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),0.0173528 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),0.0537477 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-2.08882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,22),-0.510466 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.879126 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.686004 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.312882 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.150376 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.279512 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.0479633 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),0.139725 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),0.106542 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-2.05074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,1),-0.849831 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.172067 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.412714 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-1.23013 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.305263 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.363811 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.0618398 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),0.0336212 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-0.502818 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-1.11074 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.217027 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.0151697 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.876172 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.305957 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.455281 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.355127 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-1.186 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.285817 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0407126 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.150117 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.05427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),-0.239365 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-1.01061 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.924487 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.60133 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.327057 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.36261 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.201189 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-1.19478 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.230112 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.282544 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.135807 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.155083 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.123428 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.30125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,20),-0.505925 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.630106 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.355159 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.180974 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-1.05522 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.156485 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.0336212 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.0787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.256792 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.502818 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.107256 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.935823 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.133854 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.00492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,18),-0.177208 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-1.15013 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.980144 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.304928 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.524401 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.399146 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.109044 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.187654 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.08882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.248423 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.364774 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.510466 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.383801 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.854204 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.160191 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.515641 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.905603 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.342008 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.175575 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-1.71083 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-1.57159 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),0.846439 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.349787 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.592983 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.0498943 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.0788393 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.204946 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.0839644 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-1.61015 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-0.66488 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.402491 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.0630987 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.0473466 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.430848 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.526926 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.250849 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.274458 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.434914 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.396484 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.370874 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.182724 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.05224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,20),-0.48059 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.5364 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-0.710118 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.812316 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.635569 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.240673 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.304058 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.247447 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.116156 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.22438 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.484045 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.381868 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.266013 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.199313 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.331875 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.537848 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.38922 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.202192 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.265906 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.30199 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.0621052 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.013304 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),-0.445538 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-0.460937 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.303824 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.459191 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.401368 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-0.672915 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.91612 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.836416 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.484588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.501863 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.119421 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0460319 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.634577 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.963299 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.364418 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.473346 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.259886 # DEPENDENCYPART_GRANDPAR
(20,1),(1,9),-0.448629 # DEPENDENCYPART_GRANDPAR
(20,1),(1,10),-0.40657 # DEPENDENCYPART_GRANDPAR
(20,1),(1,11),-0.291731 # DEPENDENCYPART_GRANDPAR
(20,1),(1,14),-0.363012 # DEPENDENCYPART_GRANDPAR
(20,1),(1,15),-0.898477 # DEPENDENCYPART_GRANDPAR
(20,1),(1,20),-1.00923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,1),(1,22),-0.44635 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.47955 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.493098 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.435688 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.01726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,20),-0.567753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.0611143 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-1.57556 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-0.912963 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.772645 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.559348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.253372 # DEPENDENCYPART_GRANDPAR
(21,20),(20,1),-0.344587 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.509091 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.44097 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.315419 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.466567 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.992717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.235354 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-0.786751 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-0.715371 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.773518 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.542281 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.551869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,1),(1,2),-0.629694 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.657796 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.141428 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),-0.470313 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.600027 # DEPENDENCYPART_GRANDPAR
(22,1),(1,9),-0.478135 # DEPENDENCYPART_GRANDPAR
(22,1),(1,10),-0.17855 # DEPENDENCYPART_GRANDPAR
(22,1),(1,11),-0.550401 # DEPENDENCYPART_GRANDPAR
(22,1),(1,14),-0.32199 # DEPENDENCYPART_GRANDPAR
(22,1),(1,15),-0.30067 # DEPENDENCYPART_GRANDPAR
(22,1),(1,20),-0.41908 # DEPENDENCYPART_GRANDPAR
(22,1),(1,22),-1.13603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,4),(4,1),-0.677214 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.776167 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.700177 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.529888 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.62709 # DEPENDENCYPART_GRANDPAR
(22,4),(4,11),-0.577464 # DEPENDENCYPART_GRANDPAR
(22,4),(4,14),-0.371773 # DEPENDENCYPART_GRANDPAR
(22,4),(4,15),-0.423011 # DEPENDENCYPART_GRANDPAR
(22,4),(4,22),-1.16381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,11),(11,9),-0.503091 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.24634 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.534155 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.465143 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.380764 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.347965 # DEPENDENCYPART_GRANDPAR
(22,11),(11,17),-0.351505 # DEPENDENCYPART_GRANDPAR
(22,11),(11,22),-1.14965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,1),-0.486788 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.449516 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.353633 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.464785 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.378707 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.155041 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.16181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,20),-0.475835 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.15675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
