# _root_ * Να περάσετε μια νύχτα στο Ξενοδοχείο Loriet , ένα ανακαινισμένο αρχοντικό , στην Χρυσή Ακτή της Μυτιλήνης .
#goldHeads=0,3,0,5,3,3,8,9,6,12,12,9,3,12,16,14,18,16,0,
#predictedHeads=0,3,0,5,3,3,6,7,11,12,7,11,11,11,16,14,18,16,0,
(16,12),(12,16),-1.29451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,19),-0.62217 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.326901 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.867379 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.518668 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.651012 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.529089 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.304628 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.0960735 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.208278 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.189227 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.131135 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.27489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.308032 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.614876 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.179138 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.224017 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.0192771 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.27487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,19),-0.62723 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.210834 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.29451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.327654 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.62217 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.466804 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.226962 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.761984 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-1.11568 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-1.04153 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.72195 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.723609 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.789948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),0.176906 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-0.771546 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-1.48505 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-1.24207 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-1.19745 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.764946 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.9195 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.781856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,1),(1,3),-0.423318 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.727925 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.472453 # DEPENDENCYPART_GRANDPAR
(19,1),(1,7),-0.668179 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),-0.423479 # DEPENDENCYPART_GRANDPAR
(19,1),(1,11),-0.293436 # DEPENDENCYPART_GRANDPAR
(19,1),(1,12),-0.394921 # DEPENDENCYPART_GRANDPAR
(19,1),(1,13),-0.419981 # DEPENDENCYPART_GRANDPAR
(19,1),(1,18),-0.400115 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.521636 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.432057 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.665021 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.449916 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.605275 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.386259 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),-0.215261 # DEPENDENCYPART_GRANDPAR
(19,3),(3,13),-0.382761 # DEPENDENCYPART_GRANDPAR
(19,3),(3,14),-0.454404 # DEPENDENCYPART_GRANDPAR
(19,3),(3,16),-0.443162 # DEPENDENCYPART_GRANDPAR
(19,3),(3,18),-0.337219 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-1.02814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,1),-0.543477 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.450153 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.534477 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.392532 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.54491 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.438428 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.449188 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.166505 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),-0.400059 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.656595 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.596849 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.492907 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.427743 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.326968 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.403629 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.393523 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.2626 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.434682 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.04436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,12),-0.338102 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.516791 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.307552 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.447176 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.04176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,3),-0.450153 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.442712 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.316858 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.343619 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.506033 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.485655 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.262254 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.347461 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.279955 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.05392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,17),-0.386792 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.05392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
