# _root_ Κύριε Πρόεδρε , καταρχάς θα ήθελα να συγχαρώ τους τρεις εισηγητές - τον κ. Χατζηδάκη , τον κ. van Dam και τον κ. Grosch - για το έργο τους .
#goldHeads=2,6,2,6,6,0,8,6,11,11,12,8,15,15,21,21,20,20,20,21,12,24,24,21,12,8,28,26,28,0,
#predictedHeads=2,6,4,6,6,0,8,6,11,11,8,21,15,15,21,21,20,20,20,21,8,24,24,21,21,8,28,26,28,0,
(8,12),(12,1),-0.838244 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.767657 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.60473 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.13689 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.76799 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.32305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),-0.0550551 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.305936 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.155162 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.168124 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.106193 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),0.102027 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),0.0811915 # DEPENDENCYPART_GRANDPAR
(8,12),(12,26),-0.361339 # DEPENDENCYPART_GRANDPAR
(8,12),(12,30),-0.29448 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.44327 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.267904 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.541295 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.170989 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.221338 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.496983 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.0516321 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.155757 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.871176 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.800651 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.623593 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-1.16982 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-1.80773 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-1.37266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,11),0.325489 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.141968 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.254071 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.167359 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.0113051 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),0.104615 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),0.109645 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-0.351403 # DEPENDENCYPART_GRANDPAR
(8,16),(16,30),-0.293367 # DEPENDENCYPART_GRANDPAR
(8,21),(21,1),-1.01235 # DEPENDENCYPART_GRANDPAR
(8,21),(21,2),-0.941699 # DEPENDENCYPART_GRANDPAR
(8,21),(21,3),-0.745243 # DEPENDENCYPART_GRANDPAR
(8,21),(21,4),-1.31098 # DEPENDENCYPART_GRANDPAR
(8,21),(21,6),-2.02015 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-1.22065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,11),0.333231 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),0.0449145 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),0.272528 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),0.28187 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),0.00790818 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),0.0352526 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),0.0564245 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.00959697 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.0530365 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),0.137655 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),0.0494496 # DEPENDENCYPART_GRANDPAR
(8,21),(21,26),-0.200863 # DEPENDENCYPART_GRANDPAR
(8,21),(21,28),0.786807 # DEPENDENCYPART_GRANDPAR
(8,21),(21,30),-0.300614 # DEPENDENCYPART_GRANDPAR
(8,25),(25,1),-0.838244 # DEPENDENCYPART_GRANDPAR
(8,25),(25,2),-0.767657 # DEPENDENCYPART_GRANDPAR
(8,25),(25,11),0.305936 # DEPENDENCYPART_GRANDPAR
(8,25),(25,15),0.234751 # DEPENDENCYPART_GRANDPAR
(8,25),(25,21),0.194614 # DEPENDENCYPART_GRANDPAR
(8,25),(25,24),0.0481473 # DEPENDENCYPART_GRANDPAR
(8,25),(25,26),-0.361339 # DEPENDENCYPART_GRANDPAR
(8,25),(25,28),0.576404 # DEPENDENCYPART_GRANDPAR
(8,25),(25,30),-0.29448 # DEPENDENCYPART_GRANDPAR
(8,26),(26,25),0.124125 # DEPENDENCYPART_GRANDPAR
(8,26),(26,27),-0.0845894 # DEPENDENCYPART_GRANDPAR
(8,26),(26,28),0.835139 # DEPENDENCYPART_GRANDPAR
(8,26),(26,30),-0.202581 # DEPENDENCYPART_GRANDPAR
(8,28),(28,22),0.0857801 # DEPENDENCYPART_GRANDPAR
(8,28),(28,25),0.187261 # DEPENDENCYPART_GRANDPAR
(8,28),(28,26),-0.11897 # DEPENDENCYPART_GRANDPAR
(8,28),(28,27),-0.014052 # DEPENDENCYPART_GRANDPAR
(8,28),(28,29),-0.367438 # DEPENDENCYPART_GRANDPAR
(8,28),(28,30),-0.220973 # DEPENDENCYPART_GRANDPAR
(8,30),(30,15),0.186597 # DEPENDENCYPART_GRANDPAR
(8,30),(30,26),-0.260773 # DEPENDENCYPART_GRANDPAR
(8,30),(30,28),0.581218 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.333336 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.341085 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.128559 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.146607 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.0316575 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.28385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.109445 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.63404 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.362768 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.390427 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.298104 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.0677034 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.0219735 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.0443651 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.370071 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.36865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.169281 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0657864 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.082074 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.194348 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.130892 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.164832 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.171256 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.0298939 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.24925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.0897891 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.599444 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.302482 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.498257 # DEPENDENCYPART_GRANDPAR
(11,6),(6,25),-0.377066 # DEPENDENCYPART_GRANDPAR
(11,6),(6,26),-0.513277 # DEPENDENCYPART_GRANDPAR
(11,6),(6,28),-1.06219 # DEPENDENCYPART_GRANDPAR
(11,6),(6,30),-0.533641 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.0730077 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.0887291 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.19087 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.120488 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.165034 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.244521 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0854504 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0478301 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.374479 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.24879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.0897744 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.243609 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.598985 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.302453 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.497786 # DEPENDENCYPART_GRANDPAR
(11,8),(8,25),-0.377052 # DEPENDENCYPART_GRANDPAR
(11,8),(8,26),-0.513137 # DEPENDENCYPART_GRANDPAR
(11,8),(8,28),-1.06173 # DEPENDENCYPART_GRANDPAR
(11,8),(8,30),-0.533627 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0924818 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.844464 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.862583 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.720441 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.659982 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.719037 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.607077 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.129645 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.760049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),0.133636 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.10727 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.0620319 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.0385368 # DEPENDENCYPART_GRANDPAR
(11,12),(12,25),0.0336911 # DEPENDENCYPART_GRANDPAR
(11,12),(12,26),-0.148608 # DEPENDENCYPART_GRANDPAR
(11,12),(12,30),-0.134976 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.807758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.254972 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0737807 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.00263835 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.356276 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0172054 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.304138 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0440354 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.853042 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.871191 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.718713 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.668559 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.727061 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.6151 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.736844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.374002 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0882057 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.00978565 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.069695 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.06271 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),0.0469608 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-0.148055 # DEPENDENCYPART_GRANDPAR
(11,16),(16,30),-0.139511 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-0.915227 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-0.933308 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),-0.762619 # DEPENDENCYPART_GRANDPAR
(11,21),(21,4),-0.730727 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-0.827948 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-0.715992 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.706327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),0.269401 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.0516185 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),0.143577 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.601985 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),0.191544 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),0.216309 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.393048 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),0.204649 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),0.316284 # DEPENDENCYPART_GRANDPAR
(11,21),(21,25),0.0736405 # DEPENDENCYPART_GRANDPAR
(11,21),(21,26),-0.0374797 # DEPENDENCYPART_GRANDPAR
(11,21),(21,28),-0.37658 # DEPENDENCYPART_GRANDPAR
(11,21),(21,30),-0.103425 # DEPENDENCYPART_GRANDPAR
(11,26),(26,25),-0.0631298 # DEPENDENCYPART_GRANDPAR
(11,26),(26,27),-0.583756 # DEPENDENCYPART_GRANDPAR
(11,26),(26,28),-0.326492 # DEPENDENCYPART_GRANDPAR
(11,26),(26,30),-0.139725 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.0350617 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.0374133 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),0.172287 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),0.134343 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),0.242858 # DEPENDENCYPART_GRANDPAR
(12,1),(1,21),-0.476286 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.185671 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.0121763 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.188051 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),0.13514 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.0443656 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.119061 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.0012957 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.0400011 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),0.0713942 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),0.0772137 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.939589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,15),-0.392479 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),0.155756 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.0399419 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.0721684 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.13518 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.0198404 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.243698 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.277161 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.245879 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-0.936483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,1),0.252286 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.0800943 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.0278379 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.226204 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.0394413 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.116033 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.211889 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.218793 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.909968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,15),-0.352453 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.328696 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.488755 # DEPENDENCYPART_GRANDPAR
(12,6),(6,25),-0.505085 # DEPENDENCYPART_GRANDPAR
(12,6),(6,26),-0.48144 # DEPENDENCYPART_GRANDPAR
(12,6),(6,28),-0.581299 # DEPENDENCYPART_GRANDPAR
(12,6),(6,30),-0.593416 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),0.24719 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),0.0755653 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.0223682 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.217803 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.0415741 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.02453 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0103265 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.223594 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.265522 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.210528 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.909953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.301964 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.351994 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.328667 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.488284 # DEPENDENCYPART_GRANDPAR
(12,8),(8,25),-0.505071 # DEPENDENCYPART_GRANDPAR
(12,8),(8,26),-0.4813 # DEPENDENCYPART_GRANDPAR
(12,8),(8,28),-0.580841 # DEPENDENCYPART_GRANDPAR
(12,8),(8,30),-0.593402 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.252537 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.0894209 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),0.111351 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.00336044 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.105061 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.285046 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.281715 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.936483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.220221 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.299357 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.403961 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.386175 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.476286 # DEPENDENCYPART_GRANDPAR
(12,11),(11,26),-0.484112 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.280891 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.443391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.297424 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.0232576 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.458653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.308092 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.207823 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0111994 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.347127 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.508961 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.470092 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.377949 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.445457 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.336938 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.309533 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.52165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,15),-0.00633521 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0631841 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.0160596 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.113888 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.153825 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),-0.142277 # DEPENDENCYPART_GRANDPAR
(12,16),(16,30),-0.256011 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.365058 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-0.526818 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.46966 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.395857 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-0.503381 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.394867 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.327783 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.4396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,15),0.167903 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.274469 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.237386 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.149888 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.154486 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.0807742 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),0.0851502 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),0.0395339 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.0970318 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),0.0518816 # DEPENDENCYPART_GRANDPAR
(12,21),(21,28),-0.00990918 # DEPENDENCYPART_GRANDPAR
(12,21),(21,30),-0.179519 # DEPENDENCYPART_GRANDPAR
(12,25),(25,1),-0.332821 # DEPENDENCYPART_GRANDPAR
(12,25),(25,2),-0.494625 # DEPENDENCYPART_GRANDPAR
(12,25),(25,11),-0.295227 # DEPENDENCYPART_GRANDPAR
(12,25),(25,15),0.0625071 # DEPENDENCYPART_GRANDPAR
(12,25),(25,21),-0.0242682 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.0321025 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),-0.101158 # DEPENDENCYPART_GRANDPAR
(12,25),(25,28),-0.167259 # DEPENDENCYPART_GRANDPAR
(12,25),(25,30),-0.199067 # DEPENDENCYPART_GRANDPAR
(12,26),(26,25),-0.0820033 # DEPENDENCYPART_GRANDPAR
(12,26),(26,27),-0.18374 # DEPENDENCYPART_GRANDPAR
(12,26),(26,28),-0.112138 # DEPENDENCYPART_GRANDPAR
(12,26),(26,30),-0.263241 # DEPENDENCYPART_GRANDPAR
(12,30),(30,15),0.0119073 # DEPENDENCYPART_GRANDPAR
(12,30),(30,26),-0.0312553 # DEPENDENCYPART_GRANDPAR
(12,30),(30,28),-0.217647 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.267021 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.349137 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.292672 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.313179 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.448483 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.302302 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.154493 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.216291 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.0737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.268675 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.441542 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.532205 # DEPENDENCYPART_GRANDPAR
(14,11),(11,26),-0.524656 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.360229 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.374508 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.308276 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.411245 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.392116 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.412239 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.339074 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.336332 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.06403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.237944 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.436897 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.539847 # DEPENDENCYPART_GRANDPAR
(14,12),(12,25),-0.548602 # DEPENDENCYPART_GRANDPAR
(14,12),(12,26),-0.511266 # DEPENDENCYPART_GRANDPAR
(14,12),(12,30),-0.646957 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.749942 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.768157 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.684375 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.802396 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.743965 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.764362 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.72949 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.672606 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.219693 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.275042 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.260722 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.172276 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.171739 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.167626 # DEPENDENCYPART_GRANDPAR
(14,16),(16,30),-0.303254 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.569225 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.551713 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.447929 # DEPENDENCYPART_GRANDPAR
