# _root_ Επίσης , επικροτούμε τον στόχο να συμπεριληφθούν και μικροί οργανισμοί χωρίς διεθνή εμπειρία , προκειμένου να έχουν ευκολότερη πρόσβαση στο πρόγραμμα και νέοι που βρίσκονται εκτός οργανισμών .
#goldHeads=3,1,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,23,17,25,23,25,26,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,21,22,25,22,25,26,0,
(19,20),(19,22),-0.104082 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0294345 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.00553303 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.0174644 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.175932 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0204739 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.029115 # DEPENDENCYPART_SIBL
(19,21),(19,26),0.0532606 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0137149 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.00195119 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0110155 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.00764495 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.00866923 # DEPENDENCYPART_SIBL
(19,25),(19,26),0.0642698 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.000740413 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0347504 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.501882 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0287753 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0131131 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.00475948 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.038365 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.256234 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0155899 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.0415097 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0140107 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.00139754 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.00412442 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.13455 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.00703388 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.021254 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00505434 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0510029 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.149998 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0387602 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.0251991 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0140635 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0543651 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.00497281 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.0037703 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0453377 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.00642375 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.0338052 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0539036 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.112441 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.0236509 # DEPENDENCYPART_SIBL
(22,1),(22,2),-0.0547676 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.0174574 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.0491552 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.0196661 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.0366051 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.0486327 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.0229888 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.0401616 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.0486333 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.0547676 # DEPENDENCYPART_SIBL
(22,1),(22,15),0.0123243 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0181114 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.0366051 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.0487364 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0297321 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0479145 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.0207 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.0257513 # DEPENDENCYPART_SIBL
(22,1),(22,26),0.0498017 # DEPENDENCYPART_SIBL
(22,1),(22,27),-0.0257373 # DEPENDENCYPART_SIBL
(22,2),(22,3),0.045004 # DEPENDENCYPART_SIBL
(22,2),(22,5),0.00360254 # DEPENDENCYPART_SIBL
(22,2),(22,7),0.043251 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.000679463 # DEPENDENCYPART_SIBL
(22,2),(22,10),0.00461018 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.0233243 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.0061024 # DEPENDENCYPART_SIBL
(22,2),(22,13),0.00459219 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.0449192 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.00382908 # DEPENDENCYPART_SIBL
(22,2),(22,17),0.0565691 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.000679463 # DEPENDENCYPART_SIBL
(22,2),(22,19),0.00447855 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.0261517 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.00938236 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.00167145 # DEPENDENCYPART_SIBL
(22,2),(22,25),-0.0156695 # DEPENDENCYPART_SIBL
(22,2),(22,26),0.000904204 # DEPENDENCYPART_SIBL
(22,2),(22,27),0.0233943 # DEPENDENCYPART_SIBL
(22,3),(22,5),-0.182094 # DEPENDENCYPART_SIBL
(22,3),(22,7),-0.0586754 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.139716 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.181572 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.082927 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.146112 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.181572 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.00488088 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.0959296 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.0758306 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.139716 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.181667 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.0906461 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.182126 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.00627389 # DEPENDENCYPART_SIBL
(22,3),(22,25),0.446082 # DEPENDENCYPART_SIBL
(22,3),(22,26),0.036978 # DEPENDENCYPART_SIBL
(22,3),(22,27),-0.0556479 # DEPENDENCYPART_SIBL
(22,5),(22,7),0.038013 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.044305 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.020093 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.0708145 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.0485851 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.0201522 # DEPENDENCYPART_SIBL
(22,5),(22,14),0.110007 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.0317274 # DEPENDENCYPART_SIBL
(22,5),(22,17),0.0287563 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.044305 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.0201901 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.0759675 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0211598 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.00536012 # DEPENDENCYPART_SIBL
(22,5),(22,25),-0.0308766 # DEPENDENCYPART_SIBL
(22,5),(22,26),-0.0152338 # DEPENDENCYPART_SIBL
(22,5),(22,27),0.102023 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.142626 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.186547 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.0859957 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.149023 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.186547 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0132652 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.0988398 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0789643 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.142626 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.186642 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0938733 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.187101 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.00875402 # DEPENDENCYPART_SIBL
(22,7),(22,25),0.439405 # DEPENDENCYPART_SIBL
(22,7),(22,26),0.0344979 # DEPENDENCYPART_SIBL
(22,7),(22,27),-0.058128 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.00308647 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.0118716 # DEPENDENCYPART_SIBL
(22,9),(22,12),0.0262657 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.00308648 # DEPENDENCYPART_SIBL
(22,9),(22,14),0.173906 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.00633561 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.028281 # DEPENDENCYPART_SIBL
(22,9),(22,18),0.0293337 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.00326303 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.0170168 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.00344604 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.390775 # DEPENDENCYPART_SIBL
(22,9),(22,25),-0.0353283 # DEPENDENCYPART_SIBL
(22,9),(22,26),0.00565299 # DEPENDENCYPART_SIBL
(22,9),(22,27),0.00460544 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0678079 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.046398 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.0178525 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.113812 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0295541 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.0320327 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0421179 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0178904 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0729609 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.01886 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.00368079 # DEPENDENCYPART_SIBL
(22,10),(22,25),-0.02955 # DEPENDENCYPART_SIBL
(22,10),(22,26),-0.0139805 # DEPENDENCYPART_SIBL
(22,10),(22,27),0.0980812 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0524847 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0441561 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.00143064 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.0092729 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.00422073 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.048702 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0443128 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0652479 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0453358 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0141477 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.0269565 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.00316538 # DEPENDENCYPART_SIBL
(22,11),(22,27),-0.0605836 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.00390698 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.173078 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.00550989 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.0274607 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.0285164 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.00408353 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0178371 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.00426654 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.385302 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.0440801 # DEPENDENCYPART_SIBL
(22,12),(22,26),0.000202289 # DEPENDENCYPART_SIBL
(22,12),(22,27),-0.000736572 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.113725 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.029597 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0319837 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.042149 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0179287 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0730861 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0188984 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.00371718 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.0298133 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.0140156 # DEPENDENCYPART_SIBL
(22,13),(22,27),0.098235 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.00382908 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.0565691 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.000679463 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.00447855 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0261517 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.00938236 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.00167145 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.0156695 # DEPENDENCYPART_SIBL
(22,14),(22,26),0.000904204 # DEPENDENCYPART_SIBL
(22,14),(22,27),0.0233943 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0128101 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.017588 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0348849 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0256813 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.034063 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.00857507 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0079014 # DEPENDENCYPART_SIBL
(22,15),(22,26),0.053799 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.018967 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.145642 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.196972 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0885454 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.197431 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.000254173 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.468375 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.0329464 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.0414925 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.00326303 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0170168 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.00344604 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.390775 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0353283 # DEPENDENCYPART_SIBL
(22,18),(22,26),0.00565299 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.00460544 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0736882 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0198826 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.00436953 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0302016 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.0146312 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.096684 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.058492 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0163966 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0513048 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.00959058 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.063464 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0038087 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0130856 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.00930177 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.109393 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.149099 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0442254 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0757749 # DEPENDENCYPART_SIBL
(22,25),(22,26),0.0932684 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.0238983 # DEPENDENCYPART_SIBL
(22,26),(22,27),0.0433726 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0242066 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.00654558 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.00436437 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.0806511 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0110987 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.00507417 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0173629 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.00472321 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.00051242 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.058994 # DEPENDENCYPART_SIBL
(25,1),(25,3),0.0132324 # DEPENDENCYPART_SIBL
(25,1),(25,5),0.0564682 # DEPENDENCYPART_SIBL
(25,1),(25,18),0.00707023 # DEPENDENCYPART_SIBL
(25,1),(25,19),0.0524359 # DEPENDENCYPART_SIBL
(25,1),(25,20),0.0553078 # DEPENDENCYPART_SIBL
(25,1),(25,21),0.0562721 # DEPENDENCYPART_SIBL
(25,1),(25,23),0.00702997 # DEPENDENCYPART_SIBL
(25,1),(25,24),-0.14175 # DEPENDENCYPART_SIBL
(25,1),(25,26),0.0659549 # DEPENDENCYPART_SIBL
(25,1),(25,27),0.0226071 # DEPENDENCYPART_SIBL
(25,1),(25,28),-0.00837126 # DEPENDENCYPART_SIBL
(25,3),(25,5),-0.0732288 # DEPENDENCYPART_SIBL
(25,3),(25,18),-0.0628179 # DEPENDENCYPART_SIBL
(25,3),(25,19),-0.0772569 # DEPENDENCYPART_SIBL
(25,3),(25,20),-0.0065793 # DEPENDENCYPART_SIBL
(25,3),(25,21),-0.0758106 # DEPENDENCYPART_SIBL
(25,3),(25,23),-0.0628314 # DEPENDENCYPART_SIBL
(25,3),(25,24),-0.216034 # DEPENDENCYPART_SIBL
(25,3),(25,26),0.0384845 # DEPENDENCYPART_SIBL
(25,3),(25,27),-0.0116479 # DEPENDENCYPART_SIBL
(25,3),(25,28),-0.033653 # DEPENDENCYPART_SIBL
(25,5),(25,18),-0.0580539 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.184699 # DEPENDENCYPART_SIBL
(25,5),(25,20),-0.024762 # DEPENDENCYPART_SIBL
(25,5),(25,21),-0.184227 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.0580673 # DEPENDENCYPART_SIBL
(25,5),(25,24),-0.281598 # DEPENDENCYPART_SIBL
(25,5),(25,26),0.0195749 # DEPENDENCYPART_SIBL
(25,5),(25,27),0.00599669 # DEPENDENCYPART_SIBL
(25,5),(25,28),-0.00746837 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.0592428 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.0182815 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.0574357 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.0289532 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.160293 # DEPENDENCYPART_SIBL
(25,18),(25,26),-0.00337613 # DEPENDENCYPART_SIBL
(25,18),(25,27),0.00510902 # DEPENDENCYPART_SIBL
(25,18),(25,28),-0.037142 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.0261915 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.187407 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.061113 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.284654 # DEPENDENCYPART_SIBL
(25,19),(25,26),0.0108113 # DEPENDENCYPART_SIBL
(25,19),(25,27),-0.015333 # DEPENDENCYPART_SIBL
(25,19),(25,28),-0.0162294 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.00261285 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.00470315 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.235345 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.0104967 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.0266268 # DEPENDENCYPART_SIBL
(25,20),(25,28),-0.0213232 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.061674 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.278324 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.0302216 # DEPENDENCYPART_SIBL
(25,21),(25,27),0.0198147 # DEPENDENCYPART_SIBL
(25,21),(25,28),0.0146085 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.161222 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0045772 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.00368769 # DEPENDENCYPART_SIBL
(25,23),(25,28),-0.0383442 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0618263 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.000345296 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.0517909 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.0100596 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.0266279 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.068187 # DEPENDENCYPART_SIBL
(26,21),(26,23),0.0312164 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.0213118 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.0701986 # DEPENDENCYPART_SIBL
(26,21),(26,27),0.0143656 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0260031 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0379273 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.000978111 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.0938171 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.0217889 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0109167 # DEPENDENCYPART_SIBL
(27,21),(27,23),0.0226199 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.0046734 # DEPENDENCYPART_SIBL
(27,21),(27,25),0.0440529 # DEPENDENCYPART_SIBL
(27,21),(27,26),0.0152301 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.0602888 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.0119869 # DEPENDENCYPART_SIBL
(27,23),(27,26),-0.0131313 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.0646396 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.0272032 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.000578701 # DEPENDENCYPART_SIBL
(28,23),(28,27),0.0141084 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.013448 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.247392 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.395675 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.422301 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.393786 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.315084 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.545437 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.384184 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.458296 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.00676161 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.109236 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.194563 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.0872409 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.244625 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.0968652 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.0861556 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.181134 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.096982 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.127412 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.0473725 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.149018 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.10439 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.0361137 # DEPENDENCYPART_GRANDPAR
(0,3),(3,26),0.0285166 # DEPENDENCYPART_GRANDPAR
(0,3),(3,27),-0.238644 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.309353 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.132975 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.416659 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.65772 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.372307 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.417324 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.132352 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.480772 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.147542 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.374966 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.310457 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),-0.255707 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.545433 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.384178 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.507733 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.535118 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0977896 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.357926 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0872121 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.239543 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.0968514 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0812937 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.292767 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.181148 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.0969991 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.127398 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.0502363 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.149032 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),-0.0361425 # DEPENDENCYPART_GRANDPAR
(0,7),(7,26),0.0285027 # DEPENDENCYPART_GRANDPAR
