# _root_ Στους πρόποδές του , αξίζει να επισκεφθείτε το Δασικό Χωριό της Ελευθερούπολης , στο οποίο μπορείτε να κλείσετε και δωμάτιο για διαμονή .
#goldHeads=5,1,2,5,0,7,5,10,10,7,12,10,7,18,14,10,18,16,18,18,20,21,0,
#predictedHeads=5,1,2,5,0,7,5,10,10,7,12,10,16,16,14,10,18,16,20,18,20,21,0,
(13,10),(10,12),0.159494 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.07626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.20909 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.311191 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.472558 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.384801 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.557468 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.107873 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.110779 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.02981 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.07626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.20909 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.311191 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.647523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.15207 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0353731 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.00450058 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.413103 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.165731 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.436138 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.40584 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.498495 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.193836 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.144906 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.683733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,13),-0.263843 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.268079 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.61306 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.831206 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.905626 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.469652 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.766402 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.737055 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.975982 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.686359 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.898738 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.637429 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.188787 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.336511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.94837 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.136769 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.651242 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.163802 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.33821 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.26199 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.330201 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.347218 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.857531 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.9677 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.540602 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.854528 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.825361 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-1.0112 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.748433 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.699503 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.259736 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.328099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.918006 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.228169 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.191813 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.57315 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.0948974 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.281501 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.0856302 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.336067 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.560858 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.423544 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.633005 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.516732 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.85049 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.499768 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.545723 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.158844 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.86655 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.918699 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.721886 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.9024 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.785133 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.24767 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.857609 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.962104 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.903564 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.660912 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.583121 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.874457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.229361 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.123109 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.533638 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.537558 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.401677 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.647605 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.485468 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.86655 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.918699 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.721741 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.902253 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.784986 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-1.24767 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.857609 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.903564 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.660768 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.583121 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.874457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.0496294 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0578875 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.533638 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.537558 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.401328 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.647605 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.483483 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.357119 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.344078 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.259487 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.360691 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.369227 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-1.30717 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.368387 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),0.067946 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),0.165689 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-2.7015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,18),-1.41582 # DEPENDENCYPART_GRANDPAR
(16,2),(2,19),-0.318621 # DEPENDENCYPART_GRANDPAR
(16,2),(2,21),-0.607387 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.35047 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.571416 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-1.67866 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.740535 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.231533 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.175259 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.4056 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.407213 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.635942 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.416044 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.240604 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.223698 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-2.47555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,18),-1.18986 # DEPENDENCYPART_GRANDPAR
(16,5),(5,19),-0.158982 # DEPENDENCYPART_GRANDPAR
(16,5),(5,20),-0.341353 # DEPENDENCYPART_GRANDPAR
(16,5),(5,21),-0.405969 # DEPENDENCYPART_GRANDPAR
(16,5),(5,23),-0.467491 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.173066 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.412943 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.407618 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-1.42866 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.679411 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-1.3974 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.417902 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.246226 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.337269 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.233755 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.0153252 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-2.47702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,18),-1.19134 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.160456 # DEPENDENCYPART_GRANDPAR
(16,7),(7,20),-0.342827 # DEPENDENCYPART_GRANDPAR
(16,7),(7,21),-0.407545 # DEPENDENCYPART_GRANDPAR
(16,7),(7,23),-0.468965 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.494441 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-1.25555 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.0190537 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.110096 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.163896 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.414906 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.269235 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-1.12492 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.14878 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-1.98816 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.0230962 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.244062 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.165689 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-2.7015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,18),-1.41582 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.318621 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.607387 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-1.12492 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.0163729 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-1.92104 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.244062 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.165689 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.7015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,2),-0.571416 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.466729 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-1.68998 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.757607 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.345433 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.228318 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.31936 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.0412694 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.245085 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.814167 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.62148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,19),-0.288073 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.234351 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.57318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-1.2875 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.551557 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.0447104 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.480125 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.77165 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.647783 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-2.02523 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-1.08902 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.638368 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.428552 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.519594 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.522618 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.262412 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),0.334158 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-2.01942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),1.63148 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.090219 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.0213334 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.10744 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.290734 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.219089 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.787705 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-1.11599 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.964869 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-2.40295 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-1.4671 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.91976 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.772891 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.863933 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.839704 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.578175 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.0693074 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.98503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),1.21833 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.699057 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.0679516 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.10746 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.242856 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.292255 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-2.67936 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),0.0390295 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.470058 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.360846 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.0512302 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.240728 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.198175 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.291445 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.0152533 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.234617 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.203434 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),0.0390295 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.148551 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.0209148 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.199504 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-1.21429 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.121535 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.16864 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.429592 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.642714 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.505611 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.481504 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.593839 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.59289 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.600951 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.451219 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.40941 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.465523 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.500194 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.385208 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.368659 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.430836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.08976 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.0213898 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.0257459 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.0756632 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.143526 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.678943 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.492967 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.325098 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.0116618 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.0681217 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.129846 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.133904 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.30963 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.290611 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.419796 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.525049 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.319735 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-2.05458 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.499882 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),0.227214 # DEPENDENCYPART_GRANDPAR
(18,2),(2,14),-0.110556 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),-1.16992 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-1.86324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,19),0.0840969 # DEPENDENCYPART_GRANDPAR
(18,2),(2,21),-0.322262 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.510785 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.535849 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-2.42536 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.871326 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.262702 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.33301 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.367469 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.35003 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.767835 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.386966 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.0818799 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.206663 # DEPENDENCYPART_GRANDPAR
(18,5),(5,16),-1.43358 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-1.64126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,19),0.239761 # DEPENDENCYPART_GRANDPAR
(18,5),(5,20),0.125496 # DEPENDENCYPART_GRANDPAR
(18,5),(5,21),-0.128793 # DEPENDENCYPART_GRANDPAR
(18,5),(5,23),-0.424142 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.330817 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.374812 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.350435 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-2.17365 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.693015 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.944201 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.388823 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.0875027 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.369335 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.21672 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.292114 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),-1.43581 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.64274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),0.238287 # DEPENDENCYPART_GRANDPAR
(18,7),(7,20),0.124022 # DEPENDENCYPART_GRANDPAR
(18,7),(7,21),-0.130369 # DEPENDENCYPART_GRANDPAR
(18,7),(7,23),-0.425616 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.458874 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.801799 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.140214 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.141618 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.112348 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.362845 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.400878 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.671172 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.119151 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-1.6396 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.0546182 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.226483 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.110556 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-1.16992 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.86324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),0.0840969 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.322262 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.671172 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),0.138934 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-1.57248 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.226483 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.110556 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-1.16992 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.535849 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.414673 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-2.43753 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.889256 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.31581 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.0730224 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.354855 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.234623 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.224942 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.159879 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-1.37873 # DEPENDENCYPART_GRANDPAR
(18,14),(14,19),0.114644 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.214208 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-1.32798 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.73493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,1),-0.331687 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.370833 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.364419 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-2.17254 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.619698 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.159761 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),0.0919938 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-1.70957 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.189838 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.271166 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.239956 # DEPENDENCYPART_GRANDPAR
