# _root_ Σημειώνεται πάντως ότι το " νέο , ευέλικτο Σύμφωνο Σταθερότητας " δίνει μεγαλύτερη έμφαση στο δημόσιο χρέος , κάτι το οποίο δεν ευνοεί χώρες όπως η Ελλάδα .
#goldHeads=0,1,1,9,9,7,9,7,12,9,9,3,14,12,12,17,15,12,3,21,23,23,19,23,24,27,24,0,
#predictedHeads=0,1,1,9,9,9,9,9,12,9,9,3,14,12,12,17,15,23,17,21,23,23,19,23,24,27,23,0,
(23,12),(23,15),-0.0134034 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.0624961 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.0738877 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.00429811 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.129417 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.0476847 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.128196 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.0411403 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.00534558 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.0272378 # DEPENDENCYPART_SIBL
(23,12),(23,27),-0.0191539 # DEPENDENCYPART_SIBL
(23,12),(23,28),-0.0383563 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.0557964 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.0250913 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.0323493 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.0557958 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.000140869 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.0713258 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.0183504 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0668882 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0296062 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.00456024 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0246862 # DEPENDENCYPART_SIBL
(23,13),(23,27),-0.00794431 # DEPENDENCYPART_SIBL
(23,13),(23,28),-0.0362879 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.03106 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.0590647 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.17919 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.0319926 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.149897 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0647475 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.146026 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.119801 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.0146413 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.0191538 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.0168828 # DEPENDENCYPART_SIBL
(23,14),(23,28),-0.0174505 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.00332656 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.00211124 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.0169295 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.133685 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.0178514 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.134566 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.148184 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.018756 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0106314 # DEPENDENCYPART_SIBL
(23,15),(23,27),0.00686056 # DEPENDENCYPART_SIBL
(23,15),(23,28),-0.0315754 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.0556365 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.00230779 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.0710793 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.0181014 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0666417 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.030345 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.00296413 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0235141 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.0063482 # DEPENDENCYPART_SIBL
(23,16),(23,28),-0.042034 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0401423 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.149894 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.0647448 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.146024 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.11981 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0138943 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0191458 # DEPENDENCYPART_SIBL
(23,17),(23,27),-0.0161358 # DEPENDENCYPART_SIBL
(23,17),(23,28),-0.0157035 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.0139709 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0504973 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0385732 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0122857 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.00521021 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0649922 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.00669577 # DEPENDENCYPART_SIBL
(23,18),(23,28),-0.0661995 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0160658 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.112855 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.077698 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0836269 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0259856 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.082725 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.103234 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0212424 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.100441 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.000312206 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0658885 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.00290503 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.0870743 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.11047 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0465247 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0109452 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0456228 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.0767806 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.104502 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0578395 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.0987166 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.0430128 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0128314 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.230137 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.0833134 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0456901 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0242302 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0734689 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0734346 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0227692 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0648623 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0454187 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0367968 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.0669037 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0282702 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0485314 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0414618 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.027818 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0065804 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0685816 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.00589659 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0247039 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0266287 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.00529227 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0387087 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0051378 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0465645 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.144871 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0152391 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.00535883 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.00329525 # DEPENDENCYPART_SIBL
(25,21),(25,27),-0.0231484 # DEPENDENCYPART_SIBL
(25,21),(25,28),-0.0214049 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0113753 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.0337019 # DEPENDENCYPART_SIBL
(25,24),(25,28),0.0127626 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.00103511 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.0130093 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.0481053 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.13055 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.00858071 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.0335754 # DEPENDENCYPART_SIBL
(28,19),(28,24),-0.0129366 # DEPENDENCYPART_SIBL
(28,19),(28,25),-0.00601043 # DEPENDENCYPART_SIBL
(28,19),(28,27),-0.01251 # DEPENDENCYPART_SIBL
(28,24),(28,25),-0.00548908 # DEPENDENCYPART_SIBL
(28,24),(28,27),-0.0222096 # DEPENDENCYPART_SIBL
(28,25),(28,27),0.0329621 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.213173 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.336102 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.169138 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0795626 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.0489164 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.0299714 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0328483 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.0504404 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.161998 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.480123 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.00391911 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.0597429 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.0624873 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.362385 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),-0.28929 # DEPENDENCYPART_GRANDPAR
(0,1),(1,25),-0.0448838 # DEPENDENCYPART_GRANDPAR
(0,1),(1,27),-0.102437 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.80838 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0707416 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.45688 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.264624 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0964036 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.71504 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.46928 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.312067 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.46214 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.433458 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.625535 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.207879 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),0.0577979 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.713213 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.148368 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.190936 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.391097 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.314505 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.346558 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.336056 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.42003 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.430206 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.25488 # DEPENDENCYPART_GRANDPAR
(0,5),(5,27),-0.470703 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0672442 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.141565 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.616874 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.330721 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.161207 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.266205 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.227542 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.311511 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.243029 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.859415 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.0808754 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.0950624 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.223469 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.32793 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.234801 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.175134 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.259113 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.337741 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.320043 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.49186 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.390653 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.271152 # DEPENDENCYPART_GRANDPAR
(0,7),(7,27),-0.309826 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.838462 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.0310314 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.106922 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.3189 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.218299 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.0312558 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.148953 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.0845918 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.164352 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.311761 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.281776 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.00591133 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0523779 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.184387 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.0604951 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.364753 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),0.107663 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.287297 # DEPENDENCYPART_GRANDPAR
(0,12),(12,25),-0.0457649 # DEPENDENCYPART_GRANDPAR
(0,12),(12,27),-0.100445 # DEPENDENCYPART_GRANDPAR
(0,12),(12,28),-0.181065 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.859415 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.0889708 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.52419 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.191023 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.390582 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.419999 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.257254 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.0485108 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.478096 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),-0.287739 # DEPENDENCYPART_GRANDPAR
(0,18),(18,27),-0.309826 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.384709 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.0290062 # DEPENDENCYPART_GRANDPAR
(0,23),(23,1),0.84064 # DEPENDENCYPART_GRANDPAR
(0,23),(23,2),-0.0265155 # DEPENDENCYPART_GRANDPAR
(0,23),(23,3),-0.100025 # DEPENDENCYPART_GRANDPAR
(0,23),(23,6),-0.216314 # DEPENDENCYPART_GRANDPAR
(0,23),(23,8),-0.146968 # DEPENDENCYPART_GRANDPAR
(0,23),(23,9),-0.0870808 # DEPENDENCYPART_GRANDPAR
(0,23),(23,10),-0.166841 # DEPENDENCYPART_GRANDPAR
(0,23),(23,12),0.514882 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),-0.402923 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),-0.117158 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),-0.16061 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),-0.300765 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.183551 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.281864 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.181569 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.383351 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.835307 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),0.135299 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),-0.28929 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),-0.0448838 # DEPENDENCYPART_GRANDPAR
(0,23),(23,27),-0.102437 # DEPENDENCYPART_GRANDPAR
(0,23),(23,28),-0.178768 # DEPENDENCYPART_GRANDPAR
(0,24),(24,20),-0.477228 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),-0.905062 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),-0.0134083 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),0.0935711 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),-0.22202 # DEPENDENCYPART_GRANDPAR
(0,24),(24,26),-0.524665 # DEPENDENCYPART_GRANDPAR
(0,24),(24,27),-0.342212 # DEPENDENCYPART_GRANDPAR
(0,28),(28,19),-0.361274 # DEPENDENCYPART_GRANDPAR
(0,28),(28,24),-0.68592 # DEPENDENCYPART_GRANDPAR
(0,28),(28,25),-0.506037 # DEPENDENCYPART_GRANDPAR
(0,28),(28,27),-0.542947 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.30923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.18654 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0711463 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.718139 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.103474 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.234303 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0240361 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.00693762 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.0364873 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.322699 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),0.00671296 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.276107 # DEPENDENCYPART_GRANDPAR
(1,3),(3,23),-0.475136 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.46846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.0937942 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.144355 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.171792 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.0829975 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.335776 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.0144981 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.419687 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.102955 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.896486 # DEPENDENCYPART_GRANDPAR
(1,5),(5,27),-0.510596 # DEPENDENCYPART_GRANDPAR
(1,6),(6,2),0.295827 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.241477 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.299643 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.1013 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.0308706 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.26924 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.0735209 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.331663 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.235997 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.47284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.0735373 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.192989 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.00403498 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.296217 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.322353 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.00157714 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.403617 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.0916212 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.99609 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.753328 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.792226 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.438902 # DEPENDENCYPART_GRANDPAR
(1,7),(7,27),-0.494566 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.243109 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.10353 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.0814008 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.0812985 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.0784474 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.326737 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.0319682 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.362032 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.10232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.231167 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.267126 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.128618 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.0290746 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.0352718 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.138509 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.194903 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),0.00859232 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.511427 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.554083 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.00747596 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.207664 # DEPENDENCYPART_GRANDPAR
(1,9),(9,23),-0.655716 # DEPENDENCYPART_GRANDPAR
(1,9),(9,25),-0.0557288 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.10212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.231391 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.272227 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.128842 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.0292986 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.0354957 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.138285 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.300998 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),0.00880867 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.511266 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.553866 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.0153858 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.212319 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.596232 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.46846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,6),-0.283174 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.445967 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),0.0225843 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.390849 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.896486 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.76749 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.235672 # DEPENDENCYPART_GRANDPAR
(1,11),(11,27),-0.510596 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-1.36767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.125746 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),0.103789 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),0.0650953 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.236519 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),0.0472455 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.399357 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.00387222 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.417296 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),0.052644 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.593951 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.053479 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.111412 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.636959 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.272838 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.00769174 # DEPENDENCYPART_GRANDPAR
(1,12),(12,23),-0.8818 # DEPENDENCYPART_GRANDPAR
(1,12),(12,24),-0.706439 # DEPENDENCYPART_GRANDPAR
(1,12),(12,25),-0.0138206 # DEPENDENCYPART_GRANDPAR
(1,12),(12,27),-0.329806 # DEPENDENCYPART_GRANDPAR
(1,12),(12,28),-0.544774 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),-0.26807 # DEPENDENCYPART_GRANDPAR
