# _root_ Το πάρτυ διαρκεί μέχρι τις 10 ή 11 το βράδυ , όταν οι περισσότεροι πάνε για ντουζ , ένα εσπρέσο και μετά δείπνο και περισσότερη διασκέδαση.Μέχρι πρωίας .
#goldHeads=2,3,0,3,7,7,10,7,10,4,3,10,14,15,12,15,18,21,20,18,16,21,24,21,26,24,26,0,
#predictedHeads=2,3,0,3,6,4,3,7,10,8,12,3,14,15,12,15,16,21,20,21,15,21,22,23,24,25,24,0,
(24,4),(24,19),-0.0627426 # DEPENDENCYPART_SIBL
(24,4),(24,20),-0.0469677 # DEPENDENCYPART_SIBL
(24,4),(24,21),-0.0122603 # DEPENDENCYPART_SIBL
(24,4),(24,22),-0.0735974 # DEPENDENCYPART_SIBL
(24,4),(24,23),-0.0473181 # DEPENDENCYPART_SIBL
(24,4),(24,25),0.00886745 # DEPENDENCYPART_SIBL
(24,4),(24,26),0.0217047 # DEPENDENCYPART_SIBL
(24,4),(24,27),-0.0263459 # DEPENDENCYPART_SIBL
(24,4),(24,28),-0.00123305 # DEPENDENCYPART_SIBL
(24,7),(24,10),-0.02999 # DEPENDENCYPART_SIBL
(24,7),(24,11),0.0145298 # DEPENDENCYPART_SIBL
(24,7),(24,12),-0.0113562 # DEPENDENCYPART_SIBL
(24,7),(24,14),-0.0264224 # DEPENDENCYPART_SIBL
(24,7),(24,15),0.000124339 # DEPENDENCYPART_SIBL
(24,7),(24,16),0.00205412 # DEPENDENCYPART_SIBL
(24,7),(24,17),-0.02999 # DEPENDENCYPART_SIBL
(24,7),(24,18),0.0145298 # DEPENDENCYPART_SIBL
(24,7),(24,19),-0.0245958 # DEPENDENCYPART_SIBL
(24,7),(24,20),-0.02999 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.0198649 # DEPENDENCYPART_SIBL
(24,7),(24,22),-0.0299045 # DEPENDENCYPART_SIBL
(24,7),(24,23),-0.02999 # DEPENDENCYPART_SIBL
(24,7),(24,25),0.00821347 # DEPENDENCYPART_SIBL
(24,7),(24,26),0.00265357 # DEPENDENCYPART_SIBL
(24,7),(24,27),-0.0167639 # DEPENDENCYPART_SIBL
(24,7),(24,28),-0.0160287 # DEPENDENCYPART_SIBL
(24,10),(24,11),0.114047 # DEPENDENCYPART_SIBL
(24,10),(24,12),0.00186926 # DEPENDENCYPART_SIBL
(24,10),(24,14),-0.0429395 # DEPENDENCYPART_SIBL
(24,10),(24,15),0.0425425 # DEPENDENCYPART_SIBL
(24,10),(24,16),-0.0593101 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.0166435 # DEPENDENCYPART_SIBL
(24,10),(24,18),0.114047 # DEPENDENCYPART_SIBL
(24,10),(24,19),-0.0596343 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.0166435 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.00338428 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.0751865 # DEPENDENCYPART_SIBL
(24,10),(24,23),-0.0166435 # DEPENDENCYPART_SIBL
(24,10),(24,25),-0.00350651 # DEPENDENCYPART_SIBL
(24,10),(24,26),-0.006614 # DEPENDENCYPART_SIBL
(24,10),(24,27),0.0982656 # DEPENDENCYPART_SIBL
(24,10),(24,28),-0.0407237 # DEPENDENCYPART_SIBL
(24,11),(24,12),0.0400558 # DEPENDENCYPART_SIBL
(24,11),(24,14),-0.000681987 # DEPENDENCYPART_SIBL
(24,11),(24,15),0.045004 # DEPENDENCYPART_SIBL
(24,11),(24,16),-0.020978 # DEPENDENCYPART_SIBL
(24,11),(24,17),0.00461018 # DEPENDENCYPART_SIBL
(24,11),(24,18),0.0449192 # DEPENDENCYPART_SIBL
(24,11),(24,19),-0.0414696 # DEPENDENCYPART_SIBL
(24,11),(24,20),0.00461018 # DEPENDENCYPART_SIBL
(24,11),(24,21),0.0592321 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.0362611 # DEPENDENCYPART_SIBL
(24,11),(24,23),0.0046086 # DEPENDENCYPART_SIBL
(24,11),(24,25),0.0040581 # DEPENDENCYPART_SIBL
(24,11),(24,26),-0.0160171 # DEPENDENCYPART_SIBL
(24,11),(24,27),0.0233943 # DEPENDENCYPART_SIBL
(24,11),(24,28),-0.0394682 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.0212427 # DEPENDENCYPART_SIBL
(24,12),(24,15),0.0053925 # DEPENDENCYPART_SIBL
(24,12),(24,16),0.00458296 # DEPENDENCYPART_SIBL
(24,12),(24,17),-0.0320855 # DEPENDENCYPART_SIBL
(24,12),(24,18),0.00922099 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.0217663 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.0320855 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.0309133 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.0275098 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.0320855 # DEPENDENCYPART_SIBL
(24,12),(24,25),0.0148586 # DEPENDENCYPART_SIBL
(24,12),(24,26),0.00990596 # DEPENDENCYPART_SIBL
(24,12),(24,27),-0.0239163 # DEPENDENCYPART_SIBL
(24,12),(24,28),-0.0166889 # DEPENDENCYPART_SIBL
(24,14),(24,15),0.0284961 # DEPENDENCYPART_SIBL
(24,14),(24,16),0.00425015 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.00308985 # DEPENDENCYPART_SIBL
(24,14),(24,18),0.173905 # DEPENDENCYPART_SIBL
(24,14),(24,19),0.00373741 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.00308985 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.00142757 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.0185213 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.00308985 # DEPENDENCYPART_SIBL
(24,14),(24,25),0.390455 # DEPENDENCYPART_SIBL
(24,14),(24,26),0.0090461 # DEPENDENCYPART_SIBL
(24,14),(24,27),0.00431984 # DEPENDENCYPART_SIBL
(24,14),(24,28),-0.0125959 # DEPENDENCYPART_SIBL
(24,15),(24,16),-0.073356 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.181572 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.00488088 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.11354 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.181572 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.0374847 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.0941722 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.181574 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.00630717 # DEPENDENCYPART_SIBL
(24,15),(24,26),0.0180371 # DEPENDENCYPART_SIBL
(24,15),(24,27),-0.0556479 # DEPENDENCYPART_SIBL
(24,15),(24,28),-0.00160291 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.0648716 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.0469778 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.0860031 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.0648716 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.0298623 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.0959819 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.0652219 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.0255002 # DEPENDENCYPART_SIBL
(24,16),(24,26),0.00344137 # DEPENDENCYPART_SIBL
(24,16),(24,27),-0.0706487 # DEPENDENCYPART_SIBL
(24,16),(24,28),-0.0149556 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.114053 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0596283 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.0177933 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.00337822 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0751805 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0177933 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.00349099 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.00588238 # DEPENDENCYPART_SIBL
(24,17),(24,27),0.0983107 # DEPENDENCYPART_SIBL
(24,17),(24,28),-0.0407137 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.0414696 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.00461018 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.0592321 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.0362611 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0046086 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.0040581 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.0160171 # DEPENDENCYPART_SIBL
(24,18),(24,27),0.0233943 # DEPENDENCYPART_SIBL
(24,18),(24,28),-0.0394682 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.0301674 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.0577018 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.0031786 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0301592 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0443971 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.00680068 # DEPENDENCYPART_SIBL
(24,19),(24,27),0.0210604 # DEPENDENCYPART_SIBL
(24,19),(24,28),-0.0415728 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.00337822 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0751805 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0177933 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.00349099 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.00588238 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.0983107 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.0407137 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0236481 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0160204 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.002789 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.00947861 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.00985224 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.0182644 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0382031 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0235443 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.00702582 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0433055 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0341439 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.00351419 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.00623406 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0961706 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.0407525 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0449476 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0758551 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.0798299 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0456143 # DEPENDENCYPART_SIBL
(24,26),(24,28),0.0375033 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.029146 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.0144213 # DEPENDENCYPART_SIBL
(25,17),(25,22),0.000506289 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.0144213 # DEPENDENCYPART_SIBL
(25,17),(25,24),0.0145178 # DEPENDENCYPART_SIBL
(25,17),(25,26),0.00749037 # DEPENDENCYPART_SIBL
(25,17),(25,27),0.0748905 # DEPENDENCYPART_SIBL
(25,17),(25,28),0.0350359 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.000506289 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.0144213 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.0145178 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.00749037 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.0748905 # DEPENDENCYPART_SIBL
(25,20),(25,28),0.0350359 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0221163 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0295046 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.000569166 # DEPENDENCYPART_SIBL
(25,22),(25,27),0.0463436 # DEPENDENCYPART_SIBL
(25,22),(25,28),-0.00232248 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.0145155 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.00713925 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.0727532 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.0349944 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0192946 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.0588335 # DEPENDENCYPART_SIBL
(25,24),(25,28),0.00494825 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.0609817 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.0391734 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.0177934 # DEPENDENCYPART_SIBL
(26,4),(26,16),0.00540388 # DEPENDENCYPART_SIBL
(26,4),(26,17),0.016977 # DEPENDENCYPART_SIBL
(26,4),(26,20),0.016977 # DEPENDENCYPART_SIBL
(26,4),(26,22),0.000936406 # DEPENDENCYPART_SIBL
(26,4),(26,23),0.0166266 # DEPENDENCYPART_SIBL
(26,4),(26,24),0.0897764 # DEPENDENCYPART_SIBL
(26,4),(26,25),0.032224 # DEPENDENCYPART_SIBL
(26,4),(26,27),-0.015684 # DEPENDENCYPART_SIBL
(26,4),(26,28),-0.0160043 # DEPENDENCYPART_SIBL
(26,16),(26,17),0.0225242 # DEPENDENCYPART_SIBL
(26,16),(26,20),0.0225242 # DEPENDENCYPART_SIBL
(26,16),(26,22),-0.0010204 # DEPENDENCYPART_SIBL
(26,16),(26,23),0.0221738 # DEPENDENCYPART_SIBL
(26,16),(26,24),0.089538 # DEPENDENCYPART_SIBL
(26,16),(26,25),0.0208413 # DEPENDENCYPART_SIBL
(26,16),(26,27),-0.0357403 # DEPENDENCYPART_SIBL
(26,16),(26,28),-0.0236583 # DEPENDENCYPART_SIBL
(26,17),(26,20),-0.00663659 # DEPENDENCYPART_SIBL
(26,17),(26,22),0.0358007 # DEPENDENCYPART_SIBL
(26,17),(26,23),-0.00663659 # DEPENDENCYPART_SIBL
(26,17),(26,24),0.0751686 # DEPENDENCYPART_SIBL
(26,17),(26,25),0.0314394 # DEPENDENCYPART_SIBL
(26,17),(26,27),0.00989189 # DEPENDENCYPART_SIBL
(26,17),(26,28),0.00628886 # DEPENDENCYPART_SIBL
(26,20),(26,22),0.0358007 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.00663659 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.0751686 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.0314394 # DEPENDENCYPART_SIBL
(26,20),(26,27),0.00989189 # DEPENDENCYPART_SIBL
(26,20),(26,28),0.00628886 # DEPENDENCYPART_SIBL
(26,22),(26,23),0.0146633 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.0902287 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.0250318 # DEPENDENCYPART_SIBL
(26,22),(26,27),-0.00487387 # DEPENDENCYPART_SIBL
(26,22),(26,28),-0.0168967 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0751686 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0314394 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.00776134 # DEPENDENCYPART_SIBL
(26,23),(26,28),0.00625479 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.00939524 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.00185371 # DEPENDENCYPART_SIBL
(26,24),(26,28),0.00252121 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.000719211 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.00697136 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.0384282 # DEPENDENCYPART_SIBL
(27,20),(27,22),0.0218651 # DEPENDENCYPART_SIBL
(27,20),(27,23),0.0177509 # DEPENDENCYPART_SIBL
(27,20),(27,24),0.0359192 # DEPENDENCYPART_SIBL
(27,20),(27,25),0.0223878 # DEPENDENCYPART_SIBL
(27,20),(27,26),0.0155105 # DEPENDENCYPART_SIBL
(27,20),(27,28),0.0102354 # DEPENDENCYPART_SIBL
(27,22),(27,23),0.00137455 # DEPENDENCYPART_SIBL
(27,22),(27,24),0.0322281 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.00548289 # DEPENDENCYPART_SIBL
(27,22),(27,26),-0.0150691 # DEPENDENCYPART_SIBL
(27,22),(27,28),-0.0438409 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.0359143 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.0223829 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.0155056 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.00984986 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.0303878 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.000288607 # DEPENDENCYPART_SIBL
(27,24),(27,28),0.00625282 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.00764921 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.032487 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.0102302 # DEPENDENCYPART_SIBL
(28,25),(28,27),0.0140027 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.263172 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.597815 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.11411 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.267254 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.232509 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.102796 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.328534 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0849945 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.443619 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.162905 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.276319 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.126076 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.0598667 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.100203 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.404174 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.236117 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.128396 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.066719 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),0.159546 # DEPENDENCYPART_GRANDPAR
(0,3),(3,26),-0.37604 # DEPENDENCYPART_GRANDPAR
(0,3),(3,28),-0.186791 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.235168 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.724521 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.671248 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.325503 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.0442144 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.35441 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.0875585 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.0336276 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.322662 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.502922 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.425192 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),-0.238938 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.24145 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.881228 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.203451 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.665872 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.265014 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.300609 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.425873 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0770382 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.055333 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.335978 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.242507 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.292861 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.516038 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.24396 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.00816611 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.422674 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.262651 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.827331 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.264729 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.274933 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.0139455 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.238903 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.268724 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.111632 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.288175 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.0793657 # DEPENDENCYPART_GRANDPAR
(0,11),(11,25),-0.509122 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.198886 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.549286 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.295665 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.197543 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.229097 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.309176 # DEPENDENCYPART_GRANDPAR
(0,12),(12,28),-0.275212 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.301931 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.0326451 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.000309831 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.523891 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.114094 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.28207 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.415006 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.332744 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.803462 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.0298711 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.267529 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.0433659 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.224873 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.198331 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.18584 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.0781797 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.454891 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.184829 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.122972 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.159343 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.0627873 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.217556 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.0652736 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.163121 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.262557 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.145353 # DEPENDENCYPART_GRANDPAR
(0,15),(15,26),-0.367013 # DEPENDENCYPART_GRANDPAR
(0,15),(15,27),-0.278589 # DEPENDENCYPART_GRANDPAR
(0,15),(15,28),-0.184034 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.262651 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.827331 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.311335 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.474623 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.349422 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.619283 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.421532 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.257713 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.480374 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),-0.509122 # DEPENDENCYPART_GRANDPAR
(0,18),(18,26),-0.582005 # DEPENDENCYPART_GRANDPAR
(0,18),(18,27),-0.482566 # DEPENDENCYPART_GRANDPAR
(0,18),(18,28),-0.296976 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.276647 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),0.77576 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),-0.265523 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),-0.0742995 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.249746 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.0174135 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.026334 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.426839 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),0.243894 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.466194 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.336066 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.184336 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.791231 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.394279 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),0.0252868 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.482765 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.195836 # DEPENDENCYPART_GRANDPAR
(0,21),(21,25),-0.386377 # DEPENDENCYPART_GRANDPAR
(0,21),(21,26),-0.44485 # DEPENDENCYPART_GRANDPAR
(0,21),(21,27),-0.484957 # DEPENDENCYPART_GRANDPAR
(0,21),(21,28),-0.148065 # DEPENDENCYPART_GRANDPAR
(0,24),(24,2),0.276647 # DEPENDENCYPART_GRANDPAR
(0,24),(24,3),0.77576 # DEPENDENCYPART_GRANDPAR
(0,24),(24,4),-0.265523 # DEPENDENCYPART_GRANDPAR
(0,24),(24,7),-0.0742995 # DEPENDENCYPART_GRANDPAR
(0,24),(24,10),-0.249746 # DEPENDENCYPART_GRANDPAR
(0,24),(24,11),-0.0174135 # DEPENDENCYPART_GRANDPAR
(0,24),(24,12),-0.026334 # DEPENDENCYPART_GRANDPAR
(0,24),(24,14),-0.426839 # DEPENDENCYPART_GRANDPAR
(0,24),(24,15),0.243894 # DEPENDENCYPART_GRANDPAR
(0,24),(24,16),-0.466194 # DEPENDENCYPART_GRANDPAR
(0,24),(24,17),-0.336066 # DEPENDENCYPART_GRANDPAR
(0,24),(24,18),-0.184336 # DEPENDENCYPART_GRANDPAR
(0,24),(24,19),-0.791231 # DEPENDENCYPART_GRANDPAR
(0,24),(24,20),-0.394279 # DEPENDENCYPART_GRANDPAR
