# _root_ Έτσι απαγορεύουμε με κοινοτικό νόμο σε ένα δημοκρατικά εκλεγμένο όργανο , σε έναν δήμο ή μια κοινότητα , να αποφασίσει τη συνέχιση ή την καθιέρωση μιας πολιτικής προμηθειών φιλικής προς το περιβάλλον .
#goldHeads=2,0,2,5,3,11,10,9,10,6,2,11,14,15,12,17,15,20,20,2,22,23,20,25,23,27,25,27,27,29,32,30,0,
#predictedHeads=2,0,2,5,3,2,9,9,6,9,2,2,14,15,12,17,15,20,20,17,22,23,20,25,23,28,28,25,28,29,32,30,0,
(23,2),(23,16),-0.0560383 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.103512 # DEPENDENCYPART_SIBL
(23,2),(23,18),0.0881084 # DEPENDENCYPART_SIBL
(23,2),(23,19),-0.105221 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.0301309 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.0569596 # DEPENDENCYPART_SIBL
(23,2),(23,22),-0.103389 # DEPENDENCYPART_SIBL
(23,2),(23,24),-0.0324108 # DEPENDENCYPART_SIBL
(23,2),(23,25),-0.0466148 # DEPENDENCYPART_SIBL
(23,2),(23,27),-0.0260406 # DEPENDENCYPART_SIBL
(23,2),(23,28),-0.0466149 # DEPENDENCYPART_SIBL
(23,2),(23,29),-0.0235717 # DEPENDENCYPART_SIBL
(23,2),(23,30),-0.0208171 # DEPENDENCYPART_SIBL
(23,2),(23,32),-0.0479162 # DEPENDENCYPART_SIBL
(23,3),(23,4),-0.0447769 # DEPENDENCYPART_SIBL
(23,3),(23,5),-0.02059 # DEPENDENCYPART_SIBL
(23,3),(23,6),-0.0779593 # DEPENDENCYPART_SIBL
(23,3),(23,8),-0.0447098 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.02059 # DEPENDENCYPART_SIBL
(23,3),(23,10),-0.02059 # DEPENDENCYPART_SIBL
(23,3),(23,11),0.0724917 # DEPENDENCYPART_SIBL
(23,3),(23,12),-0.0779593 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.02059 # DEPENDENCYPART_SIBL
(23,3),(23,15),0.000570927 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.0457192 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.0207639 # DEPENDENCYPART_SIBL
(23,3),(23,18),0.0724917 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.0168574 # DEPENDENCYPART_SIBL
(23,3),(23,20),0.00519015 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.0470407 # DEPENDENCYPART_SIBL
(23,3),(23,22),-0.02059 # DEPENDENCYPART_SIBL
(23,3),(23,24),-0.0392781 # DEPENDENCYPART_SIBL
(23,3),(23,25),-0.041962 # DEPENDENCYPART_SIBL
(23,3),(23,27),-0.0551462 # DEPENDENCYPART_SIBL
(23,3),(23,28),-0.041962 # DEPENDENCYPART_SIBL
(23,3),(23,29),-0.0526461 # DEPENDENCYPART_SIBL
(23,3),(23,30),0.158071 # DEPENDENCYPART_SIBL
(23,3),(23,32),-0.0437325 # DEPENDENCYPART_SIBL
(23,4),(23,5),-0.0106037 # DEPENDENCYPART_SIBL
(23,4),(23,6),-0.0289406 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.000233849 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.0106037 # DEPENDENCYPART_SIBL
(23,4),(23,10),-0.0106195 # DEPENDENCYPART_SIBL
(23,4),(23,11),0.139627 # DEPENDENCYPART_SIBL
(23,4),(23,12),-0.0289406 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.0106037 # DEPENDENCYPART_SIBL
(23,4),(23,15),-6.36939e-05 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.00314378 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0107255 # DEPENDENCYPART_SIBL
(23,4),(23,18),0.139627 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.018388 # DEPENDENCYPART_SIBL
(23,4),(23,20),0.00683871 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.00340127 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.0106037 # DEPENDENCYPART_SIBL
(23,4),(23,24),-0.0101691 # DEPENDENCYPART_SIBL
(23,4),(23,25),0.00473392 # DEPENDENCYPART_SIBL
(23,4),(23,27),0.284193 # DEPENDENCYPART_SIBL
(23,4),(23,28),0.00473105 # DEPENDENCYPART_SIBL
(23,4),(23,29),0.282837 # DEPENDENCYPART_SIBL
(23,4),(23,30),-0.0273068 # DEPENDENCYPART_SIBL
(23,4),(23,32),0.00208068 # DEPENDENCYPART_SIBL
(23,5),(23,6),-0.0542535 # DEPENDENCYPART_SIBL
(23,5),(23,8),-0.0318339 # DEPENDENCYPART_SIBL
(23,5),(23,9),-0.0177041 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.0177041 # DEPENDENCYPART_SIBL
(23,5),(23,11),0.1161 # DEPENDENCYPART_SIBL
(23,5),(23,12),-0.0542535 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.0177041 # DEPENDENCYPART_SIBL
(23,5),(23,15),0.00833845 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.0358029 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.0178457 # DEPENDENCYPART_SIBL
(23,5),(23,18),0.1161 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.00164537 # DEPENDENCYPART_SIBL
(23,5),(23,20),0.0283424 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.0381428 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.0177041 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.0208681 # DEPENDENCYPART_SIBL
(23,5),(23,25),0.0828613 # DEPENDENCYPART_SIBL
(23,5),(23,27),0.00581146 # DEPENDENCYPART_SIBL
(23,5),(23,28),0.0828691 # DEPENDENCYPART_SIBL
(23,5),(23,29),0.00831745 # DEPENDENCYPART_SIBL
(23,5),(23,30),-0.0546687 # DEPENDENCYPART_SIBL
(23,5),(23,32),0.0840177 # DEPENDENCYPART_SIBL
(23,6),(23,8),-0.0437125 # DEPENDENCYPART_SIBL
(23,6),(23,9),-0.0298811 # DEPENDENCYPART_SIBL
(23,6),(23,10),-0.0298811 # DEPENDENCYPART_SIBL
(23,6),(23,11),0.0813486 # DEPENDENCYPART_SIBL
(23,6),(23,12),-0.0770907 # DEPENDENCYPART_SIBL
(23,6),(23,14),-0.0298811 # DEPENDENCYPART_SIBL
(23,6),(23,15),0.000598965 # DEPENDENCYPART_SIBL
(23,6),(23,16),-0.0445865 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.0300549 # DEPENDENCYPART_SIBL
(23,6),(23,18),0.0813486 # DEPENDENCYPART_SIBL
(23,6),(23,19),-0.0237763 # DEPENDENCYPART_SIBL
(23,6),(23,20),0.00727683 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.0450968 # DEPENDENCYPART_SIBL
(23,6),(23,22),-0.0298811 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.0102423 # DEPENDENCYPART_SIBL
(23,6),(23,25),-0.0310924 # DEPENDENCYPART_SIBL
(23,6),(23,27),-0.0209143 # DEPENDENCYPART_SIBL
(23,6),(23,28),-0.0310924 # DEPENDENCYPART_SIBL
(23,6),(23,29),-0.0184299 # DEPENDENCYPART_SIBL
(23,6),(23,30),0.219157 # DEPENDENCYPART_SIBL
(23,6),(23,32),-0.0328629 # DEPENDENCYPART_SIBL
(23,8),(23,9),-0.0106037 # DEPENDENCYPART_SIBL
(23,8),(23,10),-0.0106195 # DEPENDENCYPART_SIBL
(23,8),(23,11),0.139627 # DEPENDENCYPART_SIBL
(23,8),(23,12),-0.0289406 # DEPENDENCYPART_SIBL
(23,8),(23,14),-0.0106037 # DEPENDENCYPART_SIBL
(23,8),(23,15),-6.36939e-05 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.00314378 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.0107255 # DEPENDENCYPART_SIBL
(23,8),(23,18),0.139627 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.018388 # DEPENDENCYPART_SIBL
(23,8),(23,20),0.00683871 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.00340127 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.0106037 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.0101691 # DEPENDENCYPART_SIBL
(23,8),(23,25),0.00473392 # DEPENDENCYPART_SIBL
(23,8),(23,27),0.284193 # DEPENDENCYPART_SIBL
(23,8),(23,28),0.00473105 # DEPENDENCYPART_SIBL
(23,8),(23,29),0.282837 # DEPENDENCYPART_SIBL
(23,8),(23,30),-0.0273068 # DEPENDENCYPART_SIBL
(23,8),(23,32),0.00208068 # DEPENDENCYPART_SIBL
(23,9),(23,10),-0.0177016 # DEPENDENCYPART_SIBL
(23,9),(23,11),0.116107 # DEPENDENCYPART_SIBL
(23,9),(23,12),-0.054252 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.0177016 # DEPENDENCYPART_SIBL
(23,9),(23,15),0.00833988 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.0358015 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.0178433 # DEPENDENCYPART_SIBL
(23,9),(23,18),0.116107 # DEPENDENCYPART_SIBL
(23,9),(23,19),0.00164681 # DEPENDENCYPART_SIBL
(23,9),(23,20),0.0283438 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.0381413 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.0177016 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.0208652 # DEPENDENCYPART_SIBL
(23,9),(23,25),0.0828677 # DEPENDENCYPART_SIBL
(23,9),(23,27),0.00581435 # DEPENDENCYPART_SIBL
(23,9),(23,28),0.0828756 # DEPENDENCYPART_SIBL
(23,9),(23,29),0.00832034 # DEPENDENCYPART_SIBL
(23,9),(23,30),-0.0546659 # DEPENDENCYPART_SIBL
(23,9),(23,32),0.0840242 # DEPENDENCYPART_SIBL
(23,10),(23,11),0.116105 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.0542524 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.0177016 # DEPENDENCYPART_SIBL
(23,10),(23,15),0.00833988 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.0358015 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.0178433 # DEPENDENCYPART_SIBL
(23,10),(23,18),0.116105 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.00030485 # DEPENDENCYPART_SIBL
(23,10),(23,20),0.0283195 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.0381413 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.0177016 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.0208652 # DEPENDENCYPART_SIBL
(23,10),(23,25),0.0821857 # DEPENDENCYPART_SIBL
(23,10),(23,27),0.00523634 # DEPENDENCYPART_SIBL
(23,10),(23,28),0.0821935 # DEPENDENCYPART_SIBL
(23,10),(23,29),0.00774232 # DEPENDENCYPART_SIBL
(23,10),(23,30),-0.0549686 # DEPENDENCYPART_SIBL
(23,10),(23,32),0.0833422 # DEPENDENCYPART_SIBL
(23,11),(23,12),-0.0108149 # DEPENDENCYPART_SIBL
(23,11),(23,14),0.0124836 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.0541329 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.0092354 # DEPENDENCYPART_SIBL
(23,11),(23,17),0.0118704 # DEPENDENCYPART_SIBL
(23,11),(23,18),0.11291 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.0441416 # DEPENDENCYPART_SIBL
(23,11),(23,20),0.0915234 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.00382371 # DEPENDENCYPART_SIBL
(23,11),(23,22),0.0124836 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.0333865 # DEPENDENCYPART_SIBL
(23,11),(23,25),0.00753146 # DEPENDENCYPART_SIBL
(23,11),(23,27),0.024912 # DEPENDENCYPART_SIBL
(23,11),(23,28),0.00752956 # DEPENDENCYPART_SIBL
(23,11),(23,29),0.0342993 # DEPENDENCYPART_SIBL
(23,11),(23,30),0.0368062 # DEPENDENCYPART_SIBL
(23,11),(23,32),0.00655293 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.0298811 # DEPENDENCYPART_SIBL
(23,12),(23,15),0.000598965 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.0445865 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.0300549 # DEPENDENCYPART_SIBL
(23,12),(23,18),0.0813486 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.0237763 # DEPENDENCYPART_SIBL
(23,12),(23,20),0.00727683 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.0450968 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.0298811 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.0102423 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.0310924 # DEPENDENCYPART_SIBL
(23,12),(23,27),-0.0209143 # DEPENDENCYPART_SIBL
(23,12),(23,28),-0.0310924 # DEPENDENCYPART_SIBL
(23,12),(23,29),-0.0184299 # DEPENDENCYPART_SIBL
(23,12),(23,30),0.219157 # DEPENDENCYPART_SIBL
(23,12),(23,32),-0.0328629 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.00833988 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.0358015 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0178433 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.116107 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.00164681 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.0283438 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.0381413 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0177016 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.0208652 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.0828677 # DEPENDENCYPART_SIBL
(23,14),(23,27),0.00581435 # DEPENDENCYPART_SIBL
(23,14),(23,28),0.0828756 # DEPENDENCYPART_SIBL
(23,14),(23,29),0.00832034 # DEPENDENCYPART_SIBL
(23,14),(23,30),-0.0546659 # DEPENDENCYPART_SIBL
(23,14),(23,32),0.0840242 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.0296416 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.00988081 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.0771822 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.0194598 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.0198823 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.0198076 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0100024 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.00609648 # DEPENDENCYPART_SIBL
(23,15),(23,25),0.014371 # DEPENDENCYPART_SIBL
(23,15),(23,27),0.0134861 # DEPENDENCYPART_SIBL
(23,15),(23,28),0.014371 # DEPENDENCYPART_SIBL
(23,15),(23,29),0.0165857 # DEPENDENCYPART_SIBL
(23,15),(23,30),0.0188557 # DEPENDENCYPART_SIBL
(23,15),(23,32),0.0131917 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.00423713 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.0679963 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.0129542 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0265509 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.17041 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.00435764 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0379351 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0156361 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.00249978 # DEPENDENCYPART_SIBL
(23,16),(23,28),-0.015637 # DEPENDENCYPART_SIBL
(23,16),(23,29),-0.00520999 # DEPENDENCYPART_SIBL
(23,16),(23,30),-0.0256212 # DEPENDENCYPART_SIBL
(23,16),(23,32),-0.0166788 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.116104 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.00159825 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0283438 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0381414 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.0177016 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0210503 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.0827068 # DEPENDENCYPART_SIBL
(23,17),(23,27),0.00563084 # DEPENDENCYPART_SIBL
(23,17),(23,28),0.0827146 # DEPENDENCYPART_SIBL
(23,17),(23,29),0.00813683 # DEPENDENCYPART_SIBL
(23,17),(23,30),-0.0548505 # DEPENDENCYPART_SIBL
(23,17),(23,32),0.0838632 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.0441416 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0915234 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.00382371 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0124836 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0333865 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.00753146 # DEPENDENCYPART_SIBL
(23,18),(23,27),0.024912 # DEPENDENCYPART_SIBL
(23,18),(23,28),0.00752956 # DEPENDENCYPART_SIBL
(23,18),(23,29),0.0342993 # DEPENDENCYPART_SIBL
(23,18),(23,30),0.0368062 # DEPENDENCYPART_SIBL
(23,18),(23,32),0.00655293 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.00814666 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0327161 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0387772 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0258739 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.00418272 # DEPENDENCYPART_SIBL
(23,19),(23,27),0.0023759 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.00418272 # DEPENDENCYPART_SIBL
(23,19),(23,29),0.00484397 # DEPENDENCYPART_SIBL
(23,19),(23,30),-0.0264952 # DEPENDENCYPART_SIBL
(23,19),(23,32),-0.0052433 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0569616 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.103389 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0324148 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.046617 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0260406 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.0466171 # DEPENDENCYPART_SIBL
(23,20),(23,29),-0.0235717 # DEPENDENCYPART_SIBL
(23,20),(23,30),-0.0208208 # DEPENDENCYPART_SIBL
(23,20),(23,32),-0.0479184 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.00128418 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0316668 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.00296918 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.00640644 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.00297011 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.00911664 # DEPENDENCYPART_SIBL
(23,21),(23,30),-0.0146143 # DEPENDENCYPART_SIBL
(23,21),(23,32),-0.00401189 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0195031 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0868398 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.00717651 # DEPENDENCYPART_SIBL
(23,22),(23,28),0.0868476 # DEPENDENCYPART_SIBL
(23,22),(23,29),0.0096825 # DEPENDENCYPART_SIBL
(23,22),(23,30),-0.0533037 # DEPENDENCYPART_SIBL
(23,22),(23,32),0.0879962 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.014848 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0334567 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.014848 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.0332754 # DEPENDENCYPART_SIBL
(23,24),(23,30),0.00886649 # DEPENDENCYPART_SIBL
(23,24),(23,32),0.0148478 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0575706 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.110894 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.0573905 # DEPENDENCYPART_SIBL
(23,25),(23,30),0.00939776 # DEPENDENCYPART_SIBL
(23,25),(23,32),-0.109655 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0341492 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.0660316 # DEPENDENCYPART_SIBL
(23,27),(23,30),0.0043142 # DEPENDENCYPART_SIBL
(23,27),(23,32),-0.0341493 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.0573905 # DEPENDENCYPART_SIBL
(23,28),(23,30),0.00939776 # DEPENDENCYPART_SIBL
(23,28),(23,32),-0.109655 # DEPENDENCYPART_SIBL
(23,29),(23,30),0.00554486 # DEPENDENCYPART_SIBL
(23,29),(23,32),-0.030493 # DEPENDENCYPART_SIBL
(23,30),(23,32),0.0134171 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.0598697 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.106049 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.428265 # DEPENDENCYPART_SIBL
(25,21),(25,27),0.0283345 # DEPENDENCYPART_SIBL
(25,21),(25,28),0.0596869 # DEPENDENCYPART_SIBL
(25,21),(25,29),0.00579017 # DEPENDENCYPART_SIBL
(25,21),(25,30),0.0429856 # DEPENDENCYPART_SIBL
(25,21),(25,32),0.0596307 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0335983 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.136805 # DEPENDENCYPART_SIBL
(25,22),(25,27),0.00457377 # DEPENDENCYPART_SIBL
(25,22),(25,28),0.00445284 # DEPENDENCYPART_SIBL
(25,22),(25,29),-0.00741018 # DEPENDENCYPART_SIBL
(25,22),(25,30),-0.0373117 # DEPENDENCYPART_SIBL
(25,22),(25,32),0.00549395 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.10355 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.0191499 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.0381947 # DEPENDENCYPART_SIBL
(25,23),(25,29),0.00840023 # DEPENDENCYPART_SIBL
(25,23),(25,30),0.0126413 # DEPENDENCYPART_SIBL
(25,23),(25,32),0.0379622 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.0614922 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.0112326 # DEPENDENCYPART_SIBL
(25,24),(25,29),0.0379246 # DEPENDENCYPART_SIBL
(25,24),(25,30),-0.0185854 # DEPENDENCYPART_SIBL
(25,24),(25,32),-0.00501558 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.0299347 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.0373922 # DEPENDENCYPART_SIBL
(25,27),(25,30),0.0466966 # DEPENDENCYPART_SIBL
(25,27),(25,32),-0.0286942 # DEPENDENCYPART_SIBL
(25,28),(25,29),-0.0169774 # DEPENDENCYPART_SIBL
(25,28),(25,30),0.0617318 # DEPENDENCYPART_SIBL
(25,28),(25,32),-0.119816 # DEPENDENCYPART_SIBL
(25,29),(25,30),0.0314632 # DEPENDENCYPART_SIBL
(25,29),(25,32),-0.0321097 # DEPENDENCYPART_SIBL
(25,30),(25,32),0.00316124 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.0277857 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.0168897 # DEPENDENCYPART_SIBL
(27,22),(27,26),-0.0298213 # DEPENDENCYPART_SIBL
(27,22),(27,28),0.0778539 # DEPENDENCYPART_SIBL
(27,22),(27,29),0.0313954 # DEPENDENCYPART_SIBL
(27,22),(27,30),-0.0110949 # DEPENDENCYPART_SIBL
(27,22),(27,32),0.0788938 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.125202 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.0989552 # DEPENDENCYPART_SIBL
(27,24),(27,28),0.0705054 # DEPENDENCYPART_SIBL
(27,24),(27,29),0.0548242 # DEPENDENCYPART_SIBL
(27,24),(27,30),-0.000568489 # DEPENDENCYPART_SIBL
(27,24),(27,32),0.0735851 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.0298213 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.0755456 # DEPENDENCYPART_SIBL
(27,25),(27,29),0.0312242 # DEPENDENCYPART_SIBL
(27,25),(27,30),-0.0110982 # DEPENDENCYPART_SIBL
(27,25),(27,32),0.0765855 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.0675712 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.0350363 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.00572026 # DEPENDENCYPART_SIBL
(27,26),(27,32),0.0675142 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.0228757 # DEPENDENCYPART_SIBL
(27,28),(27,30),0.0154709 # DEPENDENCYPART_SIBL
(27,28),(27,32),-0.108629 # DEPENDENCYPART_SIBL
(27,29),(27,30),0.0215682 # DEPENDENCYPART_SIBL
(27,29),(27,32),-0.00621337 # DEPENDENCYPART_SIBL
(27,30),(27,32),0.00761132 # DEPENDENCYPART_SIBL
(28,21),(28,22),0.0542163 # DEPENDENCYPART_SIBL
(28,21),(28,24),-0.430149 # DEPENDENCYPART_SIBL
(28,21),(28,25),0.0542152 # DEPENDENCYPART_SIBL
(28,21),(28,26),-0.377913 # DEPENDENCYPART_SIBL
(28,21),(28,27),0.0267812 # DEPENDENCYPART_SIBL
(28,21),(28,29),-0.00207249 # DEPENDENCYPART_SIBL
(28,21),(28,30),0.0385669 # DEPENDENCYPART_SIBL
(28,21),(28,32),0.0552544 # DEPENDENCYPART_SIBL
(28,22),(28,24),-0.136805 # DEPENDENCYPART_SIBL
(28,22),(28,25),0.0134063 # DEPENDENCYPART_SIBL
(28,22),(28,26),-0.122449 # DEPENDENCYPART_SIBL
(28,22),(28,27),0.0166839 # DEPENDENCYPART_SIBL
(28,22),(28,29),-0.0119311 # DEPENDENCYPART_SIBL
(28,22),(28,30),-0.0384312 # DEPENDENCYPART_SIBL
(28,22),(28,32),0.00439612 # DEPENDENCYPART_SIBL
(28,24),(28,25),0.0576176 # DEPENDENCYPART_SIBL
(28,24),(28,26),-0.382711 # DEPENDENCYPART_SIBL
(28,24),(28,27),0.0183676 # DEPENDENCYPART_SIBL
(28,24),(28,29),0.030062 # DEPENDENCYPART_SIBL
(28,24),(28,30),-0.0230042 # DEPENDENCYPART_SIBL
(28,24),(28,32),-0.00939186 # DEPENDENCYPART_SIBL
(28,25),(28,26),-0.122447 # DEPENDENCYPART_SIBL
(28,25),(28,27),0.0166855 # DEPENDENCYPART_SIBL
(28,25),(28,29),-0.012102 # DEPENDENCYPART_SIBL
(28,25),(28,30),-0.0384343 # DEPENDENCYPART_SIBL
(28,25),(28,32),0.00208803 # DEPENDENCYPART_SIBL
(28,26),(28,27),0.0298145 # DEPENDENCYPART_SIBL
(28,26),(28,29),0.0103132 # DEPENDENCYPART_SIBL
(28,26),(28,30),-0.01616 # DEPENDENCYPART_SIBL
(28,26),(28,32),0.0188871 # DEPENDENCYPART_SIBL
(28,27),(28,29),0.0253082 # DEPENDENCYPART_SIBL
(28,27),(28,30),-0.0559508 # DEPENDENCYPART_SIBL
