# _root_ Από την δεκαετία του '70 , η Κως έχει μετατραπεί σε σημαντικό τουριστικό προορισμό και έχει δει το τοπίο της να αλλάζει , με την ανέγερση πολυτελών ξενοδοχειακών θερέτρων πάνω στις κατάλευκες αμμουδιές της .
#goldHeads=10,3,1,5,3,15,8,15,10,15,10,14,14,11,0,17,15,19,22,19,22,17,24,22,26,24,29,29,26,26,30,33,31,33,0,
#predictedHeads=10,3,1,5,3,10,8,15,10,15,10,14,14,11,0,17,15,19,17,19,22,19,22,22,26,24,29,29,26,29,30,33,31,33,0,
(22,6),(22,29),0.00663508 # DEPENDENCYPART_SIBL
(22,6),(22,30),-0.0313592 # DEPENDENCYPART_SIBL
(22,6),(22,31),-0.0139428 # DEPENDENCYPART_SIBL
(22,6),(22,33),-0.0049873 # DEPENDENCYPART_SIBL
(22,8),(22,9),0.0384886 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0220868 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.018843 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.0583577 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.0572125 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.18016 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.040551 # DEPENDENCYPART_SIBL
(22,8),(22,16),0.0384886 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.0222173 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0629037 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.179571 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.00230803 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.00344194 # DEPENDENCYPART_SIBL
(22,8),(22,24),0.011555 # DEPENDENCYPART_SIBL
(22,8),(22,26),-0.0069277 # DEPENDENCYPART_SIBL
(22,8),(22,27),0.0264892 # DEPENDENCYPART_SIBL
(22,8),(22,28),0.0260927 # DEPENDENCYPART_SIBL
(22,8),(22,29),-0.0018679 # DEPENDENCYPART_SIBL
(22,8),(22,30),-0.0199405 # DEPENDENCYPART_SIBL
(22,8),(22,31),0.0171427 # DEPENDENCYPART_SIBL
(22,8),(22,33),-0.0230544 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.109375 # DEPENDENCYPART_SIBL
(22,9),(22,11),0.00302753 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.0560588 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.0542074 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0674803 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.0094591 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.0969481 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.109459 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0389155 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.0671782 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.159239 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.0112435 # DEPENDENCYPART_SIBL
(22,9),(22,24),0.0297027 # DEPENDENCYPART_SIBL
(22,9),(22,26),0.0436728 # DEPENDENCYPART_SIBL
(22,9),(22,27),0.00290922 # DEPENDENCYPART_SIBL
(22,9),(22,28),0.00290921 # DEPENDENCYPART_SIBL
(22,9),(22,29),0.0436062 # DEPENDENCYPART_SIBL
(22,9),(22,30),0.034975 # DEPENDENCYPART_SIBL
(22,9),(22,31),0.0106288 # DEPENDENCYPART_SIBL
(22,9),(22,33),0.0378833 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.00410027 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0640144 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.0621629 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0737893 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0180746 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.107347 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.120171 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0473619 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0734873 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.162135 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0185518 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.00619803 # DEPENDENCYPART_SIBL
(22,10),(22,26),-0.0134029 # DEPENDENCYPART_SIBL
(22,10),(22,27),-0.0164693 # DEPENDENCYPART_SIBL
(22,10),(22,28),-0.0164693 # DEPENDENCYPART_SIBL
(22,10),(22,29),-0.0134695 # DEPENDENCYPART_SIBL
(22,10),(22,30),-0.024231 # DEPENDENCYPART_SIBL
(22,10),(22,31),-0.0151125 # DEPENDENCYPART_SIBL
(22,10),(22,33),-0.0191925 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0237794 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0224989 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.0134245 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.00967838 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.0299575 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0077352 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.030859 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0126136 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0298513 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0301831 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.00308293 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.0116071 # DEPENDENCYPART_SIBL
(22,11),(22,27),-0.0103484 # DEPENDENCYPART_SIBL
(22,11),(22,28),-0.0105109 # DEPENDENCYPART_SIBL
(22,11),(22,29),-0.0118802 # DEPENDENCYPART_SIBL
(22,11),(22,30),-0.0182788 # DEPENDENCYPART_SIBL
(22,11),(22,31),0.0167565 # DEPENDENCYPART_SIBL
(22,11),(22,33),-0.0173966 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0337038 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0599316 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.0367158 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0124046 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0417472 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0259672 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0596295 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0667726 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.000736632 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.0169246 # DEPENDENCYPART_SIBL
(22,12),(22,26),-0.0110723 # DEPENDENCYPART_SIBL
(22,12),(22,27),0.0868838 # DEPENDENCYPART_SIBL
(22,12),(22,28),0.0866826 # DEPENDENCYPART_SIBL
(22,12),(22,29),-0.0116969 # DEPENDENCYPART_SIBL
(22,12),(22,30),-0.0424515 # DEPENDENCYPART_SIBL
(22,12),(22,31),-0.00605449 # DEPENDENCYPART_SIBL
(22,12),(22,33),-0.0184341 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0558178 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0333756 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.00793544 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0372781 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0181014 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0555157 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0547176 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.00727249 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.0215496 # DEPENDENCYPART_SIBL
(22,13),(22,26),0.00154277 # DEPENDENCYPART_SIBL
(22,13),(22,27),0.0931976 # DEPENDENCYPART_SIBL
(22,13),(22,28),0.0929965 # DEPENDENCYPART_SIBL
(22,13),(22,29),0.000918203 # DEPENDENCYPART_SIBL
(22,13),(22,30),-0.034183 # DEPENDENCYPART_SIBL
(22,13),(22,31),-0.00137592 # DEPENDENCYPART_SIBL
(22,13),(22,33),-0.005819 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0426468 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.0357418 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0244561 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.064999 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.181914 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.000219321 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.00434119 # DEPENDENCYPART_SIBL
(22,14),(22,24),0.00920764 # DEPENDENCYPART_SIBL
(22,14),(22,26),-0.00992908 # DEPENDENCYPART_SIBL
(22,14),(22,27),0.0255638 # DEPENDENCYPART_SIBL
(22,14),(22,28),0.0251674 # DEPENDENCYPART_SIBL
(22,14),(22,29),-0.00486928 # DEPENDENCYPART_SIBL
(22,14),(22,30),-0.02044 # DEPENDENCYPART_SIBL
(22,14),(22,31),0.0147954 # DEPENDENCYPART_SIBL
(22,14),(22,33),-0.0260558 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0214517 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0324542 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0171503 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0573385 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.012809 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0277982 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.0162422 # DEPENDENCYPART_SIBL
(22,15),(22,26),0.00293728 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.018741 # DEPENDENCYPART_SIBL
(22,15),(22,28),-0.018741 # DEPENDENCYPART_SIBL
(22,15),(22,29),0.00293728 # DEPENDENCYPART_SIBL
(22,15),(22,30),-0.00624301 # DEPENDENCYPART_SIBL
(22,15),(22,31),0.0207558 # DEPENDENCYPART_SIBL
(22,15),(22,33),-0.00285222 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.109459 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0389155 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0671782 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.159239 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0112435 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.0297027 # DEPENDENCYPART_SIBL
(22,16),(22,26),0.0436728 # DEPENDENCYPART_SIBL
(22,16),(22,27),0.00290922 # DEPENDENCYPART_SIBL
(22,16),(22,28),0.00290921 # DEPENDENCYPART_SIBL
(22,16),(22,29),0.0436062 # DEPENDENCYPART_SIBL
(22,16),(22,30),0.034975 # DEPENDENCYPART_SIBL
(22,16),(22,31),0.0106288 # DEPENDENCYPART_SIBL
(22,16),(22,33),0.0378833 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0473624 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0734882 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.162136 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0185662 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.00620319 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.0134324 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.0167738 # DEPENDENCYPART_SIBL
(22,17),(22,28),-0.0167738 # DEPENDENCYPART_SIBL
(22,17),(22,29),-0.0134989 # DEPENDENCYPART_SIBL
(22,17),(22,30),-0.0242431 # DEPENDENCYPART_SIBL
(22,17),(22,31),-0.0151176 # DEPENDENCYPART_SIBL
(22,17),(22,33),-0.0192219 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.00356619 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0251423 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.089492 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0735498 # DEPENDENCYPART_SIBL
(22,18),(22,26),0.00130232 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.0223887 # DEPENDENCYPART_SIBL
(22,18),(22,28),0.0223851 # DEPENDENCYPART_SIBL
(22,18),(22,29),-0.000204377 # DEPENDENCYPART_SIBL
(22,18),(22,30),-0.0539179 # DEPENDENCYPART_SIBL
(22,18),(22,31),-0.0521324 # DEPENDENCYPART_SIBL
(22,18),(22,33),-0.00449056 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.000473542 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.00421021 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.00950363 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.0106103 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.0258082 # DEPENDENCYPART_SIBL
(22,19),(22,28),0.0254117 # DEPENDENCYPART_SIBL
(22,19),(22,29),-0.0055505 # DEPENDENCYPART_SIBL
(22,19),(22,30),-0.0203091 # DEPENDENCYPART_SIBL
(22,19),(22,31),0.0150914 # DEPENDENCYPART_SIBL
(22,19),(22,33),-0.026737 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0160518 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.000619503 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.1396 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.0484436 # DEPENDENCYPART_SIBL
(22,21),(22,28),0.0484436 # DEPENDENCYPART_SIBL
(22,21),(22,29),0.1396 # DEPENDENCYPART_SIBL
(22,21),(22,30),0.00683258 # DEPENDENCYPART_SIBL
(22,21),(22,31),0.0620819 # DEPENDENCYPART_SIBL
(22,21),(22,33),0.133811 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.033281 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.00436572 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0509368 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.0509368 # DEPENDENCYPART_SIBL
(22,23),(22,29),0.00436572 # DEPENDENCYPART_SIBL
(22,23),(22,30),-0.00770136 # DEPENDENCYPART_SIBL
(22,23),(22,31),0.0652366 # DEPENDENCYPART_SIBL
(22,23),(22,33),0.00506559 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0221449 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.0822436 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.0822436 # DEPENDENCYPART_SIBL
(22,24),(22,29),-0.0221449 # DEPENDENCYPART_SIBL
(22,24),(22,30),-0.0293934 # DEPENDENCYPART_SIBL
(22,24),(22,31),-0.00998112 # DEPENDENCYPART_SIBL
(22,24),(22,33),-0.0221449 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.114415 # DEPENDENCYPART_SIBL
(22,26),(22,28),-0.114415 # DEPENDENCYPART_SIBL
(22,26),(22,29),-0.225284 # DEPENDENCYPART_SIBL
(22,26),(22,30),0.0161557 # DEPENDENCYPART_SIBL
(22,26),(22,31),0.0375697 # DEPENDENCYPART_SIBL
(22,26),(22,33),-0.225306 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.103761 # DEPENDENCYPART_SIBL
(22,27),(22,29),-0.0343071 # DEPENDENCYPART_SIBL
(22,27),(22,30),-0.0229147 # DEPENDENCYPART_SIBL
(22,27),(22,31),0.017157 # DEPENDENCYPART_SIBL
(22,27),(22,33),-0.0343066 # DEPENDENCYPART_SIBL
(22,28),(22,29),-0.0343071 # DEPENDENCYPART_SIBL
(22,28),(22,30),-0.0229147 # DEPENDENCYPART_SIBL
(22,28),(22,31),0.017157 # DEPENDENCYPART_SIBL
(22,28),(22,33),-0.0343066 # DEPENDENCYPART_SIBL
(22,29),(22,30),0.0161557 # DEPENDENCYPART_SIBL
(22,29),(22,31),0.0375697 # DEPENDENCYPART_SIBL
(22,29),(22,33),-0.225306 # DEPENDENCYPART_SIBL
(22,30),(22,31),-0.050113 # DEPENDENCYPART_SIBL
(22,30),(22,33),-3.84896e-05 # DEPENDENCYPART_SIBL
(22,31),(22,33),-0.00762822 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.00372679 # DEPENDENCYPART_SIBL
(23,3),(23,21),0.0397246 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.0611893 # DEPENDENCYPART_SIBL
(23,3),(23,24),0.0439816 # DEPENDENCYPART_SIBL
(23,3),(23,26),0.214048 # DEPENDENCYPART_SIBL
(23,3),(23,27),0.0242478 # DEPENDENCYPART_SIBL
(23,3),(23,28),0.0238475 # DEPENDENCYPART_SIBL
(23,3),(23,29),0.213083 # DEPENDENCYPART_SIBL
(23,3),(23,32),0.0242478 # DEPENDENCYPART_SIBL
(23,3),(23,33),0.206803 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.039725 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0611967 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0447355 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.215572 # DEPENDENCYPART_SIBL
(23,19),(23,27),0.025001 # DEPENDENCYPART_SIBL
(23,19),(23,28),0.0246006 # DEPENDENCYPART_SIBL
(23,19),(23,29),0.214608 # DEPENDENCYPART_SIBL
(23,19),(23,32),0.025001 # DEPENDENCYPART_SIBL
(23,19),(23,33),0.208328 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0977758 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0270322 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.099144 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.0164309 # DEPENDENCYPART_SIBL
(23,21),(23,28),0.0164289 # DEPENDENCYPART_SIBL
(23,21),(23,29),0.0956091 # DEPENDENCYPART_SIBL
(23,21),(23,32),0.0164309 # DEPENDENCYPART_SIBL
(23,21),(23,33),0.0978944 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0918755 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.0507263 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.0339828 # DEPENDENCYPART_SIBL
(23,22),(23,28),0.0339808 # DEPENDENCYPART_SIBL
(23,22),(23,29),0.0469917 # DEPENDENCYPART_SIBL
(23,22),(23,32),0.0339828 # DEPENDENCYPART_SIBL
(23,22),(23,33),0.0494767 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.00428489 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0232656 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.0232656 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.00447298 # DEPENDENCYPART_SIBL
(23,24),(23,32),0.0232656 # DEPENDENCYPART_SIBL
(23,24),(23,33),-0.00428489 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.0692682 # DEPENDENCYPART_SIBL
(23,26),(23,28),0.0692682 # DEPENDENCYPART_SIBL
(23,26),(23,29),-0.0440347 # DEPENDENCYPART_SIBL
(23,26),(23,32),0.0692682 # DEPENDENCYPART_SIBL
(23,26),(23,33),-0.0437971 # DEPENDENCYPART_SIBL
(23,27),(23,28),0.0316913 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.00878207 # DEPENDENCYPART_SIBL
(23,27),(23,32),0.0316914 # DEPENDENCYPART_SIBL
(23,27),(23,33),-0.00859254 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.00878207 # DEPENDENCYPART_SIBL
(23,28),(23,32),0.0316914 # DEPENDENCYPART_SIBL
(23,28),(23,33),-0.00859254 # DEPENDENCYPART_SIBL
(23,29),(23,32),0.0690943 # DEPENDENCYPART_SIBL
(23,29),(23,33),-0.043971 # DEPENDENCYPART_SIBL
(23,32),(23,33),-0.00859254 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0525786 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0267488 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0711888 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0491434 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0491434 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.0712554 # DEPENDENCYPART_SIBL
(24,22),(24,30),-0.00820123 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.00649619 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0160542 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0291784 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.0315001 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.021408 # DEPENDENCYPART_SIBL
(24,23),(24,30),0.0323839 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0111913 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0213732 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.0213732 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.0111913 # DEPENDENCYPART_SIBL
(24,25),(24,30),-0.0296738 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.168104 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.168104 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.319264 # DEPENDENCYPART_SIBL
(24,26),(24,30),-0.140231 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.06744 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.0706927 # DEPENDENCYPART_SIBL
(24,27),(24,30),-0.070468 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.0706927 # DEPENDENCYPART_SIBL
(24,28),(24,30),-0.070468 # DEPENDENCYPART_SIBL
(24,29),(24,30),-0.140231 # DEPENDENCYPART_SIBL
(26,18),(26,25),-0.487412 # DEPENDENCYPART_SIBL
(26,18),(26,27),0.00317459 # DEPENDENCYPART_SIBL
(26,18),(26,28),0.00315776 # DEPENDENCYPART_SIBL
(26,18),(26,29),0.0412113 # DEPENDENCYPART_SIBL
(26,18),(26,30),-0.0365804 # DEPENDENCYPART_SIBL
(26,18),(26,31),-0.0854221 # DEPENDENCYPART_SIBL
(26,18),(26,32),0.00317459 # DEPENDENCYPART_SIBL
(26,18),(26,33),0.0442957 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.0352791 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.0352623 # DEPENDENCYPART_SIBL
(26,25),(26,29),-0.010648 # DEPENDENCYPART_SIBL
(26,25),(26,30),0.0098214 # DEPENDENCYPART_SIBL
(26,25),(26,31),-0.0154154 # DEPENDENCYPART_SIBL
(26,25),(26,32),0.0352791 # DEPENDENCYPART_SIBL
(26,25),(26,33),-0.00756155 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.0433543 # DEPENDENCYPART_SIBL
(26,27),(26,29),-0.0321174 # DEPENDENCYPART_SIBL
(26,27),(26,30),-0.008737 # DEPENDENCYPART_SIBL
(26,27),(26,31),0.0249176 # DEPENDENCYPART_SIBL
(26,27),(26,32),-0.0433543 # DEPENDENCYPART_SIBL
(26,27),(26,33),-0.0320668 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.0321174 # DEPENDENCYPART_SIBL
(26,28),(26,30),-0.008737 # DEPENDENCYPART_SIBL
(26,28),(26,31),0.0249176 # DEPENDENCYPART_SIBL
(26,28),(26,32),-0.0433543 # DEPENDENCYPART_SIBL
(26,28),(26,33),-0.0320668 # DEPENDENCYPART_SIBL
(26,29),(26,30),0.0669394 # DEPENDENCYPART_SIBL
(26,29),(26,31),0.0806812 # DEPENDENCYPART_SIBL
(26,29),(26,32),-0.0195938 # DEPENDENCYPART_SIBL
(26,29),(26,33),-0.122412 # DEPENDENCYPART_SIBL
(26,30),(26,31),0.002179 # DEPENDENCYPART_SIBL
(26,30),(26,32),-0.010232 # DEPENDENCYPART_SIBL
(26,30),(26,33),0.0369996 # DEPENDENCYPART_SIBL
(26,31),(26,32),-0.0238464 # DEPENDENCYPART_SIBL
(26,31),(26,33),-0.00306497 # DEPENDENCYPART_SIBL
(26,32),(26,33),-0.0320668 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.024108 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.0270962 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.0116744 # DEPENDENCYPART_SIBL
(27,24),(27,29),0.027948 # DEPENDENCYPART_SIBL
(27,24),(27,30),0.00427932 # DEPENDENCYPART_SIBL
(27,24),(27,31),0.0868704 # DEPENDENCYPART_SIBL
(27,24),(27,33),0.0291324 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.125235 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.0513474 # DEPENDENCYPART_SIBL
(27,25),(27,29),0.0634164 # DEPENDENCYPART_SIBL
(27,25),(27,30),0.0136424 # DEPENDENCYPART_SIBL
(27,25),(27,31),-0.000686833 # DEPENDENCYPART_SIBL
(27,25),(27,33),0.0667441 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.0310262 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.0797187 # DEPENDENCYPART_SIBL
(27,26),(27,30),0.00178744 # DEPENDENCYPART_SIBL
(27,26),(27,31),0.00768981 # DEPENDENCYPART_SIBL
(27,26),(27,33),0.0702362 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.00619899 # DEPENDENCYPART_SIBL
(27,28),(27,30),-0.0273602 # DEPENDENCYPART_SIBL
(27,28),(27,31),0.00677366 # DEPENDENCYPART_SIBL
(27,28),(27,33),-0.00619851 # DEPENDENCYPART_SIBL
(27,29),(27,30),0.00290821 # DEPENDENCYPART_SIBL
(27,29),(27,31),0.0271189 # DEPENDENCYPART_SIBL
(27,29),(27,33),-0.108545 # DEPENDENCYPART_SIBL
(27,30),(27,31),0.0151721 # DEPENDENCYPART_SIBL
(27,30),(27,33),0.0590852 # DEPENDENCYPART_SIBL
(27,31),(27,33),0.0137949 # DEPENDENCYPART_SIBL
(28,25),(28,26),0.125235 # DEPENDENCYPART_SIBL
(28,25),(28,27),0.167072 # DEPENDENCYPART_SIBL
(28,25),(28,29),0.056455 # DEPENDENCYPART_SIBL
(28,25),(28,30),0.0119296 # DEPENDENCYPART_SIBL
(28,25),(28,31),-0.00239962 # DEPENDENCYPART_SIBL
(28,25),(28,33),0.0616057 # DEPENDENCYPART_SIBL
(28,26),(28,27),0.0147107 # DEPENDENCYPART_SIBL
(28,26),(28,29),0.0770944 # DEPENDENCYPART_SIBL
(28,26),(28,30),0.00178744 # DEPENDENCYPART_SIBL
(28,26),(28,31),0.00768981 # DEPENDENCYPART_SIBL
(28,26),(28,33),0.0685234 # DEPENDENCYPART_SIBL
(28,27),(28,29),0.104435 # DEPENDENCYPART_SIBL
(28,27),(28,30),0.0237562 # DEPENDENCYPART_SIBL
(28,27),(28,31),0.0124456 # DEPENDENCYPART_SIBL
(28,27),(28,33),0.106095 # DEPENDENCYPART_SIBL
(28,29),(28,30),0.00290821 # DEPENDENCYPART_SIBL
(28,29),(28,31),0.0271189 # DEPENDENCYPART_SIBL
(28,29),(28,33),-0.108545 # DEPENDENCYPART_SIBL
(28,30),(28,31),0.0151721 # DEPENDENCYPART_SIBL
(28,30),(28,33),0.0590852 # DEPENDENCYPART_SIBL
(28,31),(28,33),0.0137949 # DEPENDENCYPART_SIBL
(29,25),(29,26),0.065585 # DEPENDENCYPART_SIBL
(29,25),(29,27),0.0436676 # DEPENDENCYPART_SIBL
(29,25),(29,28),0.0537959 # DEPENDENCYPART_SIBL
(29,25),(29,30),0.0155537 # DEPENDENCYPART_SIBL
(29,25),(29,31),-0.00968407 # DEPENDENCYPART_SIBL
(29,25),(29,32),0.0410126 # DEPENDENCYPART_SIBL
(29,25),(29,33),0.00602627 # DEPENDENCYPART_SIBL
(29,26),(29,27),0.0249613 # DEPENDENCYPART_SIBL
