# _root_ Από αυτή την άποψη , θέλω να εξετάσω την ισορροπία μεταξύ των οικονομικών , των περιβαλλοντικών και των κοινωνικών ζητημάτων .
#goldHeads=6,4,4,1,6,0,8,6,10,8,10,13,17,17,16,17,20,19,17,11,0,
#predictedHeads=6,4,4,1,6,0,8,6,10,8,10,13,11,17,16,17,11,20,20,17,0,
(14,19),(19,10),-0.471435 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.171645 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.0202642 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.141289 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.576964 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.575939 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.513063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.327799 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.142038 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.283864 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.0291482 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.011134 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.135157 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-0.497655 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.347108 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.00850943 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.139806 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.166424 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.537809 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.934915 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.407349 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.508917 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.864602 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.183891 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.163289 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.248396 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.218829 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.07941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.224746 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.652508 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.686778 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.47147 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.511029 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.456839 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.362162 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-1.17056 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.488399 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.781506 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.406459 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.305675 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.302515 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.180764 # DEPENDENCYPART_GRANDPAR
(16,11),(11,17),-0.223755 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.670148 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.518813 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.350055 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-1.30603 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.62389 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.46864 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.254495 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.366893 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.0465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.244067 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.751263 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.645218 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.690694 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.892186 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.274132 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.166753 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.288643 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.62073 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.76485 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.636372 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.77421 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.522243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.311562 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.17867 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.227304 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.32335 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.152375 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.288099 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.208176 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.260249 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.104675 # DEPENDENCYPART_GRANDPAR
(17,1),(1,14),-0.1716 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),-0.812645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,1),-0.425518 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.33093 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.0238037 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.217494 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.158047 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.00772186 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.00218562 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.557925 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.477911 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.383658 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.227779 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.276595 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),-0.182572 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),0.0385617 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.354752 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.243795 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.0382339 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.371466 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.270676 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),0.12637 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),0.0105868 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.0678262 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.0458321 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),0.00135536 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.1853 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-0.87711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,20),-0.216493 # DEPENDENCYPART_GRANDPAR
(17,6),(6,21),-0.431027 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.353674 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.239472 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.0333962 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.364743 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.281181 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.287153 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),0.136238 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),0.177185 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.0558303 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.0439577 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.00508872 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.197681 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.226222 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.875536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,20),-0.214732 # DEPENDENCYPART_GRANDPAR
(17,8),(8,21),-0.429528 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.411813 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.0119898 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.217109 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.205226 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.10216 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.105306 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.28178 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.00854402 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.174314 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.236879 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.929937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,20),-0.355516 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.545825 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.547473 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.294162 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.426893 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.312391 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.388869 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.235702 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.0650616 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.245969 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.165016 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.00588133 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.124877 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.882338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,21),-0.488308 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.890013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,4),-0.351654 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.170611 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.143883 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.298514 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.159903 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.218899 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.888927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,20),-0.267112 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.477911 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.29316 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.481289 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.328149 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.297244 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.271925 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.105653 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.0385617 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.906122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.285882 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.29338 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.509774 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.168846 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.143075 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.174756 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.367324 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.279878 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.267112 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.589071 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.567782 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.160968 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.0914458 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.615809 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.360549 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.571167 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.292566 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.368449 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.373271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.615237 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.230039 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.121362 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-0.733831 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.492851 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.276279 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.0865988 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.0729989 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.552488 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-1.12251 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.406525 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-1.03918 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-1.02757 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.145826 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.400843 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.350612 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.264555 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.0701391 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.097482 # DEPENDENCYPART_GRANDPAR
(19,10),(10,20),-0.608275 # DEPENDENCYPART_GRANDPAR
(19,10),(10,21),-0.701197 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.582665 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-1.0024 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.682098 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.13051 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.627306 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.63379 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.917922 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.887067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.337769 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-2.03791 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.870396 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.592563 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.972192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.161721 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.251719 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.411388 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.520581 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.312896 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.959858 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.686363 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.561255 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.414919 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.496616 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.0180202 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.135171 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.158261 # DEPENDENCYPART_GRANDPAR
(20,11),(11,21),-0.335823 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),-0.0967724 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.663615 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.331171 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-1.12211 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.848642 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.558174 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.469267 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),0.0506062 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.314086 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.0264159 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.360166 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.950968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.321944 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.49671 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.464919 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.190268 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.354769 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.359631 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.970589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,1),-0.217381 # DEPENDENCYPART_GRANDPAR
(20,17),(17,4),-0.477079 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.313425 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.898679 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.623561 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.361845 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.379873 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.379613 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),0.306267 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.129486 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.230792 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.572203 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.293204 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.339419 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.01314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.370697 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.499755 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.18515 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.970589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.329238 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-1.3689 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.465661 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.186852 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.140161 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.466039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,1),-0.455282 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.753881 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.705157 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.631327 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.395736 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.425826 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.327001 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.590817 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),-0.524394 # DEPENDENCYPART_GRANDPAR
(21,6),(6,13),-0.451819 # DEPENDENCYPART_GRANDPAR
(21,6),(6,14),-0.370549 # DEPENDENCYPART_GRANDPAR
(21,6),(6,17),-0.285298 # DEPENDENCYPART_GRANDPAR
(21,6),(6,20),-0.399754 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-1.08463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,4),-0.700581 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.573756 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.568381 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.566062 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.404559 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.389421 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.316997 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),-0.381552 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.573423 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.568381 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.490339 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.499734 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.338234 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.381546 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.575094 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.428979 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.382295 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.10072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,11),-0.480717 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.591802 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.506963 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.525482 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.387503 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.342194 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.462101 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.341289 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.11028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
