# _root_ Εσείς αυξηθήκατε περισσότερο , έχετε την τρόικα και την προεδρική τριάδα , αλλά είμαστε σχετικά κερδισμένοι .
#goldHeads=2,4,2,13,4,7,8,5,11,11,8,13,0,13,16,14,0,
#predictedHeads=2,13,2,5,13,7,8,5,11,11,8,13,0,13,16,14,0,
(13,7),(7,11),0.198512 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.0149845 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.208948 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),0.060903 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.0812041 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.208938 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.140483 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.231486 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.070383 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.300505 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.145927 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.0365465 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.0298787 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.938085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.104137 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.45551 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.553779 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.588659 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.0148956 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.0736828 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0804946 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.129845 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0149227 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.93972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.00167898 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),0.0182925 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.0858585 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.16117 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.0973277 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.199511 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0397778 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.0445046 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.150547 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0413008 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0149845 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.968716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.0658756 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.45698 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.578153 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.130599 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.2021 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.0549198 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.120488 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.0216601 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.105501 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0562537 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.955213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.0395424 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.447881 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.517785 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.587869 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.293655 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.44441 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.344522 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.213904 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.300237 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.308758 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.47964 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.384004 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.236002 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.21153 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.432576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.13221 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0752304 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.152031 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.465265 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.368242 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.362272 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.537964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.512487 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.166555 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.294682 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.404203 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.339968 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0375959 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.196138 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.5427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.417477 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.0681716 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.147324 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.344435 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.196665 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.00321699 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.571055 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.556367 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.0315831 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.621041 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.37614 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.0915912 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),0.0904796 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.92639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),0.0840464 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.304932 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.782261 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.0602246 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.52068 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.467457 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-1.05415 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.0922798 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.697754 # DEPENDENCYPART_GRANDPAR
(14,4),(4,16),-0.285127 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.346715 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.778978 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.289565 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.0792492 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-1.40966 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.55778 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.0342276 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.621585 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.377553 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.0929633 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.0878351 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.92707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),0.0833677 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.305611 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.571608 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.222046 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.101449 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.230642 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-1.27383 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.173074 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.931262 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.385641 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.087679 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.0515917 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.411257 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.913335 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),0.209413 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.173119 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.571821 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-1.39086 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.360533 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-1.25102 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.673413 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.288147 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.124279 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.205838 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-2.29872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.143663 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.44521 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.577207 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.48862 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0324084 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.997892 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.169667 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.102322 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.189393 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.01567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,2),-0.569201 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),0.222046 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.101182 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.228235 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-1.27352 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.359539 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.0555318 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.964225 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.367784 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0515917 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.271932 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.14623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.0625573 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.370721 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-1.05415 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.151447 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.716537 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.569768 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.0824523 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.562835 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.389234 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.148343 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.08558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.0155479 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.285127 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.457422 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.682986 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),0.228582 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.0804995 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.341467 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.386097 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.00240743 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-1.03513 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.451456 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.205564 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.00787472 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.22129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.0938309 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.381742 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.529251 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.216515 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.464747 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.425342 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.311425 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.40645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.129501 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.114731 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.930789 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.750562 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.572462 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.054355 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.309038 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.54869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.376523 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0201959 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.217271 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.357642 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.0867608 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.504516 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.22492 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.305928 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.484803 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.222775 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.554483 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.219337 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.628594 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.194954 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.249023 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.229847 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.115945 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.0802629 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.05217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.178912 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.433584 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.370849 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.445675 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.372604 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.377891 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.223623 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.190773 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.382897 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.133293 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.0685522 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.05078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.149217 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.43978 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.155138 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.288925 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.439823 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.152988 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.254544 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.128109 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.507135 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.103503 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.25955 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.353039 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.109296 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.04831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.162973 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.43132 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.133866 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.159841 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.370152 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.131939 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.14455 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.110547 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.448402 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.0127608 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.149556 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.283367 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0979119 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.05116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.136435 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.377198 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.729257 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.734263 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.583344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0190881 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.592534 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.516555 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.641332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.244045 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.265959 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.104284 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.168291 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.878029 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.752154 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.0456786 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.524945 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.470624 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.149647 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.0994154 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.263552 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.104284 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.168025 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.875622 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.751842 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.33096 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.094017 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.700936 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.606031 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0994154 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.0559598 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.366054 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.252704 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.0548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,3),-0.0355506 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.0246774 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.131795 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.00559599 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.507309 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.00794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.283008 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.461605 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.9434 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.193287 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.58136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,2),-0.449058 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.537425 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.383336 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.435771 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.523764 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.217835 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.573252 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.440456 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.499341 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.432307 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0095062 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.492357 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.263836 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.11269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,2),-0.480789 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.49398 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.366836 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.467723 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.470934 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.243338 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.571082 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.385272 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.446512 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.415807 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.308069 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.504107 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.250788 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.08385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,3),-0.542013 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.237765 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.470102 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.325641 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.318609 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.193149 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.11046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,7),-0.546328 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.521905 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.557895 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.10329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
