# _root_ Πιο μακροπρόθεσμα , όταν η νομοθεσία αρχίσει να γίνεται περισσότερο σεβαστή , θα μπορέσει ίσως να αρθεί αυτή η απαγόρευση .
#goldHeads=2,14,4,14,6,9,4,9,7,11,9,14,14,0,14,17,14,20,20,17,0,
#predictedHeads=2,10,4,0,6,7,4,9,7,11,9,14,14,11,14,17,14,20,20,17,0,
(12,7),(7,6),-0.00920505 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.0397482 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.106908 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.14618 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.0322304 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.10273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,14),-0.580522 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.717693 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.690774 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-1.06131 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.647772 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.0460065 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.0604988 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.123962 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.0068772 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.145406 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.00709807 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.100557 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.149576 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.141865 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.0306124 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.10455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.447365 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.580531 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.721425 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.690786 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-1.05483 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.648684 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.068448 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.0829403 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.185308 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0819066 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.109145 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0608415 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.12232 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.1511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.581388 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.677425 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.691437 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.0556095 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.20908 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.14499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.569725 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.682903 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-1.07927 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.508314 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.522806 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.473615 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.486986 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.538535 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.446757 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.400498 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.619335 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.39051 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.68211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0147229 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.253396 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.430514 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.340949 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.537692 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.266832 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.467997 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.578875 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.601337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,14),-0.0205046 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.352899 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.604331 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.306043 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.507861 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.522354 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.486986 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.538503 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.618882 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.39051 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.679945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,14),-0.0697544 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.235306 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.323979 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.644524 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.692149 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.537655 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.266424 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.236318 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.503203 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.732406 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.26923 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.0501549 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),0.0599257 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.181133 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.243925 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.531749 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),0.34959 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),0.310998 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-1.6324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.0783747 # DEPENDENCYPART_GRANDPAR
(14,1),(1,17),-0.725137 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.113763 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.0599257 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.181133 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.243925 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.531749 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.186265 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.133544 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.117444 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.169018 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.407342 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),0.150858 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),0.0389246 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.040103 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.258998 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.106272 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.395588 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),0.3525 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.79479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,17),-0.887098 # DEPENDENCYPART_GRANDPAR
(14,4),(4,21),-0.598357 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.0501766 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),0.00254464 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.0677518 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.612364 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.0282779 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.0506021 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.307129 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.34624 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.484481 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),0.0119793 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),0.0647005 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.0498767 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.121591 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.457971 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.0728665 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.134331 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.585742 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.238537 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.217473 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.242733 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.50656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),0.0105754 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.599496 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),-0.622972 # DEPENDENCYPART_GRANDPAR
(14,7),(7,21),-0.373577 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),0.00345036 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),0.0561716 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.0688512 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.11696 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),0.453957 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.074442 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.151755 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.359294 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.242918 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.214632 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.236353 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.146116 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.50616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),0.00725105 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.599106 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.615168 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.374082 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.110187 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.0574654 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.105923 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.209174 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.149196 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.431125 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.362784 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.3248 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.63258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.0784633 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.725317 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.180347 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.225621 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.274691 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.59739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.0731257 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.782915 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.118156 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.425697 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.714517 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.160372 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.284097 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.66736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.0905095 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.76023 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.821029 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.497131 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.148031 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.228527 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.98484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),0.0197028 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.364723 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.160951 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0424314 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.406918 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.354197 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.235621 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.464151 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.0581037 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.0133546 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.0532734 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.04149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.31253 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),1.12391 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.00254968 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.176033 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.23828 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.102855 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),0.405853 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.173307 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.14564 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.0993921 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.395146 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.16543 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.20857 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.163949 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.00286697 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.120547 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),-0.147461 # DEPENDENCYPART_GRANDPAR
(15,1),(1,12),-0.161891 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),0.163474 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-1.08275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,17),-0.255823 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.21499 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.201281 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.330924 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.229359 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.132435 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.24652 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.00584186 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.162965 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.162976 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.08275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,17),-0.255868 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.308627 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.287382 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.405043 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.254267 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.106721 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.101426 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.08807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,17),-0.274755 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.53323 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.0882542 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.074545 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.229175 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.0306375 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.0421021 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.0490359 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.166975 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.0546757 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.0726848 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.182496 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.132854 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.09181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.219907 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.22565 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.465113 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.550708 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.627472 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.613763 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.526575 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.564884 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.59589 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.440649 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.496885 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.305349 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.654134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.368216 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.142178 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.485409 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.0561584 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.190198 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.712754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,18),-0.182403 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.546257 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.193943 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.0925323 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.577587 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.567645 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.504258 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.416081 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.541715 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.513589 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.433827 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.462061 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.352609 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.332421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0242821 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.154692 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.0374718 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.0716885 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.344084 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.326164 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.834865 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.776692 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-1.22699 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.0905574 # DEPENDENCYPART_GRANDPAR
(17,1),(1,12),-0.126344 # DEPENDENCYPART_GRANDPAR
(17,1),(1,14),-0.449066 # DEPENDENCYPART_GRANDPAR
(17,1),(1,15),-0.128418 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),-1.93121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,1),-0.507526 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.326164 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.834865 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.776692 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-1.22699 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.355694 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.425619 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.355773 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.63887 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-1.09066 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.0837431 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),-0.310779 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-2.09317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,21),-0.757743 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.442747 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.391686 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.452882 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.00566279 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.5612 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.460225 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-1.00253 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.0940011 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.0672709 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.503802 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.452742 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.491827 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.863801 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.679386 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-1.12379 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.186495 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.11234 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.43427 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.0887984 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.93139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,6),-0.835271 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.218022 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.162843 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.399455 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.0641616 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.261414 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.503428 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.95474 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-1.40603 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.282066 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.263376 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.612423 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.300294 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.9663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,20),-0.299528 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.394723 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.343662 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.451801 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.280845 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.740147 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.686822 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-1.13863 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.101636 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.107716 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.251981 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.612043 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.235883 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.109071 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.80502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,20),-0.100434 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.532419 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.505551 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.210841 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.274158 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.340425 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.93257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,20),-0.247796 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.674103 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.92327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
