# _root_ Ο κ. Γιούνκερ εκτίμησε ωστόσο ότι στις συνομιλίες , που διήρκεσαν σχεδόν δέκα ώρες , επιτεύχθηκε πρόοδος .
#goldHeads=3,3,4,5,0,4,16,7,11,11,8,13,14,11,11,6,16,0,
#predictedHeads=3,3,4,0,4,5,16,7,11,11,8,13,14,11,16,0,16,0,
(13,16),(16,4),-0.766881 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.547746 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.551254 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.658926 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.615197 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.495376 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.0421884 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.689261 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.404005 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.548989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.300675 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0865488 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.575864 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.184056 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.789222 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.140627 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.312389 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.0271189 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.0595051 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.0687163 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.204171 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.0103871 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.022263 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),0.397202 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.46265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.38069 # DEPENDENCYPART_GRANDPAR
(14,4),(4,17),-0.786073 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.725488 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.822657 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.453445 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.241119 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.0235613 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.128108 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.215192 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.0295955 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.0906321 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.317806 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.52303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.462836 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.942717 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.771816 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.87515 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.60798 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.327541 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.111775 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.320234 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.0878443 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.276612 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.00588593 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.342995 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.959054 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.58252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,17),-0.905653 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.134018 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.144596 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.872312 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.307257 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.242273 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),0.00877743 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),0.0118161 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0654003 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.0736052 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.00738071 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-8.58755e-05 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.395802 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.971303 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.46265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.38069 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.871969 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.786073 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.725488 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.503797 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.3442 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.0629732 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.199486 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.122793 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.167394 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0297495 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.278776 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.48264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.448096 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.885696 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.805775 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.756384 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.329992 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.859966 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.731328 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.602624 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.711019 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.0977368 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.47209 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.951312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.625644 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.296508 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.331386 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-1.05774 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.721427 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.522113 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.513611 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.617698 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.675963 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.479732 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.299286 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.656003 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.13888 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.449339 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.991787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.112514 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0347577 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.252547 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.455078 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.158486 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.925578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.0111938 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.223209 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.355423 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.135418 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.442965 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.170876 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.157168 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.237161 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.35189 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.2499 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.233659 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.011683 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.193561 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),-0.0636214 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.00819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,17),-0.598058 # DEPENDENCYPART_GRANDPAR
(15,4),(4,18),-0.471077 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.21377 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.282974 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),0.0048876 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.143344 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.309484 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.166665 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.344827 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.282682 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.355236 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.0787593 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.181488 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.00405659 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.0247136 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.635522 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.235288 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.38873 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.187195 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.398238 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.222485 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.3741 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.404227 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.184499 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.0460691 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.05657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.282552 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.596061 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.48616 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.207026 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-0.264254 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.309539 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.167076 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.1282 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.464005 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.108008 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.194879 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0363456 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.05302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.295869 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.635522 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.685664 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.726328 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.601388 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.632252 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.793246 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.676873 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.655052 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.709221 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.522109 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.668064 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.478471 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.487402 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.585408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0751902 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0897292 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.79879 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.623485 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.525153 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.637162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.316734 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0924049 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.461534 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.264242 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.293334 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.199161 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.374979 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),0.118716 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.177336 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.0727811 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),0.141135 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.22935 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.446677 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.087473 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.0604038 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.0963615 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.320927 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),0.0135245 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.0601536 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),0.0656701 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.135828 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),0.298055 # DEPENDENCYPART_GRANDPAR
(16,4),(4,17),0.276833 # DEPENDENCYPART_GRANDPAR
(16,4),(4,18),-0.357125 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),0.124609 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.457037 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.395179 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.0947992 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.0148968 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.235371 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),0.113692 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),0.10425 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),0.11864 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.0473496 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),0.398223 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-2.50162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,18),-0.582495 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.00104174 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.0481723 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),0.000981154 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.236358 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-2.54428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,18),-0.59857 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.106125 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.00207486 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),0.293134 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.397897 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.269935 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.0012326 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.0864442 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.00647863 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.29952 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.206316 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.173456 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.122866 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.183687 # DEPENDENCYPART_GRANDPAR
(16,8),(8,17),0.0190559 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.607801 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.759546 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.108649 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.0313742 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.166283 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.304737 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.149661 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.164449 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.0152816 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.0251576 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.290791 # DEPENDENCYPART_GRANDPAR
(16,9),(9,17),0.0781881 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.512885 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.00334496 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.0288876 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-2.31292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,3),-0.44313 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.496113 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.0420234 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),0.097166 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.0214395 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.140578 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.0370769 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.261734 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.0662554 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.0423448 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.134427 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.300124 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-2.21522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),0.276833 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.357125 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.570838 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.490032 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.0725182 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.132221 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.268121 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.0976308 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.293589 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.0902678 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0414483 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.367211 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.34147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),0.130956 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.498394 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.129538 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.28977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,4),-0.276111 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.00812045 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.0989628 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.31007 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.301631 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.114489 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.084504 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.283509 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.4372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.0190543 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.759546 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.166283 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.304737 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.011501 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0380971 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.114871 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.37654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.0781881 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.512885 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.112218 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.383292 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.581231 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.227356 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.4839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.0702731 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.41796 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.504916 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.386771 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.35835 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.171338 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.527247 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.448697 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.220992 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.364008 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.412954 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.414963 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-1.13088 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.487082 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.404812 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.185829 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.205173 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.945544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.169493 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.437826 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.276193 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.518341 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-1.29622 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.478921 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.173522 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.209733 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.167641 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.308948 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.04542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,4),-0.585226 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.417271 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.482266 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.173542 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.265484 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.329802 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.233043 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.960613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.15628 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.333115 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.352227 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.156026 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.218063 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.242351 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.218962 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.261507 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-1.11008 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.390611 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0211826 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.326238 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0662804 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.087514 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.925843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.138596 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.176483 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.475956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,12),-0.44401 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.258126 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.686594 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.449727 # DEPENDENCYPART_GRANDPAR
