# _root_ Καθορίσαμε ορισμένους επιμέρους στόχους , ορισμένες τιμές στόχους για το έτος 2010 , τις οποίες πρέπει να σεβαστούμε .
#goldHeads=0,4,4,5,1,7,5,7,8,11,9,11,16,15,18,7,18,16,0,
#predictedHeads=0,4,4,1,1,7,8,1,8,11,9,11,16,15,18,11,18,16,0,
(13,16),(16,13),-0.568253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.0579173 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0902141 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.190143 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.182313 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.519526 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.581528 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.666571 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.646978 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.636656 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.608927 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.58785 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.558665 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.595476 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.529244 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.378977 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.604871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.0510351 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.0898192 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.144036 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.226676 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.180658 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.521678 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.34936 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0574428 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.374923 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.156903 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.853935 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.618131 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.373382 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.726935 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.588588 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.567835 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.620557 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.312005 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-0.55415 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.526612 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.945671 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-1.12431 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.1646 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.806972 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.976426 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.672491 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-1.12405 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.946864 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.926129 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.771562 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.977128 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.679353 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.621082 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.628192 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.02524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.0123868 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.134537 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.559501 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.601424 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-1.17469 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.514046 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.087301 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.811666 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.227684 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.39241 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.23986 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.330035 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.10144 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),-0.284172 # DEPENDENCYPART_GRANDPAR
(16,3),(3,19),-0.504222 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.906323 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-1.19822 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.501766 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.648349 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-1.02537 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.239135 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.403745 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.309254 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.201224 # DEPENDENCYPART_GRANDPAR
(16,5),(5,19),-0.522638 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.465121 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-1.06938 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.410183 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.466519 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.276988 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.780079 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.204822 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.210942 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.150304 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.26119 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.199893 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.80063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,18),-0.384258 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.293224 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-1.08516 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.212714 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.339071 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.0776665 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.51567 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.781611 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-1.02342 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.275188 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.190829 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.80251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),-0.38614 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.571 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.906323 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.648349 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.292538 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.90847 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.349883 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.526713 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.476279 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.515284 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.74202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.323811 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.522638 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.162698 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-1.03111 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.253117 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.06909 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.30552 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.547702 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.493483 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.28422 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-1.01563 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.20573 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.371847 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.376828 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.319461 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.563675 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.298359 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.36012 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),0.492643 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.08537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),1.88736 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.1036 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-1.32611 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.783958 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.20945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),1.47488 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.213959 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.795648 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.194078 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-1.07712 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.104407 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.630194 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.979909 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.957191 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),-0.300959 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),-0.393081 # DEPENDENCYPART_GRANDPAR
(18,1),(1,12),-0.289448 # DEPENDENCYPART_GRANDPAR
(18,1),(1,13),-0.118705 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-1.81625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,19),-0.143226 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.961285 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.0224273 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.85147 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.0702287 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.75404 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.731543 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.142014 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.994904 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.719218 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.984572 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.0337276 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.49179 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.887138 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.864644 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.197125 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.292871 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.0480255 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.94247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,19),-0.284489 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.781296 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.526395 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.12979 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.116298 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.368614 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.669873 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.644928 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.142992 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.0670331 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),-1.04268 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-1.27546 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.724687 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.268694 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-1.06616 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.686799 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.875336 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.852727 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.248111 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.130571 # DEPENDENCYPART_GRANDPAR
(18,5),(5,19),-0.298986 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.202282 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.98497 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.172913 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.755034 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.732537 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.13833 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.166817 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.789242 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.529753 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.130829 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.851402 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.160043 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.363262 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.648501 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.146945 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.0845847 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.0707464 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.134309 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),-1.0463 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-2.0384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,1),-0.781296 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.526395 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.12979 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.852446 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.359904 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.742907 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.142992 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.637584 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.081011 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.0670331 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-1.04268 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-2.03897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,8),-0.729757 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.782538 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.206761 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.201061 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.11068 # DEPENDENCYPART_GRANDPAR
(18,9),(9,19),-0.29113 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.364794 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.536868 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.0847447 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.125245 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-1.04822 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-2.04028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.347109 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.316702 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.0994748 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-1.27546 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-1.06616 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.210992 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.557753 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.956626 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.946237 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.386405 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.332226 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-1.41834 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.97756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.298986 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.115971 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.246993 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.90983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,3),-0.10129 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.185822 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.819949 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.258076 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.251123 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.20012 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.390139 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.644175 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.82257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.145867 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-1.73548 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.631965 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.88694 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.625342 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.45224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,1),(1,2),-0.470933 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.519018 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.685674 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.39637 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.530831 # DEPENDENCYPART_GRANDPAR
(19,1),(1,7),-0.586444 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),-0.609019 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),-0.546869 # DEPENDENCYPART_GRANDPAR
(19,1),(1,11),-0.499273 # DEPENDENCYPART_GRANDPAR
(19,1),(1,12),-0.455221 # DEPENDENCYPART_GRANDPAR
(19,1),(1,13),-0.40921 # DEPENDENCYPART_GRANDPAR
(19,1),(1,18),-0.198952 # DEPENDENCYPART_GRANDPAR
(19,1),(1,19),-1.13234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,11),-0.54909 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.444108 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.499286 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.476147 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.512526 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.566483 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.428106 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.488987 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.525839 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.578454 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.194083 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.13074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,1),-0.543869 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.391742 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.502229 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.604893 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.467845 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.447763 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.50194 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.528238 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.558962 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.41752 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.448651 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.480684 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.528594 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.579632 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.405897 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.533798 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.13234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
