# _root_ * Επισκεφθείτε τις ερημικές παραλίες της νότιας Ρόδου , από το Πρασονήσι έως το Πλυμήρι , που προσφέρονται για απομόνωση και ηρεμία .
#goldHeads=0,0,5,5,2,8,8,5,2,5,12,10,5,15,13,18,18,5,18,21,19,21,0,
#predictedHeads=0,0,5,5,2,8,8,5,2,2,12,10,12,15,13,18,18,15,18,21,19,21,0,
(9,5),(5,19),-0.525585 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.355015 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0028274 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0483726 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0943835 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.01956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.124934 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.57895 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.399505 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.758608 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0472689 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0101536 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.02212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.147793 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.592874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.00412509 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0408017 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0385705 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.22046 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.0769954 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),0.0470654 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.488893 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.714827 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.523688 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.490702 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.497535 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.395027 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.604926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),0.0751533 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0411845 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.0207879 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.191907 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.130142 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.0423881 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),0.0484666 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.436225 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.345934 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.00729456 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0732668 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.146061 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.221493 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.0838753 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.0824828 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.462215 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),0.0743421 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.488893 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.490702 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.0751533 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.0487855 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.133013 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.111863 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.0815605 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.0402943 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.130142 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.0423881 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.43263 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.436225 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.655425 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.492963 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.516965 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.38827 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.656271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.234684 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.279866 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.0564694 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.459524 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.0414595 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.10512 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.228521 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.615428 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.619023 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.374041 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.632019 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.474947 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.469432 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.48594 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.481901 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.357293 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.554511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.289349 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.132955 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.0208161 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.184553 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.312613 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.0213125 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.273865 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.0620407 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.458936 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),0.0378545 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.462531 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.314978 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.46422 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),0.0856405 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.467815 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.344394 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.152321 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.294827 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.388336 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.167462 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.271896 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0677577 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.906913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.0599667 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.424279 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.378319 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.448689 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.428922 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.578027 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.693971 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.867549 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.718597 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.828011 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.79741 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.629683 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.339098 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.804607 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.133164 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.238201 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.141502 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.124987 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.00639612 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.181663 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.548494 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.535591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.70647 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.488657 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.427778 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.104598 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.118476 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.0437952 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.510367 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.277388 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.693971 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.828011 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.804607 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.612683 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0669774 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.255064 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0215725 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.532171 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.124987 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.00639612 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.473462 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.548494 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.575588 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.648194 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.66939 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.58044 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.307146 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.538748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,12),0.439784 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.041841 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.121432 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.548928 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.0753832 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.14168 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.484004 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.559036 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.289516 # DEPENDENCYPART_GRANDPAR
(10,21),(21,1),-0.552837 # DEPENDENCYPART_GRANDPAR
(10,21),(21,2),-0.695651 # DEPENDENCYPART_GRANDPAR
(10,21),(21,4),-0.865149 # DEPENDENCYPART_GRANDPAR
(10,21),(21,5),-0.672278 # DEPENDENCYPART_GRANDPAR
(10,21),(21,7),-0.748709 # DEPENDENCYPART_GRANDPAR
(10,21),(21,8),-0.583299 # DEPENDENCYPART_GRANDPAR
(10,21),(21,9),-0.28668 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-0.599182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,12),0.428693 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),-0.101124 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),0.11034 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),0.127485 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.512937 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),0.0835519 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.221849 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.504625 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.220142 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.281641 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.295875 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.571672 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-1.03192 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.751903 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.26464 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.482944 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.21255 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.122388 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.07251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),-0.0759342 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.559868 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.394461 # DEPENDENCYPART_GRANDPAR
(12,2),(2,18),-0.487734 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-0.488354 # DEPENDENCYPART_GRANDPAR
(12,2),(2,20),-0.964851 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),-0.454393 # DEPENDENCYPART_GRANDPAR
(12,2),(2,22),-1.01776 # DEPENDENCYPART_GRANDPAR
(12,2),(2,23),-0.742645 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.405952 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.703995 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.665146 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-1.084 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.454723 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.253734 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.421714 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.314176 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.114346 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.19238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.138849 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.679738 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.507824 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.57924 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.543288 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-0.492679 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.657592 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.581617 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.447275 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.294798 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.0571728 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.12718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.0539645 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.614545 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.612313 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.320977 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.306392 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.113347 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.380162 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.847137 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-1.00599 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.726152 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.238692 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.455176 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0773923 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.10756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.0598553 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.594923 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.451302 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.497634 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.468471 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.620141 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.776216 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.570338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.691218 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.098888 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0598874 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.103526 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.306095 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),0.0682605 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-1.18505 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.08009 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.852607 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.535321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.483565 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.631792 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0479718 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.41981 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.0962992 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.131198 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.503713 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.55662 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.791276 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-1.09354 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-1.54168 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-1.21592 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.774384 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.953011 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.700695 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.619507 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.601488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.472755 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.603328 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.0888491 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.095724 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.40227 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.0639838 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.207932 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),0.0729009 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.260839 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.268976 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.207111 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.117267 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.260018 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.341923 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.854758 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-1.20434 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-1.61111 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-1.31315 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.843815 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-1.05019 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.801442 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.677893 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.524898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.397091 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.0122593 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.0515737 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.0942861 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.260797 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.0397616 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.417243 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.324117 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.312443 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),-0.631792 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),0.0459292 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),0.0395872 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.427666 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),0.0911983 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.372413 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.243674 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.34935 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0516638 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.06697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),0.0844009 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.489489 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.527988 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.249838 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.38361 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.24454 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.324788 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.385207 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.216273 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.184656 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.247228 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.11151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.2645 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),0.00613188 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.489558 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.836651 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.540215 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.950541 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.812302 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.960666 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.851947 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.51978 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.600576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.8446 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.133916 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.27033 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.0729066 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.26077 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.297169 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.399695 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.625273 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.77421 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.749346 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.735531 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.571177 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.63554 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.47804 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.675064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,15),0.541966 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.297271 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.102811 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.377522 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.315186 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.417712 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.3594 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.574866 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.736224 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.943129 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.694455 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.917076 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.680688 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.482177 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.625228 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.423148 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.720522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.788091 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.485415 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.14189 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.151716 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.277896 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.235713 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.181395 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.338239 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.383215 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.214482 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.353303 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.118553 # DEPENDENCYPART_GRANDPAR
