# _root_ Στις διάφορες δράσεις κατέστη δυνατόν , όπως επιθυμούσαμε , να γίνει ισόρροπη κατανομή πόρων μεταξύ ανταλλαγής νέων και εθελοντικής υπηρεσίας .
#goldHeads=4,3,1,0,4,8,8,4,8,11,4,13,11,13,13,18,16,15,20,18,0,
#predictedHeads=4,3,1,0,4,8,8,4,8,11,8,13,11,13,14,15,18,20,18,16,0,
(8,13),(13,11),0.248124 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.478589 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.62114 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0630524 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.480548 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.914396 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.162319 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-1.12959 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.572038 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.0382829 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.481358 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.054778 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.0621629 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.479803 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.912902 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.162257 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-1.12809 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.599094 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.285408 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.758483 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.603012 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-1.11254 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.115481 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.693816 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.518286 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.481346 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0583947 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.531852 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.0789624 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.912367 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.161362 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-1.12756 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.571147 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.473012 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.86282 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-1.42824 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-1.66731 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-1.40177 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.961079 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.846795 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.712169 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-1.61957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.105596 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.02228 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.778719 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.260083 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.746143 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.160568 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.594356 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-1.2572 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-1.24618 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.570499 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.567833 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-1.43136 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.758847 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.180012 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.168973 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.0758452 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.21114 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-7.99272e-06 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.144851 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.177609 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.134453 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.09969 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0656893 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.105772 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.150285 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.168717 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.126531 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.134398 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.169379 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0563444 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.130286 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.079869 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.952726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.435393 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.621095 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.707631 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.690697 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.526138 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.687826 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.655905 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.320852 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.660338 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.68425 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.446919 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.17596 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0628281 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.0742377 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0683657 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.426875 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.312503 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.235775 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.293201 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.323438 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.222943 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.203347 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0758531 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.00789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.455681 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.604845 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.260294 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.212761 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.21386 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.123848 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.0011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.43867 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.124849 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.120991 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.137408 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.15654 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.110446 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.119934 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.105152 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.952726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.300252 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.435393 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.621094 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.707625 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.690691 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.526644 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.68782 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.320852 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.446919 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.622892 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.610443 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.660429 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.50086 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.597316 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.477832 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.582246 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.431834 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.529844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.233223 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.121456 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.184377 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.167443 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0542357 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.164571 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.158347 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.0834093 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.160699 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.160996 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.0660485 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.551506 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.537454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),0.0626942 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.224442 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.207508 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.204637 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.445779 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.580386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),0.160624 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0873858 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.145183 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.0332966 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.139861 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.167536 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.105024 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.190089 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.136968 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.247834 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.00559989 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.241366 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.125878 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.20834 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.201364 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.00559989 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.203426 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.20106 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.0587209 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.454599 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.290333 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.342334 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0292197 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.111015 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0490355 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.195953 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.296407 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.13799 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.324839 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.181084 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.680725 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.39816 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.0366529 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.430997 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.76992 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.292276 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.491747 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.465533 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.612369 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.186765 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0163556 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.0346476 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.330505 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.422296 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.473572 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.429298 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.0125142 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.00830661 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.585821 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.0352315 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.81929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),0.117221 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),0.23681 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.484494 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.122645 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.3722 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.782455 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.383143 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.889156 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-0.46938 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.588368 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.56542 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.0268126 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.123882 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.490536 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.91207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,1),-0.607167 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.690087 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.653444 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-1.00333 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.383729 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0880163 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.705362 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.00191534 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.98195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),0.000594293 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.6 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.392621 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.145222 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.557705 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.0330119 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.9482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,1),-0.428855 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.537272 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.486523 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.739991 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.236443 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0869163 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0400782 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0288696 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.21196 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.81928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.117231 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),0.236831 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.484473 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.123142 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.372179 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.383135 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.588359 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.607167 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.690087 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.653444 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-1.00333 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.383729 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.130178 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.163003 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.720613 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.98195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.000594293 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),0.0392277 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.899081 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.00578 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),0.112672 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.456624 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.440394 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.26016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.522397 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.198926 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0864839 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.27583 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.518386 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.10324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.611786 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0546277 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.324848 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0602634 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.241978 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.070049 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.37774 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.0380229 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.518386 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.609017 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.749012 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.325738 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.0610077 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.240484 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0699867 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.376246 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.483147 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.508476 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.212721 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0902525 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.464408 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0403805 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.187852 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.366436 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.609029 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.745395 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0238147 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.295846 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.239949 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.069092 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.375712 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.0371315 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.301434 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.0693392 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.354452 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.0431223 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.0556403 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.527376 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.184915 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-1.04421 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-1.25964 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-1.18635 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-1.71032 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.951193 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.619042 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.603101 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-1.42809 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.596325 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.35236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.285894 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.516685 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.217499 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.189216 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.0914135 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.621577 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.521186 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.0676005 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.420034 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.354587 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.402571 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.184083 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.335393 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.0238104 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),0.295845 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.136931 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.291726 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.151222 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.397344 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.301434 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.697857 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.244606 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.370172 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.800802 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.280349 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.947745 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.142972 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.323565 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.394564 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.843962 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.154454 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.969191 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.816728 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.242532 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0937263 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-1.13504 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.337938 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.24817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.465434 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.741508 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.758645 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.255052 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.748255 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.0304536 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.825903 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.723308 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.248737 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.0111335 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.992757 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.160441 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0404483 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.23678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.392188 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.396637 # DEPENDENCYPART_GRANDPAR
