# _root_ Επίσης , η περιοχή έχει χαρακτηριστεί μόνιμο καταφύγιο άγριων ζώων , ενώ ανάλογης ποικιλότητας και σημασίας είναι και η πανίδα της .
#goldHeads=12,12,4,6,6,12,8,6,10,8,12,0,15,15,17,15,12,20,20,17,20,0,
#predictedHeads=6,6,4,6,6,12,8,6,10,8,12,0,14,15,17,15,12,20,20,17,20,0,
(8,12),(12,18),-0.0615455 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.797367 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.319641 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0044284 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0515329 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.104851 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.0654293 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.0611316 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.400374 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.850125 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.292165 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.0716563 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.220641 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.0405666 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.0314955 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.39165 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.129203 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.678948 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.841035 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-1.212 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.41746 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.996571 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.615658 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.638374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.244535 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.412271 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.0445665 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.0610286 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.268271 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.0941764 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.214693 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.330758 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.0646754 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.714961 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.319158 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.22365 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.077723 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.11539 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.385444 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.12202 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.945895 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.669099 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.74983 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-1.10056 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-1.30878 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.89026 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.547096 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.71001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.275205 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.330338 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.155832 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.0317119 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.237601 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.022216 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.0759799 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.0128838 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.0871166 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.916018 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.654092 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.288825 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.678948 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.841035 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-1.212 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-1.41746 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.996571 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.615658 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.638374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.244535 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.412271 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.0445665 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.0610286 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.268271 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),0.0941764 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.0471264 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),0.0592777 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.0240288 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.889 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.714961 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.361263 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.319158 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.441395 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.00676545 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.34467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.41067 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.657831 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.253461 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-1.35896 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.470899 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.164512 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.37801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.43647 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.605615 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.41847 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.977594 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.0043 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.394399 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.06041 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.14968 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.48421 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.512391 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.10643 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.902288 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.586113 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.496962 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.8168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.246719 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0310512 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.55677 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.566462 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.00101084 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.319191 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.847744 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.995622 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.273751 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.224925 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.804601 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.499918 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-1.06827 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.312076 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.0795642 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.237444 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.959332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.333779 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.509707 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.689957 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.471627 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.557768 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.591002 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.786054 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.646053 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-1.17301 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-0.776006 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.850365 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0488347 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.243771 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.01401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,3),-0.888075 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.811204 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-1.15801 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.843462 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.370404 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.258717 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.0792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.447145 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.551922 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.774656 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.591495 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.59603 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.710792 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.876892 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.684316 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.391098 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.00685784 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.01401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,2),-0.759995 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.589318 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.243449 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.444819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0926384 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.154573 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.0280614 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.0940461 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.85043 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.785068 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.33553 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.61693 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.3053 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.854919 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.614587 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.305398 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.491905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.131692 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0440747 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.141428 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0281868 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.0251922 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.272538 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.116472 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.559955 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.347448 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.0720235 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0180793 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.089493 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0704019 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.0398239 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.410756 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.61189 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.359715 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.00173342 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.156224 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0955724 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.132759 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.40234 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.183858 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.869325 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.803901 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.37243 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.65727 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.34508 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.893968 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.651485 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.344447 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.398014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.112156 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.00858871 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.20324 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0759688 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.112233 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.34216 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.120042 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.478231 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.347405 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.275651 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.364803 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.280201 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.0155173 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0832548 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.207412 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0560574 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0405693 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0196006 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0156973 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.93914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.0718871 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.279845 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.400109 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.253216 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.428838 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.482133 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.282143 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0218537 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0514936 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.04724 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.169385 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.0134746 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0499897 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.0386442 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.0129069 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0434489 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.93914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0718871 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.279845 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.400109 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.253216 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.612273 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.723668 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.673682 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.670124 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.519327 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.434349 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.563465 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.516442 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.524332 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.297246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.192966 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.156142 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.177789 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.129745 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.0371589 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.148862 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.0883746 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),0.0395298 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.479041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.355887 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.120823 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.170288 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0846812 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0980651 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.123694 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.528987 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.420065 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.268743 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.150239 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.155914 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.0730179 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.121312 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.274345 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.149451 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.283338 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0737756 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.121279 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.0637886 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.0634795 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.100237 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),0.0524575 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.429548 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.197185 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.115931 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.398582 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.0522027 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.271405 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),0.0562548 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.0526241 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.0177622 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.173564 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.101587 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.171625 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.156762 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.134644 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.0414311 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.00364259 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.0318601 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.0584892 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.356484 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),-0.537662 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.139415 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.120595 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.162847 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.146109 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.0908122 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.0633444 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.0197583 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.0589578 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.00845919 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.0505801 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.860456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.140856 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.0240214 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.254886 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.284264 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.117288 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.536607 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.369966 # DEPENDENCYPART_GRANDPAR
(12,6),(6,22),-0.538299 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.0488559 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.109509 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0258218 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.137928 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.271238 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.152496 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.109414 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.119062 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0716104 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0268826 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.103959 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.155712 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.949008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.268875 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.186334 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.335063 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.446541 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.252462 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.616784 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0301525 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.158292 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.137928 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.388719 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.259158 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.102358 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.0674658 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.189142 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0718524 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.156254 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.949008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.268875 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.186334 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.335063 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.0675414 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.259216 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.125139 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.287569 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.935887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.207564 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.151489 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.41169 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.468482 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.47867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.277004 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.141697 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0120053 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.230374 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.0689399 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.550553 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.484761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.254944 # DEPENDENCYPART_GRANDPAR
