# _root_ Επιπλέον , η ισπανική κοινωνία έχει να αντιμετωπίσει και τη βασκική ΕΤΑ , η οποία συνεχίζει τη δράση της παρά τις προσπάθειες εξάρθρωσής της .
#goldHeads=6,6,5,5,6,0,8,6,12,12,12,8,16,15,16,12,18,16,18,16,22,20,22,23,0,
#predictedHeads=6,6,5,5,6,0,8,6,8,12,9,8,16,15,16,12,18,16,18,16,22,20,22,23,0,
(9,6),(6,18),-0.379784 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.374135 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.402133 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-0.574352 # DEPENDENCYPART_GRANDPAR
(9,6),(6,25),-0.512051 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.106755 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.0470532 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.0248887 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.506111 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.121218 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.012167 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.141908 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.261269 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.974495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.188016 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.188223 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.385361 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.429572 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.554502 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.392942 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.373694 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.415291 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-0.58751 # DEPENDENCYPART_GRANDPAR
(9,8),(8,25),-0.511579 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.424857 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.504324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.294598 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.203737 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.126401 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.026549 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),0.153971 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.316668 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.451129 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.597205 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.448969 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.534226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),0.105294 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0333267 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.344801 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.136617 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.0271407 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.17679 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.347613 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.590223 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.179538 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.414113 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.372475 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.532142 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.385149 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.474044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,11),0.292954 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.22458 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.293141 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.222637 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.452962 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.0322954 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),0.196927 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.0510595 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.226463 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.254021 # DEPENDENCYPART_GRANDPAR
(9,18),(18,10),0.313934 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.270582 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.28879 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.449405 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.400192 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.10394 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.0626039 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.235393 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.211468 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.0465142 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.10328 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.546463 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.0529135 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.225717 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.235532 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.0705173 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.272764 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.200635 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.789049 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.925319 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.090707 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.16431 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.0327918 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.20628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,16),-0.814508 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.595126 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0335367 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.238069 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.204074 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.677493 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0818825 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-1.07595 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.147863 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.310871 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.265796 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.20557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.59618 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.864357 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.898743 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.605745 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.638251 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.662393 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.52045 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.75886 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.522838 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.736687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.208073 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.49699 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.428733 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.224122 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.547329 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.52121 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.459992 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.554592 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-1.1666 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.587848 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.47342 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.713183 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.496879 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.719408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,13),-0.136441 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.799927 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.360326 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-1.02907 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.321959 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.0758368 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.421198 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.399627 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.326372 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.642682 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.739385 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.335329 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.954079 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.6002 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.275845 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.558727 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.534572 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.35943 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.381473 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.466047 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-1.13119 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.415783 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.391641 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.309985 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.656321 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.783216 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.750517 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.678798 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.69458 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.626306 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.546308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,16),-0.324261 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.283722 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.183114 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.314188 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.291332 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.73837 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.579352 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.861553 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.725621 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.712902 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.642531 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.677391 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.623464 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.429127 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.229482 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.105375 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.249653 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.154723 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.0438976 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.165834 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.147526 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.152771 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.165232 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.353036 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.293373 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.219989 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.114588 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.135458 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.208749 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.03299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,16),-0.341612 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.0601155 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.179204 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.0332273 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.197904 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.0285362 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.12864 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.129926 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.0328693 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.00724662 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.337542 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.466134 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.0996525 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.155487 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.0963261 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.18897 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0532316 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.0810705 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.0318091 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.0436121 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.111502 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.06477 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.98077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,16),-0.32571 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.791584 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.471436 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-1.01829 # DEPENDENCYPART_GRANDPAR
(13,6),(6,23),-0.998594 # DEPENDENCYPART_GRANDPAR
(13,6),(6,25),-0.710634 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.0739314 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.139597 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.0872541 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.17867 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.0492569 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.223325 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.159209 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.0418692 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.0688658 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.102939 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0706491 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.977821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,16),-0.323596 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.798524 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.468055 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-1.02523 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-1.00553 # DEPENDENCYPART_GRANDPAR
(13,8),(8,25),-0.708267 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.0270788 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.0789358 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.0052694 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.163333 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.034074 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.183011 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.14199 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.0850788 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0897747 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.0797159 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,16),-0.399901 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.848938 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.482832 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0906586 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.0815295 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.0271902 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.02008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,16),-0.312807 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.816152 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.448366 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.00695273 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.02638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,16),-0.308183 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.538781 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.49907 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.669959 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.573838 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.558891 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.470621 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.528259 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.525667 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.555036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.00290325 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.033605 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.307034 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.257658 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.0381904 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.499386 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.482805 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.32692 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.495072 # DEPENDENCYPART_GRANDPAR
(13,18),(18,14),0.102794 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.00996173 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.204486 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.257618 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.0143213 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.461073 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.441897 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.312017 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.318161 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.151115 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.343398 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.512924 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.493773 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.338306 # DEPENDENCYPART_GRANDPAR
(13,22),(22,14),0.0681434 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),-0.0107602 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.231806 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.290137 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.139724 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),0.0688695 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.21228 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.457602 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.331899 # DEPENDENCYPART_GRANDPAR
(13,23),(23,14),0.0676478 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),-0.232303 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),-0.28605 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),0.0725559 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.214318 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.512756 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.154757 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.329426 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.398066 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.577223 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.912483 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.821387 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.390542 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.745166 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.345363 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-0.994148 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.89633 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.745155 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.560108 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-1.05519 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.310314 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.486502 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.51225 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-1.01275 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.777937 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.313188 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),-0.149893 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-1.88757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,1),-0.680081 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.688551 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.500037 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-1.18759 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.939944 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.278441 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.936768 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),-0.236998 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-1.92257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,1),-0.613784 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.458734 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.343471 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.378953 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.959099 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.727318 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.538858 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.440312 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.191642 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.355846 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.808746 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.459986 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.569565 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.178293 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.615126 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.98324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,20),-0.572707 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.538493 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.469296 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.386633 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.421968 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.442049 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.305354 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.839972 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.408632 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.880091 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.362523 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.216606 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.75601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,18),0.212696 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),-0.367812 # DEPENDENCYPART_GRANDPAR
(16,6),(6,22),-0.310928 # DEPENDENCYPART_GRANDPAR
(16,6),(6,23),-0.658821 # DEPENDENCYPART_GRANDPAR
(16,6),(6,25),-0.38015 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.492246 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.439471 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.361047 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.396117 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.425822 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.921851 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.756534 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.401328 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-1.00037 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.866347 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.351815 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.220482 # DEPENDENCYPART_GRANDPAR
