# _root_ Το ζητούμενο δεν είναι μόνον ποιος θα επιτύχει τα περισσότερα , η Επιτροπή ή το Συμβούλιο η εμείς ως Κοινοβούλιο , όχι !
#goldHeads=2,4,4,21,4,11,8,4,10,8,8,13,17,17,16,17,11,17,18,19,0,21,21,
#predictedHeads=2,4,4,0,4,8,8,4,10,8,14,13,14,8,16,14,16,21,18,19,22,0,0,
(19,21),(21,23),-0.0284247 # DEPENDENCYPART_GRANDPAR
(19,23),(23,2),-0.587009 # DEPENDENCYPART_GRANDPAR
(19,23),(23,4),-0.572285 # DEPENDENCYPART_GRANDPAR
(19,23),(23,8),-0.426618 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.598507 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.550756 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.384591 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.0703672 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.947418 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.48652 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.369642 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.251964 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.25894 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.488907 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),-0.813102 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),-0.119849 # DEPENDENCYPART_GRANDPAR
(20,4),(4,13),-0.816061 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),-0.315277 # DEPENDENCYPART_GRANDPAR
(20,4),(4,16),-0.598082 # DEPENDENCYPART_GRANDPAR
(20,4),(4,19),0.235925 # DEPENDENCYPART_GRANDPAR
(20,4),(4,20),-1.22823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,4),(4,21),-0.342147 # DEPENDENCYPART_GRANDPAR
(20,4),(4,23),-0.541272 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.487606 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.927824 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.173867 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.607627 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.355954 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.624601 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.821405 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.191201 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.819535 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),-0.296606 # DEPENDENCYPART_GRANDPAR
(20,8),(8,16),-0.602932 # DEPENDENCYPART_GRANDPAR
(20,8),(8,19),0.276367 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-1.2392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,21),-0.333507 # DEPENDENCYPART_GRANDPAR
(20,8),(8,23),-0.537139 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.341693 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.68501 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.863119 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.33239 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.846334 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.268366 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.734501 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.539956 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.1766 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.36027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,2),-0.537626 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.882927 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.202602 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.573527 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.551991 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.591354 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.266037 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.738111 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.581057 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.788038 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.534239 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.241575 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.30512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.416535 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.584839 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.337902 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.675535 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.876898 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.829412 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.826813 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.36659 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.768124 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.69805 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.181689 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.36023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.446128 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.61718 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.21847 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.188965 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.2556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,4),-1.01665 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.283019 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.713012 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.35334 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.569608 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.29814 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.361036 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.679271 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.26507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.403207 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.573632 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-1.27074 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-1.41299 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-1.11726 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.73353 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-1.31221 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.775163 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.10439 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-1.25867 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.197134 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.729155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,23),-0.125518 # DEPENDENCYPART_GRANDPAR
(20,23),(23,2),-1.2615 # DEPENDENCYPART_GRANDPAR
(20,23),(23,4),-1.4034 # DEPENDENCYPART_GRANDPAR
(20,23),(23,8),-1.10863 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-1.09492 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-1.26534 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.758361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.0814907 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.310215 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),0.175492 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),0.0324045 # DEPENDENCYPART_GRANDPAR
(21,2),(2,8),0.155751 # DEPENDENCYPART_GRANDPAR
(21,2),(2,11),-0.099669 # DEPENDENCYPART_GRANDPAR
(21,2),(2,14),0.134297 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.391484 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),0.331847 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),0.570805 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.0143386 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),0.285703 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),0.0587526 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),-0.306834 # DEPENDENCYPART_GRANDPAR
(21,4),(4,11),-0.00882811 # DEPENDENCYPART_GRANDPAR
(21,4),(4,13),-0.0416917 # DEPENDENCYPART_GRANDPAR
(21,4),(4,14),0.0390744 # DEPENDENCYPART_GRANDPAR
(21,4),(4,16),-0.00742733 # DEPENDENCYPART_GRANDPAR
(21,4),(4,19),-0.100601 # DEPENDENCYPART_GRANDPAR
(21,4),(4,20),0.130931 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-0.993004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,4),(4,23),-0.414548 # DEPENDENCYPART_GRANDPAR
(21,8),(8,2),0.241966 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),-0.0874249 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),0.00882417 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.404343 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),0.279525 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.364111 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),-0.312006 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),-0.0528721 # DEPENDENCYPART_GRANDPAR
(21,8),(8,13),-0.0529464 # DEPENDENCYPART_GRANDPAR
(21,8),(8,14),0.0585768 # DEPENDENCYPART_GRANDPAR
(21,8),(8,16),-0.0199049 # DEPENDENCYPART_GRANDPAR
(21,8),(8,19),-0.0589579 # DEPENDENCYPART_GRANDPAR
(21,8),(8,20),0.117326 # DEPENDENCYPART_GRANDPAR
(21,8),(8,21),-0.985339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,8),(8,23),-0.411501 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),0.0737088 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.27547 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.0790093 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.26782 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.369134 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.195665 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.0228861 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.167805 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),-0.155821 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),-0.0273659 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-1.03961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,23),-0.434456 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),0.00981438 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.287595 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.267523 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.162902 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.0239893 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),0.130691 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.120431 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),0.0567364 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),-0.0930525 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),0.194309 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),0.26888 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.0472171 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),0.0539903 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.0485054 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.298499 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.262642 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.109537 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.081885 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.0812751 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.212438 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),0.0395747 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.034578 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),0.166697 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.03668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,23),-0.430746 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),0.0207685 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.266917 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.273977 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),0.00484656 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),0.0652498 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),0.0600695 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.0152255 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.0226087 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.0846262 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.207729 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.02931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,23),-0.426055 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.0108048 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.142236 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.113472 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.0263834 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.11839 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.205348 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),0.0618899 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),0.0404343 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.0956903 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.0238093 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.126779 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.03281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,23),-0.42901 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),-0.0445968 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),-0.0462494 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),0.000951205 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),0.0526804 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),0.0553758 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.0132174 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.087692 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.141131 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.149578 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.0469415 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.02927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,23),-0.426017 # DEPENDENCYPART_GRANDPAR
(21,23),(23,2),-0.315246 # DEPENDENCYPART_GRANDPAR
(21,23),(23,4),-0.431392 # DEPENDENCYPART_GRANDPAR
(21,23),(23,8),-0.446803 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.458919 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.534836 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.331292 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.618736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,2),-0.104985 # DEPENDENCYPART_GRANDPAR
(22,21),(21,4),-0.257188 # DEPENDENCYPART_GRANDPAR
(22,21),(21,8),-0.218111 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.06213 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.0616676 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.0269459 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.0432172 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.131514 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.0505447 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.0491853 # DEPENDENCYPART_GRANDPAR
(22,21),(21,23),-0.10973 # DEPENDENCYPART_GRANDPAR
(22,23),(23,2),-0.495552 # DEPENDENCYPART_GRANDPAR
(22,23),(23,4),-0.547889 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-0.524723 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.430408 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.486389 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.338162 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.283543 # DEPENDENCYPART_GRANDPAR
(23,2),(2,1),-0.674828 # DEPENDENCYPART_GRANDPAR
(23,2),(2,4),-0.260557 # DEPENDENCYPART_GRANDPAR
(23,2),(2,5),-0.405119 # DEPENDENCYPART_GRANDPAR
(23,2),(2,8),-0.264267 # DEPENDENCYPART_GRANDPAR
(23,2),(2,11),-0.35261 # DEPENDENCYPART_GRANDPAR
(23,2),(2,14),-0.24899 # DEPENDENCYPART_GRANDPAR
(23,4),(4,1),-0.715676 # DEPENDENCYPART_GRANDPAR
(23,4),(4,2),-0.209176 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),-0.104374 # DEPENDENCYPART_GRANDPAR
(23,4),(4,5),-0.422308 # DEPENDENCYPART_GRANDPAR
(23,4),(4,7),-0.273597 # DEPENDENCYPART_GRANDPAR
(23,4),(4,8),-0.318533 # DEPENDENCYPART_GRANDPAR
(23,4),(4,10),-0.407251 # DEPENDENCYPART_GRANDPAR
(23,4),(4,11),-0.235592 # DEPENDENCYPART_GRANDPAR
(23,4),(4,13),-0.337903 # DEPENDENCYPART_GRANDPAR
(23,4),(4,14),-0.299149 # DEPENDENCYPART_GRANDPAR
(23,4),(4,16),-0.309482 # DEPENDENCYPART_GRANDPAR
(23,4),(4,19),-0.431997 # DEPENDENCYPART_GRANDPAR
(23,4),(4,20),-0.247539 # DEPENDENCYPART_GRANDPAR
(23,4),(4,21),-0.280784 # DEPENDENCYPART_GRANDPAR
(23,4),(4,23),-1.03982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,8),(8,2),-0.279671 # DEPENDENCYPART_GRANDPAR
(23,8),(8,4),-0.439714 # DEPENDENCYPART_GRANDPAR
(23,8),(8,5),-0.377165 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-0.586739 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.339107 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.62982 # DEPENDENCYPART_GRANDPAR
(23,8),(8,10),-0.423189 # DEPENDENCYPART_GRANDPAR
(23,8),(8,11),-0.291098 # DEPENDENCYPART_GRANDPAR
(23,8),(8,13),-0.354533 # DEPENDENCYPART_GRANDPAR
(23,8),(8,14),-0.289785 # DEPENDENCYPART_GRANDPAR
(23,8),(8,16),-0.327336 # DEPENDENCYPART_GRANDPAR
(23,8),(8,19),-0.396322 # DEPENDENCYPART_GRANDPAR
(23,8),(8,20),-0.26652 # DEPENDENCYPART_GRANDPAR
(23,8),(8,21),-0.33629 # DEPENDENCYPART_GRANDPAR
(23,8),(8,23),-1.03758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,5),-0.415396 # DEPENDENCYPART_GRANDPAR
(23,16),(16,9),-0.561989 # DEPENDENCYPART_GRANDPAR
(23,16),(16,10),-0.401427 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.404576 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.355718 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.308173 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.34857 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.452793 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),-0.444101 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),-0.200148 # DEPENDENCYPART_GRANDPAR
(23,16),(16,21),-0.398143 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-1.06436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,19),-0.363154 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.258469 # DEPENDENCYPART_GRANDPAR
(23,20),(20,4),-0.429041 # DEPENDENCYPART_GRANDPAR
(23,20),(20,8),-0.420831 # DEPENDENCYPART_GRANDPAR
(23,20),(20,12),-0.403648 # DEPENDENCYPART_GRANDPAR
(23,20),(20,13),-0.364858 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),-0.309391 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.341739 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.336746 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.322402 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.487973 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.400818 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.401794 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.06434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,2),-0.459095 # DEPENDENCYPART_GRANDPAR
(23,21),(21,4),-0.620851 # DEPENDENCYPART_GRANDPAR
(23,21),(21,8),-0.603363 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),-0.428359 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-0.457559 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-0.376567 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.428911 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.564815 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.487205 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.37404 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.06796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
