# _root_ Αποτελεί έναν από τους αγαπημένους προορισμούς των Κερκυραίων , καθώς συνδυάζει αστείρευτη φυσική ομορφιά με τη μαγεία της θάλασσας , ενώ απέχει ελάχιστα από την πόλη .
#goldHeads=21,1,2,6,6,3,8,6,10,1,10,14,14,11,11,17,15,19,17,21,0,21,22,22,26,24,0,
#predictedHeads=21,1,2,6,6,3,8,6,11,11,21,14,14,11,11,17,15,19,17,21,0,21,22,22,26,24,0,
(22,5),(22,20),-0.00230779 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0302445 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.0209655 # DEPENDENCYPART_SIBL
(22,5),(22,24),-0.0212933 # DEPENDENCYPART_SIBL
(22,5),(22,26),0.00404293 # DEPENDENCYPART_SIBL
(22,5),(22,27),-0.0410685 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.182493 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.0410547 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.0198131 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.0235615 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.0590467 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.0591219 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.182524 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.0632005 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.182493 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.088303 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.182493 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.0410547 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.0419485 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.00531671 # DEPENDENCYPART_SIBL
(22,6),(22,24),0.0423401 # DEPENDENCYPART_SIBL
(22,6),(22,26),-0.00768534 # DEPENDENCYPART_SIBL
(22,6),(22,27),-0.0148237 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.0401423 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0198131 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.0235615 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.0590467 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.0591219 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.181397 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0632005 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.181366 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.088303 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.181366 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0401423 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.0419485 # DEPENDENCYPART_SIBL
(22,8),(22,23),0.00531671 # DEPENDENCYPART_SIBL
(22,8),(22,24),0.0435627 # DEPENDENCYPART_SIBL
(22,8),(22,26),-0.00510111 # DEPENDENCYPART_SIBL
(22,8),(22,27),-0.0148236 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.00300399 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.00339296 # DEPENDENCYPART_SIBL
(22,9),(22,12),0.00502159 # DEPENDENCYPART_SIBL
(22,9),(22,13),0.00475517 # DEPENDENCYPART_SIBL
(22,9),(22,14),0.00335943 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.00436454 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.00336588 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.028539 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.00336588 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.0106972 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.011585 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.0218755 # DEPENDENCYPART_SIBL
(22,9),(22,24),0.000934245 # DEPENDENCYPART_SIBL
(22,9),(22,26),0.00958041 # DEPENDENCYPART_SIBL
(22,9),(22,27),-0.0661995 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0324575 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0386877 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.0386877 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.00838914 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0471824 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.00838914 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0481268 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.00838914 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0161019 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0120801 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0399035 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.0665837 # DEPENDENCYPART_SIBL
(22,10),(22,26),-0.0525398 # DEPENDENCYPART_SIBL
(22,10),(22,27),-0.0726069 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0621629 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0621629 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.0734873 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.0334745 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0734873 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.0647319 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0734873 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.00752377 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0348275 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.00355849 # DEPENDENCYPART_SIBL
(22,11),(22,24),0.017293 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.0134144 # DEPENDENCYPART_SIBL
(22,11),(22,27),-0.0376651 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0232245 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0558568 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.0371925 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0555157 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.037436 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0555157 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.00230779 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0302445 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0209655 # DEPENDENCYPART_SIBL
(22,12),(22,24),-0.0212933 # DEPENDENCYPART_SIBL
(22,12),(22,26),0.00404293 # DEPENDENCYPART_SIBL
(22,12),(22,27),-0.0410685 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0558568 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0371925 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0555157 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.037436 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0555157 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.00230779 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0302445 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0209655 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0212933 # DEPENDENCYPART_SIBL
(22,13),(22,26),0.00404293 # DEPENDENCYPART_SIBL
(22,13),(22,27),-0.0410702 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0632005 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.181397 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.088303 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.181397 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0401423 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0419491 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.00531671 # DEPENDENCYPART_SIBL
(22,14),(22,24),0.0435627 # DEPENDENCYPART_SIBL
(22,14),(22,26),-0.00533026 # DEPENDENCYPART_SIBL
(22,14),(22,27),-0.0148236 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.000373065 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0586556 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.000373065 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0444334 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.017864 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.014272 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0398675 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.010366 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.0517613 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.088303 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.181366 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0401423 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0419485 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.00531507 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0435592 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.00510492 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.0148246 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.00146691 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0185703 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0319917 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0288533 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0587738 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.019406 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.0946984 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0401423 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0419485 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.00531671 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0435627 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.00510111 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.0148236 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.011585 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0218755 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.000934245 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.00958041 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.0661995 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.00357633 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.000915777 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0200945 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0409967 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0489325 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.0113012 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0320447 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0332227 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.14391 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.0763015 # DEPENDENCYPART_SIBL
(23,1),(23,3),0.030224 # DEPENDENCYPART_SIBL
(23,1),(23,17),-0.0112752 # DEPENDENCYPART_SIBL
(23,1),(23,19),-0.0112752 # DEPENDENCYPART_SIBL
(23,1),(23,20),0.160785 # DEPENDENCYPART_SIBL
(23,1),(23,24),0.00206713 # DEPENDENCYPART_SIBL
(23,1),(23,26),-0.0142351 # DEPENDENCYPART_SIBL
(23,1),(23,27),0.00576607 # DEPENDENCYPART_SIBL
(23,3),(23,17),0.00654145 # DEPENDENCYPART_SIBL
(23,3),(23,19),0.00654145 # DEPENDENCYPART_SIBL
(23,3),(23,20),0.119365 # DEPENDENCYPART_SIBL
(23,3),(23,24),0.0883729 # DEPENDENCYPART_SIBL
(23,3),(23,26),-0.0642208 # DEPENDENCYPART_SIBL
(23,3),(23,27),-0.0221427 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0066366 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.166136 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0146551 # DEPENDENCYPART_SIBL
(23,17),(23,26),0.0102623 # DEPENDENCYPART_SIBL
(23,17),(23,27),0.00628672 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.166136 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0146485 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.0102671 # DEPENDENCYPART_SIBL
(23,19),(23,27),0.00628886 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0887525 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.0134366 # DEPENDENCYPART_SIBL
(23,20),(23,27),0.153061 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.000159139 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.033714 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0395877 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0297772 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.055096 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.00225818 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.119185 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0404689 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.171611 # DEPENDENCYPART_SIBL
(26,18),(26,23),0.10823 # DEPENDENCYPART_SIBL
(26,18),(26,24),0.0556158 # DEPENDENCYPART_SIBL
(26,18),(26,25),-0.412381 # DEPENDENCYPART_SIBL
(26,18),(26,27),-0.054764 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0241742 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.109404 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.0123275 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.163763 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.049963 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0619689 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.0133162 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0122775 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.155316 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.139038 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0721914 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.10485 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.0636094 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.364575 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.336932 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.148183 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.105916 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),0.904996 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),-0.385277 # DEPENDENCYPART_GRANDPAR
(0,1),(1,27),0.0299401 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.881939 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.471231 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.375409 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.26778 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.299617 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.080185 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.175301 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.405047 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.475655 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.163288 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.863164 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.120852 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.267219 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.256175 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.193249 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.530856 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.225914 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.0169107 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.0808834 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.198023 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.268602 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.0294647 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.148183 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.350539 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.268037 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.105916 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),0.904996 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),0.275676 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),-0.385277 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),-0.392604 # DEPENDENCYPART_GRANDPAR
(0,11),(11,26),-0.106847 # DEPENDENCYPART_GRANDPAR
(0,11),(11,27),0.0299401 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.881939 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),-0.26778 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.434394 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.505815 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.166796 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.574395 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.545288 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.462803 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.71367 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),0.114045 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.602112 # DEPENDENCYPART_GRANDPAR
(0,20),(20,26),-0.314872 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),1.06936 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),-0.367535 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.349807 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),-0.222983 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.253897 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),0.0963909 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),0.0118066 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.576205 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.408792 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.481858 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.121676 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.467589 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.687892 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.499568 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.864139 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.417084 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),0.0540843 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),0.446822 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.580182 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.589302 # DEPENDENCYPART_GRANDPAR
(0,21),(21,26),-0.401913 # DEPENDENCYPART_GRANDPAR
(0,21),(21,27),0.00152708 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.863164 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),-0.267219 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),-0.256175 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),-0.193249 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-0.225914 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),0.0169107 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.0808834 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),0.370012 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.31516 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.386548 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.0944772 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.437281 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.471586 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.795967 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.3891 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.0253959 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),0.674977 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.383517 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.386411 # DEPENDENCYPART_GRANDPAR
(0,22),(22,26),-0.105087 # DEPENDENCYPART_GRANDPAR
(0,22),(22,27),0.0317 # DEPENDENCYPART_GRANDPAR
(0,27),(27,24),-0.875957 # DEPENDENCYPART_GRANDPAR
(0,27),(27,26),-0.55539 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.370967 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.253331 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.10464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.635578 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.262508 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.161812 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.119422 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.366944 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.305967 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.129159 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.521941 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.213024 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.0169981 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.468053 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.861854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,3),0.466541 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.196418 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0649236 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.750587 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.329839 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.224364 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.138435 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.0975839 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.213382 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.224955 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.268393 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),0.0525778 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-0.315771 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.202245 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.0700997 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.242214 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.745332 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.224935 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),0.138459 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.0975211 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.23258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,3),0.340664 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.391779 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.0328905 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.452876 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.00940719 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.584568 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.407948 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.432883 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.435739 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.04739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,3),0.493029 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.0353727 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.896337 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.451637 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.471587 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.181543 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.366665 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.39157 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.356558 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.265801 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),-0.743203 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.12517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.627184 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.271198 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.327538 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.0702779 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.980964 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.557284 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),0.279692 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.0656633 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.25155 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.276455 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.275424 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.177476 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.468334 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.860542 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),0.128801 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),0.0102151 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-0.881592 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.255942 # DEPENDENCYPART_GRANDPAR
(1,11),(11,24),-0.225218 # DEPENDENCYPART_GRANDPAR
(1,11),(11,26),-0.8112 # DEPENDENCYPART_GRANDPAR
(1,11),(11,27),-0.433736 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.324468 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.851311 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.421593 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.813826 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),0.140164 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.0873644 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.871208 # DEPENDENCYPART_GRANDPAR
(1,20),(20,1),-1.23258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,20),(20,6),0.0328905 # DEPENDENCYPART_GRANDPAR
(1,20),(20,12),-0.543332 # DEPENDENCYPART_GRANDPAR
