# _root_ Τα τελευταία χρόνια , η δημιουργία Συνεδριακού Κέντρου , δυναμικότητας 1000 συνέδρων έδωσε σημαντική ώθηση στην τουριστική ανάπτυξη της περιοχής .
#goldHeads=3,3,13,13,6,13,8,6,13,8,12,10,0,15,13,13,18,16,20,18,0,
#predictedHeads=3,3,4,13,6,13,8,6,13,8,12,10,0,15,13,13,18,16,20,18,0,
(9,16),(16,18),-0.090881 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.190141 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.269613 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.125165 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.146105 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.121867 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.111887 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.153285 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.167992 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.246094 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.66704 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.691087 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.956518 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.218065 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.340755 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.586807 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.0367514 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.0106784 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.0259329 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.264371 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.958356 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.877189 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.635575 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.610163 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.00952055 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.0368463 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.0900291 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.12812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,13),-0.876729 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.973276 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.687202 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.958756 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.665374 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.267461 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.385422 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.0210792 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.0104673 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.0221234 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.21295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.26437 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.448081 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.958333 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-1.05671 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.770823 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.57419 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.300719 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.383385 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.558582 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0433268 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.036143 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.14775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-0.382877 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.872243 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.686418 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.68465 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.959383 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.665759 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.266784 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.382869 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.653155 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0597723 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0249325 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.21294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.264375 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.448069 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.958338 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.770805 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.877189 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.635575 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.257686 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.620043 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0222545 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0519578 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.12812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.155783 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.363256 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.876729 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.973276 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.690554 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-1.18459 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.416478 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.651589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.127573 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.481317 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.727114 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.877422 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.24176 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.598133 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.668582 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.483116 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.555884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.277825 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.473665 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.552263 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.475968 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.371894 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.634781 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.681555 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.57483 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.4116 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.12984 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.613751 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.12189 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.513438 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.548717 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.369753 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.614732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.21822 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.150137 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.361268 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.170521 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.0990721 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.442558 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.378916 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.275168 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.335237 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.177135 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.374328 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.29286 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.649833 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.583651 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.477646 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.877422 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.555901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,12),0.208968 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.216348 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.467946 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.371439 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.634939 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.681569 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.574844 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.628806 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.523672 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.475992 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.379159 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.454605 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.447372 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.397273 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.150848 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.531964 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.301314 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.5659 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.441993 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.466121 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.397347 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.550819 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.610661 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.135439 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.443588 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.444261 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.424895 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.350518 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.413001 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.338419 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.383176 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.13042 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.10597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.461396 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.472079 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.676901 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.787987 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.984057 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.586724 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.411929 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.373653 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.54641 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.402964 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.338429 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.374931 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.317209 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.1284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.474017 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.480896 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.712928 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.911935 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.798068 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.99668 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.03323 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.757992 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.01086 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.814718 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.78362 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.784845 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.701548 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.614472 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.629724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0124039 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.268946 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.500134 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.40864 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.398942 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.582541 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.617578 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.01086 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.614473 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.0910988 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0973811 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.165974 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.408182 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.399096 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.582553 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.61759 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.908503 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.543071 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.785541 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.230402 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.271581 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.224669 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.184746 # DEPENDENCYPART_GRANDPAR
(12,4),(4,13),-1.03418 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.863151 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.738798 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.99007 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.57287 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.409242 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.7992 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.218843 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.245202 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.292575 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.161356 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.178853 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.19468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-1.11579 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.980533 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.956075 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.481685 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.4425 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.797163 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.73396 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.278062 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.278555 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.191262 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.12948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-1.02969 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.87167 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.736246 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.990697 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.573254 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.408565 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.796648 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.828533 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.299695 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.289766 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.156745 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.181665 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.19467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-1.11579 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.956057 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.908503 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.543071 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.399466 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.795421 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.217668 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.286693 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.184746 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.157811 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.10986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-1.03418 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.863151 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.875806 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-1.19267 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.736378 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.576085 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.409042 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.796779 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.831364 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.298304 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.324546 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.337963 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.1789 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.19467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-1.11579 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.979413 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.980516 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.956052 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-1.27748 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-1.18555 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.362632 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.240919 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.07632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,15),-0.862166 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.44291 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.03734 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.755531 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.29727 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.75336 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.783452 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.684452 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.696692 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.323062 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.596466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.251143 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0943448 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.284324 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.51546 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.386995 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.299813 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.328327 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.569468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,15),-0.298152 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.478112 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.722735 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.59173 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.502291 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.2912 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.816557 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.537636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.3738 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.357821 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.556691 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.707841 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.689648 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.599488 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.518681 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.596573 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.484071 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.403803 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.447695 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.355313 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.597796 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.508355 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.337247 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.321097 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.3361 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.604866 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.514145 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.590544 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.435083 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.355996 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.321171 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.62372 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.61874 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.348271 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.436678 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.451686 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.00708088 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.00715775 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.144672 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.0506478 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.347973 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.501446 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.022157 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.376173 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.236296 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.537006 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.0470262 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),0.0423031 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.205937 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-2.05557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,2),-0.711581 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.193571 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.0213635 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.893563 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.173814 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.0236026 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.107019 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.99474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.151971 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.34952 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.515139 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.0317976 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.071951 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.503878 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.573199 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.0368913 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.0240679 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.0976125 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.181555 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.0688841 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-2.05543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,15),-0.0875148 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.753689 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.116481 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.0937474 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.352284 # DEPENDENCYPART_GRANDPAR
