# _root_ Το Κάστρο βρίσκεται πάνω σε ένα γιγαντιαίο βράχο , κρεμασμένο πάνω από το πέλαγος , με πανοραμική θέα και αποτελεί ένα φυσικό φρούριο .
#goldHeads=2,19,19,3,4,8,8,5,10,3,10,11,14,12,10,2,18,16,0,19,23,23,20,0,
#predictedHeads=2,3,0,3,3,8,8,5,3,19,10,11,14,12,10,10,18,16,0,19,23,23,20,0,
(10,11),(11,14),-0.310886 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.168931 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.0341706 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.22938 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.0365019 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.607891 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.332575 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.129434 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.518039 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.194049 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0571506 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.114612 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.0832702 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.241011 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.27695 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.376753 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.138183 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0447026 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-1.00172 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.0802039 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.413466 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.888044 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.78756 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.405593 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.37024 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.736628 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.0706486 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.151221 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.282987 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.150219 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-1.1975 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.292112 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.050444 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.909298 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-1.25018 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.986854 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.159312 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.25814 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.103703 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-1.10847 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.0804586 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.145338 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.633498 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.774772 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.510593 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.161759 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.188727 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.215343 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.592662 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.910085 # DEPENDENCYPART_GRANDPAR
(10,18),(18,11),0.244538 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.373041 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.0711551 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0916437 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.208471 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.9955 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.0191841 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.40984 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-1.05578 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.771125 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-1.9994 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.839515 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.553742 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-1.53018 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.877779 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.476584 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-1.9957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.19015 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.269676 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.736551 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.274385 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0256111 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.180767 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-1.30738 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.197144 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.734589 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-1.17136 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.777436 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.570621 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-1.62644 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-0.610597 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.259171 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-1.25352 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.538601 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-2.03989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),0.113742 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.0682368 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.39411 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.107247 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.0424362 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-1.27996 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.315918 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.0392508 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-1.11004 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.798033 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.497814 # DEPENDENCYPART_GRANDPAR
(10,23),(23,13),-0.375739 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),0.202596 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),-1.00525 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),0.00756329 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.519189 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-1.04999 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.472542 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-1.35394 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.962405 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.435062 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.203867 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.286162 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.342666 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.150617 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.221092 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.289447 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.0462697 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.16544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.349521 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.442926 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.49551 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.638598 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),-0.393467 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.596778 # DEPENDENCYPART_GRANDPAR
(11,3),(3,23),-0.978908 # DEPENDENCYPART_GRANDPAR
(11,3),(3,24),-0.71706 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.500919 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.324168 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.28216 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.129332 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.249388 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.273923 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.06647 # DEPENDENCYPART_GRANDPAR
(11,4),(4,12),-0.368265 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.264813 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.225408 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.448165 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.140845 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.158046 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.362355 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.0833546 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.14552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,19),-0.396288 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.419204 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.244903 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.238617 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.367058 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.418688 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.147676 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.377743 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0500712 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.16181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,2),-0.414698 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.47904 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.363627 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.430173 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.23882 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.346894 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.128361 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.181662 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.244278 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.170017 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.177002 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0607984 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.112236 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.296255 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.16538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.34951 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.440829 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.495504 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.638583 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.772141 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.791139 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.392587 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.596759 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.97681 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-0.717054 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.679328 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.795298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0665089 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.145222 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.122886 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.205311 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),0.0912845 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.782692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.0197205 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.148003 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.195736 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.239955 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.342478 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.390661 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.181416 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.781086 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.708135 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.759791 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.591309 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.715298 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.78241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.0275246 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0419322 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.343504 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.432747 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.490455 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.0611386 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.413993 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.460663 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.676395 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.0532186 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0043313 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.218667 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.234834 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.226002 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.0806454 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.179771 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.411592 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.32636 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.782888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,13),-0.148013 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.00454841 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.263532 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.224095 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.35649 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.0425895 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.181571 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.375105 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.576565 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.757376 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.69908 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.774527 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.621004 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.722533 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.706846 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.63366 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.754939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.023422 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.268204 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.00369387 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.117277 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.235844 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.429562 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.348631 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.244702 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.354655 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.514249 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.450868 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-0.658939 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-0.701276 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.73988 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-0.578313 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.647606 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.53534 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.744808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),0.00590721 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.00725234 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.203905 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.279393 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.356647 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.345593 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.0374589 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.291703 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.412678 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.354685 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.330459 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.445042 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.210862 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.310627 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.401791 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.281344 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.217879 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.377968 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.212764 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.293922 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.327563 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.280941 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.259706 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.977648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.0366955 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.401025 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.581587 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.465906 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.535619 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.751488 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.481623 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.527749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.883482 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0176314 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-7.12349e-05 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.154807 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.017928 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.216792 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.83971 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.79637 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.749691 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.849369 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.790623 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.448786 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.613868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,14),0.426485 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.140675 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.216407 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.00742918 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.124123 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.419897 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.669423 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.352776 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.481541 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.883472 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.59951 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.0778632 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.0782939 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.060476 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.132078 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.217101 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.612687 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.342394 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.843533 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.631074 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.758994 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.878604 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.793482 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.589722 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.727277 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.444969 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.674302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.574882 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.415536 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.166689 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.249217 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.3782 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.0159679 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.316065 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.561008 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.0138822 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.290958 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-1.1201 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.340241 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.399108 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.622758 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.539777 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0455676 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.111792 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.27475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.207034 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.369187 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.721652 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.413135 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.733355 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.559003 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.201969 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.48803 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.2895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.194864 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.7364 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.420974 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.22333 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-1.51976 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.856664 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.26971 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.2341 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.56987 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.641224 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.742873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0230665 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.230673 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.204494 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.02637 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.47385 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.533453 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.464227 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.664113 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.793748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.184863 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.178216 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0375364 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.0901923 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.354367 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.296841 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.235673 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.74933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
