# _root_ Πρότεινα να ξεκινήσει ο Πρόεδρός μας , παράλληλα με τις εργασίες της Συνέλευσης και σε συνεργασία με τα εθνικά κοινοβούλια , εκστρατεία με θέμα " Ας μιλήσουμε ανοιχτά " .
#goldHeads=0,3,1,5,3,5,14,14,8,11,9,13,11,3,14,15,16,20,20,17,14,3,22,23,27,27,24,27,27,0,
#predictedHeads=0,3,1,5,3,5,8,3,8,11,9,13,11,3,14,15,16,20,20,17,3,21,22,23,27,27,24,27,27,0,
(27,9),(27,23),-0.0634852 # DEPENDENCYPART_SIBL
(27,9),(27,24),-0.00685135 # DEPENDENCYPART_SIBL
(27,9),(27,25),-0.0195195 # DEPENDENCYPART_SIBL
(27,9),(27,26),0.0305159 # DEPENDENCYPART_SIBL
(27,9),(27,28),-0.0171734 # DEPENDENCYPART_SIBL
(27,9),(27,29),-0.0341462 # DEPENDENCYPART_SIBL
(27,9),(27,30),-0.0560763 # DEPENDENCYPART_SIBL
(27,11),(27,13),-0.181592 # DEPENDENCYPART_SIBL
(27,11),(27,14),-0.042603 # DEPENDENCYPART_SIBL
(27,11),(27,15),-0.0229051 # DEPENDENCYPART_SIBL
(27,11),(27,16),-0.181894 # DEPENDENCYPART_SIBL
(27,11),(27,17),-0.0654216 # DEPENDENCYPART_SIBL
(27,11),(27,19),-0.0592592 # DEPENDENCYPART_SIBL
(27,11),(27,20),-0.181592 # DEPENDENCYPART_SIBL
(27,11),(27,21),-0.0351029 # DEPENDENCYPART_SIBL
(27,11),(27,22),-0.181592 # DEPENDENCYPART_SIBL
(27,11),(27,23),-0.0654216 # DEPENDENCYPART_SIBL
(27,11),(27,24),-0.183059 # DEPENDENCYPART_SIBL
(27,11),(27,25),-0.076876 # DEPENDENCYPART_SIBL
(27,11),(27,26),0.0200992 # DEPENDENCYPART_SIBL
(27,11),(27,28),-0.00849094 # DEPENDENCYPART_SIBL
(27,11),(27,29),-0.00222404 # DEPENDENCYPART_SIBL
(27,11),(27,30),-0.0233332 # DEPENDENCYPART_SIBL
(27,13),(27,14),-0.0426019 # DEPENDENCYPART_SIBL
(27,13),(27,15),-0.0229039 # DEPENDENCYPART_SIBL
(27,13),(27,16),-0.181878 # DEPENDENCYPART_SIBL
(27,13),(27,17),-0.0654204 # DEPENDENCYPART_SIBL
(27,13),(27,19),-0.0597486 # DEPENDENCYPART_SIBL
(27,13),(27,20),-0.181576 # DEPENDENCYPART_SIBL
(27,13),(27,21),-0.0431306 # DEPENDENCYPART_SIBL
(27,13),(27,22),-0.181576 # DEPENDENCYPART_SIBL
(27,13),(27,23),-0.0654204 # DEPENDENCYPART_SIBL
(27,13),(27,24),-0.183043 # DEPENDENCYPART_SIBL
(27,13),(27,25),-0.0808893 # DEPENDENCYPART_SIBL
(27,13),(27,26),0.0201004 # DEPENDENCYPART_SIBL
(27,13),(27,28),0.000486248 # DEPENDENCYPART_SIBL
(27,13),(27,29),0.00424348 # DEPENDENCYPART_SIBL
(27,13),(27,30),-0.0168657 # DEPENDENCYPART_SIBL
(27,14),(27,15),-0.0213604 # DEPENDENCYPART_SIBL
(27,14),(27,16),-0.0576153 # DEPENDENCYPART_SIBL
(27,14),(27,17),-0.0536865 # DEPENDENCYPART_SIBL
(27,14),(27,19),-0.0620861 # DEPENDENCYPART_SIBL
(27,14),(27,20),-0.0573391 # DEPENDENCYPART_SIBL
(27,14),(27,21),-0.00935594 # DEPENDENCYPART_SIBL
(27,14),(27,22),-0.0573391 # DEPENDENCYPART_SIBL
(27,14),(27,23),-0.0536865 # DEPENDENCYPART_SIBL
(27,14),(27,24),-0.0588157 # DEPENDENCYPART_SIBL
(27,14),(27,25),-0.0568899 # DEPENDENCYPART_SIBL
(27,14),(27,26),-0.00891753 # DEPENDENCYPART_SIBL
(27,14),(27,28),0.025929 # DEPENDENCYPART_SIBL
(27,14),(27,29),0.0131181 # DEPENDENCYPART_SIBL
(27,14),(27,30),-0.0313481 # DEPENDENCYPART_SIBL
(27,15),(27,16),-0.018012 # DEPENDENCYPART_SIBL
(27,15),(27,17),-0.0756576 # DEPENDENCYPART_SIBL
(27,15),(27,19),-0.0272317 # DEPENDENCYPART_SIBL
(27,15),(27,20),-0.0173354 # DEPENDENCYPART_SIBL
(27,15),(27,21),0.0292724 # DEPENDENCYPART_SIBL
(27,15),(27,22),-0.0173354 # DEPENDENCYPART_SIBL
(27,15),(27,23),-0.0756576 # DEPENDENCYPART_SIBL
(27,15),(27,24),-0.0190827 # DEPENDENCYPART_SIBL
(27,15),(27,25),-0.0215278 # DEPENDENCYPART_SIBL
(27,15),(27,26),0.0147972 # DEPENDENCYPART_SIBL
(27,15),(27,28),-0.0180028 # DEPENDENCYPART_SIBL
(27,15),(27,29),-0.0383038 # DEPENDENCYPART_SIBL
(27,15),(27,30),-0.0586176 # DEPENDENCYPART_SIBL
(27,16),(27,17),-0.0650569 # DEPENDENCYPART_SIBL
(27,16),(27,19),-0.0587764 # DEPENDENCYPART_SIBL
(27,16),(27,20),-0.181225 # DEPENDENCYPART_SIBL
(27,16),(27,21),-0.0475772 # DEPENDENCYPART_SIBL
(27,16),(27,22),-0.181225 # DEPENDENCYPART_SIBL
(27,16),(27,23),-0.0650569 # DEPENDENCYPART_SIBL
(27,16),(27,24),-0.182692 # DEPENDENCYPART_SIBL
(27,16),(27,25),-0.0828713 # DEPENDENCYPART_SIBL
(27,16),(27,26),0.0238425 # DEPENDENCYPART_SIBL
(27,16),(27,28),-0.000224996 # DEPENDENCYPART_SIBL
(27,16),(27,29),0.00247333 # DEPENDENCYPART_SIBL
(27,16),(27,30),-0.0185898 # DEPENDENCYPART_SIBL
(27,17),(27,19),-0.0227922 # DEPENDENCYPART_SIBL
(27,17),(27,20),-0.00509482 # DEPENDENCYPART_SIBL
(27,17),(27,21),0.0341559 # DEPENDENCYPART_SIBL
(27,17),(27,22),-0.00509482 # DEPENDENCYPART_SIBL
(27,17),(27,23),-0.0634852 # DEPENDENCYPART_SIBL
(27,17),(27,24),-0.00685135 # DEPENDENCYPART_SIBL
(27,17),(27,25),-0.0195195 # DEPENDENCYPART_SIBL
(27,17),(27,26),0.0305159 # DEPENDENCYPART_SIBL
(27,17),(27,28),-0.0171734 # DEPENDENCYPART_SIBL
(27,17),(27,29),-0.0341462 # DEPENDENCYPART_SIBL
(27,17),(27,30),-0.0560763 # DEPENDENCYPART_SIBL
(27,19),(27,20),-0.0555164 # DEPENDENCYPART_SIBL
(27,19),(27,21),-0.00508618 # DEPENDENCYPART_SIBL
(27,19),(27,22),-0.0555164 # DEPENDENCYPART_SIBL
(27,19),(27,23),-0.0392025 # DEPENDENCYPART_SIBL
(27,19),(27,24),-0.0569736 # DEPENDENCYPART_SIBL
(27,19),(27,25),-0.0240922 # DEPENDENCYPART_SIBL
(27,19),(27,26),-0.00700307 # DEPENDENCYPART_SIBL
(27,19),(27,28),-0.0209308 # DEPENDENCYPART_SIBL
(27,19),(27,29),-0.0052311 # DEPENDENCYPART_SIBL
(27,19),(27,30),-0.0417706 # DEPENDENCYPART_SIBL
(27,20),(27,21),-0.0431306 # DEPENDENCYPART_SIBL
(27,20),(27,22),-0.181576 # DEPENDENCYPART_SIBL
(27,20),(27,23),-0.0654204 # DEPENDENCYPART_SIBL
(27,20),(27,24),-0.183043 # DEPENDENCYPART_SIBL
(27,20),(27,25),-0.0808893 # DEPENDENCYPART_SIBL
(27,20),(27,26),0.0201004 # DEPENDENCYPART_SIBL
(27,20),(27,28),0.000486248 # DEPENDENCYPART_SIBL
(27,20),(27,29),0.00424348 # DEPENDENCYPART_SIBL
(27,20),(27,30),-0.0168657 # DEPENDENCYPART_SIBL
(27,21),(27,22),-0.0049394 # DEPENDENCYPART_SIBL
(27,21),(27,23),-0.0176115 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.00658263 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.0607625 # DEPENDENCYPART_SIBL
(27,21),(27,26),-0.0431658 # DEPENDENCYPART_SIBL
(27,21),(27,28),-0.0254766 # DEPENDENCYPART_SIBL
(27,21),(27,29),0.00737544 # DEPENDENCYPART_SIBL
(27,21),(27,30),-0.0717679 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.0654204 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.183043 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.0808893 # DEPENDENCYPART_SIBL
(27,22),(27,26),0.0201004 # DEPENDENCYPART_SIBL
(27,22),(27,28),0.000486248 # DEPENDENCYPART_SIBL
(27,22),(27,29),0.00424348 # DEPENDENCYPART_SIBL
(27,22),(27,30),-0.0168657 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.00685135 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.0195195 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.0305159 # DEPENDENCYPART_SIBL
(27,23),(27,28),-0.0171734 # DEPENDENCYPART_SIBL
(27,23),(27,29),-0.0341462 # DEPENDENCYPART_SIBL
(27,23),(27,30),-0.0560763 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.0809333 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.0240726 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.00483766 # DEPENDENCYPART_SIBL
(27,24),(27,29),-0.000854338 # DEPENDENCYPART_SIBL
(27,24),(27,30),-0.0219635 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.060251 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.0111758 # DEPENDENCYPART_SIBL
(27,25),(27,29),0.524889 # DEPENDENCYPART_SIBL
(27,25),(27,30),0.143679 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.0494306 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.0148598 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.0584672 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.0190918 # DEPENDENCYPART_SIBL
(27,28),(27,30),-0.0307712 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.154997 # DEPENDENCYPART_SIBL
(28,1),(28,3),0.0173883 # DEPENDENCYPART_SIBL
(28,1),(28,8),0.0235884 # DEPENDENCYPART_SIBL
(28,1),(28,9),0.027867 # DEPENDENCYPART_SIBL
(28,1),(28,24),-0.0112808 # DEPENDENCYPART_SIBL
(28,1),(28,25),0.0854457 # DEPENDENCYPART_SIBL
(28,1),(28,27),0.0173306 # DEPENDENCYPART_SIBL
(28,1),(28,29),0.00607271 # DEPENDENCYPART_SIBL
(28,1),(28,30),0.00576606 # DEPENDENCYPART_SIBL
(28,3),(28,8),0.0235884 # DEPENDENCYPART_SIBL
(28,3),(28,9),0.027867 # DEPENDENCYPART_SIBL
(28,3),(28,24),-0.0112808 # DEPENDENCYPART_SIBL
(28,3),(28,25),0.0854414 # DEPENDENCYPART_SIBL
(28,3),(28,27),0.0173306 # DEPENDENCYPART_SIBL
(28,3),(28,29),0.00607244 # DEPENDENCYPART_SIBL
(28,3),(28,30),0.00576579 # DEPENDENCYPART_SIBL
(28,8),(28,9),0.00998797 # DEPENDENCYPART_SIBL
(28,8),(28,24),0.0192022 # DEPENDENCYPART_SIBL
(28,8),(28,25),0.019276 # DEPENDENCYPART_SIBL
(28,8),(28,27),0.0302551 # DEPENDENCYPART_SIBL
(28,8),(28,29),-0.0258791 # DEPENDENCYPART_SIBL
(28,8),(28,30),-0.0176116 # DEPENDENCYPART_SIBL
(28,9),(28,24),0.015518 # DEPENDENCYPART_SIBL
(28,9),(28,25),0.0575822 # DEPENDENCYPART_SIBL
(28,9),(28,27),0.050797 # DEPENDENCYPART_SIBL
(28,9),(28,29),-0.0443755 # DEPENDENCYPART_SIBL
(28,9),(28,30),-0.0226178 # DEPENDENCYPART_SIBL
(28,24),(28,25),0.0709558 # DEPENDENCYPART_SIBL
(28,24),(28,27),0.0646537 # DEPENDENCYPART_SIBL
(28,24),(28,29),-0.0132911 # DEPENDENCYPART_SIBL
(28,24),(28,30),0.00549469 # DEPENDENCYPART_SIBL
(28,25),(28,27),0.0619213 # DEPENDENCYPART_SIBL
(28,25),(28,29),0.456662 # DEPENDENCYPART_SIBL
(28,25),(28,30),0.231515 # DEPENDENCYPART_SIBL
(28,27),(28,29),0.00526612 # DEPENDENCYPART_SIBL
(28,27),(28,30),0.00495947 # DEPENDENCYPART_SIBL
(28,29),(28,30),-0.112725 # DEPENDENCYPART_SIBL
(29,1),(29,27),0.0327933 # DEPENDENCYPART_SIBL
(29,1),(29,28),0.00448031 # DEPENDENCYPART_SIBL
(29,1),(29,30),0.00618879 # DEPENDENCYPART_SIBL
(29,27),(29,28),0.00448001 # DEPENDENCYPART_SIBL
(29,27),(29,30),0.00542 # DEPENDENCYPART_SIBL
(29,28),(29,30),-0.00414388 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0523991 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.116518 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0706073 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.109921 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.20866 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.117528 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.18308 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.037812 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.190887 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.114163 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),-0.114849 # DEPENDENCYPART_GRANDPAR
(0,1),(1,25),-0.0283479 # DEPENDENCYPART_GRANDPAR
(0,1),(1,28),-0.474913 # DEPENDENCYPART_GRANDPAR
(0,1),(1,29),-0.0683821 # DEPENDENCYPART_GRANDPAR
(0,1),(1,30),0.091406 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.945244 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.308897 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.619155 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0734817 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.112548 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.209582 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.116594 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.185954 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.294981 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.0270373 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.189953 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.295985 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.113229 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),-0.117477 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),-0.0455206 # DEPENDENCYPART_GRANDPAR
(0,3),(3,25),-0.0309754 # DEPENDENCYPART_GRANDPAR
(0,3),(3,28),-0.473991 # DEPENDENCYPART_GRANDPAR
(0,3),(3,29),-0.0710096 # DEPENDENCYPART_GRANDPAR
(0,3),(3,30),0.088777 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.970671 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.182922 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.272995 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0231827 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.392694 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.390659 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.919614 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.131865 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.330447 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.118014 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.544353 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.577481 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.687594 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.230682 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.632718 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.679558 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.540987 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.429679 # DEPENDENCYPART_GRANDPAR
(0,8),(8,27),-0.319154 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.145009 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.171041 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.839417 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.419673 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.530354 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.241807 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.516708 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.31487 # DEPENDENCYPART_GRANDPAR
(0,27),(27,1),0.951481 # DEPENDENCYPART_GRANDPAR
(0,27),(27,3),0.163648 # DEPENDENCYPART_GRANDPAR
(0,27),(27,5),-0.211861 # DEPENDENCYPART_GRANDPAR
(0,27),(27,7),-0.0298953 # DEPENDENCYPART_GRANDPAR
(0,27),(27,8),-0.0635121 # DEPENDENCYPART_GRANDPAR
(0,27),(27,9),-0.409164 # DEPENDENCYPART_GRANDPAR
(0,27),(27,11),-0.307883 # DEPENDENCYPART_GRANDPAR
(0,27),(27,13),-0.413631 # DEPENDENCYPART_GRANDPAR
(0,27),(27,14),0.0148897 # DEPENDENCYPART_GRANDPAR
(0,27),(27,15),-0.370815 # DEPENDENCYPART_GRANDPAR
(0,27),(27,16),-0.400953 # DEPENDENCYPART_GRANDPAR
(0,27),(27,17),-0.405799 # DEPENDENCYPART_GRANDPAR
(0,27),(27,19),-0.343967 # DEPENDENCYPART_GRANDPAR
(0,27),(27,20),-0.342881 # DEPENDENCYPART_GRANDPAR
(0,27),(27,21),-0.0348236 # DEPENDENCYPART_GRANDPAR
(0,27),(27,22),-0.206392 # DEPENDENCYPART_GRANDPAR
(0,27),(27,23),-0.338091 # DEPENDENCYPART_GRANDPAR
(0,27),(27,24),-0.471833 # DEPENDENCYPART_GRANDPAR
(0,27),(27,25),-0.177338 # DEPENDENCYPART_GRANDPAR
(0,27),(27,26),-0.0976675 # DEPENDENCYPART_GRANDPAR
(0,27),(27,28),-0.473686 # DEPENDENCYPART_GRANDPAR
(0,27),(27,29),-0.0702361 # DEPENDENCYPART_GRANDPAR
(0,27),(27,30),0.089552 # DEPENDENCYPART_GRANDPAR
(0,30),(30,28),-0.89832 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.289388 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.250499 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.50259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),1.56214 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.298299 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.184017 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.0168102 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.181808 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.110831 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.611748 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.915593 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),0.102185 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),0.0502377 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.589257 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.217466 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),0.0086964 # DEPENDENCYPART_GRANDPAR
(1,3),(3,23),-0.17846 # DEPENDENCYPART_GRANDPAR
(1,3),(3,25),-0.00189293 # DEPENDENCYPART_GRANDPAR
(1,3),(3,28),-0.178735 # DEPENDENCYPART_GRANDPAR
(1,3),(3,29),-0.12241 # DEPENDENCYPART_GRANDPAR
(1,3),(3,30),-0.501397 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.23456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),0.3726 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.308976 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.0269374 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.0181808 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.124314 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.200998 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.561713 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.865837 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),0.156511 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.132464 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.307632 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-0.268627 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.6065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,3),0.00165407 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.255993 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.015228 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.307176 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.773633 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.44976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,3),0.158394 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.274602 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.11078 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.235921 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.719884 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-1.02504 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),0.136896 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.12531 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.688149 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.342556 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-0.0572862 # DEPENDENCYPART_GRANDPAR
(1,8),(8,27),0.172579 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.0519239 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.0693252 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.856636 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.562335 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.866708 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),0.0324937 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.51762 # DEPENDENCYPART_GRANDPAR
(1,9),(9,21),0.0214542 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.310937 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.047865 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.0603404 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),0.155953 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),0.0445529 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.671876 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.929807 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.866947 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),0.152073 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.136817 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.527085 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.311984 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.704913 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.272979 # DEPENDENCYPART_GRANDPAR
(1,11),(11,28),-0.23177 # DEPENDENCYPART_GRANDPAR
(1,11),(11,29),-0.147048 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-1.46474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,3),0.150164 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.247309 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),0.130016 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),0.106809 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),0.0238106 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-1.04618 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.667756 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-1.39272 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.978405 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.0120217 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.518366 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.203651 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.974773 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-0.706307 # DEPENDENCYPART_GRANDPAR
(1,14),(14,21),-0.0646276 # DEPENDENCYPART_GRANDPAR
(1,14),(14,22),-0.931207 # DEPENDENCYPART_GRANDPAR
(1,14),(14,23),-0.164645 # DEPENDENCYPART_GRANDPAR
(1,14),(14,24),-0.684795 # DEPENDENCYPART_GRANDPAR
(1,14),(14,25),-0.158621 # DEPENDENCYPART_GRANDPAR
(1,14),(14,27),0.0322004 # DEPENDENCYPART_GRANDPAR
(1,14),(14,29),-0.279138 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.895229 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),0.233573 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.446711 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.312618 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.927891 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.639115 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.864015 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.0817785 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.630176 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.896761 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.964601 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-0.703643 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),0.0214542 # DEPENDENCYPART_GRANDPAR
(1,17),(17,22),-0.928542 # DEPENDENCYPART_GRANDPAR
(1,17),(17,24),-0.671457 # DEPENDENCYPART_GRANDPAR
(1,17),(17,25),-0.0809442 # DEPENDENCYPART_GRANDPAR
(1,17),(17,29),-0.201461 # DEPENDENCYPART_GRANDPAR
(1,21),(21,1),-1.6065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,21),(21,3),0.00165407 # DEPENDENCYPART_GRANDPAR
(1,21),(21,5),-0.255993 # DEPENDENCYPART_GRANDPAR
(1,21),(21,7),0.060335 # DEPENDENCYPART_GRANDPAR
(1,21),(21,11),-0.680211 # DEPENDENCYPART_GRANDPAR
(1,21),(21,13),-0.986831 # DEPENDENCYPART_GRANDPAR
(1,21),(21,15),-0.091704 # DEPENDENCYPART_GRANDPAR
