# _root_ Υποστήριξη στις ΗΠΑ ως προς την πρόταση παραπομπής του Ιράν στο Συμβούλιο Ασφαλείας , εφόσον επαναληφθεί ο εμπλουτισμός ουρανίου ή παραβιαστούν καίριες δεσμεύσεις , πρόκειται να παράσχει η ΕΕ.
#goldHeads=27,1,2,1,4,7,5,7,10,8,8,11,12,15,27,20,18,16,18,15,20,23,21,25,0,27,25,29,27,
#predictedHeads=0,1,2,20,4,7,5,7,10,7,10,11,12,15,25,15,18,16,18,25,20,23,21,25,0,27,25,29,27,
(23,17),(23,27),0.0501171 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0177608 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0386307 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0226894 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0120242 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.00171465 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0420594 # DEPENDENCYPART_SIBL
(23,18),(23,27),0.00290273 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0386307 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0226894 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0120242 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.00171465 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.0420594 # DEPENDENCYPART_SIBL
(23,19),(23,27),0.00290273 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0286572 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0265514 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0948271 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0361059 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.0978352 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0183013 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0162715 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0808828 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.0148696 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.00934073 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.00587792 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0166579 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.00197203 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0951317 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.00716014 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.0037195 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.0199174 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.00371864 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.0207726 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0199174 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.00371864 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0207707 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.021302 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0890086 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0206871 # DEPENDENCYPART_SIBL
(25,1),(25,2),-0.0113471 # DEPENDENCYPART_SIBL
(25,1),(25,4),-0.00426619 # DEPENDENCYPART_SIBL
(25,1),(25,5),-0.0323267 # DEPENDENCYPART_SIBL
(25,1),(25,7),-0.166476 # DEPENDENCYPART_SIBL
(25,1),(25,11),-0.0311033 # DEPENDENCYPART_SIBL
(25,1),(25,15),-0.0376814 # DEPENDENCYPART_SIBL
(25,1),(25,16),-0.0236297 # DEPENDENCYPART_SIBL
(25,1),(25,18),-0.181906 # DEPENDENCYPART_SIBL
(25,1),(25,19),-0.181906 # DEPENDENCYPART_SIBL
(25,1),(25,20),-0.0357585 # DEPENDENCYPART_SIBL
(25,1),(25,21),-0.0236297 # DEPENDENCYPART_SIBL
(25,1),(25,22),-0.0590902 # DEPENDENCYPART_SIBL
(25,1),(25,23),-0.181907 # DEPENDENCYPART_SIBL
(25,1),(25,24),-0.0226547 # DEPENDENCYPART_SIBL
(25,1),(25,26),0.0307323 # DEPENDENCYPART_SIBL
(25,1),(25,27),-0.00961995 # DEPENDENCYPART_SIBL
(25,1),(25,29),0.0432204 # DEPENDENCYPART_SIBL
(25,2),(25,4),-0.0245151 # DEPENDENCYPART_SIBL
(25,2),(25,5),-0.055896 # DEPENDENCYPART_SIBL
(25,2),(25,7),-0.00604057 # DEPENDENCYPART_SIBL
(25,2),(25,11),-0.0434222 # DEPENDENCYPART_SIBL
(25,2),(25,15),-0.0115903 # DEPENDENCYPART_SIBL
(25,2),(25,16),0.00151404 # DEPENDENCYPART_SIBL
(25,2),(25,18),-0.0150659 # DEPENDENCYPART_SIBL
(25,2),(25,19),-0.0150659 # DEPENDENCYPART_SIBL
(25,2),(25,20),-0.00716775 # DEPENDENCYPART_SIBL
(25,2),(25,21),0.00151404 # DEPENDENCYPART_SIBL
(25,2),(25,22),-0.0204564 # DEPENDENCYPART_SIBL
(25,2),(25,23),-0.0150704 # DEPENDENCYPART_SIBL
(25,2),(25,24),0.0232961 # DEPENDENCYPART_SIBL
(25,2),(25,26),-0.0275487 # DEPENDENCYPART_SIBL
(25,2),(25,27),-0.023642 # DEPENDENCYPART_SIBL
(25,2),(25,29),-0.047799 # DEPENDENCYPART_SIBL
(25,4),(25,5),-0.0262354 # DEPENDENCYPART_SIBL
(25,4),(25,7),0.032967 # DEPENDENCYPART_SIBL
(25,4),(25,11),-0.0199697 # DEPENDENCYPART_SIBL
(25,4),(25,15),0.0128564 # DEPENDENCYPART_SIBL
(25,4),(25,16),-0.0121181 # DEPENDENCYPART_SIBL
(25,4),(25,18),0.0185957 # DEPENDENCYPART_SIBL
(25,4),(25,19),0.0185957 # DEPENDENCYPART_SIBL
(25,4),(25,20),0.0095899 # DEPENDENCYPART_SIBL
(25,4),(25,21),-0.0121181 # DEPENDENCYPART_SIBL
(25,4),(25,22),-0.0270051 # DEPENDENCYPART_SIBL
(25,4),(25,23),0.0185942 # DEPENDENCYPART_SIBL
(25,4),(25,24),0.0191371 # DEPENDENCYPART_SIBL
(25,4),(25,26),0.00376825 # DEPENDENCYPART_SIBL
(25,4),(25,27),-0.0219367 # DEPENDENCYPART_SIBL
(25,4),(25,29),0.0101871 # DEPENDENCYPART_SIBL
(25,5),(25,7),0.00202428 # DEPENDENCYPART_SIBL
(25,5),(25,11),-0.033402 # DEPENDENCYPART_SIBL
(25,5),(25,15),-0.00689036 # DEPENDENCYPART_SIBL
(25,5),(25,16),0.00272615 # DEPENDENCYPART_SIBL
(25,5),(25,18),-0.00700103 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.00700103 # DEPENDENCYPART_SIBL
(25,5),(25,20),-0.00267676 # DEPENDENCYPART_SIBL
(25,5),(25,21),0.00272615 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.00907679 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.00700552 # DEPENDENCYPART_SIBL
(25,5),(25,24),0.0491361 # DEPENDENCYPART_SIBL
(25,5),(25,26),-0.0184961 # DEPENDENCYPART_SIBL
(25,5),(25,27),-0.0168564 # DEPENDENCYPART_SIBL
(25,5),(25,29),-0.0383267 # DEPENDENCYPART_SIBL
(25,7),(25,11),-0.0356958 # DEPENDENCYPART_SIBL
(25,7),(25,15),-0.0428975 # DEPENDENCYPART_SIBL
(25,7),(25,16),-0.0258359 # DEPENDENCYPART_SIBL
(25,7),(25,18),-0.187023 # DEPENDENCYPART_SIBL
(25,7),(25,19),-0.187023 # DEPENDENCYPART_SIBL
(25,7),(25,20),-0.0409745 # DEPENDENCYPART_SIBL
(25,7),(25,21),-0.0258359 # DEPENDENCYPART_SIBL
(25,7),(25,22),-0.0637141 # DEPENDENCYPART_SIBL
(25,7),(25,23),-0.187025 # DEPENDENCYPART_SIBL
(25,7),(25,24),-0.0289807 # DEPENDENCYPART_SIBL
(25,7),(25,26),0.0290494 # DEPENDENCYPART_SIBL
(25,7),(25,27),-0.00916181 # DEPENDENCYPART_SIBL
(25,7),(25,29),0.0412557 # DEPENDENCYPART_SIBL
(25,11),(25,15),-0.00455512 # DEPENDENCYPART_SIBL
(25,11),(25,16),-0.000156863 # DEPENDENCYPART_SIBL
(25,11),(25,18),0.00347082 # DEPENDENCYPART_SIBL
(25,11),(25,19),0.00347082 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.000275003 # DEPENDENCYPART_SIBL
(25,11),(25,21),-0.000156863 # DEPENDENCYPART_SIBL
(25,11),(25,22),-0.00146499 # DEPENDENCYPART_SIBL
(25,11),(25,23),0.00346634 # DEPENDENCYPART_SIBL
(25,11),(25,24),0.0402206 # DEPENDENCYPART_SIBL
(25,11),(25,26),-0.0129337 # DEPENDENCYPART_SIBL
(25,11),(25,27),-0.0307654 # DEPENDENCYPART_SIBL
(25,11),(25,29),-0.0328944 # DEPENDENCYPART_SIBL
(25,15),(25,16),0.000666614 # DEPENDENCYPART_SIBL
(25,15),(25,18),-0.0187512 # DEPENDENCYPART_SIBL
(25,15),(25,19),-0.0187513 # DEPENDENCYPART_SIBL
(25,15),(25,20),-0.00592701 # DEPENDENCYPART_SIBL
(25,15),(25,21),0.000666614 # DEPENDENCYPART_SIBL
(25,15),(25,22),-0.0151759 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.0187527 # DEPENDENCYPART_SIBL
(25,15),(25,24),0.0318396 # DEPENDENCYPART_SIBL
(25,15),(25,26),0.0360623 # DEPENDENCYPART_SIBL
(25,15),(25,27),0.000822195 # DEPENDENCYPART_SIBL
(25,15),(25,29),0.0437272 # DEPENDENCYPART_SIBL
(25,16),(25,18),-0.0748692 # DEPENDENCYPART_SIBL
(25,16),(25,19),-0.0748692 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.0296611 # DEPENDENCYPART_SIBL
(25,16),(25,21),-0.120558 # DEPENDENCYPART_SIBL
(25,16),(25,22),-0.0626086 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.0748707 # DEPENDENCYPART_SIBL
(25,16),(25,24),0.00954986 # DEPENDENCYPART_SIBL
(25,16),(25,26),0.0194861 # DEPENDENCYPART_SIBL
(25,16),(25,27),0.0500708 # DEPENDENCYPART_SIBL
(25,16),(25,29),-0.0184455 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.181906 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.0357585 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.0236297 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.0590902 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.181907 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.0226547 # DEPENDENCYPART_SIBL
(25,18),(25,26),0.0307323 # DEPENDENCYPART_SIBL
(25,18),(25,27),-0.00961995 # DEPENDENCYPART_SIBL
(25,18),(25,29),0.0432204 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.0357585 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.0236297 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.0590902 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.181907 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.0226547 # DEPENDENCYPART_SIBL
(25,19),(25,26),0.0307323 # DEPENDENCYPART_SIBL
(25,19),(25,27),-0.00961995 # DEPENDENCYPART_SIBL
(25,19),(25,29),0.0432204 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.0147149 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.0314124 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.0276946 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.0213059 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.0320793 # DEPENDENCYPART_SIBL
(25,20),(25,27),-0.00286789 # DEPENDENCYPART_SIBL
(25,20),(25,29),0.031653 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.0626086 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.0748707 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.00954986 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.0194861 # DEPENDENCYPART_SIBL
(25,21),(25,27),0.0500708 # DEPENDENCYPART_SIBL
(25,21),(25,29),-0.0184455 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.0560137 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0152232 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.00578042 # DEPENDENCYPART_SIBL
(25,22),(25,27),-0.0204867 # DEPENDENCYPART_SIBL
(25,22),(25,29),0.0288507 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0204808 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.0327148 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.00772296 # DEPENDENCYPART_SIBL
(25,23),(25,29),0.0450309 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0282256 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.0194101 # DEPENDENCYPART_SIBL
(25,24),(25,29),0.0304671 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.000736218 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.0293646 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.0441515 # DEPENDENCYPART_SIBL
(27,1),(27,2),-0.0113009 # DEPENDENCYPART_SIBL
(27,1),(27,4),-0.00527428 # DEPENDENCYPART_SIBL
(27,1),(27,15),-0.0371088 # DEPENDENCYPART_SIBL
(27,1),(27,18),-0.181366 # DEPENDENCYPART_SIBL
(27,1),(27,19),-0.181366 # DEPENDENCYPART_SIBL
(27,1),(27,21),-0.0236281 # DEPENDENCYPART_SIBL
(27,1),(27,22),-0.0591144 # DEPENDENCYPART_SIBL
(27,1),(27,23),-0.181367 # DEPENDENCYPART_SIBL
(27,1),(27,24),-0.0401423 # DEPENDENCYPART_SIBL
(27,1),(27,25),-0.0208322 # DEPENDENCYPART_SIBL
(27,1),(27,26),0.000302542 # DEPENDENCYPART_SIBL
(27,1),(27,28),0.0154151 # DEPENDENCYPART_SIBL
(27,1),(27,29),0.0438534 # DEPENDENCYPART_SIBL
(27,2),(27,4),-0.0274314 # DEPENDENCYPART_SIBL
(27,2),(27,15),-0.0129221 # DEPENDENCYPART_SIBL
(27,2),(27,18),-0.0164255 # DEPENDENCYPART_SIBL
(27,2),(27,19),-0.0164255 # DEPENDENCYPART_SIBL
(27,2),(27,21),-0.000387208 # DEPENDENCYPART_SIBL
(27,2),(27,22),-0.0223857 # DEPENDENCYPART_SIBL
(27,2),(27,23),-0.01643 # DEPENDENCYPART_SIBL
(27,2),(27,24),5.01716e-06 # DEPENDENCYPART_SIBL
(27,2),(27,25),0.0122713 # DEPENDENCYPART_SIBL
(27,2),(27,26),-0.00851439 # DEPENDENCYPART_SIBL
(27,2),(27,28),-0.0184672 # DEPENDENCYPART_SIBL
(27,2),(27,29),-0.0401112 # DEPENDENCYPART_SIBL
(27,4),(27,15),0.014594 # DEPENDENCYPART_SIBL
(27,4),(27,18),0.0203255 # DEPENDENCYPART_SIBL
(27,4),(27,19),0.0203255 # DEPENDENCYPART_SIBL
(27,4),(27,21),-0.0109333 # DEPENDENCYPART_SIBL
(27,4),(27,22),-0.0258688 # DEPENDENCYPART_SIBL
(27,4),(27,23),0.020324 # DEPENDENCYPART_SIBL
(27,4),(27,24),-0.00488001 # DEPENDENCYPART_SIBL
(27,4),(27,25),-0.00255568 # DEPENDENCYPART_SIBL
(27,4),(27,26),-0.0641664 # DEPENDENCYPART_SIBL
(27,4),(27,28),0.00242715 # DEPENDENCYPART_SIBL
(27,4),(27,29),0.0145803 # DEPENDENCYPART_SIBL
(27,15),(27,18),-0.0236732 # DEPENDENCYPART_SIBL
(27,15),(27,19),-0.0236733 # DEPENDENCYPART_SIBL
(27,15),(27,21),-0.00479377 # DEPENDENCYPART_SIBL
(27,15),(27,22),-0.0206622 # DEPENDENCYPART_SIBL
(27,15),(27,23),-0.0236747 # DEPENDENCYPART_SIBL
(27,15),(27,24),0.00923427 # DEPENDENCYPART_SIBL
(27,15),(27,25),-0.00122944 # DEPENDENCYPART_SIBL
(27,15),(27,26),0.0499307 # DEPENDENCYPART_SIBL
(27,15),(27,28),0.0205982 # DEPENDENCYPART_SIBL
(27,15),(27,29),0.035624 # DEPENDENCYPART_SIBL
(27,18),(27,19),-0.181366 # DEPENDENCYPART_SIBL
(27,18),(27,21),-0.0236281 # DEPENDENCYPART_SIBL
(27,18),(27,22),-0.0591144 # DEPENDENCYPART_SIBL
(27,18),(27,23),-0.181367 # DEPENDENCYPART_SIBL
(27,18),(27,24),-0.0401423 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.0208322 # DEPENDENCYPART_SIBL
(27,18),(27,26),0.000302542 # DEPENDENCYPART_SIBL
(27,18),(27,28),0.0154151 # DEPENDENCYPART_SIBL
(27,18),(27,29),0.0438534 # DEPENDENCYPART_SIBL
(27,19),(27,21),-0.0236281 # DEPENDENCYPART_SIBL
(27,19),(27,22),-0.0591144 # DEPENDENCYPART_SIBL
(27,19),(27,23),-0.181367 # DEPENDENCYPART_SIBL
(27,19),(27,24),-0.0401423 # DEPENDENCYPART_SIBL
(27,19),(27,25),-0.0208322 # DEPENDENCYPART_SIBL
(27,19),(27,26),0.000302542 # DEPENDENCYPART_SIBL
(27,19),(27,28),0.0154151 # DEPENDENCYPART_SIBL
(27,19),(27,29),0.0438534 # DEPENDENCYPART_SIBL
(27,21),(27,22),-0.0624669 # DEPENDENCYPART_SIBL
(27,21),(27,23),-0.073674 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.00770903 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.116373 # DEPENDENCYPART_SIBL
(27,21),(27,26),-0.162594 # DEPENDENCYPART_SIBL
(27,21),(27,28),-0.0110307 # DEPENDENCYPART_SIBL
(27,21),(27,29),-0.0156276 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.055535 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.00232557 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.0332346 # DEPENDENCYPART_SIBL
(27,22),(27,26),-0.054942 # DEPENDENCYPART_SIBL
(27,22),(27,28),-0.00528045 # DEPENDENCYPART_SIBL
(27,22),(27,29),0.0288507 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.0379683 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.018751 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.0111724 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.0173975 # DEPENDENCYPART_SIBL
(27,23),(27,29),0.0456639 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.00286215 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.121543 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.0270464 # DEPENDENCYPART_SIBL
(27,24),(27,29),0.0156903 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.159112 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.00837537 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.0129796 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.0580251 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.0793136 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.0109851 # DEPENDENCYPART_SIBL
(29,24),(29,28),-0.015017 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0578061 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.000523545 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.177044 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0947191 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.0242286 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.286502 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0116757 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.208057 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.398298 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.273851 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.364949 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0549707 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0122241 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.275017 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.244088 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.256158 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.351769 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.14932 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.0597384 # DEPENDENCYPART_GRANDPAR
(0,4),(4,27),-0.200954 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0223584 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.527837 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.184279 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.197185 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.290999 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.0243909 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.0337278 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),-0.335431 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.377731 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.119103 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.476917 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.173752 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.59667 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.107666 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.0242286 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.276521 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.314075 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.0789101 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.0360812 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.0733683 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.397551 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.151146 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.165737 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.475675 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.118937 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.37935 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.416447 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.488849 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.191148 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.613781 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.172981 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.277726 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.0778724 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.0349502 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.0723865 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.434405 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.0108326 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.225289 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.120625 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.131161 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.124724 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.156553 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.22191 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.264241 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.297213 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.263463 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.329265 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.326597 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),0.0532328 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.254764 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),-0.0936867 # DEPENDENCYPART_GRANDPAR
(0,15),(15,27),0.067942 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.508108 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.0869051 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.0571655 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.0172936 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.039264 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.0574574 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.0668579 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.0734184 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.156597 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.189981 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.257757 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.0748506 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.505818 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.0885489 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.236581 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.0504557 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.0176795 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.330504 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.105937 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),-0.133803 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),-0.124969 # DEPENDENCYPART_GRANDPAR
(0,16),(16,27),0.0320088 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.602421 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.731071 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.47996 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.286502 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.202664 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.560653 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.349233 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),-0.347138 # DEPENDENCYPART_GRANDPAR
(0,18),(18,27),-0.187324 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.412534 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),-0.0872177 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.000766717 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.181532 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.132796 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-0.153031 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.113634 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.107555 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.213715 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.286431 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),0.208947 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.0235006 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),0.400632 # DEPENDENCYPART_GRANDPAR
