# _root_ Η περιοχή ( ανάμεσα στη Σαγιάδα , το Ράγιο και την Ηγουμενίτσα ) φιλοξενεί έναν από τους σημαντικότερους υγροβιότοπους της Ελλάδας , στον οποίο βρίσκουν προστασία σπάνια είδη πουλιών και λουλουδιών .
#goldHeads=2,14,4,2,4,10,10,9,10,5,12,10,4,0,14,15,19,19,16,21,19,25,25,23,15,25,28,25,30,28,30,0,
#predictedHeads=2,10,4,2,4,5,10,9,10,14,12,10,14,0,14,15,19,19,16,21,19,25,25,23,19,25,28,26,30,28,30,0,
(25,21),(25,27),-0.00730973 # DEPENDENCYPART_SIBL
(25,21),(25,28),-0.00499252 # DEPENDENCYPART_SIBL
(25,21),(25,29),-0.0118487 # DEPENDENCYPART_SIBL
(25,21),(25,30),-0.00911741 # DEPENDENCYPART_SIBL
(25,21),(25,31),-0.0118487 # DEPENDENCYPART_SIBL
(25,21),(25,32),-0.0233008 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0316517 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0385732 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.03014 # DEPENDENCYPART_SIBL
(25,22),(25,27),-0.0358702 # DEPENDENCYPART_SIBL
(25,22),(25,28),0.0203052 # DEPENDENCYPART_SIBL
(25,22),(25,29),0.00128132 # DEPENDENCYPART_SIBL
(25,22),(25,30),-0.0112809 # DEPENDENCYPART_SIBL
(25,22),(25,31),0.00128132 # DEPENDENCYPART_SIBL
(25,22),(25,32),-0.0736344 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.135335 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.015179 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.0341622 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.0293278 # DEPENDENCYPART_SIBL
(25,23),(25,29),0.0141162 # DEPENDENCYPART_SIBL
(25,23),(25,30),0.00191392 # DEPENDENCYPART_SIBL
(25,23),(25,31),0.0141162 # DEPENDENCYPART_SIBL
(25,23),(25,32),-0.0377842 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0440893 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0165653 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.0399991 # DEPENDENCYPART_SIBL
(25,24),(25,29),-0.0467277 # DEPENDENCYPART_SIBL
(25,24),(25,30),-0.0498342 # DEPENDENCYPART_SIBL
(25,24),(25,31),-0.0467277 # DEPENDENCYPART_SIBL
(25,24),(25,32),-0.0890199 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.00666053 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.224433 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.224147 # DEPENDENCYPART_SIBL
(25,26),(25,30),-0.200812 # DEPENDENCYPART_SIBL
(25,26),(25,31),-0.224147 # DEPENDENCYPART_SIBL
(25,26),(25,32),-0.068436 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.00690613 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.00621998 # DEPENDENCYPART_SIBL
(25,27),(25,30),-0.0528783 # DEPENDENCYPART_SIBL
(25,27),(25,31),-0.00621998 # DEPENDENCYPART_SIBL
(25,27),(25,32),-0.0547883 # DEPENDENCYPART_SIBL
(25,28),(25,29),-0.218281 # DEPENDENCYPART_SIBL
(25,28),(25,30),-0.195895 # DEPENDENCYPART_SIBL
(25,28),(25,31),-0.218281 # DEPENDENCYPART_SIBL
(25,28),(25,32),-0.0678573 # DEPENDENCYPART_SIBL
(25,29),(25,30),-0.202003 # DEPENDENCYPART_SIBL
(25,29),(25,31),-0.225248 # DEPENDENCYPART_SIBL
(25,29),(25,32),-0.0733402 # DEPENDENCYPART_SIBL
(25,30),(25,31),-0.0108794 # DEPENDENCYPART_SIBL
(25,30),(25,32),0.0163047 # DEPENDENCYPART_SIBL
(25,31),(25,32),-0.0733402 # DEPENDENCYPART_SIBL
(26,17),(26,20),-0.365828 # DEPENDENCYPART_SIBL
(26,17),(26,21),0.0753279 # DEPENDENCYPART_SIBL
(26,17),(26,24),0.102489 # DEPENDENCYPART_SIBL
(26,17),(26,25),0.0779915 # DEPENDENCYPART_SIBL
(26,17),(26,27),-0.0359184 # DEPENDENCYPART_SIBL
(26,17),(26,28),-0.0569859 # DEPENDENCYPART_SIBL
(26,17),(26,29),-0.0564856 # DEPENDENCYPART_SIBL
(26,17),(26,30),0.000638056 # DEPENDENCYPART_SIBL
(26,17),(26,31),-0.0564856 # DEPENDENCYPART_SIBL
(26,20),(26,21),0.0683759 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.0954117 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.0817769 # DEPENDENCYPART_SIBL
(26,20),(26,27),0.0116933 # DEPENDENCYPART_SIBL
(26,20),(26,28),0.0309212 # DEPENDENCYPART_SIBL
(26,20),(26,29),0.0314214 # DEPENDENCYPART_SIBL
(26,20),(26,30),0.0121106 # DEPENDENCYPART_SIBL
(26,20),(26,31),0.0314214 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.0231541 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.0386303 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.0212012 # DEPENDENCYPART_SIBL
(26,21),(26,28),0.00347491 # DEPENDENCYPART_SIBL
(26,21),(26,29),0.00136382 # DEPENDENCYPART_SIBL
(26,21),(26,30),0.00601777 # DEPENDENCYPART_SIBL
(26,21),(26,31),0.00136382 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.0424347 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.0130664 # DEPENDENCYPART_SIBL
(26,24),(26,28),-0.0213694 # DEPENDENCYPART_SIBL
(26,24),(26,29),-0.0211682 # DEPENDENCYPART_SIBL
(26,24),(26,30),0.0189549 # DEPENDENCYPART_SIBL
(26,24),(26,31),-0.0211682 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.00141366 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.00619792 # DEPENDENCYPART_SIBL
(26,25),(26,29),-0.00584213 # DEPENDENCYPART_SIBL
(26,25),(26,30),-0.023569 # DEPENDENCYPART_SIBL
(26,25),(26,31),-0.00584213 # DEPENDENCYPART_SIBL
(26,27),(26,28),0.0362014 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.0364018 # DEPENDENCYPART_SIBL
(26,27),(26,30),0.0164004 # DEPENDENCYPART_SIBL
(26,27),(26,31),0.0364018 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.122205 # DEPENDENCYPART_SIBL
(26,28),(26,30),-0.174302 # DEPENDENCYPART_SIBL
(26,28),(26,31),-0.122205 # DEPENDENCYPART_SIBL
(26,29),(26,30),-0.173872 # DEPENDENCYPART_SIBL
(26,29),(26,31),-0.122205 # DEPENDENCYPART_SIBL
(26,30),(26,31),-0.00474226 # DEPENDENCYPART_SIBL
(27,22),(27,23),0.0172183 # DEPENDENCYPART_SIBL
(27,22),(27,24),0.0474341 # DEPENDENCYPART_SIBL
(27,22),(27,26),0.0331595 # DEPENDENCYPART_SIBL
(27,22),(27,28),0.0170712 # DEPENDENCYPART_SIBL
(27,22),(27,29),0.0112158 # DEPENDENCYPART_SIBL
(27,22),(27,30),0.080384 # DEPENDENCYPART_SIBL
(27,22),(27,31),0.0112158 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.0211178 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.0221439 # DEPENDENCYPART_SIBL
(27,23),(27,28),-0.0162091 # DEPENDENCYPART_SIBL
(27,23),(27,29),-0.0201771 # DEPENDENCYPART_SIBL
(27,23),(27,30),0.0779307 # DEPENDENCYPART_SIBL
(27,23),(27,31),-0.0201771 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.00408695 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.0252698 # DEPENDENCYPART_SIBL
(27,24),(27,29),-0.0247804 # DEPENDENCYPART_SIBL
(27,24),(27,30),0.0410576 # DEPENDENCYPART_SIBL
(27,24),(27,31),-0.0247804 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.0116631 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.0096961 # DEPENDENCYPART_SIBL
(27,26),(27,30),0.025974 # DEPENDENCYPART_SIBL
(27,26),(27,31),0.0096961 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.146446 # DEPENDENCYPART_SIBL
(27,28),(27,30),-0.140659 # DEPENDENCYPART_SIBL
(27,28),(27,31),-0.146446 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.14023 # DEPENDENCYPART_SIBL
(27,29),(27,31),-0.146446 # DEPENDENCYPART_SIBL
(27,30),(27,31),-0.0160998 # DEPENDENCYPART_SIBL
(28,20),(28,24),0.0829251 # DEPENDENCYPART_SIBL
(28,20),(28,26),0.0619672 # DEPENDENCYPART_SIBL
(28,20),(28,27),0.0907592 # DEPENDENCYPART_SIBL
(28,20),(28,29),0.0168826 # DEPENDENCYPART_SIBL
(28,20),(28,30),0.0426445 # DEPENDENCYPART_SIBL
(28,20),(28,31),0.0168826 # DEPENDENCYPART_SIBL
(28,24),(28,26),-0.00196519 # DEPENDENCYPART_SIBL
(28,24),(28,27),0.0310328 # DEPENDENCYPART_SIBL
(28,24),(28,29),-0.0250052 # DEPENDENCYPART_SIBL
(28,24),(28,30),0.073011 # DEPENDENCYPART_SIBL
(28,24),(28,31),-0.0250052 # DEPENDENCYPART_SIBL
(28,26),(28,27),0.0129013 # DEPENDENCYPART_SIBL
(28,26),(28,29),-0.00663296 # DEPENDENCYPART_SIBL
(28,26),(28,30),0.038986 # DEPENDENCYPART_SIBL
(28,26),(28,31),-0.00663296 # DEPENDENCYPART_SIBL
(28,27),(28,29),0.0198978 # DEPENDENCYPART_SIBL
(28,27),(28,30),0.140441 # DEPENDENCYPART_SIBL
(28,27),(28,31),0.0198978 # DEPENDENCYPART_SIBL
(28,29),(28,30),-0.162244 # DEPENDENCYPART_SIBL
(28,29),(28,31),-0.125578 # DEPENDENCYPART_SIBL
(28,30),(28,31),0.00966757 # DEPENDENCYPART_SIBL
(29,20),(29,24),0.095412 # DEPENDENCYPART_SIBL
(29,20),(29,26),0.0683752 # DEPENDENCYPART_SIBL
(29,20),(29,27),0.101621 # DEPENDENCYPART_SIBL
(29,20),(29,28),0.0682436 # DEPENDENCYPART_SIBL
(29,20),(29,30),0.0131771 # DEPENDENCYPART_SIBL
(29,20),(29,31),0.0321943 # DEPENDENCYPART_SIBL
(29,24),(29,26),-0.00352515 # DEPENDENCYPART_SIBL
(29,24),(29,27),0.0298342 # DEPENDENCYPART_SIBL
(29,24),(29,28),-0.00365911 # DEPENDENCYPART_SIBL
(29,24),(29,30),0.01886 # DEPENDENCYPART_SIBL
(29,24),(29,31),-0.021552 # DEPENDENCYPART_SIBL
(29,26),(29,27),0.0148742 # DEPENDENCYPART_SIBL
(29,26),(29,28),0.0172865 # DEPENDENCYPART_SIBL
(29,26),(29,30),0.00602049 # DEPENDENCYPART_SIBL
(29,26),(29,31),0.00324131 # DEPENDENCYPART_SIBL
(29,27),(29,28),0.0304639 # DEPENDENCYPART_SIBL
(29,27),(29,30),0.0692793 # DEPENDENCYPART_SIBL
(29,27),(29,31),0.0169549 # DEPENDENCYPART_SIBL
(29,28),(29,30),0.00578932 # DEPENDENCYPART_SIBL
(29,28),(29,31),-0.00301187 # DEPENDENCYPART_SIBL
(29,30),(29,31),-0.00474226 # DEPENDENCYPART_SIBL
(30,2),(30,4),-0.0259785 # DEPENDENCYPART_SIBL
(30,2),(30,6),-0.0242895 # DEPENDENCYPART_SIBL
(30,2),(30,7),0.100457 # DEPENDENCYPART_SIBL
(30,2),(30,9),-0.0242895 # DEPENDENCYPART_SIBL
(30,2),(30,10),-0.00525095 # DEPENDENCYPART_SIBL
(30,2),(30,13),-0.0936606 # DEPENDENCYPART_SIBL
(30,2),(30,14),0.0398619 # DEPENDENCYPART_SIBL
(30,2),(30,16),-0.0702657 # DEPENDENCYPART_SIBL
(30,2),(30,18),-0.0442507 # DEPENDENCYPART_SIBL
(30,2),(30,19),-0.0242895 # DEPENDENCYPART_SIBL
(30,2),(30,21),-0.025014 # DEPENDENCYPART_SIBL
(30,2),(30,22),0.100457 # DEPENDENCYPART_SIBL
(30,2),(30,23),-0.0738482 # DEPENDENCYPART_SIBL
(30,2),(30,24),-0.0654845 # DEPENDENCYPART_SIBL
(30,2),(30,25),0.0403482 # DEPENDENCYPART_SIBL
(30,2),(30,26),-0.0242904 # DEPENDENCYPART_SIBL
(30,2),(30,27),-0.0261955 # DEPENDENCYPART_SIBL
(30,2),(30,28),-0.0249775 # DEPENDENCYPART_SIBL
(30,2),(30,29),-0.0242895 # DEPENDENCYPART_SIBL
(30,2),(30,31),0.0915633 # DEPENDENCYPART_SIBL
(30,2),(30,32),-0.0458436 # DEPENDENCYPART_SIBL
(30,4),(30,6),-0.0244583 # DEPENDENCYPART_SIBL
(30,4),(30,7),0.0088172 # DEPENDENCYPART_SIBL
(30,4),(30,9),-0.0244583 # DEPENDENCYPART_SIBL
(30,4),(30,10),0.0154887 # DEPENDENCYPART_SIBL
(30,4),(30,13),-0.0740887 # DEPENDENCYPART_SIBL
(30,4),(30,14),0.025378 # DEPENDENCYPART_SIBL
(30,4),(30,16),0.00330754 # DEPENDENCYPART_SIBL
(30,4),(30,18),-0.0082623 # DEPENDENCYPART_SIBL
(30,4),(30,19),-0.0244583 # DEPENDENCYPART_SIBL
(30,4),(30,21),-0.0247642 # DEPENDENCYPART_SIBL
(30,4),(30,22),0.0088172 # DEPENDENCYPART_SIBL
(30,4),(30,23),-0.00276924 # DEPENDENCYPART_SIBL
(30,4),(30,24),-0.00567735 # DEPENDENCYPART_SIBL
(30,4),(30,25),0.0257653 # DEPENDENCYPART_SIBL
(30,4),(30,26),-0.0244647 # DEPENDENCYPART_SIBL
(30,4),(30,27),0.0547662 # DEPENDENCYPART_SIBL
(30,4),(30,28),-0.0250011 # DEPENDENCYPART_SIBL
(30,4),(30,29),-0.0244583 # DEPENDENCYPART_SIBL
(30,4),(30,31),-0.00967037 # DEPENDENCYPART_SIBL
(30,4),(30,32),-0.0167876 # DEPENDENCYPART_SIBL
(30,6),(30,7),0.114053 # DEPENDENCYPART_SIBL
(30,6),(30,9),-0.0177933 # DEPENDENCYPART_SIBL
(30,6),(30,10),-0.00337822 # DEPENDENCYPART_SIBL
(30,6),(30,13),-0.0848647 # DEPENDENCYPART_SIBL
(30,6),(30,14),0.0420655 # DEPENDENCYPART_SIBL
(30,6),(30,16),-0.0682032 # DEPENDENCYPART_SIBL
(30,6),(30,18),-0.0421179 # DEPENDENCYPART_SIBL
(30,6),(30,19),-0.0177933 # DEPENDENCYPART_SIBL
(30,6),(30,21),-0.0185177 # DEPENDENCYPART_SIBL
(30,6),(30,22),0.114053 # DEPENDENCYPART_SIBL
(30,6),(30,23),-0.0718804 # DEPENDENCYPART_SIBL
(30,6),(30,24),-0.0634371 # DEPENDENCYPART_SIBL
(30,6),(30,25),0.0425517 # DEPENDENCYPART_SIBL
(30,6),(30,26),-0.0177941 # DEPENDENCYPART_SIBL
(30,6),(30,27),-0.0228178 # DEPENDENCYPART_SIBL
(30,6),(30,28),-0.0184813 # DEPENDENCYPART_SIBL
(30,6),(30,29),-0.0177933 # DEPENDENCYPART_SIBL
(30,6),(30,31),0.0983107 # DEPENDENCYPART_SIBL
(30,6),(30,32),-0.0407137 # DEPENDENCYPART_SIBL
(30,7),(30,9),0.00461018 # DEPENDENCYPART_SIBL
(30,7),(30,10),0.0592321 # DEPENDENCYPART_SIBL
(30,7),(30,13),-0.104692 # DEPENDENCYPART_SIBL
(30,7),(30,14),0.0445834 # DEPENDENCYPART_SIBL
(30,7),(30,16),-0.04269 # DEPENDENCYPART_SIBL
(30,7),(30,18),-0.000679463 # DEPENDENCYPART_SIBL
(30,7),(30,19),0.00461018 # DEPENDENCYPART_SIBL
(30,7),(30,21),0.00424491 # DEPENDENCYPART_SIBL
(30,7),(30,22),0.0449192 # DEPENDENCYPART_SIBL
(30,7),(30,23),-0.0349582 # DEPENDENCYPART_SIBL
(30,7),(30,24),-0.0116528 # DEPENDENCYPART_SIBL
(30,7),(30,25),0.045004 # DEPENDENCYPART_SIBL
(30,7),(30,26),0.00460929 # DEPENDENCYPART_SIBL
(30,7),(30,27),0.00973551 # DEPENDENCYPART_SIBL
(30,7),(30,28),0.00420815 # DEPENDENCYPART_SIBL
(30,7),(30,29),0.00461018 # DEPENDENCYPART_SIBL
(30,7),(30,31),0.0233943 # DEPENDENCYPART_SIBL
(30,7),(30,32),-0.0394682 # DEPENDENCYPART_SIBL
(30,9),(30,10),-0.00337822 # DEPENDENCYPART_SIBL
(30,9),(30,13),-0.0848647 # DEPENDENCYPART_SIBL
(30,9),(30,14),0.0420655 # DEPENDENCYPART_SIBL
(30,9),(30,16),-0.0682032 # DEPENDENCYPART_SIBL
(30,9),(30,18),-0.0421179 # DEPENDENCYPART_SIBL
(30,9),(30,19),-0.0177933 # DEPENDENCYPART_SIBL
(30,9),(30,21),-0.0185177 # DEPENDENCYPART_SIBL
(30,9),(30,22),0.114053 # DEPENDENCYPART_SIBL
(30,9),(30,23),-0.0718804 # DEPENDENCYPART_SIBL
(30,9),(30,24),-0.0634371 # DEPENDENCYPART_SIBL
(30,9),(30,25),0.0425517 # DEPENDENCYPART_SIBL
(30,9),(30,26),-0.0177941 # DEPENDENCYPART_SIBL
(30,9),(30,27),-0.0228178 # DEPENDENCYPART_SIBL
(30,9),(30,28),-0.0184813 # DEPENDENCYPART_SIBL
(30,9),(30,29),-0.0177933 # DEPENDENCYPART_SIBL
(30,9),(30,31),0.0983107 # DEPENDENCYPART_SIBL
(30,9),(30,32),-0.0407137 # DEPENDENCYPART_SIBL
(30,10),(30,13),-0.0386811 # DEPENDENCYPART_SIBL
(30,10),(30,14),0.0154091 # DEPENDENCYPART_SIBL
(30,10),(30,16),-0.0300037 # DEPENDENCYPART_SIBL
(30,10),(30,18),-0.0107323 # DEPENDENCYPART_SIBL
(30,10),(30,19),-0.0160204 # DEPENDENCYPART_SIBL
(30,10),(30,21),-0.0163288 # DEPENDENCYPART_SIBL
(30,10),(30,22),0.0832498 # DEPENDENCYPART_SIBL
(30,10),(30,23),-0.0188901 # DEPENDENCYPART_SIBL
(30,10),(30,24),-0.0226846 # DEPENDENCYPART_SIBL
(30,10),(30,25),0.0157891 # DEPENDENCYPART_SIBL
(30,10),(30,26),-0.0160217 # DEPENDENCYPART_SIBL
(30,10),(30,27),-0.0148452 # DEPENDENCYPART_SIBL
(30,10),(30,28),-0.0174172 # DEPENDENCYPART_SIBL
(30,10),(30,29),-0.0160204 # DEPENDENCYPART_SIBL
(30,10),(30,31),0.00985224 # DEPENDENCYPART_SIBL
(30,10),(30,32),-0.0182644 # DEPENDENCYPART_SIBL
(30,13),(30,14),0.0387751 # DEPENDENCYPART_SIBL
(30,13),(30,16),-0.0517839 # DEPENDENCYPART_SIBL
(30,13),(30,18),-0.0263646 # DEPENDENCYPART_SIBL
(30,13),(30,19),-0.0482199 # DEPENDENCYPART_SIBL
(30,13),(30,21),-0.0485614 # DEPENDENCYPART_SIBL
(30,13),(30,22),-0.0102353 # DEPENDENCYPART_SIBL
(30,13),(30,23),-0.0486514 # DEPENDENCYPART_SIBL
(30,13),(30,24),-0.0396229 # DEPENDENCYPART_SIBL
(30,13),(30,25),0.0391772 # DEPENDENCYPART_SIBL
(30,13),(30,26),-0.0482208 # DEPENDENCYPART_SIBL
(30,13),(30,27),0.00353996 # DEPENDENCYPART_SIBL
(30,13),(30,28),-0.0486217 # DEPENDENCYPART_SIBL
(30,13),(30,29),-0.0482199 # DEPENDENCYPART_SIBL
(30,13),(30,31),-0.120108 # DEPENDENCYPART_SIBL
(30,13),(30,32),0.000859433 # DEPENDENCYPART_SIBL
(30,14),(30,16),-0.0889988 # DEPENDENCYPART_SIBL
(30,14),(30,18),-0.139959 # DEPENDENCYPART_SIBL
(30,14),(30,19),-0.181853 # DEPENDENCYPART_SIBL
(30,14),(30,21),-0.182159 # DEPENDENCYPART_SIBL
(30,14),(30,22),-0.00586073 # DEPENDENCYPART_SIBL
(30,14),(30,23),-0.0872291 # DEPENDENCYPART_SIBL
(30,14),(30,24),-0.132761 # DEPENDENCYPART_SIBL
(30,14),(30,25),-0.0567804 # DEPENDENCYPART_SIBL
(30,14),(30,26),-0.181854 # DEPENDENCYPART_SIBL
(30,14),(30,27),-0.0916553 # DEPENDENCYPART_SIBL
(30,14),(30,28),-0.182255 # DEPENDENCYPART_SIBL
(30,14),(30,29),-0.181853 # DEPENDENCYPART_SIBL
(30,14),(30,31),-0.056407 # DEPENDENCYPART_SIBL
(30,14),(30,32),-0.00275628 # DEPENDENCYPART_SIBL
(30,16),(30,18),-0.0446007 # DEPENDENCYPART_SIBL
(30,16),(30,19),-0.053121 # DEPENDENCYPART_SIBL
(30,16),(30,21),-0.0534269 # DEPENDENCYPART_SIBL
(30,16),(30,22),0.0170473 # DEPENDENCYPART_SIBL
(30,16),(30,23),-0.0507322 # DEPENDENCYPART_SIBL
(30,16),(30,24),-0.0805332 # DEPENDENCYPART_SIBL
(30,16),(30,25),0.00343778 # DEPENDENCYPART_SIBL
(30,16),(30,26),-0.0531221 # DEPENDENCYPART_SIBL
(30,16),(30,27),0.0248096 # DEPENDENCYPART_SIBL
(30,16),(30,28),-0.0535226 # DEPENDENCYPART_SIBL
(30,16),(30,29),-0.053121 # DEPENDENCYPART_SIBL
(30,16),(30,31),-0.0827878 # DEPENDENCYPART_SIBL
(30,16),(30,32),-0.0110944 # DEPENDENCYPART_SIBL
(30,18),(30,19),-0.00308647 # DEPENDENCYPART_SIBL
(30,18),(30,21),-0.0033938 # DEPENDENCYPART_SIBL
(30,18),(30,22),0.173906 # DEPENDENCYPART_SIBL
(30,18),(30,23),-0.0145884 # DEPENDENCYPART_SIBL
(30,18),(30,24),0.00552716 # DEPENDENCYPART_SIBL
(30,18),(30,25),0.0284974 # DEPENDENCYPART_SIBL
(30,18),(30,26),-0.00308736 # DEPENDENCYPART_SIBL
(30,18),(30,27),0.0108027 # DEPENDENCYPART_SIBL
(30,18),(30,28),-0.00348865 # DEPENDENCYPART_SIBL
(30,18),(30,29),-0.00308647 # DEPENDENCYPART_SIBL
(30,18),(30,31),0.00483581 # DEPENDENCYPART_SIBL
(30,18),(30,32),-0.0177375 # DEPENDENCYPART_SIBL
(30,19),(30,21),-0.0185177 # DEPENDENCYPART_SIBL
(30,19),(30,22),0.114053 # DEPENDENCYPART_SIBL
(30,19),(30,23),-0.0718804 # DEPENDENCYPART_SIBL
(30,19),(30,24),-0.0634371 # DEPENDENCYPART_SIBL
(30,19),(30,25),0.0425517 # DEPENDENCYPART_SIBL
(30,19),(30,26),-0.0177941 # DEPENDENCYPART_SIBL
(30,19),(30,27),-0.0228178 # DEPENDENCYPART_SIBL
(30,19),(30,28),-0.0184813 # DEPENDENCYPART_SIBL
(30,19),(30,29),-0.0177933 # DEPENDENCYPART_SIBL
(30,19),(30,31),0.0983107 # DEPENDENCYPART_SIBL
(30,19),(30,32),-0.0407137 # DEPENDENCYPART_SIBL
(30,21),(30,22),0.0927563 # DEPENDENCYPART_SIBL
(30,21),(30,23),-0.0790918 # DEPENDENCYPART_SIBL
(30,21),(30,24),-0.0705425 # DEPENDENCYPART_SIBL
(30,21),(30,25),0.0354464 # DEPENDENCYPART_SIBL
(30,21),(30,26),-0.0248995 # DEPENDENCYPART_SIBL
(30,21),(30,27),-0.0299232 # DEPENDENCYPART_SIBL
(30,21),(30,28),-0.0255866 # DEPENDENCYPART_SIBL
(30,21),(30,29),-0.0248986 # DEPENDENCYPART_SIBL
(30,21),(30,31),0.0871964 # DEPENDENCYPART_SIBL
(30,21),(30,32),-0.0461023 # DEPENDENCYPART_SIBL
(30,22),(30,23),-0.0349582 # DEPENDENCYPART_SIBL
(30,22),(30,24),-0.0116528 # DEPENDENCYPART_SIBL
(30,22),(30,25),0.045004 # DEPENDENCYPART_SIBL
(30,22),(30,26),0.00460929 # DEPENDENCYPART_SIBL
(30,22),(30,27),0.00973551 # DEPENDENCYPART_SIBL
(30,22),(30,28),0.00420815 # DEPENDENCYPART_SIBL
(30,22),(30,29),0.00461018 # DEPENDENCYPART_SIBL
(30,22),(30,31),0.0233943 # DEPENDENCYPART_SIBL
(30,22),(30,32),-0.0394682 # DEPENDENCYPART_SIBL
(30,23),(30,24),-0.0878102 # DEPENDENCYPART_SIBL
(30,23),(30,25),0.00296086 # DEPENDENCYPART_SIBL
(30,23),(30,26),-0.0456778 # DEPENDENCYPART_SIBL
(30,23),(30,27),-0.00729704 # DEPENDENCYPART_SIBL
(30,23),(30,28),-0.0460783 # DEPENDENCYPART_SIBL
(30,23),(30,29),-0.0456767 # DEPENDENCYPART_SIBL
(30,23),(30,31),-0.0682133 # DEPENDENCYPART_SIBL
(30,23),(30,32),-0.0338081 # DEPENDENCYPART_SIBL
(30,24),(30,25),0.0855968 # DEPENDENCYPART_SIBL
(30,24),(30,26),-0.0449499 # DEPENDENCYPART_SIBL
(30,24),(30,27),0.00916401 # DEPENDENCYPART_SIBL
(30,24),(30,28),-0.0453506 # DEPENDENCYPART_SIBL
(30,24),(30,29),-0.044949 # DEPENDENCYPART_SIBL
(30,24),(30,31),-0.0525562 # DEPENDENCYPART_SIBL
(30,24),(30,32),-0.0610401 # DEPENDENCYPART_SIBL
(30,25),(30,26),-0.185725 # DEPENDENCYPART_SIBL
(30,25),(30,27),-0.0954474 # DEPENDENCYPART_SIBL
(30,25),(30,28),-0.186126 # DEPENDENCYPART_SIBL
(30,25),(30,29),-0.185724 # DEPENDENCYPART_SIBL
(30,25),(30,31),-0.0567324 # DEPENDENCYPART_SIBL
(30,25),(30,32),-0.00268736 # DEPENDENCYPART_SIBL
(30,26),(30,27),-0.0229174 # DEPENDENCYPART_SIBL
(30,26),(30,28),-0.0186728 # DEPENDENCYPART_SIBL
(30,26),(30,29),-0.0179848 # DEPENDENCYPART_SIBL
(30,26),(30,31),0.0983105 # DEPENDENCYPART_SIBL
(30,26),(30,32),-0.0407143 # DEPENDENCYPART_SIBL
(30,27),(30,28),-0.0258138 # DEPENDENCYPART_SIBL
(30,27),(30,29),-0.0251363 # DEPENDENCYPART_SIBL
(30,27),(30,31),-0.00710182 # DEPENDENCYPART_SIBL
(30,27),(30,32),-0.0215921 # DEPENDENCYPART_SIBL
(30,28),(30,29),-0.0253922 # DEPENDENCYPART_SIBL
(30,28),(30,31),0.073181 # DEPENDENCYPART_SIBL
(30,28),(30,32),-0.0510495 # DEPENDENCYPART_SIBL
(30,29),(30,31),0.0983107 # DEPENDENCYPART_SIBL
(30,29),(30,32),-0.0407137 # DEPENDENCYPART_SIBL
(30,31),(30,32),-0.029146 # DEPENDENCYPART_SIBL
(31,24),(31,26),-0.00352515 # DEPENDENCYPART_SIBL
(31,24),(31,27),0.0298342 # DEPENDENCYPART_SIBL
(31,24),(31,28),-0.00365911 # DEPENDENCYPART_SIBL
(31,24),(31,29),-0.00352338 # DEPENDENCYPART_SIBL
(31,24),(31,30),0.0590051 # DEPENDENCYPART_SIBL
(31,24),(31,32),-0.0376375 # DEPENDENCYPART_SIBL
(31,26),(31,27),0.0148742 # DEPENDENCYPART_SIBL
(31,26),(31,28),0.0172865 # DEPENDENCYPART_SIBL
(31,26),(31,29),0.0177087 # DEPENDENCYPART_SIBL
(31,26),(31,30),0.0359124 # DEPENDENCYPART_SIBL
(31,26),(31,32),0.0102337 # DEPENDENCYPART_SIBL
(31,27),(31,28),0.0304639 # DEPENDENCYPART_SIBL
(31,27),(31,29),0.0311418 # DEPENDENCYPART_SIBL
