# _root_ Asked what stocks the computer bought , the money manager says , `` I do n't know . ''
#goldHeads=11,3,6,5,6,1,11,10,10,11,0,11,15,15,11,15,15,11,11,
#predictedHeads=11,3,1,5,6,3,11,10,10,11,0,11,11,15,11,15,15,15,15,
(0,6),(6,16),(6,19),-0.0419485 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,20),-0.06775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,17),(6,18),0.0168289 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,19),-0.0441313 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,20),-0.0534146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,18),(6,19),-0.0174949 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,18),(6,20),0.0509829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,19),(6,20),0.00991551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,6),(6,5),0.229456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,4),0.113607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,3),0.0626514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,2),-0.0272273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,1),0.104595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,-1),-0.342923 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,6),(6,5),(6,4),0.102046 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,3),0.0904359 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,1),0.0985889 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,-1),-0.0498665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,4),(6,3),0.103038 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,-1),-0.0909178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,3),(6,2),0.103059 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,3),(6,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,3),(6,-1),-0.00807794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,2),(6,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,2),(6,-1),-0.162224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,1),(6,-1),-0.00563622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,11),(11,12),-0.0182623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,13),-0.0755266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,14),-0.0516618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,15),-0.0462247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,16),0.00385703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,17),-0.055195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,18),-0.0496751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,19),-0.0675676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,20),-0.0747278 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,11),(11,12),(11,13),-0.0731636 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,14),-0.051835 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,15),-0.0301047 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,16),-0.0736358 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,17),-0.0457227 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,18),-0.0575547 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,19),-0.06069 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,20),0.223078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,13),(11,14),-0.0446883 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,15),-0.0374035 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,16),-0.0535785 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,17),-0.0335527 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,18),-0.0997677 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,19),-0.0472306 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,20),0.0784265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,14),(11,15),-0.0454139 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,16),-0.0226021 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,17),-0.042776 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,18),-0.0568849 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,19),-0.0446732 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,20),-0.0456835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,15),(11,16),-0.042015 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,17),-0.0421 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,18),-0.00976005 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,19),-0.0460847 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,20),0.00289499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,16),(11,17),-0.0716005 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,18),-0.0573075 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,19),-0.0446713 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,20),-0.0770783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,17),(11,18),-0.038407 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,19),-0.0422525 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,20),-0.012781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,18),(11,19),-0.00434722 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,20),0.072288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,19),(11,20),-0.0248001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,11),(11,10),0.196104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,9),0.188308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,8),0.141487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,7),0.0776443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,6),0.101462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,5),0.193108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,3),0.122078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,2),0.0243344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,1),0.0901638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,-1),-0.140197 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,11),(11,10),(11,9),0.0979594 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,8),0.0997872 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,7),0.148867 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,6),0.112991 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,5),0.0981369 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,3),0.107483 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,2),0.102584 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,1),0.0961207 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,-1),-0.0934199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,9),(11,8),0.0997872 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,7),0.150625 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,6),0.112991 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,5),0.0983161 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,3),0.10749 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,2),0.102584 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,1),0.0961207 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,-1),-0.0955382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,8),(11,7),0.140842 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,3),0.101254 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,2),0.102655 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,-1),-0.0405523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,7),(11,6),0.112284 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,7),(11,5),0.0877815 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,7),(11,3),0.0738699 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,7),(11,2),0.0872157 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,7),(11,1),0.161843 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,7),(11,-1),0.0801676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,6),(11,5),0.0952013 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,6),(11,3),0.102239 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,6),(11,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,6),(11,1),0.103069 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,6),(11,-1),-0.0215518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,5),(11,3),0.10749 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,5),(11,2),0.102584 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,5),(11,1),0.0960609 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,5),(11,-1),-0.0988569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,3),(11,2),0.103067 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,3),(11,1),0.103046 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,3),(11,-1),-0.0452346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,2),(11,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,2),(11,-1),-0.161486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,1),(11,-1),-0.0315692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,15),(15,16),-0.0122332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,17),-0.0474365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,18),-0.0567622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,19),-0.0497343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,20),-0.0946276 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,15),(15,16),(15,17),-0.00189671 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,16),(15,18),-0.0668404 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,16),(15,19),-0.0586205 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,16),(15,20),-0.0583716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,17),(15,18),-0.0128958 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,17),(15,19),-0.0503589 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,17),(15,20),-0.0343767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,18),(15,19),-0.0285073 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,18),(15,20),0.067412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,19),(15,20),-0.0552338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,15),(15,14),0.183743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,13),0.109373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,12),0.0485578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,11),0.0742891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,10),0.128355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,9),0.12726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,8),0.133522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,7),0.0485578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,6),0.0865406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,5),0.131704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,3),0.0736554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,2),0.0768468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,1),0.116091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,-1),-0.119667 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,15),(15,14),(15,13),0.116833 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,12),0.145309 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,11),0.116145 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,10),0.0960976 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,9),0.0960976 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,8),0.0957767 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,7),0.145309 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,6),0.0967823 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,5),0.0960976 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,3),0.116206 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,2),0.0870126 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,1),0.102462 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,-1),-0.126839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,13),(15,12),0.068477 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,11),0.0997589 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,10),0.101388 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,9),0.101388 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,8),0.102837 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,7),0.068477 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,6),0.117808 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,5),0.101388 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,3),0.0997603 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,-1),-0.0446531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,12),(15,11),0.0627373 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,10),0.0864924 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,9),0.0864018 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,8),0.108273 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,7),0.0596968 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,6),0.104625 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,5),0.0864755 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,3),0.0673626 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,2),0.102993 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,1),0.120113 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,-1),0.0352638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,11),(15,10),0.0989415 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,9),0.0989415 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,8),0.10306 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,7),0.0920237 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,6),0.103049 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,5),0.0989415 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,3),0.102954 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,-1),-0.08311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,10),(15,9),0.100719 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,10),(15,8),0.102765 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,10),(15,7),0.0920744 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,10),(15,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,10),(15,5),0.100719 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,10),(15,3),0.10297 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,10),(15,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,10),(15,1),0.10305 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,10),(15,-1),-0.105458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,9),(15,8),0.102765 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,9),(15,7),0.0920757 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,9),(15,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,9),(15,5),0.100719 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,9),(15,3),0.10297 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,9),(15,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,9),(15,1),0.10305 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,9),(15,-1),-0.10419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,8),(15,7),0.123344 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,8),(15,6),0.103051 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,8),(15,5),0.108365 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,8),(15,3),0.102938 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,8),(15,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,8),(15,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,8),(15,-1),-0.067754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,7),(15,6),0.104625 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,7),(15,5),0.0864755 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,7),(15,3),0.0673626 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,7),(15,2),0.102993 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,7),(15,1),0.120113 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,7),(15,-1),0.0352638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,6),(15,5),0.102392 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,6),(15,3),0.102669 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,6),(15,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,6),(15,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,6),(15,-1),-0.0512972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,5),(15,3),0.10297 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,5),(15,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,5),(15,1),0.10305 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,5),(15,-1),-0.102037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,3),(15,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,3),(15,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,3),(15,-1),-0.0821002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,2),(15,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,2),(15,-1),-0.0689115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,1),(15,-1),-0.0560904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,3),-0.0420157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,5),-0.0420115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,6),-0.0420117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,20),0.0396151 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,3),(2,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,20),-0.0420157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,5),(2,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,20),-0.0420119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,6),(2,7),-0.042014 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,20),-0.042013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,7),(2,20),-0.0420149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,1),0.10307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,2),(2,-1),0.0208439 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,1),(2,-1),-0.0645099 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,4),-0.04892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,5),-0.0785993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,6),-0.0443586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,7),-0.0373497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,9),-0.0786179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,10),-0.0785993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,11),-0.0448144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,12),-0.0373497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,13),-0.0421354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,15),-0.0428226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,16),-0.0452134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,17),-0.043617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,18),-0.0426251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,19),-0.0420112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,20),0.032519 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,4),(3,5),-0.0428641 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,9),-0.0428641 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,10),-0.0428641 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,16),-0.0422913 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,20),-0.0472207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,5),(3,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,7),-0.0438688 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,9),-0.0422432 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,10),-0.0422432 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,11),-0.0420228 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,12),-0.0438688 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,13),-0.037964 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,16),-0.0424792 # DEPENDENCYPART_GRANDSIBL
