# _root_ In fact , Lever Bros. confirms that its Sunlight brand does contain chlorine bleach , even though it is n't listed on the label for the powder version .
#goldHeads=6,1,6,6,4,0,6,10,10,11,7,11,14,12,12,17,12,19,17,19,19,21,24,22,24,28,28,25,6,
#predictedHeads=6,1,6,5,6,0,6,10,10,11,7,11,14,12,12,17,12,19,17,19,19,21,24,22,21,28,28,25,6,
(1,2),(2,6),(2,10),-0.0431129 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,11),-0.0392419 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,14),-0.0431129 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,15),-0.0138675 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,21),-0.0452413 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,29),-0.0420133 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,30),-0.0675909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,7),(2,10),-0.0523609 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,11),-0.0549414 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,14),-0.0523609 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,15),-0.0633705 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,21),-0.0382911 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,29),-0.0403448 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,30),0.0425968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,10),(2,11),-0.04134 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,10),(2,14),-0.0524955 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,10),(2,15),-0.0274962 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,10),(2,21),-0.0466191 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,10),(2,29),-0.0436128 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,10),(2,30),-0.114721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,11),(2,14),-0.0431129 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,11),(2,15),-0.0144158 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,11),(2,21),-0.0452413 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,11),(2,29),-0.0420133 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,11),(2,30),-0.0691838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,14),(2,15),-0.0274619 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,14),(2,21),-0.0466191 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,14),(2,29),-0.0436128 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,14),(2,30),-0.114653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,15),(2,21),-0.0453532 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,15),(2,29),-0.0291958 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,15),(2,30),-0.044952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,21),(2,29),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,21),(2,30),-0.0281983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,29),(2,30),-0.0337027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,1),0.0644942 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,2),(2,-1),-0.226288 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,1),(2,-1),-0.116536 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,30),-0.0810995 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,-1),-0.0492951 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,4),(4,5),-0.141777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,6),-0.0399667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,7),-0.115637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,11),-0.0401656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,30),0.267175 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,5),(4,6),-0.0322579 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,7),-0.0325728 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,11),-0.0296918 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,30),-0.0713562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,6),(4,7),-0.0430266 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,11),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,30),-0.0194972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,7),(4,11),-0.0402183 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,30),-0.102182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,11),(4,30),-0.0155377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,4),(4,3),0.0175047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,-1),-0.109939 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,3),(4,-1),-0.0835083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,5),(5,6),-0.0399667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,7),-0.115637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,10),-0.0648903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,11),-0.0401656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,30),0.25197 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,6),(5,7),-0.0430266 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,10),-0.0424752 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,11),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,30),-0.0203147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,7),(5,10),-0.0478379 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,11),-0.0402183 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,30),-0.102182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,10),(5,11),-0.037491 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,10),(5,30),-0.108655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,11),(5,30),-0.0163552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,5),(5,4),0.121871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,3),0.0175047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,2),0.095598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,1),0.0600934 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,5),(5,-1),-0.109939 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,4),(5,3),0.0807226 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,4),(5,2),0.131872 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,4),(5,1),0.102716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,4),(5,-1),-0.132996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,3),(5,2),0.0864213 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,3),(5,1),0.100207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,3),(5,-1),-0.0835083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,2),(5,1),0.103039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,2),(5,-1),-0.0256186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,1),(5,-1),-0.0682324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,6),(6,7),-0.0551831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,8),-0.0448897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,9),-0.0507448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,10),0.0359675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,11),-0.0520629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,12),-0.0166705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,14),0.0378555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,15),-0.123589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,16),-0.0541467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,17),-0.0505252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,18),-0.00626904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,19),-0.0579203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,20),-0.0453354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,21),-0.0476401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,22),-0.0505364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,25),-0.056163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,29),-0.0479163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,30),-0.105449 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,7),(6,8),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,9),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,10),-0.0469482 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,11),-0.0385516 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,12),-0.0445565 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,14),-0.0469482 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,15),-0.0109927 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,16),-0.0376347 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,17),-0.0360043 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,18),-0.042172 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,19),-0.0343237 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,20),-0.0376342 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,21),-0.0373633 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,22),-0.0371537 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,25),-0.0375612 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,29),-0.0453738 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,30),-0.0810259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,8),(6,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,10),-0.0432577 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,14),-0.0432577 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,30),-0.0430201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,9),(6,10),-0.0405421 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,11),-0.0421698 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,12),-0.042046 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,14),-0.0405421 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,15),-0.0549816 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,16),-0.0427145 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,17),-0.0465155 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,19),-0.0423285 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,20),-0.0427145 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,22),-0.0465155 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,25),-0.0448399 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,29),-0.0446801 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,30),-0.0509308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,10),(6,11),-0.0386374 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,12),-0.0410301 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,14),-0.0374385 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,15),0.00312939 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,16),-0.0382416 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,17),-0.0276682 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,18),-0.0426357 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,19),-0.0386442 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,20),-0.0382255 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,21),-0.0439554 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,22),-0.0327626 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,25),-0.0240626 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,29),-0.0321063 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,30),-0.011175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,11),(6,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,14),-0.0430201 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,15),-0.0464177 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,16),-0.0420939 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,17),-0.0428112 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,19),-0.0421174 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,20),-0.0420939 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,21),-0.0420144 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,22),-0.042808 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,25),-0.0430757 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,29),-0.0423137 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,30),-0.0241411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,12),(6,14),-0.0424225 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,15),-0.0308558 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,16),-0.0432653 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,17),-0.0435152 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,18),-0.0421494 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,19),-0.0423014 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,20),-0.0432653 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,21),-0.042111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,22),-0.0439712 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,25),-0.0435178 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,29),-0.0452985 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,30),-0.0131355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,14),(6,15),0.00312939 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,16),-0.0382416 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,17),-0.0276405 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,18),-0.0426357 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,19),-0.0386442 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,20),-0.0382255 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,21),-0.0439554 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,22),-0.0327349 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,25),-0.0240349 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,29),-0.0321063 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,30),-0.0093147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,15),(6,16),-0.0355741 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,17),-0.00475679 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,18),-0.0422276 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,19),-0.051554 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,20),-0.0347963 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,21),-0.0277597 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,22),-0.00745343 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,25),-0.0077885 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,29),-0.0420211 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,30),-0.0991535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,16),(6,17),-0.0726911 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,16),(6,18),-0.0428939 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,16),(6,19),-0.0395838 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,16),(6,20),-0.0381805 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,16),(6,21),-0.0498474 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,16),(6,22),-0.071837 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,16),(6,25),-0.0787575 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,16),(6,29),-0.0429333 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,16),(6,30),0.0227117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,17),(6,18),-0.042172 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,17),(6,19),-0.034324 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,17),(6,20),-0.0376334 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,17),(6,21),-0.0373664 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,17),(6,22),-0.0357613 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,17),(6,25),-0.0361688 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,17),(6,29),-0.0453695 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,17),(6,30),-0.0754099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,18),(6,19),-0.0349051 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,18),(6,20),-0.0430881 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,18),(6,21),-0.0478038 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,18),(6,22),-0.0429488 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,18),(6,25),-0.0423662 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,18),(6,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,18),(6,30),-0.0181939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,19),(6,20),-0.0421767 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,19),(6,21),-0.0420144 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,19),(6,22),-0.0433711 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,19),(6,25),-0.0436388 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,19),(6,29),-0.0423137 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,19),(6,30),-0.0239155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,20),(6,21),-0.0490933 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,20),(6,22),-0.0781179 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,20),(6,25),-0.0850384 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,20),(6,29),-0.0429333 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,20),(6,30),0.0268261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,21),(6,22),-0.0440914 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,21),(6,25),-0.0440537 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,21),(6,29),-0.035838 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,21),(6,30),-0.036086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,22),(6,25),-0.0322726 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,22),(6,29),-0.0461575 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,22),(6,30),-0.0934009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,25),(6,29),-0.0453872 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,25),(6,30),-0.0843659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,29),(6,30),-0.0719337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,6),(6,5),0.115223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,4),0.115237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,3),0.108121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,2),0.107577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,1),0.0777904 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,6),(6,-1),-0.155695 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,5),(6,4),0.0852504 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,3),0.111019 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,2),0.0905385 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,1),0.114049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,5),(6,-1),-0.0344092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,4),(6,3),0.111019 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,4),(6,2),0.0905385 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,4),(6,1),0.114049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,4),(6,-1),-0.034409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,3),(6,2),0.138414 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,3),(6,1),0.156926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,3),(6,-1),-0.111344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,2),(6,1),0.0975796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,2),(6,-1),-0.0283399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,1),(6,-1),-0.0467217 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,11),(11,11),(11,12),-0.0148194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,13),0.0350984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,14),0.0350984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,15),-0.127233 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,16),-0.0519352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,17),-0.0577106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,18),-0.00522696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,19),-0.0583922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,20),-0.0431239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,21),-0.0477721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,22),-0.0577218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,25),-0.0633485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,29),-0.0479163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,30),-0.0955893 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,11),(11,12),(11,13),-0.0424718 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,14),-0.0424718 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,15),-0.0291921 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,16),-0.0445032 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,17),-0.044102 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,18),-0.0422876 # DEPENDENCYPART_GRANDSIBL
