# _root_ A spokesman for Dow Jones said he had n't seen the group 's filing , but added , `` obviously Dow Jones disagrees with their conclusions .
#goldHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
#predictedHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
(0,17),(17,18),(17,20),-0.0918168 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,18),(17,21),-0.160427 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,18),(17,22),-0.160427 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,18),(17,23),-0.00591082 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,18),(17,24),-0.0174292 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,18),(17,26),-0.134249 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,18),(17,27),-0.00779859 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,18),(17,28),0.131256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,19),(17,20),-0.0469666 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,19),(17,21),-0.0499984 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,19),(17,22),-0.0499984 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,19),(17,23),-0.0238043 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,19),(17,24),-0.085028 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,19),(17,26),-0.0374825 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,19),(17,27),-0.0599141 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,19),(17,28),0.0516626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,20),(17,21),-0.0479456 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,20),(17,22),-0.0479456 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,20),(17,23),-0.0488049 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,20),(17,24),-0.0467209 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,20),(17,26),-0.0520677 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,20),(17,27),-0.0430514 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,20),(17,28),-0.0677745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,21),(17,22),-0.035073 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,21),(17,23),-0.0317688 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,21),(17,24),-0.00372724 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,21),(17,26),-0.0269531 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,21),(17,27),-0.0565833 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,21),(17,28),-0.0687655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,22),(17,23),-0.0317689 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,22),(17,24),-0.0036318 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,22),(17,26),-0.0269531 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,22),(17,27),-0.0555752 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,22),(17,28),-0.0687655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,23),(17,24),-0.0595262 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,23),(17,26),-0.0424655 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,23),(17,27),0.00704 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,23),(17,28),-0.0449232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,24),(17,26),-0.0633699 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,24),(17,27),0.00667033 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,24),(17,28),-0.1256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,26),(17,27),-0.0901943 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,26),(17,28),-0.0432794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,27),(17,28),0.0623554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,17),(17,16),0.0603839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,17),(17,17),(17,15),-0.00533254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,17),(17,17),(17,14),0.22375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,17),(17,17),(17,10),0.104718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,17),(17,17),(17,9),0.150711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,17),(17,17),(17,8),0.0627188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,17),(17,17),(17,7),0.180722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,17),(17,17),(17,6),0.0673777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,17),(17,17),(17,5),0.180854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,17),(17,17),(17,3),0.139918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,17),(17,17),(17,2),0.23321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,17),(17,17),(17,-1),-0.336026 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,17),(17,16),(17,15),0.0436181 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,16),(17,14),0.102806 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,16),(17,10),0.102489 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,16),(17,9),0.101258 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,16),(17,8),0.0996275 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,16),(17,7),0.10305 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,16),(17,6),0.0996275 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,16),(17,5),0.0995967 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,16),(17,3),0.102071 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,16),(17,2),0.102806 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,16),(17,-1),0.0245012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,15),(17,14),0.129112 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,15),(17,10),0.13469 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,15),(17,9),0.109386 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,15),(17,8),0.148229 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,15),(17,7),0.100586 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,15),(17,6),0.134842 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,15),(17,5),0.102645 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,15),(17,3),0.0323219 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,15),(17,2),0.127059 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,15),(17,-1),0.0878487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,14),(17,10),0.0985892 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,14),(17,9),0.111453 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,14),(17,8),0.112495 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,14),(17,7),0.103056 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,14),(17,6),0.112407 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,14),(17,5),0.109908 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,14),(17,3),0.105708 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,14),(17,2),0.0881774 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,14),(17,-1),-0.0514959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,10),(17,9),0.110482 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,10),(17,8),0.10273 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,10),(17,7),0.102041 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,10),(17,6),0.102736 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,10),(17,5),0.0952525 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,10),(17,3),0.0996172 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,10),(17,2),0.0982178 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,10),(17,-1),-0.0139259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,9),(17,8),0.0914731 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,9),(17,7),0.100718 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,9),(17,6),0.0917793 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,9),(17,5),0.126996 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,9),(17,3),0.11219 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,9),(17,2),0.097532 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,9),(17,-1),-0.0672391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,8),(17,7),0.104484 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,8),(17,6),0.0959522 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,8),(17,5),0.0913492 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,8),(17,3),0.0971692 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,8),(17,2),0.0874037 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,8),(17,-1),-0.0500736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,7),(17,6),0.121198 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,7),(17,5),0.100508 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,7),(17,3),0.122902 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,7),(17,2),0.142647 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,7),(17,-1),-0.142393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,6),(17,5),0.0893195 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,6),(17,3),0.0970822 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,6),(17,2),0.0873711 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,6),(17,-1),-0.0501815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,5),(17,3),0.0923562 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,5),(17,2),0.0816944 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,5),(17,-1),-0.0327572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,3),(17,2),0.161101 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,3),(17,-1),-0.120676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,2),(17,-1),-0.0439843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,23),(23,24),-0.00555166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,25),-0.0449588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,26),-0.0457401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,27),-0.0614212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,28),-0.0770488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,23),(23,24),(23,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,24),(23,26),-0.042728 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,24),(23,27),0.01198 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,24),(23,28),-0.0918034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,25),(23,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,25),(23,27),-0.0446678 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,25),(23,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,26),(23,27),-0.0740164 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,26),(23,28),-0.0766233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,27),(23,28),0.041599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,23),(23,22),0.182365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,21),0.191033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,20),0.166126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,19),0.0548191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,18),0.0537092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,17),0.0993367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,16),0.028993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,15),0.0537092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,14),0.204268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,12),0.203197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,10),0.0906539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,9),0.166076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,8),0.107283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,7),0.177127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,6),0.096238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,5),0.182365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,4),0.191033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,3),0.138065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,2),0.206154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,23),(23,23),(23,-1),-0.142322 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,23),(23,22),(23,21),0.0293582 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,20),0.111754 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,19),0.0876205 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,18),0.180086 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,17),0.108854 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,16),0.149073 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,15),0.180086 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,14),0.0809774 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,12),0.0794247 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,10),0.0999445 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,9),0.111754 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,8),0.115938 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,7),0.102563 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,6),0.108761 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,5),0.0300854 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,4),0.0293582 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,3),0.0976862 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,2),0.0809774 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,-1),-0.0873321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,21),(23,20),0.111754 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,19),0.0876782 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,18),0.186193 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,17),0.10886 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,16),0.149073 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,15),0.186193 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,14),0.0809774 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,12),0.0794247 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,10),0.0999445 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,9),0.111754 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,8),0.115944 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,7),0.102563 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,6),0.108767 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,5),0.0308126 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,4),0.0300853 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,3),0.0929804 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,2),0.0809774 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,-1),-0.0841218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,20),(23,19),0.093272 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,18),0.114124 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,17),0.103045 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,16),0.0712685 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,15),0.114124 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,14),0.13601 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,12),0.141549 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,10),0.10059 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,9),0.119229 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,8),0.103045 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,7),0.0915307 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,6),0.103044 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,5),0.137204 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,4),0.137529 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,3),0.0632745 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,2),0.139048 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,-1),-0.0699457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,19),(23,18),0.116149 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,17),0.0914167 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,16),0.0984783 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,15),0.116149 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,14),0.0949342 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,12),0.0949342 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,10),0.103058 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,9),0.11672 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,8),0.0922009 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,7),0.102145 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,6),0.09278 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,5),0.0821358 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,4),0.0821358 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,3),0.0945302 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,2),0.0949181 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,-1),-0.00503258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,18),(23,17),0.103062 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,16),0.0855833 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,15),0.0493614 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,14),0.0924501 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,12),0.0946085 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,10),0.154179 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,9),0.0708981 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,8),0.092093 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,7),0.0865163 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,6),0.0989652 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,5),0.0620616 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,4),0.0576394 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,3),0.160393 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,2),0.095014 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,-1),0.0614826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,17),(23,16),0.104559 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,15),0.074963 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,14),0.0953947 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,12),0.0953947 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,10),0.103069 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,9),0.101037 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,8),0.101572 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,7),0.0955622 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,6),0.101572 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,5),0.101366 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,4),0.101366 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,3),0.101745 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,2),0.0953621 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,-1),-0.024405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,16),(23,15),0.0191723 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,16),(23,14),0.103047 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,16),(23,12),0.103047 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,16),(23,10),0.102705 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,16),(23,9),0.0984375 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,16),(23,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,16),(23,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,16),(23,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,16),(23,5),0.101283 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,16),(23,4),0.101283 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,16),(23,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,16),(23,2),0.103047 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,16),(23,-1),-0.0129031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,15),(23,14),0.0924501 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,12),0.0946085 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,10),0.154179 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,9),0.0708981 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,8),0.092093 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,7),0.0865163 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,6),0.0989652 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,5),0.0620616 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,4),0.0576394 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,3),0.160393 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,2),0.095014 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,-1),0.0614826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,14),(23,12),0.0982115 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,10),0.0962438 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,9),0.0915151 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,8),0.108493 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,7),0.0999366 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,6),0.107767 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,5),0.0903024 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,4),0.0903234 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,3),0.102008 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,2),0.0983072 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,-1),-0.0882498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,12),(23,10),0.0962325 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,12),(23,9),0.0908014 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,12),(23,8),0.108489 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,12),(23,7),0.0999366 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,12),(23,6),0.107763 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,12),(23,5),0.0902461 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,12),(23,4),0.0902671 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,12),(23,3),0.101899 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,12),(23,2),0.0973279 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,12),(23,-1),-0.0852057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,10),(23,9),0.101655 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,10),(23,8),0.102636 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,10),(23,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,10),(23,6),0.102636 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,10),(23,5),0.101425 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,10),(23,4),0.101425 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,10),(23,3),0.100856 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,10),(23,2),0.100338 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,10),(23,-1),-0.0305732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,9),(23,8),0.103043 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,9),(23,7),0.0909601 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,9),(23,6),0.103042 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,9),(23,5),0.137204 # DEPENDENCYPART_GRANDSIBL
