# _root_ After Mr. Stanley 's article was published in two Namibian newspapers , Mr. O'Linn had criminal charges brought against their editors , publisher and lawyer .
#goldHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,15,18,21,19,21,21,23,24,15,
#predictedHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,17,18,21,19,21,21,23,24,15,
(6,8),(8,17),(8,26),-0.0421407 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,17),(8,27),-0.000629832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,26),(8,27),-0.0516805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,8),(8,5),-0.0804764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,-1),-0.0563968 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,5),(8,-1),-0.0185198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,10),-0.0425566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,12),-0.0128288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,14),-0.0559874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,15),-0.0506468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,22),-0.0128288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,27),-0.165678 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,10),(9,12),-0.0429733 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,14),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,15),-0.0420152 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,22),-0.0429733 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,27),-0.0369305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,12),(9,14),-0.0461544 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,15),-0.057093 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,22),-0.0420613 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,27),-0.0440047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,14),(9,15),-0.0420235 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,22),-0.0444148 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,27),-0.0544253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,15),(9,22),-0.0420731 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,15),(9,27),-0.0596823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,22),(9,27),-0.0440047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,8),0.190332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,-1),-0.183601 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,8),(9,-1),-0.00377169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,27),0.0347153 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,10),(10,9),0.0912952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,5),-0.0641533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,-1),-0.109285 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,9),(10,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,-1),-0.0809382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,5),(10,-1),-0.0670064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,12),3.31953e-05 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,13),-0.00304898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,14),-0.00298666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,15),-0.0751083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,16),-0.0772052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,17),-0.0130896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,18),-0.0477078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,19),-0.049591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,21),-0.0116432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,22),3.31953e-05 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,23),-0.0577839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,24),-0.0555939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,25),-0.0577839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,26),-0.044045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,27),0.0773831 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,12),(11,13),-0.0428286 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,14),-0.0428286 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,15),-0.0403624 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,16),-0.0644443 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,17),0.00864601 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,18),-0.0717052 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,19),-0.0746451 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,21),0.00864601 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,22),-0.0456152 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,23),0.0175056 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,24),-0.0572107 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,25),0.0175056 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,26),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,27),-0.0692365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,13),(11,14),-0.0259068 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,15),-0.0396453 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,16),-0.0400747 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,17),-0.0428234 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,18),-0.0424359 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,19),-0.0461703 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,21),-0.0428234 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,22),-0.0472738 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,23),-0.0472592 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,24),-0.0469402 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,25),-0.0472592 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,26),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,27),0.0014138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,14),(11,15),-0.0396453 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,16),-0.0400747 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,17),-0.0428234 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,18),-0.0424359 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,19),-0.0461703 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,21),-0.0428234 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,22),-0.047273 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,23),-0.0472592 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,24),-0.0469402 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,25),-0.0472592 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,26),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,27),0.00150474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,15),(11,16),-0.042274 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,17),-0.0427281 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,18),-0.0420202 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,19),-0.0422278 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,21),-0.0427281 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,22),-0.0411454 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,23),-0.0432483 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,24),-0.0448628 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,25),-0.0432483 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,26),-0.0420409 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,27),-0.107021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,16),(11,17),-0.0427981 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,18),-0.0336757 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,19),-0.0490874 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,21),-0.0427981 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,22),-0.0387064 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,23),-0.0444911 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,24),-0.0475349 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,25),-0.0444911 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,26),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,27),-0.0297156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,17),(11,18),-0.0434336 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,19),-0.0468618 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,21),-0.0418781 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,22),-0.0414573 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,23),-0.0281237 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,24),-0.0467871 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,25),-0.0281237 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,26),-0.0450213 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,27),-0.0289949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,18),(11,19),-0.0418234 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,21),-0.0425862 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,22),-0.0438227 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,23),-0.0435056 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,24),-0.0367864 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,25),-0.0435056 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,26),-0.0420279 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,27),-0.0647906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,19),(11,21),-0.0431555 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,22),-0.0331826 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,23),-0.0510159 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,24),-0.048312 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,25),-0.0510159 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,26),-0.0321032 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,27),-0.0416684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,21),(11,22),-0.0414573 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,21),(11,23),-0.0281237 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,21),(11,24),-0.0467871 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,21),(11,25),-0.0281237 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,21),(11,26),-0.0441585 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,21),(11,27),-0.0289949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,22),(11,23),0.0175056 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,22),(11,24),-0.0572107 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,22),(11,25),0.0175056 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,22),(11,26),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,22),(11,27),-0.0692365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,23),(11,24),-0.0459216 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,23),(11,25),-0.0459626 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,23),(11,26),-0.0379882 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,23),(11,27),-0.0449149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,24),(11,25),-0.0422114 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,24),(11,26),-0.043609 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,24),(11,27),-0.0760484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,25),(11,26),-0.0379882 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,25),(11,27),-0.0449149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,26),(11,27),-0.0326817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,10),0.129835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,9),0.0983927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,8),0.127521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,7),0.0893661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,6),0.101682 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,11),(11,5),-0.0423999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,3),-0.0665211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,1),0.0122145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,-1),-0.179623 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,10),(11,9),0.0987239 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,8),0.106177 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,7),0.10289 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,6),0.102546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,10),(11,5),-0.0648134 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,3),-0.0646021 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,1),-0.0656327 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,-1),-0.0173195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,9),(11,8),0.0898918 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,7),0.10223 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,6),0.103046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,9),(11,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,3),-0.0654712 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,1),-0.0641787 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,-1),-0.00718125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,8),(11,7),0.103205 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,6),0.096239 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,8),(11,5),-0.0645232 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,3),-0.0575144 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,1),-0.0610865 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,-1),0.0184949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,7),(11,6),0.102223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,7),(11,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,1),-0.06425 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,-1),-0.0775201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,6),(11,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,3),-0.0615156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,1),-0.0644272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,-1),-0.0719875 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,5),(11,3),-0.0644619 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,5),(11,1),-0.0609621 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,5),(11,-1),-0.0425132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,3),(11,1),-0.0642356 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,3),(11,-1),-0.107126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,1),(11,-1),0.0132649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,12),(12,27),0.0573196 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,12),(12,12),(12,-1),0.058705 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,14),(14,16),-0.0592004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,17),-0.04329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,27),0.0761022 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,16),(14,17),-0.0422449 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,27),-0.0613955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,17),(14,27),-0.0523075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,14),(14,13),0.0980165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,12),0.044759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,11),0.0866154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,10),0.153511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,9),0.0902833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,-1),-0.0262771 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,13),(14,12),0.0566132 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,11),0.0971003 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,10),0.0929278 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,9),0.101883 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,-1),-0.0288702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,12),(14,11),0.14477 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,10),0.12167 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,9),0.131445 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,-1),-0.0807803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,11),(14,10),0.101868 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,9),0.102791 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,-1),-0.0881146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,10),(14,9),0.10227 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,-1),-0.0560429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,9),(14,-1),-0.088423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,15),(15,16),-0.0501399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,17),-0.00751062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,18),-0.0268187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,19),-0.061851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,21),-0.00746822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,22),-0.08719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,23),0.0143291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,24),-0.00773717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,25),0.0131462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,26),-0.0641907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,27),-0.133264 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,16),(15,17),-0.0428616 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,18),-0.0421351 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,19),-0.0398799 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,21),-0.0428616 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,22),-0.0678689 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,23),-0.041839 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,24),-0.0614388 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,25),-0.041839 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,26),-0.0119917 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,27),-0.00394058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,17),(15,18),-0.0495162 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,17),(15,19),-0.0260938 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,17),(15,21),-0.0441899 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,17),(15,22),0.0197816 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,17),(15,23),-0.0462154 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,17),(15,24),-0.0382684 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,17),(15,25),-0.0462154 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,17),(15,26),-0.0192465 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,17),(15,27),-0.07194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,18),(15,19),-0.050112 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,18),(15,21),-0.0424498 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,18),(15,22),-0.0290118 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,18),(15,23),-0.0474811 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,18),(15,24),-0.0101461 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,18),(15,25),-0.0474811 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,18),(15,26),-0.0482803 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,18),(15,27),-0.0712938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,19),(15,21),-0.0363315 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,19),(15,22),0.0104503 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,19),(15,23),-0.0541184 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,19),(15,24),-0.0420516 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,19),(15,25),-0.0541184 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,19),(15,26),-0.0635239 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,19),(15,27),-0.093871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,21),(15,22),0.0197816 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,21),(15,23),-0.0462154 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,21),(15,24),-0.0382684 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,21),(15,25),-0.0462154 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,21),(15,26),-0.0192465 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,21),(15,27),-0.071587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,22),(15,23),-0.0463088 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,22),(15,24),-0.0421425 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,22),(15,25),-0.0463088 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,22),(15,26),-0.0427302 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,22),(15,27),-0.0646401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,23),(15,24),0.000618733 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,23),(15,25),-0.0229231 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,23),(15,26),-0.0485085 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,23),(15,27),-0.0149167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,24),(15,25),-0.0466014 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,24),(15,26),-0.0819585 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,24),(15,27),0.133184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,25),(15,26),-0.0485085 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,25),(15,27),-0.0153487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,26),(15,27),-0.07045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,15),(15,14),0.171062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,13),0.170402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
