# _root_ That 50 % is now held by Clifford Parker , Regatta 's president and chief executive officer , who will continue to manage Regatta 's operations under Gitano .
#goldHeads=3,3,4,0,4,4,6,9,7,9,13,11,9,13,17,17,14,9,20,9,20,21,22,26,24,23,23,27,4,
#predictedHeads=3,3,4,0,4,4,6,9,7,9,13,11,9,13,17,17,14,9,20,17,20,21,22,26,24,23,23,27,4,
(9,8),(8,9),-1.11357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.235248 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.164718 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.542036 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.238473 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),0.124467 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.277106 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.370389 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.737818 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.455338 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.483337 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.614498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.333641 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.12993 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.216038 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.677916 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.355059 # DEPENDENCYPART_GRANDPAR
(9,11),(11,25),-0.538783 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.824354 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.46493 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.484803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.382221 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.792307 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.322549 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.581307 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.320686 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.238658 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.255462 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.300765 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.878182 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.209638 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.1376 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.148693 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.0816215 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.594799 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),-0.0341886 # DEPENDENCYPART_GRANDPAR
(9,13),(13,27),0.0989647 # DEPENDENCYPART_GRANDPAR
(9,13),(13,28),-0.457111 # DEPENDENCYPART_GRANDPAR
(9,13),(13,29),-0.193286 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.387407 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.326665 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.335029 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.367285 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.843937 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.236583 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.159396 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.141057 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),0.0543699 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.379279 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.0968317 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),0.0682339 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.462859 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.411524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,11),0.865586 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.540584 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.60936 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.425702 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.298875 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.9 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.184886 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.115259 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.117002 # DEPENDENCYPART_GRANDPAR
(9,17),(17,25),-0.571475 # DEPENDENCYPART_GRANDPAR
(9,17),(17,26),-0.0428821 # DEPENDENCYPART_GRANDPAR
(9,17),(17,29),-0.164581 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.206825 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.1357 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-0.620195 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-0.767403 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.330522 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-0.189319 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),-0.42631 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),-0.511015 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-0.413657 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.698313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),0.152556 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),0.579981 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),0.264823 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),0.363021 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),0.265639 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.212208 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.0174148 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),0.975951 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.0894753 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.140978 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.0531495 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.0469695 # DEPENDENCYPART_GRANDPAR
(9,20),(20,26),-0.0937762 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),0.0736691 # DEPENDENCYPART_GRANDPAR
(9,20),(20,28),-0.422459 # DEPENDENCYPART_GRANDPAR
(9,20),(20,29),-0.31415 # DEPENDENCYPART_GRANDPAR
(9,28),(28,24),-0.201148 # DEPENDENCYPART_GRANDPAR
(9,28),(28,26),-0.0587228 # DEPENDENCYPART_GRANDPAR
(9,28),(28,27),0.10602 # DEPENDENCYPART_GRANDPAR
(9,28),(28,29),-0.149068 # DEPENDENCYPART_GRANDPAR
(9,29),(29,28),-0.671656 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.300902 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.53411 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.230583 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.0422858 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.247194 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.19353 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.258163 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),-0.432145 # DEPENDENCYPART_GRANDPAR
(11,1),(1,20),-1.02516 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.432972 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.376823 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.563583 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.136139 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.0844936 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.236478 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.271224 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.371748 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.218141 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.53401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.894055 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.856816 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.42824 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.757148 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.747828 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.939009 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-1.08886 # DEPENDENCYPART_GRANDPAR
(11,6),(6,27),-1.04311 # DEPENDENCYPART_GRANDPAR
(11,6),(6,29),-1.17477 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.298952 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.312404 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.60104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.925362 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.914759 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.47819 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.812861 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.855184 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.501886 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.532216 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.119372 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.195525 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0579289 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.304934 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.60104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.925362 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.914759 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.47819 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.796741 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.812861 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.855184 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.45513 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.972393 # DEPENDENCYPART_GRANDPAR
(11,9),(9,25),-1.38918 # DEPENDENCYPART_GRANDPAR
(11,9),(9,28),-1.61614 # DEPENDENCYPART_GRANDPAR
(11,9),(9,29),-1.19665 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.04256 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.677091 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.777602 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.221663 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.973964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0596885 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0213523 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.318698 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.435794 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.278554 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.186959 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.0111877 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.522489 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.481755 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.695147 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.695844 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-1.03321 # DEPENDENCYPART_GRANDPAR
(11,13),(13,26),-0.491135 # DEPENDENCYPART_GRANDPAR
(11,13),(13,27),-0.608675 # DEPENDENCYPART_GRANDPAR
(11,13),(13,28),-0.995937 # DEPENDENCYPART_GRANDPAR
(11,13),(13,29),-0.657728 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.251862 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.347671 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.198872 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.120324 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.0229425 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.549318 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.503436 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.687396 # DEPENDENCYPART_GRANDPAR
(11,14),(14,26),-0.402461 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.273221 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.0666491 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.377209 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.148356 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.198435 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.255087 # DEPENDENCYPART_GRANDPAR
(13,3),(3,14),-0.0323018 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.376142 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.150398 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.301825 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),1.25391 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.13764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),0.0186703 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),0.0700161 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.265702 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.390753 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.019438 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.107698 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.0451524 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.601703 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.142011 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.302582 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),1.2536 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.13764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),0.0186703 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),0.0305621 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),0.0700161 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.265703 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),0.0272653 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.272472 # DEPENDENCYPART_GRANDPAR
(13,9),(9,25),-0.694249 # DEPENDENCYPART_GRANDPAR
(13,9),(9,28),-0.291544 # DEPENDENCYPART_GRANDPAR
(13,9),(9,29),-0.691378 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.390015 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.0458901 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.599598 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.453443 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.296459 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),1.25391 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.13764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.0186703 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.265702 # DEPENDENCYPART_GRANDPAR
(13,11),(11,25),-0.694249 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.443407 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.50118 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),1.0021 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.369836 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.345038 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.0833381 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),0.108645 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.0798328 # DEPENDENCYPART_GRANDPAR
(13,14),(14,26),0.0290071 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.598004 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.283482 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),0.325693 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.562995 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.142662 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.28489 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.360216 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.489436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,15),0.741466 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.671384 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.466292 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.466 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.213313 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.218562 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.128019 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.360745 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),0.00220109 # DEPENDENCYPART_GRANDPAR
(13,17),(17,29),-0.229362 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.549502 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.208954 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.523074 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-0.638551 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.32577 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.450623 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-0.414337 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-0.486038 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-0.0727834 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.215011 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.192506 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.290338 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.572795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.431678 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.551739 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.63968 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.182894 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.690274 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),0.26519 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),0.0968578 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),0.209078 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),0.319946 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.0490797 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),0.146417 # DEPENDENCYPART_GRANDPAR
(13,20),(20,28),0.293152 # DEPENDENCYPART_GRANDPAR
(13,20),(20,29),-0.361046 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.524625 # DEPENDENCYPART_GRANDPAR
(13,21),(21,3),-0.610142 # DEPENDENCYPART_GRANDPAR
(13,21),(21,4),-0.313558 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.641021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,17),0.571892 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.223603 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),0.621713 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),0.0734815 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),0.136926 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),0.308356 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.301944 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.0922729 # DEPENDENCYPART_GRANDPAR
(13,21),(21,27),0.151369 # DEPENDENCYPART_GRANDPAR
(13,21),(21,28),0.281562 # DEPENDENCYPART_GRANDPAR
(13,21),(21,29),-0.267969 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.470782 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),0.225322 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),0.382175 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.271208 # DEPENDENCYPART_GRANDPAR
(13,22),(22,26),-0.00594297 # DEPENDENCYPART_GRANDPAR
(13,22),(22,27),0.113767 # DEPENDENCYPART_GRANDPAR
(13,22),(22,28),0.355381 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),0.622233 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),0.13476 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.283902 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-0.0834155 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),0.130357 # DEPENDENCYPART_GRANDPAR
(13,24),(24,28),0.42192 # DEPENDENCYPART_GRANDPAR
(13,26),(26,6),-0.441146 # DEPENDENCYPART_GRANDPAR
(13,26),(26,8),-0.107428 # DEPENDENCYPART_GRANDPAR
(13,26),(26,9),-0.249656 # DEPENDENCYPART_GRANDPAR
(13,26),(26,11),-0.324983 # DEPENDENCYPART_GRANDPAR
(13,26),(26,13),-0.557295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,26),(26,15),0.667732 # DEPENDENCYPART_GRANDPAR
(13,26),(26,16),0.631217 # DEPENDENCYPART_GRANDPAR
(13,26),(26,19),0.586505 # DEPENDENCYPART_GRANDPAR
(13,26),(26,24),0.267885 # DEPENDENCYPART_GRANDPAR
(13,26),(26,25),0.0737403 # DEPENDENCYPART_GRANDPAR
(13,26),(26,27),0.0907103 # DEPENDENCYPART_GRANDPAR
(13,26),(26,28),0.318313 # DEPENDENCYPART_GRANDPAR
(13,26),(26,29),-0.253979 # DEPENDENCYPART_GRANDPAR
(13,27),(27,26),-0.0500144 # DEPENDENCYPART_GRANDPAR
(13,27),(27,28),0.346664 # DEPENDENCYPART_GRANDPAR
(13,28),(28,24),0.368994 # DEPENDENCYPART_GRANDPAR
(13,28),(28,26),-0.00989653 # DEPENDENCYPART_GRANDPAR
(13,28),(28,27),0.141559 # DEPENDENCYPART_GRANDPAR
(13,28),(28,29),-0.20683 # DEPENDENCYPART_GRANDPAR
(13,29),(29,28),0.16934 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),1.08057 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.734111 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),0.0308916 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),1.24656 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.16041 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.109506 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.0536684 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.206307 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),1.53933 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),1.2928 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.532353 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.279833 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.678194 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.256517 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.0267512 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),0.064022 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),0.305191 # DEPENDENCYPART_GRANDPAR
(14,17),(17,29),-0.214985 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.673085 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.300206 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.446196 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-0.428532 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.302312 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-0.340601 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-0.159359 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-0.543347 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.116221 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.0653179 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.214207 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.00948033 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.160984 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-1.00328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),1.11612 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.640644 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.261461 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.401846 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.413054 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.0102811 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),0.247965 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),0.0940685 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),0.339523 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.0189686 # DEPENDENCYPART_GRANDPAR
(14,20),(20,28),-0.0941437 # DEPENDENCYPART_GRANDPAR
(14,20),(20,29),-0.320462 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-0.420522 # DEPENDENCYPART_GRANDPAR
(14,21),(21,3),-0.3685 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-0.262695 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.100343 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.677853 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.404607 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.342134 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.194826 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),0.30412 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),0.206642 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),0.279619 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),0.434798 # DEPENDENCYPART_GRANDPAR
