# _root_ It also recommends better retirement and day-care benefits , and basing pay on education , experience and nurses ' demanding work schedules .
#goldHeads=3,3,0,5,3,5,8,6,8,8,10,11,11,13,14,14,16,22,18,22,22,17,3,
#predictedHeads=3,3,0,5,3,5,8,6,3,3,10,11,11,13,14,14,16,22,18,22,22,17,3,
(3,8),(8,23),0.799607 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.547565 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.557892 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.342549 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.303662 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.581227 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.346964 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.676033 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),0.350541 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.695553 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),0.259348 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),0.571721 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),0.621755 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.809543 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.665213 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.278674 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.629008 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),0.292587 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),0.639418 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),0.194041 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),0.467913 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),0.46807 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),0.483209 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),0.788637 # DEPENDENCYPART_GRANDPAR
(3,12),(12,4),0.769631 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.847916 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.549989 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.602283 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.681568 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.512481 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.408443 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.607185 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.378934 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),0.623572 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),0.281825 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),0.463949 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),0.533159 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.0229211 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),0.547055 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),0.856498 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.478203 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.087171 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),0.384046 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),0.631707 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),0.277219 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),0.525182 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),0.580236 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),0.593264 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),0.608843 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),0.0848707 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),0.22715 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.0597272 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),0.621755 # DEPENDENCYPART_GRANDPAR
(3,22),(22,4),0.791289 # DEPENDENCYPART_GRANDPAR
(3,22),(22,5),0.811125 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),0.166395 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),0.192312 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),0.0794805 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),0.379028 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),0.0772065 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),0.0499429 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.199482 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),0.805185 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.315022 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.135164 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.991629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.121889 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.0910297 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.0936687 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.0537129 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.157841 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.165607 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.992092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.0916767 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.0750475 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.0377307 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-0.452597 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.200023 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.409534 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.99499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.0983883 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.0342066 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.262966 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.32779 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.0415729 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),0.00311024 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.286803 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.435936 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.415382 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.157298 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),0.0150933 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.898389 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-0.405957 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.290713 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.0972264 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.244212 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.607092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.385347 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.267433 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.176938 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.38126 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.422664 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.160625 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.0978374 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.0869425 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.00155723 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),0.265535 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.0282737 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),0.434647 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.247155 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),0.0268891 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.648923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),0.295919 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.235502 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.431684 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.524179 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.251028 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.139247 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.216116 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),0.0257429 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),0.00888788 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.297285 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.0791565 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.600699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.505067 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.22476 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.142198 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.382156 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.444795 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.169229 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.0524389 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.0606185 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.039246 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),0.266431 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.0665993 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),0.456778 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.327467 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),0.00667054 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.0437037 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.425141 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.00861723 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.211118 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.251028 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.139247 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.216116 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),0.0257429 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.315959 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),0.00888788 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),0.536162 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.335144 # DEPENDENCYPART_GRANDPAR
(4,11),(11,5),0.551763 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.124581 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.0809756 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.146866 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.0214224 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.279682 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.0456314 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),0.475132 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.299417 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.436645 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.0223589 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.213951 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.0968422 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.0447087 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.320386 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.0135436 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),0.533142 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.147332 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.286326 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.196034 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.161731 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),0.286576 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.15367 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.335144 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.363489 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.23769 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.369506 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.11284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),0.222756 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),0.0813374 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.0283726 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.333187 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.313718 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.46863 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.15757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.224444 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.026685 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.973908 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.320938 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.431924 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.487323 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.17522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.243271 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.284469 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),0.244267 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),0.0986004 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.00785837 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.240433 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.389383 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.454924 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),0.212883 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.151202 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.184718 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-0.94822 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.287374 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.445365 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.338883 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.13852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.238229 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),0.281127 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),0.0803946 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.0129001 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.207839 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.370096 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),0.194677 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.156244 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.0225951 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.518762 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.914839 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.668021 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.518475 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.175953 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.438528 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.155475 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.548228 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),0.320789 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.0612799 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.881792 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.762555 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.518755 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.267214 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.169661 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.0659237 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.0366756 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.618527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.66158 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.271827 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.739769 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.560312 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.27625 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.298101 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.202898 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.417681 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.854051 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),0.181374 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),0.416968 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.212693 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.525816 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.694224 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.403823 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.573734 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.292406 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.175953 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.438528 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.155475 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.548228 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.782303 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.320789 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),0.375131 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),0.47821 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.644374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,8),0.782866 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.275552 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.202428 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.38442 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.744887 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),0.151258 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),0.271366 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),0.357343 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),0.33094 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.616189 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.0623529 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.539149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,7),0.350248 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.838537 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.57041 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.629106 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.262937 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.284099 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.494354 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.902455 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),0.262636 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),0.39973 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),0.503928 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.117918 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),0.476625 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.496078 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.445428 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.0476981 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.394332 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.781973 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),0.1434 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),0.28681 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),0.479243 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),0.447832 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.264741 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.24715 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.141555 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.879102 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),0.239247 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),0.371219 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),0.479641 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.129179 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),0.452338 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.512059 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.262885 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.24964 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),0.142945 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.373616 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.700081 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),0.379033 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),0.479669 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.128421 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),0.321879 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),0.183919 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),0.452366 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.511837 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),0.507491 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.193025 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),0.329079 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),0.251812 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),0.47821 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),0.324836 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),0.321127 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),0.387833 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.276124 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.134207 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.223849 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.409934 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.15539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),0.707921 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),0.0701383 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),0.125572 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.0691748 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.323102 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.323717 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.0750177 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.308025 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),1.15496 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.60386 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.599975 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.271361 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.256045 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.403051 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.319662 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.284293 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.837123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.60978 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.530124 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.541216 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.19827 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.247121 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.038186 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.0976231 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.136269 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.10921 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),0.340626 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),0.0416839 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-1.15549 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),1.25323 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.587482 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),1.7397 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.797157 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.379445 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.426966 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.183508 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.254935 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.170813 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.0593139 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.421334 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),0.55534 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.227263 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),1.39387 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.31963 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.206547 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.159419 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.221615 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.0442692 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.439026 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),0.171625 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),0.357355 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-1.09726 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.308964 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.290479 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),1.6077 # DEPENDENCYPART_GRANDPAR
