# _root_ `` It 's pure psychology , '' said William Au Yeung , an account executive for Drexel Burnham Lambert ( HK ) Ltd. in Hong Kong .
#goldHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
#predictedHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
(2,8),(8,16),(8,22),-0.042019 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,16),(8,23),-0.0420157 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,16),(8,24),-0.0403114 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,16),(8,26),-0.0420157 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,16),(8,27),-0.042029 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,16),(8,28),-0.0390008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,19),(8,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,19),(8,22),-0.0420228 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,19),(8,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,19),(8,24),-0.0420833 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,19),(8,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,19),(8,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,19),(8,28),-0.0438441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,20),(8,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,20),(8,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,20),(8,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,20),(8,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,20),(8,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,20),(8,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,22),(8,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,22),(8,24),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,22),(8,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,22),(8,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,22),(8,28),-0.0421405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,23),(8,24),-0.0420833 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,23),(8,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,23),(8,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,23),(8,28),-0.0438441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,24),(8,26),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,24),(8,27),-0.042029 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,24),(8,28),-0.0380955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,26),(8,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,26),(8,28),-0.0438441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,27),(8,28),-0.0425297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,7),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,6),0.102704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,5),0.0996335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,4),0.102138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,3),0.10306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,2),0.0964014 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,8),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,-1),-0.0242547 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,7),(8,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,7),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,6),(8,5),0.103068 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,6),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,-1),-0.0642102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,5),(8,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,5),(8,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,5),(8,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,5),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,5),(8,-1),-0.0692208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,4),(8,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,4),(8,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,4),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,4),(8,-1),-0.0650754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,3),(8,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,3),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,3),(8,-1),-0.0641555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,2),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,2),(8,-1),-0.0697409 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,1),(8,-1),-0.0641535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,12),-0.0422232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,13),-0.0420237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,14),-0.0420127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,15),-0.0420127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,16),-0.0429932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,18),-0.0467428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,19),-0.0467428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,20),-0.0420118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,21),-0.0467428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,22),-0.0285833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,23),-0.0467433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,24),-0.0430098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,26),-0.0467428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,28),-0.0581981 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,12),(11,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,14),-0.0420201 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,15),-0.0420201 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,16),-0.0425155 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,18),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,19),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,21),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,23),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,24),-0.0425155 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,26),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,28),-0.0420796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,13),(11,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,28),-0.0420597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,14),(11,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,28),-0.0420927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,15),(11,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,28),-0.0420927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,16),(11,18),-0.0421193 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,19),-0.0421193 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,21),-0.0421193 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,23),-0.0421193 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,26),-0.0421193 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,28),-0.0425344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,18),(11,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,18),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,18),(11,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,18),(11,22),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,18),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,18),(11,24),-0.0420155 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,18),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,18),(11,28),-0.04767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,19),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,19),(11,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,19),(11,22),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,19),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,19),(11,24),-0.0420155 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,19),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,19),(11,28),-0.04767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,20),(11,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,20),(11,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,20),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,20),(11,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,20),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,20),(11,28),-0.0420118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,21),(11,22),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,21),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,21),(11,24),-0.0420155 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,21),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,21),(11,28),-0.04767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,22),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,22),(11,24),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,22),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,22),(11,28),-0.0251431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,23),(11,24),-0.0420155 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,23),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,23),(11,28),-0.0476703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,24),(11,26),-0.0421193 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,24),(11,28),-0.0425348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,26),(11,28),-0.04767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,10),0.104351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,9),0.104351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,8),0.103068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,7),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,6),0.103069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,5),0.103015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,4),0.102795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,3),0.103068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,-1),-0.0847285 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,10),(11,9),0.103012 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,8),0.103063 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,7),0.103062 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,5),0.103038 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,3),0.103069 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,-1),-0.0646591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,9),(11,8),0.103063 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,7),0.103062 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,5),0.103038 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,3),0.103069 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,-1),-0.0646591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,8),(11,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,-1),-0.0641803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,7),(11,6),0.103013 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,6),(11,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,-1),-0.0641907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,5),(11,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,5),(11,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,5),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,5),(11,-1),-0.0641851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,4),(11,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,4),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,4),(11,-1),-0.0644148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,3),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,3),(11,-1),-0.0641472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,1),(11,-1),-0.0654236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,12),(12,28),0.0690491 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,12),(12,12),(12,-1),0.0465697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,1),(1,2),0.0965619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,1),(1,28),0.0748729 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,2),(1,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,2),(1,28),-0.0659193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,3),(1,28),-0.0667426 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,1),(1,-1),0.0113328 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,3),-0.0451142 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,5),-0.0220413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,6),-0.0651825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,8),-0.0644622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,12),-0.0651825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,28),-0.0493657 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,3),(2,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,6),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,12),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,28),-0.0702666 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,5),(2,6),-0.0654891 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,12),-0.0654891 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,28),-0.0221101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,6),(2,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,6),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,6),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,6),(2,28),-0.0995995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,8),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,8),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,8),(2,28),-0.0691473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,11),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,11),(2,28),-0.0568137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,12),(2,28),-0.0995995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,2),(2,1),-0.0491823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,-1),0.180054 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,1),(2,-1),-0.0463226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,5),-0.0729736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,6),-0.0725248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,7),-0.0389629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,8),-0.0396712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,28),0.100949 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,5),(4,6),-0.0481348 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,7),-0.0420988 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,8),-0.0352116 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,28),-0.0625326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,6),(4,7),-0.0462767 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,8),-0.0429692 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,28),-0.0515045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,7),(4,8),-0.0425501 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,28),-0.043544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,8),(4,28),-0.031757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,3),0.0995687 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,4),(4,2),-0.0641462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,1),-0.0641461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,-1),-0.159048 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,3),(4,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,-1),-0.0587747 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,2),(4,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,2),(4,-1),-0.068788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,1),(4,-1),-0.0689365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,6),-0.00877317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,7),0.00129718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,8),-0.044457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
