# _root_ In 1988 the Cincinnati company earned $ 3.1 million , or 32 cents a share , on revenue of $ 148.5 million .
#goldHeads=6,1,5,5,6,0,6,7,7,7,7,13,11,15,13,7,6,17,18,19,20,20,6,
#predictedHeads=6,1,5,5,6,0,6,7,7,7,7,13,11,15,13,6,6,17,18,19,20,20,6,
(1,6),(6,18),(6,20),-0.037553 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,18),(6,23),-0.0491002 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,18),(6,24),-0.0454605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,19),(6,20),-0.042033 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,19),(6,23),-0.047012 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,19),(6,24),-0.0491985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,20),(6,23),-0.0420254 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,20),(6,24),-0.022294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,23),(6,24),-0.064817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,6),(6,5),0.12949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,4),0.17631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,3),0.113664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,2),0.11031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,1),0.0501793 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,6),(6,-1),-0.163206 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,5),(6,4),0.0913315 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,3),0.0965893 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,2),0.102035 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,1),0.10741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,5),(6,-1),-0.0403568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,4),(6,3),0.0967493 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,4),(6,2),0.100943 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,4),(6,1),0.125196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,4),(6,-1),0.00571171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,3),(6,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,3),(6,1),0.102647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,3),(6,-1),-0.0970315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,2),(6,1),0.101272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,2),(6,-1),-0.0689268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,1),(6,-1),-0.0312425 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,7),(7,7),(7,8),-0.00230818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,9),0.0123142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,10),-0.0469214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,11),-0.0489187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,12),0.00142835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,13),-0.0531063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,15),-0.0510774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,16),-0.0469214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,17),-0.0406315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,18),-0.0510303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,19),-0.0409832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,20),-0.0432169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,22),0.0123142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,24),-0.0617332 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,7),(7,8),(7,9),-0.055879 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,10),-0.0662713 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,11),-0.113633 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,12),-0.0605293 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,13),-0.0346425 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,15),0.018709 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,16),-0.0662713 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,17),-0.0892772 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,18),0.00168382 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,19),-0.0613773 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,20),-0.0595017 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,22),-0.055879 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,23),-0.0440656 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,24),-0.0566194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,9),(7,10),-0.0679328 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,11),-0.120545 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,12),-0.0615285 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,13),-0.030488 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,15),0.0170498 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,16),-0.0679328 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,17),-0.0840496 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,18),2.4602e-05 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,19),-0.0561497 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,20),-0.0628438 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,22),-0.0568782 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,23),-0.0447503 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,24),-0.0343563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,10),(7,11),0.0595004 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,12),-0.057532 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,13),-0.0542201 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,15),-0.0716646 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,16),-0.0481057 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,17),-0.0540901 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,18),-0.0716646 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,19),-0.05599 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,20),-0.0237525 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,22),-0.0575321 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,24),-0.000252253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,11),(7,12),-0.0429976 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,13),-0.0420233 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,15),-0.0738109 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,16),-0.00346021 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,17),-0.00922529 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,18),-0.0673641 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,19),-0.0127874 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,20),-0.0521301 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,22),-0.0431847 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,24),-0.00113523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,12),(7,13),-0.0346425 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,15),0.0187371 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,16),-0.0662713 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,17),-0.0892772 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,18),0.00171188 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,19),-0.0613773 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,20),-0.0595017 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,22),-0.0521421 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,23),-0.0440656 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,24),-0.0566477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,13),(7,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,16),-0.0430982 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,17),-0.0420249 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,19),-0.0420249 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,20),-0.0420134 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,22),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,24),-0.0577207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,15),(7,16),-0.0546 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,15),(7,17),-0.0542474 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,15),(7,18),-0.0472777 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,15),(7,19),-0.058083 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,15),(7,20),-0.0458605 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,15),(7,22),-0.042021 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,15),(7,23),-0.0425352 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,15),(7,24),-0.0421078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,16),(7,17),-0.0540901 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,16),(7,18),-0.0716646 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,16),(7,19),-0.05599 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,16),(7,20),-0.0237525 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,16),(7,22),-0.0575321 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,16),(7,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,16),(7,24),-0.000252253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,17),(7,18),-0.0347173 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,17),(7,19),-0.0529887 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,17),(7,20),-0.0491142 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,17),(7,22),-0.0523064 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,17),(7,23),-0.0451697 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,17),(7,24),-0.0810067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,18),(7,19),-0.0527553 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,18),(7,20),-0.0456577 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,18),(7,22),-0.042021 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,18),(7,23),-0.0425352 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,18),(7,24),-0.0574053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,19),(7,20),-0.0498829 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,19),(7,22),-0.0531694 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,19),(7,23),-0.0451697 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,19),(7,24),-0.0647882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,20),(7,22),-0.0568157 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,20),(7,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,20),(7,24),-0.0196194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,22),(7,23),-0.0447503 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,22),(7,24),-0.0343563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,23),(7,24),-0.0499217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,7),(7,5),0.0759043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,2),0.121316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,1),0.150191 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,7),(7,7),(7,-1),-0.152888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,7),(7,5),(7,2),0.102956 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,5),(7,1),0.103065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,5),(7,-1),-0.0516287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,2),(7,1),0.103031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,2),(7,-1),-0.0581328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,1),(7,-1),-0.0513499 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,9),(9,9),(9,10),-0.0223303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,11),-0.0817981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,13),-0.0524513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,15),-0.110251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,24),0.10675 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,9),(9,10),(9,11),-0.0557339 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,13),-0.0366564 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,15),-0.0138022 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,10),(9,24),-0.0668267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,11),(9,13),-0.039039 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,11),(9,15),-0.0444922 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,11),(9,24),-0.126193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,13),(9,15),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,13),(9,24),-0.047201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,15),(9,24),-0.0534827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,9),(9,8),0.106686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,5),0.0692676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,2),0.109848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,9),(9,9),(9,1),0.107243 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,9),(9,9),(9,-1),-0.19969 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,9),(9,8),(9,5),0.102978 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,8),(9,2),0.101231 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,8),(9,1),0.0978373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,8),(9,-1),-0.05125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,5),(9,2),0.102719 # DEPENDENCYPART_GRANDSIBL
(1,9),(9,5),(9,1),0.102293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,5),(9,-1),-0.0966468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,2),(9,1),0.0978373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,2),(9,-1),-0.0512634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,9),(9,1),(9,-1),-0.057008 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,10),(10,10),(10,11),-0.0441307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,24),-0.0810995 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,10),(10,11),(10,24),-0.0443317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,10),(10,-1),-0.0492951 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,11),(11,11),(11,12),-0.066576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,13),-0.132699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,15),-0.104598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,16),-0.0216455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,17),0.254313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,18),-0.104472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,19),0.246264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,20),-0.0956961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,24),-0.0228026 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,11),(11,12),(11,13),-0.0420181 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,15),-0.0420505 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,16),-0.0420273 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,17),-0.0449576 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,18),-0.0420505 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,19),-0.0449576 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,12),(11,24),-0.0616535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,13),(11,15),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,13),(11,16),-0.0424207 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,13),(11,17),-0.0492157 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,13),(11,18),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,13),(11,19),-0.0488046 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,13),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,13),(11,24),-0.12193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,15),(11,16),-0.0428171 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,15),(11,17),-0.0501149 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,15),(11,18),-0.0420945 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,15),(11,19),-0.0498666 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,15),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,15),(11,24),-0.0775108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,16),(11,17),-0.0518506 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,16),(11,18),-0.0425642 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,16),(11,19),-0.0518084 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,16),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,16),(11,24),-0.0482291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,17),(11,18),-0.0423182 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,17),(11,19),-0.0550431 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,17),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,17),(11,24),0.219516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,18),(11,19),-0.0498577 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,18),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,18),(11,24),-0.0774036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,19),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,11),(11,19),(11,24),0.213393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,20),(11,24),-0.0823634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,11),(11,11),(11,10),0.0980569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,11),(11,11),(11,-1),0.0659398 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,11),(11,10),(11,-1),-0.0665177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,16),(16,16),(16,17),-0.0541779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,16),(16,16),(16,24),-0.0810995 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,16),(16,17),(16,24),-0.0493448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,16),(16,16),(16,-1),-0.0492951 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,17),(17,17),(17,18),-0.0187995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,17),(17,17),(17,19),-0.0556829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,17),(17,17),(17,20),-0.0287984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,17),(17,17),(17,22),-0.0366517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,17),(17,17),(17,23),-0.0420237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,17),(17,17),(17,24),0.157087 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,17),(17,18),(17,19),-0.0490295 # DEPENDENCYPART_GRANDSIBL
(1,17),(17,18),(17,20),-0.0420129 # DEPENDENCYPART_GRANDSIBL
(1,17),(17,18),(17,22),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(1,17),(17,18),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,17),(17,18),(17,24),-0.106057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,17),(17,19),(17,20),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(1,17),(17,19),(17,22),-0.0423542 # DEPENDENCYPART_GRANDSIBL
(1,17),(17,19),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,17),(17,19),(17,24),-0.0174549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,17),(17,20),(17,22),-0.0420357 # DEPENDENCYPART_GRANDSIBL
(1,17),(17,20),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,17),(17,20),(17,24),-0.0857126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,17),(17,22),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,17),(17,22),(17,24),-0.0298802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,17),(17,23),(17,24),-0.042575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,17),(17,17),(17,16),0.12522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,17),(17,17),(17,15),0.0842307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,17),(17,17),(17,13),0.140022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,17),(17,17),(17,-1),-0.0580469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,17),(17,16),(17,15),0.100592 # DEPENDENCYPART_GRANDSIBL
(1,17),(17,16),(17,13),0.102666 # DEPENDENCYPART_GRANDSIBL
(1,17),(17,16),(17,-1),-0.0729208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,17),(17,15),(17,13),0.103059 # DEPENDENCYPART_GRANDSIBL
(1,17),(17,15),(17,-1),-0.0697614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,17),(17,13),(17,-1),-0.0564936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,23),(23,23),(23,24),-0.100815 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,23),(23,23),(23,-1),-0.0993122 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,1),(1,2),-0.0679109 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,1),(1,4),-0.0652567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,5),-0.0861065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,6),-0.0683906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,7),-0.0660426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,9),-0.0677716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,10),-0.0643042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,11),-0.0642179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,16),-0.0643042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,17),-0.0672423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,24),0.0707805 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,2),(1,4),-0.064222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,5),-0.0641631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
