# _root_ He said the third-quarter estimate indicates profit for the nine months of $ 4.65 a share , `` almost equal to the full-year 1988 earnings '' of $ 108.6 million , or $ 4.81 a share .
#goldHeads=2,0,5,5,6,2,6,7,11,11,8,7,12,13,16,13,7,20,20,7,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
#predictedHeads=2,0,5,5,6,2,6,7,11,11,8,11,12,13,16,13,13,13,20,13,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
(2,6),(2,7),-0.708796 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,8),-0.858998 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,11),-1.04321 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,12),-0.983103 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,13),-0.911427 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,17),-0.34105 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,18),-0.855192 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,19),-1.03936 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,20),-0.927861 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,21),-1.09837 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,26),-0.884788 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,31),-0.120408 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,37),0.272466 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,38),-0.88253 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,7),(2,8),-0.620989 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,11),-1.02351 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,12),-0.711439 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,13),-0.672763 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,17),-0.570756 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,18),-0.854598 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,19),-0.849655 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,20),-0.662494 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,21),-0.66353 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,26),-0.902533 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,31),-0.823051 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,37),-0.284307 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,38),-1.1659 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,8),(2,11),-0.849156 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,12),-0.601191 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,13),-0.845199 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,17),-0.370286 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,18),-0.59383 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,19),-0.869115 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,20),-0.917807 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,21),-0.589506 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,26),-0.816555 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,31),-0.941925 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,37),-0.965857 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,38),-0.973789 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,11),(2,12),-0.743442 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,13),-0.756238 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,17),-0.84343 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,18),-0.76238 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,19),-0.887469 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,20),-0.749951 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,21),-0.694298 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,26),-0.753288 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,31),-0.85856 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,37),-0.636438 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,38),-0.949636 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,12),(2,13),-1.04331 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,17),-0.670572 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,18),-0.718601 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,19),-0.746382 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,20),-0.934775 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,21),-0.835294 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,26),-1.13085 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,31),-0.479456 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,37),-0.332417 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,38),-1.15143 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,13),(2,17),-1.0158 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,18),-1.11728 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,19),-0.90886 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,20),-1.15933 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,21),-0.863618 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,26),-1.31436 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,31),-0.959733 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,37),-0.892321 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,38),-1.2237 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,17),(2,18),-0.290071 # DEPENDENCYPART_NEXTSIBL
(2,17),(2,19),-0.544828 # DEPENDENCYPART_NEXTSIBL
(2,17),(2,20),-0.820509 # DEPENDENCYPART_NEXTSIBL
(2,17),(2,21),-0.817156 # DEPENDENCYPART_NEXTSIBL
(2,17),(2,26),-0.994913 # DEPENDENCYPART_NEXTSIBL
(2,17),(2,31),-1.15361 # DEPENDENCYPART_NEXTSIBL
(2,17),(2,37),-1.07877 # DEPENDENCYPART_NEXTSIBL
(2,17),(2,38),-1.05846 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,18),(2,19),-0.687648 # DEPENDENCYPART_NEXTSIBL
(2,18),(2,20),-0.484131 # DEPENDENCYPART_NEXTSIBL
(2,18),(2,21),-0.852617 # DEPENDENCYPART_NEXTSIBL
(2,18),(2,26),-1.44603 # DEPENDENCYPART_NEXTSIBL
(2,18),(2,31),-1.10973 # DEPENDENCYPART_NEXTSIBL
(2,18),(2,37),-1.65489 # DEPENDENCYPART_NEXTSIBL
(2,18),(2,38),-1.42108 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,19),(2,20),-0.832757 # DEPENDENCYPART_NEXTSIBL
(2,19),(2,21),-0.983101 # DEPENDENCYPART_NEXTSIBL
(2,19),(2,26),-1.1477 # DEPENDENCYPART_NEXTSIBL
(2,19),(2,31),-1.10775 # DEPENDENCYPART_NEXTSIBL
(2,19),(2,37),-1.08276 # DEPENDENCYPART_NEXTSIBL
(2,19),(2,38),-0.847329 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,20),(2,21),-0.682139 # DEPENDENCYPART_NEXTSIBL
(2,20),(2,26),-0.599852 # DEPENDENCYPART_NEXTSIBL
(2,20),(2,31),-0.479344 # DEPENDENCYPART_NEXTSIBL
(2,20),(2,37),-0.485724 # DEPENDENCYPART_NEXTSIBL
(2,20),(2,38),-0.519728 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,21),(2,26),-0.664867 # DEPENDENCYPART_NEXTSIBL
(2,21),(2,31),-0.382382 # DEPENDENCYPART_NEXTSIBL
(2,21),(2,37),-0.465631 # DEPENDENCYPART_NEXTSIBL
(2,21),(2,38),-0.812036 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,26),(2,31),-0.692398 # DEPENDENCYPART_NEXTSIBL
(2,26),(2,37),-1.50083 # DEPENDENCYPART_NEXTSIBL
(2,26),(2,38),-1.05545 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,31),(2,37),-0.921337 # DEPENDENCYPART_NEXTSIBL
(2,31),(2,38),-1.35679 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,37),(2,38),-1.94126 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,2),(2,1),-0.153258 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,-1),-1.05185 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,1),(2,-1),-0.701962 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,4),-0.707488 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,6),-0.215444 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,8),-0.653643 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,38),-0.300186 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,4),(3,6),-1.15902 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,8),-1.01088 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,38),-1.05505 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,6),(3,8),-0.857925 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,38),-1.12152 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,8),(3,38),-1.01255 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,2),-0.748662 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,-1),-0.369131 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,2),(3,-1),-0.995858 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,5),-0.517199 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,6),-0.277785 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,7),-0.414733 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,8),-0.549653 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,38),-0.66356 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,5),(4,6),-1.11317 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,7),-1.07852 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,8),-0.851506 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,38),-0.859208 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,6),(4,7),-0.7165 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,8),-0.84217 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,38),-1.17243 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,7),(4,8),-0.500934 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,38),-0.874711 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,8),(4,38),-0.949744 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,3),-0.421689 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,2),-0.768587 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,-1),-0.692301 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,3),(4,2),-0.801611 # DEPENDENCYPART_NEXTSIBL
(4,3),(4,-1),-0.841629 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,2),(4,-1),-1.01748 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,6),-0.227506 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,7),-0.542421 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,8),-0.347392 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,11),-0.524226 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,12),-0.262073 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,17),-0.901724 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,21),-0.560907 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,38),-0.706244 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,6),(5,7),-0.714122 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,8),-0.768605 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,11),-1.00992 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,12),-0.825999 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,17),-0.255568 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,21),-1.08632 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,38),-1.1778 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,7),(5,8),-0.48852 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,11),-0.887519 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,12),-0.452085 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,17),-0.400954 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,21),-0.642194 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,38),-0.902708 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,8),(5,11),-0.676576 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,12),-0.313021 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,17),-0.287455 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,21),-0.475953 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,38),-0.826491 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,11),(5,12),-0.521557 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,17),-0.665819 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,21),-0.605431 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,38),-0.667673 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,12),(5,17),-0.478076 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,21),-0.610863 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,38),-0.828116 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,17),(5,21),-0.710322 # DEPENDENCYPART_NEXTSIBL
(5,17),(5,38),-1.13189 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,21),(5,38),-0.800186 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,4),-0.455519 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,3),-0.690297 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,2),-0.795544 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,1),-0.33425 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,-1),-0.762949 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,4),(5,3),-0.450414 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,2),-0.978668 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,1),-1.00814 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,-1),-1.12514 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,3),(5,2),-0.770969 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,1),-1.01271 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,-1),-0.598254 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,2),(5,1),-0.954356 # DEPENDENCYPART_NEXTSIBL
(5,2),(5,-1),-1.03863 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,1),(5,-1),-0.834508 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,7),-0.218056 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,8),-0.663581 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,10),-0.590646 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,11),-0.235283 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,12),-0.5104 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,13),-0.462237 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,16),-0.535112 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,17),-1.00717 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,18),-0.886145 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,19),-0.43308 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,20),-0.237408 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,21),-0.666566 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,25),-0.160488 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,26),-1.23937 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,31),-1.26253 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,37),-1.30755 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,38),-0.904769 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,7),(6,8),-0.468841 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,10),-0.850479 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,11),-0.811163 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,12),-0.531559 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,13),-0.621405 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,16),-0.829 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,17),-0.498903 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,18),-0.76041 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,19),-0.744832 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,20),-0.568842 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,21),-0.528413 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,25),-0.909678 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,26),-0.853449 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,31),-0.751198 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,37),-0.229915 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,38),-1.00009 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,8),(6,10),-0.85608 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,11),-0.689371 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,12),-0.526342 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,13),-0.790141 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,16),-0.618294 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,17),-0.321641 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,18),-0.552264 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,19),-0.799973 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,20),-0.854531 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,21),-0.548671 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,25),-0.455498 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,26),-0.765442 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,31),-0.89328 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,37),-0.864196 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,38),-0.864441 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,10),(6,11),-1.15294 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,12),-1.07243 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,13),-1.29296 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,16),-0.969401 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,17),-1.25149 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,18),-1.23855 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,19),-1.13898 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,20),-1.29087 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,21),-1.17919 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,25),-1.46162 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,26),-1.40916 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,31),-1.3811 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,37),-0.876141 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,38),-0.918327 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,11),(6,12),-0.530641 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,13),-0.626169 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,16),-0.612307 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,17),-0.716514 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,18),-0.638228 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,19),-0.747454 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,20),-0.594035 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,21),-0.512833 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,25),-0.933131 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,26),-0.701306 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,31),-0.731644 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,37),-0.504467 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,38),-0.74094 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,12),(6,13),-0.975667 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,16),-0.686788 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,17),-0.611013 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,18),-0.67021 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,19),-0.659056 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,20),-0.853233 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,21),-0.761822 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,25),-0.7101 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,26),-1.05182 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,31),-0.419898 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,37),-0.32615 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,38),-1.05492 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,13),(6,16),-0.90282 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,17),-0.984506 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,18),-1.09452 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,19),-0.891344 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,20),-1.12914 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,21),-0.892832 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,25),-1.52465 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,26),-1.33242 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,31),-0.92844 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,37),-0.874058 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,38),-1.26312 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,16),(6,17),-0.567809 # DEPENDENCYPART_NEXTSIBL
(6,16),(6,18),-1.00053 # DEPENDENCYPART_NEXTSIBL
(6,16),(6,19),-0.872874 # DEPENDENCYPART_NEXTSIBL
(6,16),(6,20),-0.769751 # DEPENDENCYPART_NEXTSIBL
(6,16),(6,21),-0.615845 # DEPENDENCYPART_NEXTSIBL
(6,16),(6,25),-0.963681 # DEPENDENCYPART_NEXTSIBL
(6,16),(6,26),-0.98609 # DEPENDENCYPART_NEXTSIBL
(6,16),(6,31),-0.887423 # DEPENDENCYPART_NEXTSIBL
(6,16),(6,37),-0.73802 # DEPENDENCYPART_NEXTSIBL
(6,16),(6,38),-0.692883 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,17),(6,18),-0.372105 # DEPENDENCYPART_NEXTSIBL
(6,17),(6,19),-0.573575 # DEPENDENCYPART_NEXTSIBL
(6,17),(6,20),-0.829688 # DEPENDENCYPART_NEXTSIBL
(6,17),(6,21),-0.823201 # DEPENDENCYPART_NEXTSIBL
(6,17),(6,25),-0.835047 # DEPENDENCYPART_NEXTSIBL
(6,17),(6,26),-1.05312 # DEPENDENCYPART_NEXTSIBL
(6,17),(6,31),-1.23586 # DEPENDENCYPART_NEXTSIBL
(6,17),(6,37),-1.15087 # DEPENDENCYPART_NEXTSIBL
(6,17),(6,38),-1.16291 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,18),(6,19),-0.66812 # DEPENDENCYPART_NEXTSIBL
(6,18),(6,20),-0.432159 # DEPENDENCYPART_NEXTSIBL
(6,18),(6,21),-0.795322 # DEPENDENCYPART_NEXTSIBL
(6,18),(6,25),-0.411004 # DEPENDENCYPART_NEXTSIBL
(6,18),(6,26),-1.45639 # DEPENDENCYPART_NEXTSIBL
(6,18),(6,31),-1.15837 # DEPENDENCYPART_NEXTSIBL
(6,18),(6,37),-1.69228 # DEPENDENCYPART_NEXTSIBL
(6,18),(6,38),-1.39717 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,19),(6,20),-0.811742 # DEPENDENCYPART_NEXTSIBL
(6,19),(6,21),-0.967725 # DEPENDENCYPART_NEXTSIBL
(6,19),(6,25),-0.986161 # DEPENDENCYPART_NEXTSIBL
(6,19),(6,26),-1.16739 # DEPENDENCYPART_NEXTSIBL
(6,19),(6,31),-1.16839 # DEPENDENCYPART_NEXTSIBL
(6,19),(6,37),-1.10865 # DEPENDENCYPART_NEXTSIBL
(6,19),(6,38),-0.823313 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,20),(6,21),-0.612995 # DEPENDENCYPART_NEXTSIBL
(6,20),(6,25),-0.86172 # DEPENDENCYPART_NEXTSIBL
(6,20),(6,26),-0.596782 # DEPENDENCYPART_NEXTSIBL
(6,20),(6,31),-0.466381 # DEPENDENCYPART_NEXTSIBL
(6,20),(6,37),-0.541883 # DEPENDENCYPART_NEXTSIBL
(6,20),(6,38),-0.503616 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,21),(6,25),-0.812386 # DEPENDENCYPART_NEXTSIBL
(6,21),(6,26),-0.690465 # DEPENDENCYPART_NEXTSIBL
(6,21),(6,31),-0.398434 # DEPENDENCYPART_NEXTSIBL
(6,21),(6,37),-0.440675 # DEPENDENCYPART_NEXTSIBL
(6,21),(6,38),-0.770177 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,25),(6,26),-0.896079 # DEPENDENCYPART_NEXTSIBL
(6,25),(6,31),-1.076 # DEPENDENCYPART_NEXTSIBL
(6,25),(6,37),-0.838313 # DEPENDENCYPART_NEXTSIBL
(6,25),(6,38),-1.14086 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,26),(6,31),-0.78204 # DEPENDENCYPART_NEXTSIBL
(6,26),(6,37),-1.47877 # DEPENDENCYPART_NEXTSIBL
(6,26),(6,38),-1.06233 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,31),(6,37),-0.993441 # DEPENDENCYPART_NEXTSIBL
(6,31),(6,38),-1.46124 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,37),(6,38),-2.03411 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,5),-0.278604 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,4),-0.654243 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
