# _root_ Across the country , many people took yesterday 's events in stride , while remaining generally uneasy about the stock market in general .
#goldHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
#predictedHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,15,22,7,
(3,12),(12,22),(12,25),-0.137362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,24),(12,25),-0.0447734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,12),(12,10),0.0820306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,8),0.126683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,-1),0.0438444 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,10),(12,8),0.104044 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,-1),-0.0711864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,8),(12,-1),-0.0600246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,13),(13,25),-0.0286742 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,13),(13,-1),-0.0453058 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,15),(15,15),(15,16),-0.0322853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,17),-0.0217982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,18),-0.0454446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,20),0.000372429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,21),0.000120682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,22),-0.0472599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,23),0.00158614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,25),-0.0585565 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,15),(15,16),(15,17),-0.0432739 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,16),(15,18),-0.0426165 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,16),(15,20),-0.0412135 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,16),(15,21),-0.0412135 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,16),(15,22),-0.0433952 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,16),(15,23),-0.0412135 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,16),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,16),(15,25),-0.0493523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,17),(15,18),-0.0423781 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,17),(15,20),-0.0431207 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,17),(15,21),-0.0431207 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,17),(15,22),-0.039252 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,17),(15,23),-0.0431207 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,17),(15,24),-0.0422218 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,17),(15,25),-0.0462646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,18),(15,20),-0.04118 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,18),(15,21),-0.04118 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,18),(15,22),-0.049253 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,18),(15,23),-0.04118 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,18),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,18),(15,25),-0.0410351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,20),(15,21),-0.0378049 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,20),(15,22),-0.0489212 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,20),(15,23),-0.0378049 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,20),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,20),(15,25),-0.0134711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,21),(15,22),-0.0482265 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,21),(15,23),-0.0376314 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,21),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,21),(15,25),-0.0137716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,22),(15,23),-0.0383893 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,22),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,22),(15,25),-0.0435884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,23),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,23),(15,25),-0.0120795 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,24),(15,25),-0.0423271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,15),(15,14),0.0993405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,12),0.101238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,11),0.0984662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,10),0.089409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,-1),0.106697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,15),(15,14),(15,12),0.102991 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,14),(15,11),0.103068 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,14),(15,10),0.103057 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,14),(15,-1),-0.0902081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,12),(15,11),0.111604 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,12),(15,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,12),(15,-1),-0.105393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,11),(15,10),0.103044 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,11),(15,-1),-0.0902567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,10),(15,-1),-0.0909054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,24),(24,24),(24,25),-0.0270743 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,24),(24,24),(24,-1),-0.0451021 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,1),(1,1),(1,2),0.0909416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,3),0.0897373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,4),0.102864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,5),-0.0661417 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,1),(1,1),(1,6),-0.0773417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,7),-0.0661897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,10),-0.0773417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,11),-0.0646025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,13),-0.0648985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,25),0.0451693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,1),(1,2),(1,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,4),0.10027 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,2),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,2),(1,25),-0.0734857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,3),(1,4),0.102599 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,3),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,3),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,3),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,3),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,3),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,3),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,3),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,3),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,3),(1,25),-0.0844469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,4),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,4),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,4),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,4),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,4),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,4),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,4),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,4),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,4),(1,25),-0.0803068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,5),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,5),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,5),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,5),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,5),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,5),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,5),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,5),(1,25),-0.0493659 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,1),(1,6),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,6),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,6),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,6),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,6),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,6),(1,24),-0.0641554 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,6),(1,25),-0.099015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,7),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,7),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,7),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,7),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,7),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,7),(1,25),-0.0672947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,9),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,9),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,9),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,9),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,9),(1,25),-0.0659343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,10),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,10),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,10),(1,24),-0.0641554 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,10),(1,25),-0.0988153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,11),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,11),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,11),(1,25),-0.0544274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,13),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,13),(1,25),-0.0803068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,24),(1,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,1),(1,-1),-0.0257264 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,3),(3,4),0.0909923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,5),-0.0532643 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,3),(3,6),-0.0658457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,8),-0.0646018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,10),-0.0658457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,11),-0.0697059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,12),-0.0646018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,13),-0.0641459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,15),-0.0648002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,25),-0.0546495 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,4),(3,5),-0.0645661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,4),(3,6),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,8),-0.06417 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,9),-0.0642233 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,10),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,11),-0.0649373 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,12),-0.06417 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,15),-0.0641507 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,25),-0.0764685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,5),(3,6),-0.0641524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,8),-0.0648248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,10),-0.0641524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,11),-0.0641854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,12),-0.0648205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,13),-0.0643345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,25),-0.0877666 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,6),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,25),-0.0708855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,7),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,7),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,7),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,7),(3,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,7),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,7),(3,13),-0.0641622 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,7),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,7),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,7),(3,25),-0.0643509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,8),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,11),-0.0641469 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,25),-0.0878272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,9),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,25),-0.0708916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,10),(3,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,25),-0.070878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,11),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,11),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,11),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,11),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,11),(3,25),-0.0201129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,12),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,12),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,12),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,12),(3,25),-0.0878228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,13),(3,15),-0.0641507 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,13),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,13),(3,25),-0.0764685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,15),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,15),(3,25),-0.0668426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,24),(3,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,3),(3,2),-0.0258828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,1),-0.0652041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,-1),-0.115436 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,2),(3,1),-0.0420634 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,2),(3,-1),-0.0260157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,1),(3,-1),-0.0923421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,4),(4,25),-0.0550834 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,4),(4,-1),-0.0465115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,6),(6,7),-0.0344787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,8),-0.0208988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,9),-0.0432117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,10),-0.0452323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,11),-0.0490373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,13),-0.0460011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,14),-0.0542928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,15),-0.0458095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,18),-0.0533182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,24),-0.0430542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,25),-0.163288 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,7),(6,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,11),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,13),-0.0427331 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,14),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,18),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,25),-0.0156901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,8),(6,9),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,10),-0.0420178 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,11),-0.0420257 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,13),-0.0453932 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,14),-0.0420243 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,15),-0.0426162 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,18),-0.0420243 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,24),-0.0420247 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,25),-0.0303579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,9),(6,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,25),-0.0421415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,10),(6,11),-0.0421582 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,13),-0.0441555 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,14),-0.0421536 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,18),-0.0421536 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,24),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,25),-0.0228752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,11),(6,13),-0.0310067 # DEPENDENCYPART_GRANDSIBL
