# _root_ Applied , then a closely held company , was stagnating under the management of its controlling family .
#goldHeads=9,7,7,7,6,7,1,7,0,9,10,13,11,13,17,17,14,9,
#predictedHeads=9,1,7,7,6,7,1,1,0,9,10,13,11,13,17,17,14,9,
(4,1),(1,2),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,7),-0.0641657 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,13),-0.0641656 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,17),-0.0641656 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,19),-0.0641952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,3),(1,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,3),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,19),-0.064179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,4),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,19),-0.0647976 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,5),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,19),-0.064179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,6),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,7),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,19),-0.0649737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,8),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,8),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,8),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,8),(1,13),-0.0641656 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,8),(1,17),-0.0641656 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,8),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,8),(1,19),-0.0641952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,9),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,9),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,9),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,9),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,9),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,9),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,10),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,10),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,10),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,10),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,10),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,11),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,11),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,11),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,11),(1,19),-0.0641867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,13),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,13),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,13),(1,19),-0.0649736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,17),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,17),(1,19),-0.0649736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,18),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,1),(1,-1),-0.0679646 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,2),(2,3),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,19),-0.0814214 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,3),(2,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,2),(2,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,-1),-0.0646391 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,1),(2,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,3),(3,5),-0.0650182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,7),-0.0647473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,13),-0.0647473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,19),-0.153245 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,4),(3,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,19),-0.0644311 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,5),(3,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,19),-0.0542669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,6),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,7),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,19),-0.0655676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,8),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,19),-0.0659255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,9),(3,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,19),-0.0641475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,10),(3,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,10),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,10),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,10),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,10),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,10),(3,19),-0.0642807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,11),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,11),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,11),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,11),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,11),(3,19),-0.0523037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,13),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,13),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,13),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,13),(3,19),-0.0655676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,14),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,14),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,14),(3,19),-0.0523046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,16),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,16),(3,19),-0.0642807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,18),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,2),-0.0431744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,1),-0.0420223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,-1),-0.116901 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,2),(3,1),-0.0420237 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,2),(3,-1),-0.0420213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,1),(3,-1),-0.0420348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,5),(5,6),-0.04577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,7),-0.0437658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,8),-0.0431744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,10),-0.042552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,11),-0.0419689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,14),-0.0418073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,19),-0.116806 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,6),(5,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,11),-0.0420577 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,14),-0.0420577 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,19),-0.0456979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,7),(5,8),-0.0420252 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,11),-0.0421705 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,14),-0.0421705 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,19),-0.0438894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,8),(5,10),-0.0420214 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,19),-0.0420213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,10),(5,11),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,14),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,19),-0.0425605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,11),(5,14),-0.0420146 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,19),-0.0435572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,14),(5,19),-0.0433927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,5),(5,4),0.102976 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,5),(5,3),-0.0650182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,1),-0.0642239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,-1),-0.15324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,4),(5,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,-1),-0.0643677 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,3),(5,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,3),(5,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,3),(5,-1),-0.0542669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,2),(5,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,2),(5,-1),-0.0659255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,1),(5,-1),-0.0642564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,6),(6,7),-0.0453707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,8),-0.0441981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,9),-0.0424122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,10),-0.0427531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,11),-0.0121039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,13),-0.0453707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,14),-0.0131805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,16),-0.0427531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,17),-0.0453707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,19),-0.0319076 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,7),(6,8),-0.0420368 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,11),-0.0393372 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,13),-0.0420552 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,14),-0.0393372 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,17),-0.0420552 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,19),-0.0509018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,8),(6,9),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,10),-0.0449461 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,11),-0.0466856 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,13),-0.042017 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,14),-0.0466857 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,16),-0.0449461 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,17),-0.042017 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,19),-0.0443595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,9),(6,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,19),-0.0424155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,10),(6,11),-0.0420132 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,14),-0.0420132 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,19),-0.0456877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,11),(6,13),-0.0432078 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,14),-0.0423784 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,16),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,17),-0.0432078 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,11),(6,19),-0.0159638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,13),(6,14),-0.0393372 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,13),(6,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,13),(6,17),-0.0420552 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,13),(6,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,13),(6,19),-0.0509018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,14),(6,16),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,17),-0.0432078 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,19),-0.016597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,16),(6,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,16),(6,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,16),(6,19),-0.0456877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,17),(6,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
