# _root_ New management at Kentucky Fried Chicken , a unit of PepsiCo Inc. , has fought back with new medium and large chicken sandwiches for the lunch crowd .
#goldHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,23,23,19,20,23,17,23,27,27,24,14,
#predictedHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,19,17,19,23,23,20,23,27,27,24,14,
(15,6),(6,4),0.323548 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),0.31559 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.379123 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),0.061434 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.177228 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),0.45395 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.235557 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.276134 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),0.463096 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),0.157841 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.905529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),0.282118 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),0.154645 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.251637 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.115855 # DEPENDENCYPART_GRANDPAR
(15,6),(6,23),-0.263854 # DEPENDENCYPART_GRANDPAR
(15,6),(6,28),0.00803045 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),0.0358777 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),0.287957 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.180272 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),0.317392 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),0.313034 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),0.249575 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.29744 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0988195 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.239754 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.259455 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.260121 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.362906 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.124166 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.937089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),0.238223 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),0.153647 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.298716 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.160955 # DEPENDENCYPART_GRANDPAR
(15,9),(9,24),0.0815043 # DEPENDENCYPART_GRANDPAR
(15,9),(9,27),-0.564516 # DEPENDENCYPART_GRANDPAR
(15,9),(9,28),-0.0244718 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.0221036 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.00273888 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.239877 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.133145 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.850616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),0.342599 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.237081 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),0.25696 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),0.146352 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.287373 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.278009 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.46262 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.158115 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.905529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),0.282118 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),0.154645 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.0242148 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.251637 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.11586 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.0973856 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.263854 # DEPENDENCYPART_GRANDPAR
(15,11),(11,28),0.00802467 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),0.070145 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.13016 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.310079 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.426047 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.150686 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),0.167974 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.0320591 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.21066 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),0.168513 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),0.162089 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),0.101254 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),0.208779 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.0264546 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.242131 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.169327 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.144846 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.292752 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.918811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.306614 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),0.0448795 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.0287136 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.252494 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.0568995 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.280402 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.0544982 # DEPENDENCYPART_GRANDPAR
(15,14),(14,28),0.0539026 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.411866 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.497368 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.491539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.58958 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.542853 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.284851 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.346537 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.451672 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),0.253071 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),0.486265 # DEPENDENCYPART_GRANDPAR
(15,16),(16,28),0.470098 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.429871 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.647698 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.508785 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.467345 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.441541 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.449919 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.387978 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),0.403762 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),0.385459 # DEPENDENCYPART_GRANDPAR
(15,17),(17,27),0.206063 # DEPENDENCYPART_GRANDPAR
(15,17),(17,28),0.500693 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.632476 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.460171 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.231524 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.213881 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.31707 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.450889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.670571 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.44921 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.450216 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.270233 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.419919 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.248098 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),0.265368 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.424595 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),0.0680085 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),0.494988 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.727892 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.359185 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),0.375949 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),0.719056 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),0.180999 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.148153 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.448246 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.38356 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),0.42243 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),0.068274 # DEPENDENCYPART_GRANDPAR
(15,23),(23,1),-0.303979 # DEPENDENCYPART_GRANDPAR
(15,23),(23,3),-0.517016 # DEPENDENCYPART_GRANDPAR
(15,23),(23,11),-0.294644 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.425367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,16),0.627958 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),0.447299 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),0.490639 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),0.222511 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),0.407504 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.140345 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),0.36512 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.132694 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),0.118789 # DEPENDENCYPART_GRANDPAR
(15,23),(23,27),0.0879401 # DEPENDENCYPART_GRANDPAR
(15,23),(23,28),0.504527 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),0.168121 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.236516 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),0.119156 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),0.0865209 # DEPENDENCYPART_GRANDPAR
(15,27),(27,18),0.445669 # DEPENDENCYPART_GRANDPAR
(15,27),(27,21),0.37896 # DEPENDENCYPART_GRANDPAR
(15,27),(27,22),0.149527 # DEPENDENCYPART_GRANDPAR
(15,27),(27,23),0.140178 # DEPENDENCYPART_GRANDPAR
(15,27),(27,25),-0.161049 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.00749754 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.0403064 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),0.204362 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.160242 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.167362 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.118109 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),0.0354246 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.0555175 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),0.445785 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.000126624 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),-0.00140965 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),0.108649 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),0.220449 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),0.287228 # DEPENDENCYPART_GRANDPAR
(16,2),(2,17),3.26386e-05 # DEPENDENCYPART_GRANDPAR
(16,2),(2,20),0.0300175 # DEPENDENCYPART_GRANDPAR
(16,2),(2,24),-0.277223 # DEPENDENCYPART_GRANDPAR
(16,2),(2,28),-0.447516 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.0794586 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.159119 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.40814 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.415893 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.366641 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.116819 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.221409 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.248154 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.260746 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),0.217993 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.376487 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),0.274846 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.243006 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.193752 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),0.0201839 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.205884 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.344648 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0752648 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.0838025 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0934086 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.138709 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.03586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.0159764 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.0430546 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.027673 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),0.0692624 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.153272 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.277027 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.0990318 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.317471 # DEPENDENCYPART_GRANDPAR
(16,15),(15,27),-0.250199 # DEPENDENCYPART_GRANDPAR
(16,15),(15,28),-0.440952 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.860211 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.751995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.490565 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.682908 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.641899 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.409069 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.435483 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),0.585185 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),0.136743 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),0.46013 # DEPENDENCYPART_GRANDPAR
(16,17),(17,28),0.104524 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.663972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.392092 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.373792 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.442322 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.550326 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.235026 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.639144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.367329 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.39274 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.411461 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.282489 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),0.18413 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.334294 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.0755241 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),0.210336 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.0180858 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.475501 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.313572 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),0.433325 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.294836 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),0.341682 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.119278 # DEPENDENCYPART_GRANDPAR
(16,23),(23,1),-0.541221 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-0.112295 # DEPENDENCYPART_GRANDPAR
(16,23),(23,11),-0.535047 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.237555 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.64218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.388073 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.508772 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.50516 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.371445 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.259125 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.0438174 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),0.20516 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),0.248683 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),0.2212 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),0.0161049 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),0.314913 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),0.220552 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),0.398429 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),0.370864 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.158885 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.480107 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.160314 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.191711 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.206128 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.228059 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.229649 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.219854 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.117757 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),-0.0908856 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),-0.240924 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),0.0832791 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),0.0330761 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-0.854456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,20),0.231063 # DEPENDENCYPART_GRANDPAR
(17,2),(2,24),-0.323938 # DEPENDENCYPART_GRANDPAR
(17,2),(2,28),-0.855471 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.653633 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.0983458 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.184656 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.831388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.340126 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),0.407784 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),0.299614 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.289402 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.0515104 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.335913 # DEPENDENCYPART_GRANDPAR
(17,16),(16,28),-0.812826 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.442762 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.391044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.954749 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.841149 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.866972 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.635328 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.518897 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.501593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.898235 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.849521 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.310215 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.589615 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.490722 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),0.39571 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),0.422843 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-0.252863 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.15716 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.339272 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),0.201538 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),0.360888 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),0.174403 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.464406 # DEPENDENCYPART_GRANDPAR
(17,22),(22,18),0.897119 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.278265 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),0.383746 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),0.415477 # DEPENDENCYPART_GRANDPAR
(17,23),(23,1),-0.827153 # DEPENDENCYPART_GRANDPAR
(17,23),(23,3),-0.81792 # DEPENDENCYPART_GRANDPAR
(17,23),(23,11),-0.86536 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.650197 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.509741 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.505507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),0.979003 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),1.02599 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.291815 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.55969 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.251332 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),0.0748876 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),0.0479541 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),0.312607 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.355218 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.686877 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.0152493 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),0.135567 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),0.398709 # DEPENDENCYPART_GRANDPAR
(17,27),(27,18),0.886592 # DEPENDENCYPART_GRANDPAR
(17,27),(27,21),0.263568 # DEPENDENCYPART_GRANDPAR
(17,27),(27,22),0.560653 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),0.566978 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),-0.221508 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),0.122621 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.288878 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.285405 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.0502344 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0579674 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.32012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.141652 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.233228 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.325568 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.473069 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.471187 # DEPENDENCYPART_GRANDPAR
(18,16),(16,28),-0.430966 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.10738 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0619523 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.3217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.208177 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.255943 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.327145 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.582872 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.554187 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.483948 # DEPENDENCYPART_GRANDPAR
(18,17),(17,27),-0.85481 # DEPENDENCYPART_GRANDPAR
(18,17),(17,28),-0.438569 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.704521 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.447079 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.523014 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.373471 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.905061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.314727 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.257099 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.080738 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.0999232 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.0183012 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.190696 # DEPENDENCYPART_GRANDPAR
(18,19),(19,28),0.0797419 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.481166 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.131057 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.181277 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),0.0694072 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.138473 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.027316 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.261809 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.0153308 # DEPENDENCYPART_GRANDPAR
