# _root_ In 1989 , Regatta will have sales `` in excess of $ 10 million '' and will show a profit , Mr. Parker said .
#goldHeads=5,1,5,5,24,5,6,9,6,9,10,11,12,12,9,5,16,17,20,18,24,23,24,0,24,
#predictedHeads=5,1,5,5,24,5,6,6,6,9,10,11,12,12,5,5,16,17,20,18,24,23,24,0,24,
(5,10),(10,17),(10,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,17),(10,26),-0.0536002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,20),(10,21),-0.0467036 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,20),(10,24),-0.0421496 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,20),(10,26),-0.0135522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,21),(10,24),-0.0423124 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,21),(10,26),-0.0545812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,24),(10,26),-0.0566916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,8),0.0931651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,7),0.0964851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,4),-0.0541448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,-1),-0.228516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,8),(10,7),0.102996 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,8),(10,4),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,8),(10,-1),-0.0653014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,7),(10,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,7),(10,-1),-0.0705584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,4),(10,-1),-0.0891508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,11),(11,12),-0.0434437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,13),-0.0453058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,14),-0.0453348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,15),-0.0423189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,16),-0.0362602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,17),-0.0601974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,18),-0.0588032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,20),-0.07113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,23),-0.0536876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,26),-0.0939279 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,12),(11,13),-0.042017 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,14),-0.042017 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,15),-0.0420238 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,20),-0.0420145 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,26),-0.0424901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,13),(11,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,16),-0.0420126 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,20),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,26),-0.0451441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,14),(11,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,16),-0.0420126 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,20),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,26),-0.0451441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,15),(11,16),-0.0421859 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,20),-0.0420287 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,23),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,26),-0.0422349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,16),(11,17),-0.0422787 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,16),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,16),(11,20),-0.0420216 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,16),(11,23),-0.0420192 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,16),(11,26),-0.0448968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,17),(11,18),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,17),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,17),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,17),(11,26),-0.0630106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,18),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,18),(11,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,18),(11,26),-0.0596352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,20),(11,23),-0.0420264 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,20),(11,26),-0.0611331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,23),(11,26),-0.0525067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,11),(11,-1),-0.0820612 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,12),(12,12),(12,13),-0.0480049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,14),-0.0480103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,15),-0.0420239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,16),-0.0420113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,17),-0.0420932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,18),-0.0420112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,20),-0.0420285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,21),-0.0439964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,23),-0.0420256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,24),-0.0420788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,26),-0.043306 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,12),(12,13),(12,14),-0.0471443 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,16),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,17),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,20),-0.0421551 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,21),-0.0420919 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,23),-0.042049 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,26),-0.0468512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,14),(12,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,16),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,17),-0.042012 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,20),-0.0421702 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,21),-0.0420925 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,23),-0.042049 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,26),-0.0478111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,15),(12,16),-0.0420476 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,17),-0.0420255 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,24),-0.0420207 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,26),-0.0420473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,16),(12,17),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,21),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,24),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,26),-0.0423608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,17),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,17),(12,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,17),(12,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,17),(12,23),-0.0420261 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,17),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,17),(12,26),-0.0420924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,18),(12,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,26),-0.0420112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,20),(12,21),-0.0420616 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,20),(12,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,20),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,20),(12,26),-0.0436336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,21),(12,23),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,21),(12,24),-0.0420142 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,21),(12,26),-0.042855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,23),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,23),(12,26),-0.0420722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,24),(12,26),-0.0420982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,12),(12,11),0.102535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,9),0.102524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,8),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,-1),-0.0669917 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,12),(12,11),(12,9),0.102665 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,8),0.103017 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,-1),-0.0282044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,9),(12,8),0.103 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,9),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,9),(12,-1),-0.0337379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,8),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,8),(12,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,1),(12,-1),-0.0337379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,15),(15,16),-0.0431273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,17),-0.0420113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,26),-0.063035 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,15),(15,16),(15,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,26),-0.0431273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,17),(15,26),-0.0420118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,15),(15,14),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,12),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,5),0.10306 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,15),(15,15),(15,-1),-0.0819579 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,15),(15,14),(15,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,14),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,12),(15,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,12),(15,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,5),(15,-1),-0.0641558 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,16),(16,16),(16,17),0.325016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,18),-0.0651876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,20),-0.140972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,23),-0.0737022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,24),0.0164839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,26),-0.210627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,16),(16,17),(16,18),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,17),(16,20),-0.0421674 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,17),(16,23),-0.0420173 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,17),(16,24),-0.0424388 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,17),(16,26),0.351958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,18),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,18),(16,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,18),(16,24),-0.042012 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,18),(16,26),-0.045246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,20),(16,23),-0.042707 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,20),(16,24),-0.0377174 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,20),(16,26),-0.198699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,23),(16,24),-0.0344472 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,23),(16,26),-0.0984481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,24),(16,26),0.0391615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,16),(16,15),0.103052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,14),0.09905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,-1),0.236474 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,16),(16,15),(16,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,-1),-0.0641632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,14),(16,-1),-0.0681655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,17),(17,18),-0.0138104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,20),-0.057727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,21),-0.0439447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,23),-0.0525656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,24),-0.0421456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,26),-0.0284739 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,17),(17,18),(17,20),-0.042269 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,18),(17,21),0.00410313 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,18),(17,23),-0.0420149 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,18),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,18),(17,25),-0.0433708 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,18),(17,26),-0.108007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,20),(17,21),-0.0421641 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,20),(17,23),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,20),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,20),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,20),(17,26),-0.0575015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,21),(17,23),-0.0420909 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,21),(17,24),-0.0426986 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,21),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,21),(17,26),-0.0425749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,23),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,23),(17,25),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,23),(17,26),-0.0536165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,24),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,24),(17,26),-0.0428381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,25),(17,26),-0.0428802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,17),(17,15),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,14),0.100069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,12),0.102849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,11),0.0980827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,10),0.0941079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,9),0.0979874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,8),0.102609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,7),0.14537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,5),0.102899 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,17),(17,17),(17,4),-0.0641752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,1),-0.0644169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,-1),-0.0424061 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,17),(17,15),(17,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,15),(17,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,15),(17,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,15),(17,10),0.103068 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,15),(17,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,15),(17,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,15),(17,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,15),(17,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,15),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,15),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,15),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,15),(17,-1),-0.0641501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,14),(17,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,14),(17,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,14),(17,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,14),(17,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,14),(17,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,14),(17,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,14),(17,5),0.102783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,14),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,14),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,14),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,14),(17,-1),-0.0654288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,12),(17,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,12),(17,10),0.103016 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,12),(17,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,12),(17,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,12),(17,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,12),(17,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,12),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,12),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,12),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,12),(17,-1),-0.0646558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,11),(17,10),0.102931 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,11),(17,9),0.103002 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,11),(17,8),0.102689 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,11),(17,7),0.103051 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,11),(17,5),0.103069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,11),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,11),(17,3),-0.0642222 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,11),(17,1),-0.0641812 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,11),(17,-1),-0.0758274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,10),(17,9),0.101559 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,10),(17,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,10),(17,7),0.10286 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,10),(17,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,10),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,10),(17,3),-0.0642254 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,10),(17,1),-0.0647513 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,10),(17,-1),-0.0938676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,9),(17,8),0.102689 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,9),(17,7),0.10305 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,9),(17,5),0.103069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,9),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,9),(17,3),-0.0642405 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,9),(17,1),-0.0641812 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,9),(17,-1),-0.0761399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,8),(17,7),0.102967 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,8),(17,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
