# _root_ `` Futures were pulling the stock market higher , '' said Donald Selkin , head of stock-index futures research at Prudential-Bache Securities Inc .
#goldHeads=11,3,11,3,7,7,4,4,11,11,0,13,11,13,13,15,19,19,16,19,22,20,22,11,
#predictedHeads=11,3,11,3,7,7,4,4,11,11,0,13,11,13,13,15,19,19,16,15,22,20,22,11,
(4,15),(4,25),-0.558273 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,16),(4,19),-0.821046 # DEPENDENCYPART_NEXTSIBL
(4,16),(4,20),-0.670697 # DEPENDENCYPART_NEXTSIBL
(4,16),(4,22),-0.795896 # DEPENDENCYPART_NEXTSIBL
(4,16),(4,23),-0.792171 # DEPENDENCYPART_NEXTSIBL
(4,16),(4,25),-0.910283 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,19),(4,20),-0.386421 # DEPENDENCYPART_NEXTSIBL
(4,19),(4,22),-0.788979 # DEPENDENCYPART_NEXTSIBL
(4,19),(4,23),-0.782002 # DEPENDENCYPART_NEXTSIBL
(4,19),(4,25),-0.887781 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,20),(4,22),-0.941651 # DEPENDENCYPART_NEXTSIBL
(4,20),(4,23),-0.831935 # DEPENDENCYPART_NEXTSIBL
(4,20),(4,25),-0.871333 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,22),(4,23),-1.50983 # DEPENDENCYPART_NEXTSIBL
(4,22),(4,25),-1.29924 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,23),(4,25),-0.910041 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,3),-0.778063 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,2),-0.385195 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,1),-1.17385 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,-1),-0.75049 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,3),(4,2),-0.825248 # DEPENDENCYPART_NEXTSIBL
(4,3),(4,1),-0.687747 # DEPENDENCYPART_NEXTSIBL
(4,3),(4,-1),-0.864743 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,2),(4,1),-0.40461 # DEPENDENCYPART_NEXTSIBL
(4,2),(4,-1),-0.788 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,1),(4,-1),-1.08619 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,6),-0.669168 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,25),-0.256088 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,6),(5,25),-1.28867 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,4),-0.43701 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,3),-0.772098 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,-1),-0.325034 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,4),(5,3),-0.791076 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,-1),-1.17131 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,3),(5,-1),-0.863584 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,7),-0.67888 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,8),-0.624042 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,9),-1.00385 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,10),-0.615391 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,11),-0.201216 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,13),-0.588804 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,15),-0.854835 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,25),-0.53409 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,7),(6,8),-0.605116 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,9),-0.689051 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,10),-0.864841 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,11),-0.914747 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,13),-0.906494 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,15),-1.01433 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,25),-1.08945 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,8),(6,9),-0.694871 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,10),-0.801183 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,11),-0.971712 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,13),-0.865862 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,15),-1.00676 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,25),-1.09444 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,9),(6,10),-0.0546773 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,11),-0.443503 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,13),-0.408219 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,15),-0.408109 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,25),-1.21936 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,10),(6,11),-0.880997 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,13),-0.831224 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,15),-0.834625 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,25),-1.34856 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,11),(6,13),-0.919431 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,15),-0.951011 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,25),-0.646875 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,13),(6,15),-0.902244 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,25),-1.12689 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,15),(6,25),-0.593159 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,5),-0.452726 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,4),-0.501447 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,-1),-0.682104 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,5),(6,4),-1.15463 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,-1),-0.70812 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,4),(6,-1),-1.269 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,8),-0.623779 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,9),-1.00526 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,10),-0.617543 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,11),-0.21499 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,13),-0.617515 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,14),-0.321082 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,15),-0.824642 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,16),-0.436848 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,25),-0.521232 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,8),(7,9),-0.693298 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,10),-0.801385 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,11),-0.982942 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,13),-0.883345 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,14),-0.756293 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,15),-0.992419 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,16),-0.778672 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,25),-1.09172 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,9),(7,10),-0.0605469 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,11),-0.474279 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,13),-0.426915 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,14),-1.13505 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,15),-0.401074 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,16),-1.3142 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,25),-1.23452 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,10),(7,11),-0.893829 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,13),-0.8503 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,14),-0.947753 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,15),-0.821887 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,16),-1.09931 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,25),-1.35258 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,11),(7,13),-0.954848 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,14),-0.442049 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,15),-0.949302 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,16),-0.787864 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,25),-0.6637 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,13),(7,14),-0.573658 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,15),-0.907501 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,16),-0.800386 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,25),-1.18594 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,14),(7,15),0.0290521 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,16),-0.672366 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,25),-1.39793 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,15),(7,16),-0.331734 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,25),-0.538283 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,16),(7,25),-0.728767 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,6),-0.455271 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,5),-0.383527 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,4),-0.452428 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,3),-0.808362 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,2),-0.243089 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,1),-1.26836 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,-1),-0.7263 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,6),(7,5),-0.427031 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,4),-0.929555 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,3),-1.04065 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,2),-0.918507 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,1),-0.820886 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,-1),-1.20746 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,5),(7,4),-1.04828 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,3),-1.0833 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,2),-0.906844 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,1),-1.01773 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,-1),-0.457933 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,4),(7,3),-0.797532 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,2),-1.11575 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,1),-1.12777 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,-1),-1.23537 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,3),(7,2),-0.788739 # DEPENDENCYPART_NEXTSIBL
(7,3),(7,1),-0.721097 # DEPENDENCYPART_NEXTSIBL
(7,3),(7,-1),-0.889866 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,2),(7,1),-0.376429 # DEPENDENCYPART_NEXTSIBL
(7,2),(7,-1),-0.742967 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,1),(7,-1),-1.16693 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,9),-1.09411 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,10),-0.666249 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,11),-0.235084 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,13),-0.464854 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,14),-0.40993 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,15),-0.730902 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,16),-0.444455 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,20),-0.754915 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,25),-0.472173 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,9),(8,10),-0.212293 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,11),-0.544383 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,13),-0.620671 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,14),-1.20795 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,15),-0.674305 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,16),-1.33335 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,20),-1.79986 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,25),-1.27732 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,10),(8,11),-0.929217 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,13),-0.869021 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,14),-1.01616 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,15),-0.853514 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,16),-1.19263 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,20),-1.43759 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,25),-1.3593 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,11),(8,13),-0.952871 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,14),-0.561646 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,15),-0.968565 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,16),-0.818751 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,20),-0.793395 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,25),-0.614541 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,13),(8,14),-0.762549 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,15),-0.905095 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,16),-0.81808 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,20),-0.893483 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,25),-1.12986 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,14),(8,15),-0.244179 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,16),-0.691514 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,20),-1.34279 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,25),-1.44073 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,15),(8,16),-0.412215 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,20),-0.336588 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,25),-0.63648 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,16),(8,20),-0.631382 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,25),-0.825177 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,20),(8,25),-0.971965 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,7),-0.328402 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,6),-0.506864 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,5),-0.36278 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,4),-0.431816 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,3),-0.784724 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,2),-0.2811 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,1),-1.19567 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,-1),-0.708725 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,7),(8,6),-0.584177 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,5),-1.04567 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,4),-1.11777 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,3),-1.07278 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,2),-1.08351 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,1),-1.07024 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,-1),-0.997118 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,6),(8,5),-0.744413 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,4),-1.03856 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,3),-1.112 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,2),-1.05833 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,1),-0.875826 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,-1),-1.27857 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,5),(8,4),-1.18723 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,3),-1.22665 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,2),-1.10484 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,1),-1.1575 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,-1),-0.990371 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,4),(8,3),-0.793887 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,2),-1.13829 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,1),-1.12722 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,-1),-1.16426 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,3),(8,2),-0.803517 # DEPENDENCYPART_NEXTSIBL
(8,3),(8,1),-0.701205 # DEPENDENCYPART_NEXTSIBL
(8,3),(8,-1),-0.874168 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,2),(8,1),-0.387603 # DEPENDENCYPART_NEXTSIBL
(8,2),(8,-1),-0.744087 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,1),(8,-1),-1.08246 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,25),-0.12533 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,9),(9,8),-0.510875 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,-1),-0.0373993 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,8),(9,-1),-1.03047 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,25),-0.160364 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,10),(10,9),-1.23971 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,8),-0.499705 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,7),-0.472651 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,-1),-0.248015 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,9),(10,8),-0.752547 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,7),-1.1906 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,-1),-1.43277 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,8),(10,7),-0.357178 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,-1),-1.01997 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,7),(10,-1),-1.1321 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,12),-0.603737 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,13),-0.50421 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,14),-0.297585 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,15),-0.781797 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,16),-0.713583 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,17),-0.911553 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,19),-0.249332 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,20),-0.832778 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,22),-0.580871 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,23),-0.136727 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,24),-0.592988 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,25),-1.06908 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,13),-1.51639 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,14),-1.28774 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,15),-1.33371 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,16),-1.07076 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,17),-1.16894 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,19),-1.40884 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,20),-1.06786 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,22),-1.65084 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,23),-1.65974 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,24),-0.753879 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,25),-1.23103 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,13),(11,14),-0.786748 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,15),-0.941487 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,16),-0.898384 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,17),-0.879192 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,19),-1.07803 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,20),-0.887669 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,22),-1.31288 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,23),-1.33686 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,24),-0.263691 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,25),-1.25497 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,14),(11,15),-0.424849 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,16),-0.79284 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,17),-0.9165 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,19),-0.998569 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,20),-1.41307 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,22),-1.20986 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,23),-1.25412 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,24),-1.26005 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,25),-1.31667 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,15),(11,16),-0.553769 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,17),-0.683229 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,19),-0.873815 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,20),-0.42181 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,22),-0.76504 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,23),-0.764765 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,24),-0.490929 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,25),-0.842527 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,16),(11,17),-0.82523 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,19),-0.980207 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,20),-0.706862 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,22),-0.889093 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,23),-0.883713 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,24),-0.653048 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,25),-0.97625 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,17),(11,19),-1.30724 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,20),-1.02308 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,22),-1.29839 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,23),-1.31426 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,24),-0.991899 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,25),-0.885838 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,19),(11,20),-0.601917 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,22),-0.921348 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,23),-0.908814 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,24),-0.628124 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,25),-1.20382 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,20),(11,22),-1.04264 # DEPENDENCYPART_NEXTSIBL
(11,20),(11,23),-0.931266 # DEPENDENCYPART_NEXTSIBL
(11,20),(11,24),-0.584961 # DEPENDENCYPART_NEXTSIBL
(11,20),(11,25),-1.02011 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,22),(11,23),-1.5926 # DEPENDENCYPART_NEXTSIBL
(11,22),(11,24),-0.915701 # DEPENDENCYPART_NEXTSIBL
(11,22),(11,25),-1.46758 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,23),(11,24),-1.09764 # DEPENDENCYPART_NEXTSIBL
(11,23),(11,25),-1.05977 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,24),(11,25),-1.79028 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,10),-0.956458 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,9),-1.38666 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,8),-0.50854 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,7),-0.204702 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,6),-0.37779 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,5),-0.372198 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,4),-0.444447 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,3),-0.888689 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,2),-0.249427 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,1),-1.16745 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,-1),-1.00775 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,10),(11,9),-0.173275 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,8),-0.877699 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,7),-0.938724 # DEPENDENCYPART_NEXTSIBL
