# _root_ 9.83 % , standard conventional fixedrate mortgages ; 7.875 % , 2 % rate capped one-year adjustable rate mortgages .
#goldHeads=2,0,2,7,7,7,2,2,10,2,10,13,14,19,14,19,19,19,10,2,
#predictedHeads=2,0,2,7,7,7,2,2,10,2,10,13,19,19,14,19,19,19,10,2,
(2,15),(15,11),(15,6),0.104344 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,5),0.104344 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,4),0.104342 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,2),0.100226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,11),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,-1),-0.108863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,10),(15,9),0.102018 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,8),0.106626 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,7),0.101885 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,6),0.102654 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,5),0.102654 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,4),0.10259 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,3),0.0862331 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,2),0.101023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,10),(15,1),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,-1),-0.110982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,9),(15,8),0.103057 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,9),(15,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,9),(15,6),0.1029 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,9),(15,5),0.1029 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,9),(15,4),0.1029 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,9),(15,3),0.0995902 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,9),(15,2),0.10295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,9),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,9),(15,-1),-0.0835519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,8),(15,7),0.103053 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,6),0.103052 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,5),0.103052 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,4),0.103052 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,2),0.113494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,8),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,-1),-0.0669267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,7),(15,6),0.102606 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,7),(15,5),0.102606 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,7),(15,4),0.102606 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,7),(15,3),0.102394 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,7),(15,2),0.102773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,7),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,7),(15,-1),-0.058469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,6),(15,5),0.102918 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,6),(15,4),0.102918 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,6),(15,3),0.0987357 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,6),(15,2),0.102864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,6),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,6),(15,-1),-0.0923713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,5),(15,4),0.102915 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,5),(15,3),0.0987357 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,5),(15,2),0.102864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,5),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,5),(15,-1),-0.0923736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,4),(15,3),0.0987338 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,4),(15,2),0.102862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,4),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,4),(15,-1),-0.0927724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,3),(15,2),0.100226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,3),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,3),(15,-1),-0.108863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,2),(15,1),-0.0641525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,2),(15,-1),-0.110982 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,15),(15,1),(15,-1),-0.0835472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,19),(19,20),-0.0442102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,21),0.0570474 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,19),(19,20),(19,21),-0.0460743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,19),(19,18),0.143486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,17),0.0801748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,16),0.0801748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,15),0.0976775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,14),0.143486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,13),0.138268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,12),0.172694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,11),0.0774823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,10),0.138268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,9),0.173027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,7),0.113903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,6),0.0801748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,5),0.0800877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,4),0.0801748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,3),0.0774823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,2),0.138268 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,19),(19,19),(19,1),-0.0671619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,-1),-0.0566683 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,19),(19,18),(19,17),0.132873 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,18),(19,16),0.128078 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,18),(19,15),0.103055 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,18),(19,14),0.134739 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,18),(19,13),0.143083 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,18),(19,12),0.105603 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,18),(19,11),0.100597 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,18),(19,10),0.143083 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,18),(19,9),0.107961 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,18),(19,7),0.101735 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,18),(19,6),0.128078 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,18),(19,5),0.127451 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,18),(19,4),0.127875 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,18),(19,3),0.100597 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,18),(19,2),0.143083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,18),(19,1),-0.064146 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,18),(19,-1),-0.0662889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,17),(19,16),0.154564 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,17),(19,15),0.117271 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,17),(19,14),0.118366 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,17),(19,13),0.111601 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,17),(19,12),0.0982684 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,17),(19,11),0.0929862 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,17),(19,10),0.111601 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,17),(19,9),0.0987008 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,17),(19,7),0.103883 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,17),(19,6),0.148563 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,17),(19,5),0.153141 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,17),(19,4),0.152561 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,17),(19,3),0.0929862 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,17),(19,2),0.111601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,17),(19,1),-0.0641974 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,17),(19,-1),-0.081406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,16),(19,15),0.122716 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,16),(19,14),0.128006 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,16),(19,13),0.12124 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,16),(19,12),0.0977867 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,16),(19,11),0.0929862 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,16),(19,10),0.12124 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,16),(19,9),0.0982192 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,16),(19,7),0.103883 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,16),(19,6),0.138224 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,16),(19,5),0.142802 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,16),(19,4),0.142222 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,16),(19,3),0.0929862 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,16),(19,2),0.12124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,16),(19,1),-0.0641996 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,16),(19,-1),-0.0813297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,15),(19,14),0.127832 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,15),(19,13),0.121557 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,15),(19,12),0.101458 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,15),(19,11),0.103039 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,15),(19,10),0.121557 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,15),(19,9),0.101458 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,15),(19,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,15),(19,6),0.103064 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,15),(19,5),0.103064 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,15),(19,4),0.103064 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,15),(19,3),0.103039 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,15),(19,2),0.121557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,15),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,15),(19,-1),-0.076008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,14),(19,13),0.143083 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,14),(19,12),0.105603 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,14),(19,11),0.100597 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,14),(19,10),0.143083 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,14),(19,9),0.107961 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,14),(19,7),0.101735 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,14),(19,6),0.128078 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,14),(19,5),0.127451 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,14),(19,4),0.127875 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,14),(19,3),0.100597 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,14),(19,2),0.143083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,14),(19,1),-0.064146 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,14),(19,-1),-0.0662889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,13),(19,12),0.101799 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,13),(19,11),0.10058 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,13),(19,10),0.132334 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,13),(19,9),0.104158 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,13),(19,7),0.101727 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,13),(19,6),0.122327 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,13),(19,5),0.1217 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,13),(19,4),0.122124 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,13),(19,3),0.10058 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,13),(19,2),0.132334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,13),(19,1),-0.064146 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,13),(19,-1),-0.0544596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,12),(19,11),0.101251 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,12),(19,10),0.100621 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,12),(19,9),0.101699 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,12),(19,7),0.101206 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,12),(19,6),0.101219 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,12),(19,5),0.101218 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,12),(19,4),0.101219 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,12),(19,3),0.101251 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,12),(19,2),0.100621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,12),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,12),(19,-1),0.00267012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,11),(19,10),0.0960884 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,11),(19,9),0.102515 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,11),(19,7),0.0967885 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,11),(19,6),0.0822214 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,11),(19,5),0.0822214 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,11),(19,4),0.0822211 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,11),(19,3),0.10305 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,11),(19,2),0.0960884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,11),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,11),(19,-1),-0.0562617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,10),(19,9),0.104158 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,10),(19,7),0.101727 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,10),(19,6),0.122327 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,10),(19,5),0.1217 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,10),(19,4),0.122124 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,10),(19,3),0.10058 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,10),(19,2),0.132334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,10),(19,1),-0.064146 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,10),(19,-1),-0.0544596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,9),(19,7),0.101206 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,9),(19,6),0.101217 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,9),(19,5),0.101217 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,9),(19,4),0.101217 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,9),(19,3),0.101251 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,9),(19,2),0.100736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,9),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,9),(19,-1),0.00568345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,7),(19,6),0.10577 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,7),(19,5),0.10577 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,7),(19,4),0.10577 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,7),(19,3),0.101154 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,7),(19,2),0.102522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,7),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,7),(19,-1),-0.0812697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,6),(19,5),0.14761 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,6),(19,4),0.14703 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,6),(19,3),0.0929862 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,6),(19,2),0.111701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,6),(19,1),-0.0641974 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,6),(19,-1),-0.080762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,5),(19,4),0.150959 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,5),(19,3),0.0929852 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,5),(19,2),0.111636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,5),(19,1),-0.0641974 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,5),(19,-1),-0.080762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,4),(19,3),0.0928456 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,4),(19,2),0.111446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,4),(19,1),-0.0641974 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,4),(19,-1),-0.0765717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,3),(19,2),0.0960884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,3),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,3),(19,-1),-0.0562617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,2),(19,1),-0.064146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,2),(19,-1),-0.0544596 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,19),(19,1),(19,-1),0.0057788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,20),(20,20),(20,21),-0.0301933 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,20),(20,20),(20,19),0.0951196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,-1),-0.0473933 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,20),(20,19),(20,-1),-0.072091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,5),-0.0423924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,6),-0.0423924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,7),-0.0424652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,9),-0.0420732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,11),-0.0420297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,12),-0.0420732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,21),-0.0910425 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,5),(4,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,11),-0.0420248 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,21),-0.0423176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,6),(4,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,11),-0.0420248 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,21),-0.0423176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,7),(4,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,21),-0.042424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,8),(4,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,9),(4,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,21),-0.0420671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,11),(4,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,21),-0.0420293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,12),(4,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,21),-0.0420671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,20),(4,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,3),0.10307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,4),(4,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,-1),-0.129012 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,3),(4,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,2),(4,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,2),(4,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,1),(4,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,1),(1,2),0.120416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,3),0.0952419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,1),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,21),-0.013699 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,2),(1,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,2),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,21),-0.046962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,3),(1,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,3),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
