# _root_ Guber-Peters 's net income in the latest quarter compared with a net loss of $ 6.9 million , or 62 cents a share , in the year-earlier period .
#goldHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
#predictedHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
(13,14),(13,30),-0.761475 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,15),(13,17),-0.916826 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,18),-0.882193 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,19),-1.00392 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,20),-0.978405 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,21),-1.47532 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,23),-0.979254 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,24),-0.589719 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,25),-0.946091 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,28),-1.26521 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,29),-0.970769 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,30),-1.10462 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,17),(13,18),-0.478063 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,19),-0.996798 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,20),-1.1208 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,21),-1.13813 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,23),-0.696045 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,24),-0.955218 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,25),-0.848535 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,28),-0.841747 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,29),-0.633082 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,30),-0.752385 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,18),(13,19),0.267684 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,20),-0.334964 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,21),-0.431049 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,23),-0.366739 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,24),-0.98473 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,25),-1.12209 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,28),-0.436626 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,29),-0.875108 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,30),-0.951536 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,19),(13,20),-0.726274 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,21),-0.551423 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,23),-0.66714 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,24),-0.161447 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,25),-0.467254 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,28),-0.651548 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,29),-0.923827 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,30),-0.426291 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,20),(13,21),-1.26518 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,23),-1.0084 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,24),-1.14018 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,25),-1.19399 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,28),-1.22148 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,29),-1.03717 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,30),-0.713967 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,21),(13,23),-0.798676 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,24),-0.487401 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,25),-0.6201 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,28),-0.839911 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,29),-0.937508 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,30),-0.569245 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,23),(13,24),-0.35935 # DEPENDENCYPART_NEXTSIBL
(13,23),(13,25),-0.99565 # DEPENDENCYPART_NEXTSIBL
(13,23),(13,28),-1.00003 # DEPENDENCYPART_NEXTSIBL
(13,23),(13,29),-0.676127 # DEPENDENCYPART_NEXTSIBL
(13,23),(13,30),-0.511382 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,24),(13,25),-0.451864 # DEPENDENCYPART_NEXTSIBL
(13,24),(13,28),-0.421398 # DEPENDENCYPART_NEXTSIBL
(13,24),(13,29),-0.778501 # DEPENDENCYPART_NEXTSIBL
(13,24),(13,30),-1.00852 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,25),(13,28),-0.569542 # DEPENDENCYPART_NEXTSIBL
(13,25),(13,29),-0.407786 # DEPENDENCYPART_NEXTSIBL
(13,25),(13,30),-0.831489 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,28),(13,29),-0.75923 # DEPENDENCYPART_NEXTSIBL
(13,28),(13,30),-0.784176 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,29),(13,30),-1.67275 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,12),-0.660445 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,11),-0.829745 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,10),-0.554802 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,9),-0.581521 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,8),-0.471971 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,7),-0.381609 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,6),-0.699631 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,5),-0.515493 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,4),-0.506946 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,1),-0.52644 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,-1),-0.796737 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,12),(13,11),-0.400672 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,10),-0.897063 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,9),-0.956427 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,8),-0.897113 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,7),-0.972995 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,6),-1.47554 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,5),-0.918123 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,4),-1.13014 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,1),-1.08812 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,-1),-1.44662 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,11),(13,10),-0.538685 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,9),-1.06521 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,8),-1.12415 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,7),-1.02727 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,6),-1.33302 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,5),-0.753416 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,4),-1.20224 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,1),-0.883289 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,-1),-0.537629 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,10),(13,9),-0.78052 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,8),-0.834491 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,7),-0.996992 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,6),-1.19222 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,5),-1.03707 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,4),-0.975027 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,1),-1.05263 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,-1),-0.819405 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,9),(13,8),-0.734599 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,7),-0.880651 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,6),-0.783351 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,5),-1.01965 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,4),-1.13681 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,1),-1.11711 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,-1),-0.908865 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,8),(13,7),-0.454654 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,6),-0.780877 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,5),-1.01176 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,4),-1.18165 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,1),-1.04185 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,-1),-0.86476 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,7),(13,6),-0.466934 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,5),-0.841087 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,4),-0.750343 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,1),-1.03676 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,-1),-1.1871 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,6),(13,5),-0.68004 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,4),-1.2548 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,1),-1.03127 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,-1),-0.754539 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,5),(13,4),-0.520235 # DEPENDENCYPART_NEXTSIBL
(13,5),(13,1),-0.984731 # DEPENDENCYPART_NEXTSIBL
(13,5),(13,-1),-1.15365 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,4),(13,1),-0.858144 # DEPENDENCYPART_NEXTSIBL
(13,4),(13,-1),-0.758047 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,1),(13,-1),-0.411864 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,15),-0.388887 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,16),-0.606585 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,17),-0.854589 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,18),-1.74198 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,21),-0.553765 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,23),-0.60778 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,25),-1.00142 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,30),-1.35077 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,15),(14,16),-0.71784 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,17),-1.02141 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,18),-0.990201 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,21),-1.52071 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,23),-1.12156 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,25),-0.988984 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,30),-0.86627 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,16),(14,17),-0.310129 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,18),-0.930875 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,21),-1.15307 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,23),-0.690322 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,25),-0.821086 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,30),-1.05776 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,17),(14,18),-0.65537 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,21),-1.18233 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,23),-0.852455 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,25),-0.943236 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,30),-0.733842 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,18),(14,21),-0.68487 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,23),-0.774582 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,25),-1.09114 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,30),-0.869037 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,21),(14,23),-0.88004 # DEPENDENCYPART_NEXTSIBL
(14,21),(14,25),-0.671448 # DEPENDENCYPART_NEXTSIBL
(14,21),(14,30),-0.456274 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,23),(14,25),-1.17823 # DEPENDENCYPART_NEXTSIBL
(14,23),(14,30),-0.487232 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,25),(14,30),-0.976994 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,-1),-0.699774 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,15),(15,16),-0.410429 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,17),-0.603657 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,18),-1.60102 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,19),-0.914589 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,20),-0.39134 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,21),-0.714138 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,23),-0.849712 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,24),-1.42862 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,25),-0.908384 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,28),-1.06917 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,29),-1.48972 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,30),-0.83095 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,17),-0.0229975 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,18),-0.978542 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,19),-0.970748 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,20),-0.802755 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,21),-1.1014 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,23),-0.49304 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,24),-1.04508 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,25),-0.719245 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,28),-0.786224 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,29),-0.626464 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,30),-0.976245 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,17),(15,18),-0.673344 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,19),-0.919023 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,20),-0.989501 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,21),-1.07378 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,23),-0.631229 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,24),-1.1505 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,25),-0.766263 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,28),-0.785946 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,29),-0.590979 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,30),-0.485578 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,18),(15,19),0.299851 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,20),-0.435194 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,21),-0.683906 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,23),-0.643047 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,24),-1.11509 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,25),-1.21715 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,28),-0.713275 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,29),-0.985001 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,30),-0.897956 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,19),(15,20),-0.646041 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,21),-0.522876 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,23),-0.687525 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,24),-0.0674177 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,25),-0.507626 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,28),-0.635192 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,29),-0.897309 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,30),-0.539933 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,20),(15,21),-1.24675 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,23),-0.957791 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,24),-1.35298 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,25),-1.18514 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,28),-1.18599 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,29),-1.03122 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,30),-0.551376 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,21),(15,23),-0.865991 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,24),-0.614709 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,25),-0.69174 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,28),-0.898311 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,29),-0.985719 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,30),-0.711853 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,23),(15,24),-0.454957 # DEPENDENCYPART_NEXTSIBL
(15,23),(15,25),-1.05727 # DEPENDENCYPART_NEXTSIBL
(15,23),(15,28),-1.07511 # DEPENDENCYPART_NEXTSIBL
(15,23),(15,29),-0.780989 # DEPENDENCYPART_NEXTSIBL
(15,23),(15,30),-0.699764 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,24),(15,25),-0.546929 # DEPENDENCYPART_NEXTSIBL
(15,24),(15,28),-0.698047 # DEPENDENCYPART_NEXTSIBL
(15,24),(15,29),-0.888394 # DEPENDENCYPART_NEXTSIBL
(15,24),(15,30),-0.954944 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,25),(15,28),-0.638245 # DEPENDENCYPART_NEXTSIBL
(15,25),(15,29),-0.527091 # DEPENDENCYPART_NEXTSIBL
(15,25),(15,30),-0.939499 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,28),(15,29),-0.856408 # DEPENDENCYPART_NEXTSIBL
(15,28),(15,30),-0.938942 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,29),(15,30),-1.71177 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,14),-0.315861 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,5),-0.345513 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,1),-0.612981 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.712676 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,14),(15,5),-1.13559 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,1),-1.07257 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,-1),-1.11989 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,5),(15,1),-0.96142 # DEPENDENCYPART_NEXTSIBL
(15,5),(15,-1),-1.2481 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,1),(15,-1),-0.409582 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,17),-1.04609 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,19),-0.773731 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,30),-0.693515 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,17),(16,19),-0.998663 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,30),-0.715631 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,19),(16,30),-0.504098 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,-1),-0.688542 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,17),(17,18),-1.50484 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,19),-0.754638 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,21),-0.738709 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,30),-0.656291 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,18),(17,19),0.207683 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,21),-0.616349 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,30),-0.955652 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,19),(17,21),-0.516851 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,30),-0.498027 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,21),(17,30),-0.71145 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,16),-0.526298 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,7),-0.365004 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,-1),-0.721686 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,16),(17,7),-1.16205 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,-1),-0.962477 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,7),(17,-1),-1.17072 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,30),-0.229865 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,18),(18,-1),-0.141934 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,19),(19,20),-0.723488 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,21),-0.557333 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,23),-0.740762 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,25),-0.917977 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,28),-0.922233 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,30),-1.36817 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,20),(19,21),-1.28636 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,23),-1.09735 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,25),-1.28306 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,28),-1.27634 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,30),-0.738866 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,21),(19,23),-0.801554 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,25),-0.638767 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,28),-0.818035 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,30),-0.500394 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,23),(19,25),-1.04233 # DEPENDENCYPART_NEXTSIBL
(19,23),(19,28),-1.01604 # DEPENDENCYPART_NEXTSIBL
(19,23),(19,30),-0.554827 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,25),(19,28),-0.6002 # DEPENDENCYPART_NEXTSIBL
(19,25),(19,30),-0.915366 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,28),(19,30),-0.741797 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,-1),-0.466088 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,20),(20,21),-0.730229 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,23),-0.715563 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,30),-0.687121 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,21),(20,23),-0.803993 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,30),-0.704214 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,23),(20,30),-0.566734 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,19),-0.837541 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,17),-0.907815 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,-1),-0.687911 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,19),(20,17),-0.767487 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,-1),-0.560296 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,17),(20,-1),-0.760831 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,22),-0.843119 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,23),-0.695417 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,24),-1.36341 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,25),-0.661002 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,28),-0.998233 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,29),-1.41101 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,30),-0.815402 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,22),(21,23),-1.23689 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,24),-1.20026 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,25),-1.2938 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,28),-1.24529 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,29),-1.52489 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,30),-0.939184 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,23),(21,24),-0.340469 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,25),-0.973193 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,28),-0.924454 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,29),-0.633753 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,30),-0.451702 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,24),(21,25),-0.40192 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,28),-0.569231 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,29),-0.804437 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,30),-0.986805 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,25),(21,28),-0.560752 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,29),-0.466651 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,30),-0.802787 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
