# _root_ Ilford , for example , recently introduced a black-and-white film that can be processed quickly by color labs .
#goldHeads=7,7,7,3,7,7,0,10,10,7,12,10,12,13,14,14,18,16,7,
#predictedHeads=7,7,7,3,7,7,0,10,10,7,12,10,12,13,14,14,18,16,7,
(3,6),(6,5),(6,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,-1),-0.06534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,4),(6,3),0.100122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,4),(6,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,4),(6,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,4),(6,-1),-0.0345082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,3),(6,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,3),(6,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,3),(6,-1),-0.0627559 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,2),(6,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,2),(6,-1),-0.06534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,1),(6,-1),-0.0672857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,8),-0.0541291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,9),0.0400268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,10),0.012729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,11),-0.0304576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,12),-0.0514794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,13),-0.0516785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,14),-0.0505949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,15),-0.0455957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,16),-0.0709276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,18),0.0383566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,19),-0.0457838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,20),-0.00825238 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,8),(7,9),-0.0420219 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,10),-0.0420277 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,14),-0.0454647 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,15),-0.0380913 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,16),-0.0422033 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,18),-0.0421041 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,20),-0.0487232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,9),(7,10),-0.043625 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,11),-0.0428829 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,12),-0.0399082 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,13),-0.0420233 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,14),-0.0372981 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,15),-0.0408175 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,16),-0.0397943 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,18),-0.039366 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,19),-0.0321389 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,20),-0.0376141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,10),(7,11),-0.0434575 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,12),-0.0425082 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,13),-0.044508 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,14),-0.0407692 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,15),-0.0452276 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,16),-0.023465 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,18),-0.0429961 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,19),-0.0491002 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,20),-0.0437085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,11),(7,12),-0.0420378 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,13),-0.0430739 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,14),-0.042746 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,15),-0.0424352 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,16),-0.0469761 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,18),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,19),-0.0420275 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,20),-0.034867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,12),(7,13),-0.0420124 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,14),-0.0421545 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,15),-0.0428447 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,16),-0.042777 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,20),-0.0508572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,13),(7,14),-0.0427062 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,15),-0.0422405 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,16),-0.0446528 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,18),-0.0423019 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,19),-0.0430206 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,20),-0.0543027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,14),(7,15),-0.0448108 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,14),(7,16),-0.0417292 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,14),(7,18),-0.0428903 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,14),(7,19),-0.0464717 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,14),(7,20),0.00598388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,15),(7,16),-0.0439014 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,15),(7,18),-0.0494844 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,15),(7,19),-0.0422313 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,15),(7,20),-0.036369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,16),(7,18),-0.043651 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,16),(7,19),-0.0472206 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,16),(7,20),-0.0646035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,18),(7,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,18),(7,20),-0.032743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,19),(7,20),-0.0648843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,6),0.0865672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,5),0.124547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,4),0.111321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,3),0.0533269 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,7),(7,2),-0.0641589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,1),-0.0654341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,-1),-0.170992 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,6),(7,5),0.102058 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,4),0.111774 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,3),0.0998932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,6),(7,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,1),-0.0641844 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,-1),-0.143786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,5),(7,4),0.0962885 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,3),0.142303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,5),(7,2),-0.0641472 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,1),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,-1),-0.0886399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,4),(7,3),0.105838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,4),(7,2),-0.0645173 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,4),(7,1),-0.0641545 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,4),(7,-1),-0.0577912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,3),(7,2),-0.0642434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,3),(7,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,3),(7,-1),-0.0361563 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,2),(7,1),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,2),(7,-1),-0.0886399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,1),(7,-1),0.0103509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,10),(10,11),-0.00248009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,12),0.00176352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,13),-0.0404818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,14),-0.0398673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,15),-0.0185471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,16),-0.0987955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,18),-0.0853592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,19),-0.0465462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,20),0.222182 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,11),(10,12),-0.043042 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,13),-0.0424671 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,14),-0.042926 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,15),-0.0425067 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,16),-0.046616 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,18),-0.0423016 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,20),0.0157511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,12),(10,13),-0.0421087 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,14),-0.043716 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,15),-0.042091 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,16),-0.0465512 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,18),-0.0420529 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,19),-0.0422396 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,20),-0.0185102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,13),(10,14),-0.0420697 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,15),-0.0421525 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,16),-0.0424968 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,18),-0.042053 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,19),-0.0420584 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,20),-0.0357007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,14),(10,15),-0.0380249 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,16),-0.0446693 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,18),-0.042286 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,19),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,20),-0.0356624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,15),(10,16),-0.0619073 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,18),-0.0359607 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,19),-0.0420565 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,20),-0.0615769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,16),(10,18),-0.0494845 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,19),-0.0403544 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,20),-0.0266881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,18),(10,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,18),(10,20),-0.0222019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,19),(10,20),-0.0335621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,10),(10,9),0.194589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,8),0.0876445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,7),0.103911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,6),0.0973097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,5),0.0569958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,4),0.0976156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,3),0.0772557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,10),(10,2),-0.06419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,-1),-0.20237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,9),(10,8),0.0819092 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,7),0.102376 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,6),0.081978 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,5),0.119947 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,4),0.132782 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,3),0.0990128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,9),(10,2),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,-1),-0.122464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,8),(10,7),0.103012 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,6),0.132202 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,5),0.146996 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,4),0.0857712 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,3),0.120323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,8),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,-1),-0.129596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,7),(10,6),0.102703 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,5),0.103055 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,4),0.103752 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,3),0.107296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,7),(10,2),-0.0641561 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,-1),-0.054579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,6),(10,5),0.0869018 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,4),0.0975008 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,3),0.102987 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,6),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,-1),-0.0611692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,5),(10,4),0.126486 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,5),(10,3),0.122832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,5),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,5),(10,-1),-0.0787844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,4),(10,3),0.104802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,4),(10,2),-0.0641566 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,4),(10,-1),7.40093e-05 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,3),(10,2),-0.0643798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,3),(10,-1),-0.0993702 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,2),(10,-1),-0.0787844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,11),(11,13),-0.044896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,20),0.138272 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,13),(11,20),-0.0449129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,11),(11,10),0.0981814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,-1),0.0448151 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,10),(11,-1),-0.069039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,12),(12,13),-0.0647076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,14),-0.0406904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,15),-0.015665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,16),-0.0210173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,18),-0.0428829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,19),-0.0434072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,20),-0.0494181 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,13),(12,14),-0.0426156 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,15),-0.0461456 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,16),-0.0319371 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,18),-0.0435631 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,19),-0.0561808 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,20),-0.0241889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,14),(12,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,14),(12,16),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,14),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,14),(12,19),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,14),(12,20),-0.0271895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,15),(12,16),-0.0338213 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,18),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,19),-0.0420184 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,20),-0.0636367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,16),(12,18),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,16),(12,19),-0.0420673 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,16),(12,20),-0.0357629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,18),(12,19),-0.0421459 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,18),(12,20),-0.0434869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,19),(12,20),-0.0746131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,12),(12,11),0.0748534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,10),0.0449208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,9),0.127943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,7),0.10944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,6),0.11886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,5),0.06307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,4),0.0449141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,3),0.0733732 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,12),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,1),-0.0643099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,-1),-0.159856 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,11),(12,10),0.102839 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,6),0.102823 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,5),0.104052 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,4),0.102839 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,3),0.102197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,11),(12,2),-0.0641799 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,-1),-0.107678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,10),(12,9),0.10057 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,7),0.101997 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,6),0.104161 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,5),0.0908511 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,4),0.0853423 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,3),0.108136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,10),(12,2),-0.0642823 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,-1),-0.0695026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,9),(12,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,6),0.102708 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,5),0.101382 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,4),0.101307 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,3),0.103063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,9),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,-1),-0.0494863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,7),(12,6),0.102301 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,7),(12,5),0.102661 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,7),(12,4),0.102812 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,7),(12,3),0.103059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,7),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,7),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,7),(12,-1),-0.0527532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,6),(12,5),0.112705 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,6),(12,4),0.103883 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,6),(12,3),0.0992576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,6),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,6),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,6),(12,-1),-0.0744345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,5),(12,4),0.101118 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,5),(12,3),0.106718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,5),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,5),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,5),(12,-1),-0.0472747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
