# _root_ `` The pendulum is swinging back to black and white , '' says Richard DeMoulin , the general manager of Eastman Kodak Co. 's professional photography division .
#goldHeads=4,3,4,13,4,5,5,7,8,9,4,4,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
#predictedHeads=13,3,4,13,4,5,6,7,8,9,13,13,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
(5,15),(15,8),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,8),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,8),(15,-1),-0.0620648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,7),(15,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,7),(15,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,7),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,7),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,7),(15,-1),-0.0642391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,6),(15,5),0.105576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,6),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,6),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,6),(15,-1),-0.0612157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,5),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,5),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,5),(15,-1),-0.0674625 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,15),(15,4),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,4),(15,-1),-0.0643274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,1),(15,-1),-0.0726141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,16),(16,29),-0.109224 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,16),(16,16),(16,-1),-0.0876953 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,19),(19,19),(19,20),-0.060473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,21),-0.0149489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,22),-0.0149489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,23),-0.0149491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,24),-0.0793954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,25),-0.0235216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,26),-0.0762066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,27),-0.0762075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,29),0.130562 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,19),(19,20),(19,21),-0.0255685 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,20),(19,22),-0.0255685 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,20),(19,23),-0.0255685 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,20),(19,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,20),(19,25),-0.0450528 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,20),(19,26),-0.0425086 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,20),(19,27),-0.0425086 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,20),(19,29),-0.0708739 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,21),(19,22),-0.0422955 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,21),(19,23),-0.0422955 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,21),(19,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,21),(19,25),-0.0428363 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,21),(19,26),-0.04203 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,21),(19,27),-0.04203 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,21),(19,29),-0.0206231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,22),(19,23),-0.0422955 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,22),(19,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,22),(19,25),-0.0428363 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,22),(19,26),-0.04203 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,22),(19,27),-0.04203 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,22),(19,29),-0.0206231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,23),(19,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,23),(19,25),-0.0428363 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,23),(19,26),-0.04203 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,23),(19,27),-0.04203 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,23),(19,29),-0.0206231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,24),(19,25),-0.0435942 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,24),(19,26),-0.0422504 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,24),(19,27),-0.0422504 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,24),(19,29),-0.0744572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,25),(19,26),-0.0358218 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,25),(19,27),-0.0358218 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,25),(19,29),-0.0639278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,26),(19,27),-0.044847 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,26),(19,29),-0.0872325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,27),(19,29),-0.0872334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,19),(19,18),0.126197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,17),0.110707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,16),0.0863235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,15),0.0997075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,14),0.0997075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,5),0.092882 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,19),(19,19),(19,4),-0.064369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,1),-0.0641462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,19),(19,-1),-0.0953665 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,19),(19,18),(19,17),0.0926577 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,16),0.114913 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,15),0.113927 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,14),0.113927 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,5),0.102567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,18),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,18),(19,-1),-0.1038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,17),(19,16),0.0990485 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,15),0.0953805 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,14),0.0953805 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,5),0.10293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,17),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,17),(19,-1),0.00332673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,16),(19,15),0.100409 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,16),(19,14),0.100409 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,16),(19,5),0.102647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,16),(19,4),-0.0641849 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,16),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,16),(19,-1),-0.0705848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,15),(19,14),0.107968 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,15),(19,5),0.102703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,15),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,15),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,15),(19,-1),-0.051187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,14),(19,5),0.102703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,14),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,14),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,14),(19,-1),-0.051187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,5),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,5),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,19),(19,5),(19,-1),-0.0446798 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,19),(19,4),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,4),(19,-1),-0.0741318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,1),(19,-1),-0.0343623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,20),(20,21),-0.0295065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,20),(20,20),(20,22),-0.0289206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,20),(20,20),(20,23),-0.0300181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,20),(20,20),(20,26),0.00270913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,20),(20,20),(20,27),0.000992937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,20),(20,20),(20,29),-0.117532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,20),(20,21),(20,22),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,21),(20,23),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,21),(20,26),-0.0441389 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,21),(20,27),-0.0441389 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,21),(20,29),-0.0304201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,22),(20,23),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,22),(20,26),-0.0441389 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,22),(20,27),-0.0441389 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,22),(20,29),-0.0298342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,23),(20,26),-0.0441389 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,23),(20,27),-0.0441389 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,23),(20,29),-0.0309308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,26),(20,27),-0.0479436 # DEPENDENCYPART_GRANDSIBL
(5,20),(20,26),(20,29),-0.0313373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,27),(20,29),-0.0330542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,20),(20,-1),-0.103218 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,27),(27,27),(27,29),0.123353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,27),(27,27),(27,26),0.116528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,27),(27,27),(27,25),0.12712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,27),(27,27),(27,24),0.0887872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,27),(27,27),(27,23),0.0989966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,27),(27,27),(27,22),0.0990049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,27),(27,27),(27,21),0.0990049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,27),(27,27),(27,18),0.126931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,27),(27,27),(27,17),0.110686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,27),(27,27),(27,5),0.09288 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,27),(27,27),(27,4),-0.064369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,27),(27,27),(27,1),-0.0641462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,27),(27,27),(27,-1),-0.0992751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,27),(27,26),(27,25),0.0966707 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,26),(27,24),0.102861 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,26),(27,23),0.100937 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,26),(27,22),0.100937 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,26),(27,21),0.100937 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,26),(27,18),0.0966707 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,26),(27,17),0.0747309 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,26),(27,5),0.10508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,26),(27,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,26),(27,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,26),(27,-1),-0.0174083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,25),(27,24),0.103065 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,25),(27,23),0.114485 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,25),(27,22),0.114485 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,25),(27,21),0.114485 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,25),(27,18),0.103497 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,25),(27,17),0.0922609 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,25),(27,5),0.102567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,25),(27,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,25),(27,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,25),(27,-1),-0.103024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,24),(27,23),0.100911 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,24),(27,22),0.100911 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,24),(27,21),0.100911 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,24),(27,18),0.101135 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,24),(27,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,24),(27,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,24),(27,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,24),(27,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,24),(27,-1),-0.0665758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,23),(27,22),0.108087 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,23),(27,21),0.108087 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,23),(27,18),0.104801 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,23),(27,17),0.110617 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,23),(27,5),0.102703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,23),(27,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,23),(27,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,23),(27,-1),-0.0516431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,22),(27,21),0.108087 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,22),(27,18),0.104801 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,22),(27,17),0.110617 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,22),(27,5),0.102703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,22),(27,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,22),(27,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,22),(27,-1),-0.0516348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,21),(27,18),0.104801 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,21),(27,17),0.110617 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,21),(27,5),0.102703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,21),(27,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,21),(27,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,21),(27,-1),-0.0516348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,18),(27,17),0.0921134 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,18),(27,5),0.102567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,18),(27,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,18),(27,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,18),(27,-1),-0.103066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,17),(27,5),0.10293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,17),(27,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,17),(27,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,17),(27,-1),0.00329434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,5),(27,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,27),(27,5),(27,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,27),(27,5),(27,-1),-0.0446818 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,27),(27,4),(27,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,27),(27,4),(27,-1),-0.0741318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,1),(27,-1),-0.0343618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,1),(1,3),0.103064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,29),-0.127512 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,3),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,29),-0.0641514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,4),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,1),(1,-1),-0.105527 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,3),(3,4),0.102621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,5),0.106223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,6),-0.0655576 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,3),(3,7),-0.0643386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,8),-0.0642821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,29),-0.0992142 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,4),(3,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,4),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,29),-0.0645938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,5),(3,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,5),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,29),-0.0583411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,6),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,6),(3,8),-0.0641465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,6),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,6),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,6),(3,29),-0.0774392 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,7),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,7),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,7),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,7),(3,29),-0.0662304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,8),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,8),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,8),(3,29),-0.0251275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,9),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,9),(3,29),-0.0810769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,12),(3,29),-0.0643985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,3),(3,2),-0.0214117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,1),-0.0464126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,-1),-0.0163895 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,2),(3,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,2),(3,-1),-0.0468944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,1),(3,-1),-0.0470078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,4),(4,5),0.11965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,4),(4,4),(4,7),-0.0641926 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,8),-0.0660272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,9),-0.0641507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,10),-0.0660272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,15),-0.0643462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,19),-0.0661046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,29),-0.0772691 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,4),(4,5),(4,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,5),(4,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,29),-0.0475741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,6),(4,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
