# _root_ Concerning your Sept. 19 article `` Wall Street Firms Link Analysts ' Pay to Performance , '' I 'm delighted that Wall Street is finally tuning in to the hard , cold facts of the real working world .
#goldHeads=19,5,5,5,1,5,9,9,10,5,13,11,10,10,14,19,19,19,0,19,20,23,24,21,24,24,26,26,33,33,33,33,28,33,38,38,38,34,19,
#predictedHeads=19,5,5,5,1,5,9,9,5,5,13,11,10,13,14,19,19,19,0,19,20,23,24,21,24,24,26,26,33,33,33,33,28,33,38,38,38,34,19,
(13,24),(24,13),-0.357954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,24),(24,14),0.542055 # DEPENDENCYPART_GRANDPAR
(13,24),(24,15),0.666097 # DEPENDENCYPART_GRANDPAR
(13,24),(24,16),0.426918 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),0.458664 # DEPENDENCYPART_GRANDPAR
(13,24),(24,18),0.12235 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),0.455714 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),0.284865 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),0.668648 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),0.282369 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),0.3049 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),0.465556 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),0.318423 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),0.61324 # DEPENDENCYPART_GRANDPAR
(13,24),(24,28),0.295244 # DEPENDENCYPART_GRANDPAR
(13,24),(24,29),0.414095 # DEPENDENCYPART_GRANDPAR
(13,24),(24,30),0.201925 # DEPENDENCYPART_GRANDPAR
(13,24),(24,31),0.343266 # DEPENDENCYPART_GRANDPAR
(13,24),(24,32),0.302881 # DEPENDENCYPART_GRANDPAR
(13,24),(24,33),-0.267483 # DEPENDENCYPART_GRANDPAR
(13,24),(24,34),-0.0969165 # DEPENDENCYPART_GRANDPAR
(13,24),(24,38),-0.0501564 # DEPENDENCYPART_GRANDPAR
(13,24),(24,39),-0.856528 # DEPENDENCYPART_GRANDPAR
(13,26),(26,21),0.421582 # DEPENDENCYPART_GRANDPAR
(13,26),(26,22),0.201209 # DEPENDENCYPART_GRANDPAR
(13,26),(26,23),0.225492 # DEPENDENCYPART_GRANDPAR
(13,26),(26,25),0.391555 # DEPENDENCYPART_GRANDPAR
(13,26),(26,27),0.491439 # DEPENDENCYPART_GRANDPAR
(13,26),(26,28),0.296969 # DEPENDENCYPART_GRANDPAR
(13,26),(26,29),0.426108 # DEPENDENCYPART_GRANDPAR
(13,26),(26,30),0.0904027 # DEPENDENCYPART_GRANDPAR
(13,26),(26,31),0.266027 # DEPENDENCYPART_GRANDPAR
(13,26),(26,32),0.190724 # DEPENDENCYPART_GRANDPAR
(13,26),(26,33),-0.363279 # DEPENDENCYPART_GRANDPAR
(13,26),(26,34),-0.164769 # DEPENDENCYPART_GRANDPAR
(13,26),(26,36),0.0250772 # DEPENDENCYPART_GRANDPAR
(13,26),(26,38),0.0157499 # DEPENDENCYPART_GRANDPAR
(13,26),(26,39),-0.899346 # DEPENDENCYPART_GRANDPAR
(13,28),(28,25),0.30126 # DEPENDENCYPART_GRANDPAR
(13,28),(28,27),0.318918 # DEPENDENCYPART_GRANDPAR
(13,28),(28,29),0.404301 # DEPENDENCYPART_GRANDPAR
(13,28),(28,30),0.156487 # DEPENDENCYPART_GRANDPAR
(13,28),(28,31),0.302898 # DEPENDENCYPART_GRANDPAR
(13,28),(28,32),0.258747 # DEPENDENCYPART_GRANDPAR
(13,28),(28,33),-0.218652 # DEPENDENCYPART_GRANDPAR
(13,28),(28,34),-0.102385 # DEPENDENCYPART_GRANDPAR
(13,28),(28,37),-0.136047 # DEPENDENCYPART_GRANDPAR
(13,28),(28,38),-0.00959337 # DEPENDENCYPART_GRANDPAR
(13,28),(28,39),-0.855794 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),0.0506318 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),0.0579528 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),0.327142 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),0.156294 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),0.206795 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.124245 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),0.339882 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.228652 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.203907 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.220812 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.165398 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.111089 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.0181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.283663 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.140188 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.0329546 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.361803 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.120399 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.186333 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.491848 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.602283 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-0.236972 # DEPENDENCYPART_GRANDPAR
(14,13),(13,26),-0.480629 # DEPENDENCYPART_GRANDPAR
(14,13),(13,28),-0.302715 # DEPENDENCYPART_GRANDPAR
(14,13),(13,39),-1.4853 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.541464 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.32874 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.424555 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.454939 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.488537 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.431124 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.710753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.52462 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.582553 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.216867 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.439641 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.383704 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.0379854 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),0.0577066 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),0.314248 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),0.081639 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.117149 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.394927 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.376705 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.302431 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.439483 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.490514 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.462849 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.494319 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.348155 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.382603 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.276228 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.41542 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.26373 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.348236 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.707251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.701656 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.218118 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.289116 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.0965409 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.256028 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.199483 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.0439296 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.105952 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),0.192989 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),0.0581865 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-0.0542462 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),0.204715 # DEPENDENCYPART_GRANDPAR
(14,19),(19,28),0.203328 # DEPENDENCYPART_GRANDPAR
(14,19),(19,31),0.221964 # DEPENDENCYPART_GRANDPAR
(14,19),(19,33),-0.20836 # DEPENDENCYPART_GRANDPAR
(14,19),(19,39),-1.1987 # DEPENDENCYPART_GRANDPAR
(14,33),(33,25),0.000287888 # DEPENDENCYPART_GRANDPAR
(14,33),(33,27),0.0974328 # DEPENDENCYPART_GRANDPAR
(14,33),(33,29),0.0151482 # DEPENDENCYPART_GRANDPAR
(14,33),(33,30),-0.22129 # DEPENDENCYPART_GRANDPAR
(14,33),(33,31),0.187029 # DEPENDENCYPART_GRANDPAR
(14,33),(33,32),-0.239762 # DEPENDENCYPART_GRANDPAR
(14,33),(33,34),-0.428843 # DEPENDENCYPART_GRANDPAR
(14,33),(33,35),0.0779066 # DEPENDENCYPART_GRANDPAR
(14,33),(33,36),-0.396755 # DEPENDENCYPART_GRANDPAR
(14,33),(33,37),-0.21107 # DEPENDENCYPART_GRANDPAR
(14,33),(33,38),-0.367206 # DEPENDENCYPART_GRANDPAR
(14,33),(33,39),-1.02233 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.401162 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.363938 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.454624 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.223292 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.187647 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.885479 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.0323107 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.221523 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.276353 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.179988 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.079571 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.192054 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.271976 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.0122884 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.892278 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.38656 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.0172874 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.0430307 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.214617 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.278198 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.182937 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.0538103 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0139293 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.277632 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.00034058 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.895662 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.16967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.131692 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.0377836 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.181639 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.0535359 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.0104988 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),0.037978 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.282477 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.903876 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.0849574 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.0566105 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.16864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.185798 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.229742 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.369171 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),0.0701111 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.100999 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.245096 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.180729 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.146826 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.0247325 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.0693599 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.0311683 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.314989 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.125206 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.747611 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.062769 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.22186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.137835 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.216846 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.395359 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.255264 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.293086 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.235829 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.361989 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.247293 # DEPENDENCYPART_GRANDPAR
(15,13),(13,26),-0.435473 # DEPENDENCYPART_GRANDPAR
(15,13),(13,28),-0.576142 # DEPENDENCYPART_GRANDPAR
(15,13),(13,39),-1.2703 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.029264 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.16697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.0405664 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.179497 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.372462 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.224833 # DEPENDENCYPART_GRANDPAR
(15,14),(14,33),-0.890403 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0566887 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.198242 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.185166 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.224333 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.869023 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.499305 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.851826 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.901748 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.614395 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.664165 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.188979 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.497507 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),0.281834 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.629631 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.321064 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.671343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.267315 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.183184 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.225429 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.24924 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.231331 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.261321 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),0.281892 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.346491 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),0.306667 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),0.0736016 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),0.356925 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),0.0112318 # DEPENDENCYPART_GRANDPAR
(15,19),(19,31),0.209979 # DEPENDENCYPART_GRANDPAR
(15,19),(19,33),-0.272748 # DEPENDENCYPART_GRANDPAR
(15,19),(19,39),-0.884528 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.615341 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.278444 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.620166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,18),0.101041 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.166697 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.290921 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),0.311511 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),0.266687 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),0.358207 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),0.0579681 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),0.389269 # DEPENDENCYPART_GRANDPAR
(15,20),(20,28),0.0206656 # DEPENDENCYPART_GRANDPAR
(15,20),(20,30),0.0121398 # DEPENDENCYPART_GRANDPAR
(15,20),(20,31),0.136116 # DEPENDENCYPART_GRANDPAR
(15,20),(20,33),-0.324931 # DEPENDENCYPART_GRANDPAR
(15,20),(20,34),-0.308867 # DEPENDENCYPART_GRANDPAR
(15,20),(20,38),-0.157823 # DEPENDENCYPART_GRANDPAR
(15,20),(20,39),-0.823594 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.203701 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),0.233674 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.755154 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),0.0592063 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),0.142856 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),0.186277 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),0.410463 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.132561 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),0.352149 # DEPENDENCYPART_GRANDPAR
(15,24),(24,1),-0.893695 # DEPENDENCYPART_GRANDPAR
(15,24),(24,3),-0.780269 # DEPENDENCYPART_GRANDPAR
(15,24),(24,4),-0.870914 # DEPENDENCYPART_GRANDPAR
(15,24),(24,5),-0.906655 # DEPENDENCYPART_GRANDPAR
(15,24),(24,6),-0.61772 # DEPENDENCYPART_GRANDPAR
(15,24),(24,7),-0.678166 # DEPENDENCYPART_GRANDPAR
(15,24),(24,8),-0.720396 # DEPENDENCYPART_GRANDPAR
(15,24),(24,9),-0.686355 # DEPENDENCYPART_GRANDPAR
(15,24),(24,10),-0.208633 # DEPENDENCYPART_GRANDPAR
(15,24),(24,11),-0.520477 # DEPENDENCYPART_GRANDPAR
(15,24),(24,13),-0.634331 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),-0.345588 # DEPENDENCYPART_GRANDPAR
(15,24),(24,15),-0.52724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,24),(24,16),0.339595 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),0.249526 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),0.13096 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),0.322317 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),0.19526 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),0.587034 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),0.147739 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),0.170921 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),0.316019 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),0.156336 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),0.410457 # DEPENDENCYPART_GRANDPAR
(15,24),(24,28),-0.0265927 # DEPENDENCYPART_GRANDPAR
(15,24),(24,29),0.266358 # DEPENDENCYPART_GRANDPAR
(15,24),(24,30),0.086214 # DEPENDENCYPART_GRANDPAR
(15,24),(24,31),0.246293 # DEPENDENCYPART_GRANDPAR
(15,24),(24,32),0.124655 # DEPENDENCYPART_GRANDPAR
(15,24),(24,33),-0.284627 # DEPENDENCYPART_GRANDPAR
(15,24),(24,34),-0.286361 # DEPENDENCYPART_GRANDPAR
(15,24),(24,38),-0.188979 # DEPENDENCYPART_GRANDPAR
(15,24),(24,39),-0.855628 # DEPENDENCYPART_GRANDPAR
(15,26),(26,21),0.349701 # DEPENDENCYPART_GRANDPAR
(15,26),(26,22),0.0780171 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),0.102952 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),0.235121 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),0.323234 # DEPENDENCYPART_GRANDPAR
(15,26),(26,28),-0.00588248 # DEPENDENCYPART_GRANDPAR
(15,26),(26,29),0.307562 # DEPENDENCYPART_GRANDPAR
(15,26),(26,30),0.0022212 # DEPENDENCYPART_GRANDPAR
(15,26),(26,31),0.20362 # DEPENDENCYPART_GRANDPAR
(15,26),(26,32),0.0400281 # DEPENDENCYPART_GRANDPAR
(15,26),(26,33),-0.3404 # DEPENDENCYPART_GRANDPAR
(15,26),(26,34),-0.316055 # DEPENDENCYPART_GRANDPAR
(15,26),(26,36),-0.0695475 # DEPENDENCYPART_GRANDPAR
(15,26),(26,38),-0.0911289 # DEPENDENCYPART_GRANDPAR
(15,26),(26,39),-0.86831 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.00228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,20),0.0214334 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.111036 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.0568124 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.169887 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.0424231 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.11878 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.0972292 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),0.059926 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.0947444 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),0.0108738 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),0.0645356 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),0.0701447 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),0.110618 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),0.236551 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.06019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.290244 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.0473732 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.0930129 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.0722923 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.150045 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),0.100562 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.0373353 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.114315 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.135751 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-0.214818 # DEPENDENCYPART_GRANDPAR
(17,19),(19,31),0.0195985 # DEPENDENCYPART_GRANDPAR
(17,19),(19,33),-0.402813 # DEPENDENCYPART_GRANDPAR
(17,19),(19,39),-0.445346 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.1847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.00884894 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.424507 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.22272 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.417145 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.803808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),0.189787 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.252868 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.239973 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),0.27632 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),0.224001 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),0.113342 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),0.163022 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),0.20073 # DEPENDENCYPART_GRANDPAR
(18,20),(20,30),-0.0982278 # DEPENDENCYPART_GRANDPAR
(18,20),(20,31),0.0937769 # DEPENDENCYPART_GRANDPAR
(18,20),(20,33),0.0487168 # DEPENDENCYPART_GRANDPAR
(18,20),(20,34),0.0908012 # DEPENDENCYPART_GRANDPAR
(18,20),(20,38),-0.16567 # DEPENDENCYPART_GRANDPAR
(18,20),(20,39),0.0389117 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),0.235932 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.0271313 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.154745 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.119841 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),0.145136 # DEPENDENCYPART_GRANDPAR
(19,1),(1,7),0.0321761 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),-0.0341226 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),-0.0870383 # DEPENDENCYPART_GRANDPAR
(19,1),(1,10),0.484701 # DEPENDENCYPART_GRANDPAR
(19,1),(1,11),-0.0363609 # DEPENDENCYPART_GRANDPAR
(19,1),(1,12),-0.154559 # DEPENDENCYPART_GRANDPAR
(19,1),(1,13),0.0748096 # DEPENDENCYPART_GRANDPAR
(19,1),(1,14),0.126143 # DEPENDENCYPART_GRANDPAR
(19,1),(1,15),0.0744438 # DEPENDENCYPART_GRANDPAR
(19,1),(1,16),0.128935 # DEPENDENCYPART_GRANDPAR
(19,1),(1,17),0.235417 # DEPENDENCYPART_GRANDPAR
(19,1),(1,19),-0.938357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,1),(1,20),0.155392 # DEPENDENCYPART_GRANDPAR
(19,1),(1,21),0.421617 # DEPENDENCYPART_GRANDPAR
