# _root_ Taped just as the market closed yesterday , it offers Ms. Farrell advising , `` We view the market here as going through a relatively normal cycle ... .
#goldHeads=10,3,1,5,6,3,6,10,10,0,12,10,12,13,13,17,13,19,17,17,17,21,22,27,26,27,23,10,10,
#predictedHeads=10,3,1,5,6,3,6,10,10,0,13,13,10,10,10,17,10,19,17,17,17,21,22,27,26,27,23,10,10,
(1,9),(1,30),-1.31745 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,10),(1,13),-0.990095 # DEPENDENCYPART_NEXTSIBL
(1,10),(1,14),-0.674015 # DEPENDENCYPART_NEXTSIBL
(1,10),(1,15),-1.02009 # DEPENDENCYPART_NEXTSIBL
(1,10),(1,17),-1.30865 # DEPENDENCYPART_NEXTSIBL
(1,10),(1,20),-1.1731 # DEPENDENCYPART_NEXTSIBL
(1,10),(1,21),-1.04965 # DEPENDENCYPART_NEXTSIBL
(1,10),(1,22),-1.08806 # DEPENDENCYPART_NEXTSIBL
(1,10),(1,29),-0.640324 # DEPENDENCYPART_NEXTSIBL
(1,10),(1,30),-0.720151 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,13),(1,14),-0.762054 # DEPENDENCYPART_NEXTSIBL
(1,13),(1,15),-1.01409 # DEPENDENCYPART_NEXTSIBL
(1,13),(1,17),-0.900204 # DEPENDENCYPART_NEXTSIBL
(1,13),(1,20),-0.796164 # DEPENDENCYPART_NEXTSIBL
(1,13),(1,21),-0.894247 # DEPENDENCYPART_NEXTSIBL
(1,13),(1,22),-0.940517 # DEPENDENCYPART_NEXTSIBL
(1,13),(1,29),-0.68198 # DEPENDENCYPART_NEXTSIBL
(1,13),(1,30),-0.73643 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,14),(1,15),-0.247 # DEPENDENCYPART_NEXTSIBL
(1,14),(1,17),-0.389585 # DEPENDENCYPART_NEXTSIBL
(1,14),(1,20),-0.84757 # DEPENDENCYPART_NEXTSIBL
(1,14),(1,21),-0.814511 # DEPENDENCYPART_NEXTSIBL
(1,14),(1,22),-0.76658 # DEPENDENCYPART_NEXTSIBL
(1,14),(1,29),-0.811618 # DEPENDENCYPART_NEXTSIBL
(1,14),(1,30),-1.10685 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,15),(1,17),-0.158134 # DEPENDENCYPART_NEXTSIBL
(1,15),(1,20),-0.734466 # DEPENDENCYPART_NEXTSIBL
(1,15),(1,21),-0.752313 # DEPENDENCYPART_NEXTSIBL
(1,15),(1,22),-0.78124 # DEPENDENCYPART_NEXTSIBL
(1,15),(1,29),-1.46072 # DEPENDENCYPART_NEXTSIBL
(1,15),(1,30),-1.73381 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,17),(1,20),-0.766864 # DEPENDENCYPART_NEXTSIBL
(1,17),(1,21),-0.764532 # DEPENDENCYPART_NEXTSIBL
(1,17),(1,22),-0.764488 # DEPENDENCYPART_NEXTSIBL
(1,17),(1,29),-0.181837 # DEPENDENCYPART_NEXTSIBL
(1,17),(1,30),-1.17862 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,20),(1,21),-0.521722 # DEPENDENCYPART_NEXTSIBL
(1,20),(1,22),-0.705663 # DEPENDENCYPART_NEXTSIBL
(1,20),(1,29),-0.814885 # DEPENDENCYPART_NEXTSIBL
(1,20),(1,30),-0.953132 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,21),(1,22),-0.673999 # DEPENDENCYPART_NEXTSIBL
(1,21),(1,29),-0.279234 # DEPENDENCYPART_NEXTSIBL
(1,21),(1,30),-0.680386 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,22),(1,29),-0.550448 # DEPENDENCYPART_NEXTSIBL
(1,22),(1,30),-0.671163 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,29),(1,30),-2.30093 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,1),(1,-1),-0.865085 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,2),(2,3),-0.670849 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,5),-0.498847 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,6),-0.555873 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,7),-0.838369 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,8),-0.991505 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,10),-0.537042 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,29),-1.28955 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,30),-0.596362 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,3),(2,5),-0.547409 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,6),-0.830581 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,7),-0.326045 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,8),-0.719933 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,10),-0.672525 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,29),-0.411216 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,30),-1.10318 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,5),(2,6),-1.12026 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,7),-1.02399 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,8),-0.99324 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,10),-1.16292 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,29),-1.25859 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,30),-1.00662 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,6),(2,7),-0.900218 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,8),-0.614955 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,10),-1.23196 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,29),-0.121139 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,30),-1.11618 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,7),(2,8),-0.717586 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,10),-0.92426 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,29),-1.03136 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,30),-0.675359 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,8),(2,10),-0.486248 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,29),-1.20956 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,30),-0.816517 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,10),(2,29),-0.614644 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,30),-0.711366 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,29),(2,30),-2.48045 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,2),(2,1),-0.732795 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,-1),-0.598655 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,1),(2,-1),-0.69141 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,4),-1.08965 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,5),-0.458972 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,6),-0.172545 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,7),-0.954364 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,8),-1.1665 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,10),-0.187719 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,13),-0.610758 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,14),-0.933922 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,17),0.205616 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,29),-1.36606 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,30),-1.37789 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,4),(3,5),-1.55174 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,6),-1.32029 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,7),-1.7141 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,8),-1.31452 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,10),-1.39813 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,13),-1.64747 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,14),-1.24293 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,17),-1.4545 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,29),-1.45803 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,30),-1.61359 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,5),(3,6),-1.10212 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,7),-1.31443 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,8),-0.994859 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,10),-1.18501 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,13),-1.46674 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,14),-0.905523 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,17),-1.04489 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,29),-1.33514 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,30),-1.06426 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,6),(3,7),-0.933628 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,8),-0.438636 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,10),-1.03495 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,13),-0.997261 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,14),-0.44269 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,17),-0.924132 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,29),0.00641772 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,30),-0.839634 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,7),(3,8),-0.778322 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,10),-0.999472 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,13),-1.39119 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,14),-0.709803 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,17),-0.933218 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,29),-1.15353 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,30),-0.926378 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,8),(3,10),-0.365845 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,13),-0.798564 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,14),-1.23462 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,17),-0.65761 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,29),-1.20275 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,30),-0.686762 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,10),(3,13),-0.967314 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,14),-0.485289 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,17),-1.1076 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,29),-0.51908 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,30),-0.486235 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,13),(3,14),-0.815293 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,17),-0.909067 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,29),-0.845712 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,30),-0.727072 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,14),(3,17),-0.272656 # DEPENDENCYPART_NEXTSIBL
(3,14),(3,29),-0.8897 # DEPENDENCYPART_NEXTSIBL
(3,14),(3,30),-0.925895 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,17),(3,29),-0.105602 # DEPENDENCYPART_NEXTSIBL
(3,17),(3,30),-1.01763 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,29),(3,30),-2.46144 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,2),-0.301498 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,1),-0.747618 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,-1),-0.733581 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,2),(3,1),-0.604956 # DEPENDENCYPART_NEXTSIBL
(3,2),(3,-1),-0.391185 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,1),(3,-1),-0.692186 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,6),-0.482301 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,30),-0.321074 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,6),(4,30),-1.04358 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,3),-0.60631 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,-1),-0.390019 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,3),(4,-1),-1.10934 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,6),-0.528495 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,7),-0.79461 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,8),-0.948984 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,10),-0.401115 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,30),-0.586217 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,6),(5,7),-0.876493 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,8),-0.479419 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,10),-1.1908 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,30),-1.1279 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,7),(5,8),-0.548144 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,10),-0.864655 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,30),-0.666036 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,8),(5,10),-0.311052 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,30),-0.868926 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,10),(5,30),-0.644962 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,4),-0.41267 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,3),-0.637095 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,2),-0.222965 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,1),-0.60606 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,-1),-0.791285 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,4),(5,3),-0.664432 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,2),-0.742383 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,1),-1.2807 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,-1),-0.458686 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,3),(5,2),-0.433395 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,1),-0.995393 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,-1),-1.02455 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,2),(5,1),-0.580733 # DEPENDENCYPART_NEXTSIBL
(5,2),(5,-1),-0.320022 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,1),(5,-1),-0.65767 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,7),-0.547492 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,8),-1.08245 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,9),-0.34792 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,10),-0.549402 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,11),-0.375596 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,12),-0.438736 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,13),-0.405336 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,14),-0.84987 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,15),-0.823007 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,16),-0.324768 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,17),-0.0271631 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,19),-0.117589 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,20),-0.418153 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,21),-0.65091 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,22),-0.514837 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,23),-0.874944 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,25),-0.833561 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,28),-0.976021 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,29),-1.38887 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,30),-0.82458 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,7),(6,8),-0.624612 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,9),-0.852175 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,10),-0.845047 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,11),-0.785592 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,12),-0.830942 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,13),-0.963233 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,14),-0.556092 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,15),-0.880553 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,16),-0.789525 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,17),-0.766351 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,19),-0.967937 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,20),-0.745041 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,21),-0.717386 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,22),-0.853712 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,23),-0.762032 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,25),-0.937557 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,28),-0.437763 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,29),-0.899037 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,30),-0.688437 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,8),(6,9),-0.878579 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,10),-0.48162 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,11),-0.904076 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,12),-0.812988 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,13),-0.755781 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,14),-1.28212 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,15),-0.931371 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,16),-1.22726 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,17),-0.767445 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,19),-1.15601 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,20),-1.30461 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,21),-1.59361 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,22),-1.20356 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,23),-1.69033 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,25),-1.20057 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,28),-0.951168 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,29),-1.15398 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,30),-0.90071 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,9),(6,10),-0.913071 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,11),-0.864803 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,12),-0.973216 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,13),-0.909032 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,14),-1.33722 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,15),-1.27029 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,16),-1.14566 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,17),-1.11123 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,19),-0.925984 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,20),-1.13255 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,21),-1.3484 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,22),-1.09859 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,23),-1.38839 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,25),-1.22988 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,28),-1.32044 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,29),-1.42965 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,30),-1.28096 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,10),(6,11),-0.846537 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,12),-0.949997 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,13),-0.928281 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,14),-0.692473 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,15),-1.00206 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,16),-1.0313 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,17),-1.25809 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,19),-1.003 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,20),-1.1387 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,21),-1.0429 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,22),-1.04861 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,23),-1.08538 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,25),-1.14358 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,28),-0.49818 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,29),-0.597319 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,30),-0.59341 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,11),(6,12),-1.28459 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,13),-1.06131 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,14),-1.07886 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,15),-1.32206 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,16),-1.22883 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,17),-1.17247 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,19),-1.17446 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,20),-1.1794 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,21),-0.885529 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,22),-1.33481 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,23),-1.04184 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,25),-1.27598 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,28),-0.955066 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,29),-1.49584 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,30),-0.970846 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,12),(6,13),-0.894112 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,14),-0.976939 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,15),-1.28864 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,16),-1.17252 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,17),-1.12587 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,19),-1.05493 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,20),-1.12669 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,21),-0.889631 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,22),-1.27808 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,23),-1.0244 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,25),-1.1995 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,28),-0.923148 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,29),-1.45038 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,30),-1.49989 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,13),(6,14),-0.79566 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,15),-1.01329 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,16),-0.889863 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,17),-0.847719 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,19),-0.793401 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,20),-0.749701 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,21),-0.816701 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,22),-0.897681 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,23),-0.872365 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,25),-0.944149 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,28),-0.494138 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,29),-0.68501 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,30),-0.785087 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,14),(6,15),-0.27221 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,16),-0.790799 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,17),-0.382491 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,19),-0.937307 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,20),-0.896902 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,21),-0.907827 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,22),-0.789922 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,23),-1.07336 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,25),-0.90874 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,28),-0.905104 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,29),-0.840931 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,30),-1.13984 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,15),(6,16),-0.655865 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,17),-0.126544 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,19),-0.612873 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,20),-0.754429 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,21),-0.830553 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,22),-0.783265 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,23),-0.848572 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,25),-0.867673 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,28),-0.961348 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,29),-1.49791 # DEPENDENCYPART_NEXTSIBL
