# _root_ BMA 's investment banker , Alex . Brown & Sons Inc. , has been authorized to contact possible buyers for the unit .
#goldHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
#predictedHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
(6,1),(1,4),(1,5),0.102182 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,6),-0.0641704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,4),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,8),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,9),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,11),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,12),-0.0647451 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,24),-0.0750407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,5),(1,6),-0.0700439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,5),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,8),-0.0700444 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,9),-0.0672102 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,11),-0.0701674 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,12),-0.0641818 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,24),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,6),(1,7),-0.0641603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,8),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,9),-0.0644944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,11),-0.0642692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,12),-0.0645176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,23),-0.0641603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,24),-0.00206937 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,7),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,9),-0.064147 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,24),-0.0821407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,8),(1,9),-0.0644944 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,8),(1,11),-0.0642692 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,8),(1,12),-0.0645176 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,8),(1,23),-0.0641603 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,8),(1,24),-0.00311329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,9),(1,11),-0.0641542 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,9),(1,12),-0.0641495 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,9),(1,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,9),(1,24),-0.104261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,11),(1,12),-0.0645196 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,11),(1,23),-0.0641603 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,11),(1,24),-0.0109081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,12),(1,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,12),(1,24),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,23),(1,24),-0.0821407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,1),(1,-1),0.140121 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,3),(3,4),0.134714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,5),0.090953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,6),-0.0660912 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,3),(3,12),-0.0641629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,24),0.000664309 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,4),(3,5),0.0895063 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,4),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,24),-0.0169896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,5),(3,6),-0.0651247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,5),(3,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,24),-0.0492925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,6),(3,12),-0.0641701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,6),(3,24),-0.0452379 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,12),(3,24),-0.0492925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,3),(3,1),-0.051098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,-1),-0.0304709 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,1),(3,-1),-0.112158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,4),(4,5),0.0909524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,6),-0.0660912 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,4),(4,4),(4,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,8),-0.0660912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,9),-0.0648506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,10),-0.0660912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,11),-0.0660983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,12),-0.0641629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,13),-0.0669174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,14),-0.0641548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,15),-0.0641548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,16),-0.0663923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,20),-0.0641876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,22),-0.0652907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,24),0.00187797 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,4),(4,5),(4,6),-0.0651247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,5),(4,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,8),-0.0651247 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,9),-0.0648388 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,10),-0.0651247 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,11),-0.0651746 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,13),-0.0643641 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,14),-0.0641503 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,15),-0.0641503 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,20),-0.0641772 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,22),-0.0648372 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,24),-0.049293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,6),(4,7),-0.0641486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,8),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,10),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,11),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,12),-0.0641701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,14),-0.0641709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,15),-0.0641709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,20),-0.0642142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,22),-0.0641587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,23),-0.0641486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,24),-0.0450266 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,4),(4,7),(4,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,24),-0.0667177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,8),(4,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,10),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,11),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,12),-0.0641701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,14),-0.0641709 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,15),-0.0641709 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,20),-0.0642142 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,22),-0.0641587 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,23),-0.0641486 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,24),-0.0450298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,9),(4,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,12),-0.0641468 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,22),-0.0641476 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,23),-0.0642948 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,24),-0.0965905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,10),(4,11),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,10),(4,12),-0.0641701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,10),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,10),(4,14),-0.0641709 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,10),(4,15),-0.0641709 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,10),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,10),(4,20),-0.0642142 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,10),(4,22),-0.0641587 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,10),(4,23),-0.0641486 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,10),(4,24),-0.0450286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,11),(4,12),-0.0641701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,14),-0.0641709 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,15),-0.0641709 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,20),-0.0642148 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,22),-0.0641587 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,23),-0.0641486 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,24),-0.0459834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,12),(4,13),-0.0643641 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,12),(4,14),-0.0641503 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,12),(4,15),-0.0641503 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,12),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,12),(4,20),-0.0641772 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,12),(4,22),-0.0648372 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,12),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,12),(4,24),-0.049293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,13),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,13),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,13),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,13),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,13),(4,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,13),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,13),(4,24),-0.0645334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,14),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,14),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,14),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,14),(4,22),-0.0641496 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,14),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,14),(4,24),-0.0802706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,15),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,15),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,15),(4,22),-0.0641496 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,15),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,15),(4,24),-0.0802654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,16),(4,20),-0.0645534 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,16),(4,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,16),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,16),(4,24),-0.0696907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,20),(4,22),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,20),(4,23),-0.0641474 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,20),(4,24),-0.106207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,22),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,22),(4,24),-0.016881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,23),(4,24),-0.0667177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,4),(4,3),-0.0610218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,2),-0.0412416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,1),-0.0507856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,-1),-0.0287013 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,4),(4,3),(4,2),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,3),(4,1),-0.0375241 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,3),(4,-1),-0.0809616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,2),(4,1),-0.0426326 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,2),(4,-1),-0.0505209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,1),(4,-1),-0.1124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,5),(5,24),0.0178633 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,5),(5,-1),0.0840803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,7),(7,9),-0.0420134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,10),-0.0491937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,24),0.0481082 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,9),(7,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,24),-0.0420934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,10),(7,24),-0.049593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,7),(7,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,-1),0.0184758 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,5),(7,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,8),(8,9),-0.0979913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,10),-0.129611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,11),-0.129647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,12),0.0767281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,13),-0.0326362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,14),-0.0458704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,15),-0.0458668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,16),-0.0371222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,19),-0.0474373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,20),-0.0114873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,22),-0.0244511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,23),0.0348073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,24),0.141561 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,9),(8,10),-0.0588343 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,11),-0.059135 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,12),-0.139832 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,14),-0.0399363 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,15),-0.0399363 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,19),-0.042233 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,20),-0.0361677 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,22),-0.0371519 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,23),-0.042422 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,24),0.1617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,10),(8,11),-0.0594163 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,12),-0.0193778 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,13),-0.0425202 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,14),-0.0421561 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,15),-0.0421561 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,16),-0.0420879 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,19),-0.0433907 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,20),-0.0471969 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,22),-0.0462567 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,23),-0.0373361 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,24),0.0297854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,11),(8,12),-0.00870096 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,13),-0.0425202 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,14),-0.0421561 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,15),-0.0421561 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,16),-0.0421247 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,19),-0.0433907 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,20),-0.0477417 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,22),-0.0465267 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,23),-0.0373563 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,24),0.0132441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,12),(8,13),-0.0948896 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,14),-0.0461558 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,15),-0.0461538 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,16),-0.0452488 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,19),-0.0326498 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,20),-0.0666868 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,22),-0.154916 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,23),-0.0424034 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,24),-0.0851788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,13),(8,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,19),-0.0420132 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,22),-0.0428534 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,24),-0.077557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,14),(8,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,20),-0.0420325 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,23),-0.0420888 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,24),-0.0392982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,15),(8,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,20),-0.0420325 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,23),-0.0420888 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,24),-0.0392937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,16),(8,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,16),(8,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
