# _root_ Similarly , Agfa is sponsoring scores of photography contests at high schools and colleges , offering free black-and-white film and paper as prizes .
#goldHeads=4,4,4,0,4,5,6,9,7,9,12,10,12,13,5,5,19,19,16,19,20,16,22,4,
#predictedHeads=4,4,4,0,4,5,6,9,7,5,12,10,12,13,5,5,19,19,16,19,20,16,22,4,
(4,6),(6,12),(6,24),-0.0428062 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,12),(6,25),-0.0738952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,13),(6,14),-0.0471072 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,13),(6,15),-0.0466073 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,13),(6,16),-0.0354352 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,13),(6,17),-0.0337203 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,13),(6,19),-0.043335 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,13),(6,20),-0.0420149 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,13),(6,22),-0.0299165 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,13),(6,24),-0.042014 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,13),(6,25),-0.074916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,14),(6,15),-0.0361483 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,16),-0.042021 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,17),-0.0425907 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,19),-0.0424351 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,20),-0.0472144 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,22),-0.0408335 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,24),-0.0428062 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,25),-0.0745086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,15),(6,16),-0.0317762 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,15),(6,17),-0.0536513 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,15),(6,19),-0.0494822 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,15),(6,20),-0.0511413 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,15),(6,22),-0.0608269 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,15),(6,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,15),(6,25),-0.0818556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,16),(6,17),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,16),(6,19),-0.0446983 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,16),(6,20),-0.0378559 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,16),(6,22),-0.0393399 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,16),(6,24),-0.0424456 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,16),(6,25),-0.0203087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,17),(6,19),-0.0382929 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,17),(6,20),-0.0437717 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,17),(6,22),-0.0422038 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,17),(6,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,17),(6,25),-0.101425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,19),(6,20),-0.0483019 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,19),(6,22),-0.048582 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,19),(6,24),-0.0437355 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,19),(6,25),-0.0621588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,20),(6,22),-0.0299165 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,20),(6,24),-0.042014 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,20),(6,25),-0.074916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,22),(6,24),-0.0428791 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,22),(6,25),-0.0323056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,24),(6,25),-0.0454645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,6),(6,5),0.0624254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,3),-0.0668121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,2),-0.06415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,1),-0.0650581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,-1),-0.175247 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,5),(6,3),-0.0641564 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,5),(6,2),-0.0641582 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,5),(6,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,5),(6,-1),-0.106106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,3),(6,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,3),(6,1),-0.0641467 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,3),(6,-1),-0.113718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,2),(6,1),-0.0657257 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,2),(6,-1),-0.0418853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,1),(6,-1),-0.0134293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,7),(7,8),0.00877252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,9),-0.0631277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,10),-0.0235389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,12),-0.0631277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,13),-0.052436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,14),-0.0631277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,16),-0.0344256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,25),-0.118624 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,8),(7,9),-0.042706 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,10),-0.0504133 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,12),-0.042706 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,13),-0.00152271 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,14),-0.042706 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,16),-0.0449386 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,25),-0.00368437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,9),(7,10),-0.0258092 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,12),-0.0427084 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,13),-0.0557131 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,14),-0.0427084 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,16),-0.0432069 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,25),-0.026599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,10),(7,12),-0.0419961 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,10),(7,13),-0.0484975 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,10),(7,14),-0.0419961 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,10),(7,16),-0.0390151 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,10),(7,25),-0.0882749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,12),(7,13),-0.0557131 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,12),(7,14),-0.0427084 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,12),(7,16),-0.0432069 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,12),(7,25),-0.026599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,13),(7,14),-0.0433603 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,13),(7,16),-0.0429544 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,13),(7,25),-0.0592272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,14),(7,16),-0.0432069 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,14),(7,25),-0.026599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,16),(7,25),-0.00600939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,7),(7,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,1),-0.0650109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,-1),-0.185714 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,2),(7,1),-0.0641547 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,2),(7,-1),-0.0699252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,1),(7,-1),-0.0355022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,10),-0.0417591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,12),-0.0564157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,13),-0.0320175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,25),0.0324731 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,10),(8,12),-0.0512482 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,13),-0.0183118 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,25),-0.0230397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,12),(8,13),-0.0441576 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,25),-0.0539793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,13),(8,25),-0.0780591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,-1),-0.173369 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,9),(9,10),-0.0742239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,11),-0.0799338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,12),-0.0803847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,13),-0.051219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,14),-0.0803847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,15),-0.0232409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,16),-0.0654417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,17),-0.0806199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,19),-0.0938106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,20),-0.051219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,22),-0.0582353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,24),-0.044509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,25),0.0697177 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,10),(9,11),-0.0487411 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,12),-0.0454014 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,13),-0.0332024 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,14),-0.0454014 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,15),-0.0499306 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,16),-0.0386566 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,17),-0.0487411 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,19),-0.0490718 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,20),-0.0332024 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,22),-0.0244454 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,24),-0.0428794 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,25),-0.0530152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,11),(9,12),-0.0398975 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,13),-0.0437717 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,14),-0.0398975 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,15),-0.0416867 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,16),-0.0310494 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,17),-0.0428045 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,19),-0.0382934 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,20),-0.0437717 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,22),-0.0380479 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,25),-0.101064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,12),(9,13),-0.0472144 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,14),-0.0422182 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,15),-0.0361495 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,16),-0.042021 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,17),-0.0425907 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,19),-0.0424351 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,20),-0.0472144 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,22),-0.0408335 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,24),-0.0428062 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,25),-0.0738952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,13),(9,14),-0.0471072 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,15),-0.0466073 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,16),-0.0354352 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,17),-0.0337203 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,19),-0.043335 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,20),-0.0420149 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,22),-0.0299165 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,24),-0.042014 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,25),-0.074916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,14),(9,15),-0.0361483 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,14),(9,16),-0.042021 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,14),(9,17),-0.0425907 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,14),(9,19),-0.0424351 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,14),(9,20),-0.0472144 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,14),(9,22),-0.0408335 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,14),(9,24),-0.0428062 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,14),(9,25),-0.0745086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,15),(9,16),-0.0317762 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,15),(9,17),-0.0536513 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,15),(9,19),-0.0494822 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,15),(9,20),-0.0511413 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,15),(9,22),-0.0608269 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,15),(9,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,15),(9,25),-0.0818556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,16),(9,17),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,19),-0.0446983 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,20),-0.0378559 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,22),-0.0393399 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,24),-0.0424456 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,25),-0.0203087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,17),(9,19),-0.0382929 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,17),(9,20),-0.0437717 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,17),(9,22),-0.0422038 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,17),(9,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,17),(9,25),-0.101425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,19),(9,20),-0.0483019 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,19),(9,22),-0.048582 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,19),(9,24),-0.0437355 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,19),(9,25),-0.0621588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,20),(9,22),-0.0299165 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,20),(9,24),-0.042014 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,20),(9,25),-0.074916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,22),(9,24),-0.0428791 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,22),(9,25),-0.0323056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,24),(9,25),-0.0454645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,9),(9,8),0.123574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,7),0.122754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,6),0.0905595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,5),0.0624254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,3),-0.0668121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,2),-0.06415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,1),-0.0650581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,-1),-0.175245 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,8),(9,7),0.112673 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,6),0.101864 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,5),0.0972398 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,3),-0.064298 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,2),-0.0641513 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,1),-0.0642172 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,-1),-0.0677035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,7),(9,6),0.101656 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,5),0.102483 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,2),-0.0641596 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,1),-0.0641522 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,-1),0.00660016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,6),(9,5),0.103062 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,3),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,-1),-0.0638586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,5),(9,3),-0.0641564 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,5),(9,2),-0.0641582 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,5),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,5),(9,-1),-0.106106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,3),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,3),(9,1),-0.0641467 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,3),(9,-1),-0.113718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,2),(9,1),-0.0657257 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,2),(9,-1),-0.0418853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,1),(9,-1),-0.0134293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,10),(10,11),-0.0726507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,12),-0.0368918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,13),-0.0525621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,14),-0.0368918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,15),-0.0306694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,16),-0.0429018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,19),0.0232198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,24),-0.0422997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,25),-0.103299 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,10),(10,11),(10,12),-0.0424005 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,13),-0.0420295 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,14),-0.0424005 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,15),-0.0519159 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,19),-0.0431368 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,24),-0.0420149 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,25),-0.0520279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,12),(10,13),-0.0550634 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,14),-0.0427022 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,15),-0.0534798 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,16),-0.0431631 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,19),-0.0428958 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,24),-0.0422935 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,25),-7.50021e-05 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,13),(10,14),-0.0433615 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,15),-0.0298585 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,16),-0.0429544 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,19),-0.0323986 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,24),-0.0439555 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,25),-0.0589083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,14),(10,15),-0.0534798 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,14),(10,16),-0.0431631 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,14),(10,19),-0.0428958 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,14),(10,24),-0.0422935 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,14),(10,25),-7.50021e-05 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,15),(10,16),-0.0160427 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,15),(10,19),-0.0540913 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,15),(10,24),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,15),(10,25),0.0170363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,16),(10,19),-0.0421835 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,16),(10,24),-0.0420251 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,16),(10,25),-0.0101807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,19),(10,24),-0.0432613 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,19),(10,25),0.00919256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,24),(10,25),-0.0515349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,10),(10,9),0.106351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,7),0.0979299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,1),-0.0650022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,-1),-0.150507 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,10),(10,9),(10,7),0.0921179 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,9),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,9),(10,-1),-0.0533194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,7),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,7),(10,-1),-0.11088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,1),(10,-1),-0.023959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,12),(12,13),-0.051219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,14),-0.0803847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,15),-0.0232421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
